V1,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T
CHN_C20,17721.1416,58.4426,795.073,1776.0228,226.1445,1417.5761,15766.6111,2810.3554,4847.9754,1377.6534,41321.2204,1388.6656,20307.1103,25387.788,3377.1814,1599.5816,4598.1709,3868.0203,1517.9592,575.4577,114.2202,2185.3483,594.2917,721.8909,9254.809,610.236,83.8775,63.9188,4.6963,141.7653,0.2599,314.958,517.1947,56.8558,134.0911,914.1769,43.7856,684.7207,558.4884,722.7473,737.7124,11603.862,15.3562,747.1776,0
CHN_C21,1112.8291,52.8774,4.1375,20.982,3.4927,30.4652,15.5918,15.573,12.7424,5.0633,554.7247,10843.8472,106.3166,99.0749,2.3133,8.884,4.3614,3.265,11.4094,1.3574,0.4398,8.2746,37.5362,12.991,56.6333,45.2881,5.2476,0.1216,0.42,0.1009,0.2175,10.6987,8.09,15.21,0.0548,34.2049,2.8142,102.184,11.9634,121.7876,71.4853,20247.6037,3.474,47.7785,0
CHN_C22,4463.7814,42.7793,602.5864,1027.5223,142.2548,2204.4675,2424.9651,323.2049,1603.8633,175.4669,4870.6535,473.2197,16306.3515,7661.0343,863.7401,959.5722,7438.4578,6614.2028,3576.0378,1684.5867,114.8613,2151.0147,283.3023,346.526,3419.0822,2238.6455,236.3545,7.2718,1.7374,19.2551,4.8923,182.145,19.2624,98.8489,11.6184,61.7288,20.8975,419.2461,349.4226,100.1668,219.3434,1427.9719,0.7723,268.9565,0
CHN_C23,2314.1327,472.9222,2319.1597,1679.9157,135.7696,4231.5311,3087.1059,218.2374,615.7659,400.3014,5509.0501,1973.6523,1627.1923,23034.1593,6496.9138,1818.3631,22284.6062,13793.9197,9895.7417,7826.2452,244.5608,2513.4474,1183.5387,836.562,71739.3147,3966.9084,1929.5371,118.1733,30.0112,298.0891,141.166,396.0215,155.1092,173.0946,346.5402,261.5925,1343.955,1215.9187,331.9744,322.3088,598.8991,595.8276,7.4256,5.3142,0
CHN_C24,300.7283,44.3592,4383.2425,939.08,211.1441,442.4669,396.9754,153.5215,283.1048,580.0831,1112.8356,40.8232,869.0673,4564.6296,99874.2146,39737.2613,10001.7925,38796.8973,54743.5956,9374.5124,1675.2209,2833.6479,708.8434,294.6827,51454.8402,216.7768,488.3986,52.7116,34.8757,318.4973,21.5882,11.3966,21.228,11.2323,5.4246,3.0151,335.8714,1236.8629,143.9676,0.0337,157.5768,19.5539,3.3867,24.6135,0
CHN_C25,801.5526,34.8127,1622.8518,737.8457,101.2132,1334.858,544.1859,579.7863,418.9625,243.3445,983.0718,101.0175,618.0869,3329.6105,2293.7716,9331.9509,7346.415,6368.9672,8199.0758,2406.9744,677.267,1661.4503,1029.5248,640.2235,14705.5815,822.804,219.808,45.1524,13.4123,305.9322,8.2836,149.4222,43.9623,472.506,937.9196,391.3108,270.5901,10757.8464,935.0009,719.7695,281.574,149.445,0.8707,31.8906,0
CHN_C26,46.2062,4.7572,449.103,129.2183,20.8798,105.9648,263.2874,48.1081,95.4728,138.8653,532.092,62.5729,164.9934,457.2245,394.9682,149.3291,63516.686,2491.9542,2386.6893,592.6931,218.2232,297.641,2043.0272,166.6274,2267.52,2399.4952,173.5776,49.9141,64.4228,128.5544,42.6143,23.3651,84.2555,3471.9105,3838.551,1475.081,36.8224,18576.0525,2734.8893,281.7863,574.5936,220.6138,9.1489,163.4369,0
CHN_C27,141.5415,15.6431,1895.6525,379.3154,17.8157,214.3007,480.4568,116.7925,205.4706,415.3252,582.0174,60.8766,277.6388,843.7087,1416.6229,459.3932,21977.2041,15037.7589,9024.7261,2804.4281,1394.7012,483.7296,8087.7593,288.7552,9994.9242,3909.5397,330.3739,113.7257,18.7446,181.9564,45.2123,394.7619,81.4499,7028.2654,1365.0342,434.2577,734.4994,12179.5607,1588.5232,161.6862,399.4871,127.3799,7.8015,24.7035,0
CHN_C28,1863.6485,228.6533,3096.3629,1885.8778,266.5467,603.8903,1745.47,318.074,937.831,904.0085,1879.9955,145.2247,709.6594,3850.3089,5812.7339,1426.1565,4554.9643,6272.3256,37666.8097,11683.3264,2480.9605,772.6544,8029.042,1109.5936,7841.9375,3353.6922,1527.0519,1058.6478,624.9832,854.3636,344.6785,117.5547,53.4393,1147.9736,561.3535,1571.9268,596.8772,4174.5101,834.0148,144.7928,648.2016,2064.9056,10.4269,27.6285,0
CHN_C29,926.5446,105.5884,964.81,1372.056,24.3525,581.3178,396.5062,186.5141,521.7726,101.006,379.411,13.6633,229.4063,721.5256,2552.6009,519.4567,1269.8601,1018.9361,3391.7799,43670.0451,44.5095,332.5628,2389.7007,3346.5714,1208.9782,8042.4311,13684.1867,127.3742,109.4928,491.6192,345.7346,79.0311,327.5028,2356.6755,1710.149,1647.4949,1033.7097,2218.841,1875.3811,2572.9805,778.879,74.1745,24.5549,123.2512,0
CHN_C30,41.8809,13.8765,28.7611,5.0019,0.0118,11.6002,9.7251,8.6532,3.71,20.9344,14.2437,2.9895,2.1945,1.4222,15.8637,0.8619,25.9909,14.5358,44.2052,2430.3013,10119.5811,104.0284,19.4482,12.4177,82.1459,220.8084,331.0126,275.2021,232.9786,22.4871,60.4426,0.6557,2.7291,2.9793,14.7374,54.3493,8.258,196.9981,27.0764,26.886,6.9122,3.5506,0.5651,1.2957,0
CHN_C31T33,196.0438,19.7811,162.5194,128.5422,25.2183,176.0108,287.2639,67.6333,184.3834,74.3163,215.2371,49.275,141.8905,507.8774,424.949,202.4461,467.6862,473.3649,529.6634,111.584,106.183,997.8515,463.6108,128.2186,508.5525,533.392,277.6854,25.8155,26.008,65.0751,34.0745,67.7336,261.9944,135.8008,89.7813,409.4904,45.6846,1113.5133,457.6612,464.6457,727.9099,71.4166,28.0086,80.6002,0
CHN_D,3882.1301,66.8785,9893.6621,5087.0134,121.4092,2503.7797,3963.1329,976.6381,1908.7981,2919.3529,12845.4206,1656.8805,6256.6844,11924.6513,20346.3723,4949.0584,4362.2493,2845.3961,7168.5045,2731.0213,302.8469,1277.3867,14844.6553,3976.6746,6376.6479,9588.4924,1558.9847,532.4091,378.6234,379.2275,204.2673,2044.9617,244.3596,2277.3367,1892.0551,2015.6334,673.1922,1674.4534,642.7494,1965.8612,3475.7006,1365.028,17.5356,201.7321,0
CHN_E,407.5153,6.7893,243.583,158.9597,5.9122,240.9196,201.8128,68.6443,2401.2287,147.1519,521.7804,60.3931,131.3793,721.6374,9965.7519,261.3938,492.5228,231.3146,1114.8587,238.38,88.19,100.1145,613.0896,1399.5505,1960.3949,895.5181,447.9539,33.6975,39.683,23.3198,28.3808,292.9504,41.6422,273.0608,18.4505,353.6019,100.5888,436.5835,329.803,763.9422,551.4976,159.8285,6.2616,95.3622,0
CHN_F,598.2039,9.339,232.4202,45.2722,8.2587,66.8405,106.9259,15.3839,72.1881,32.7557,139.954,20.0514,37.207,150.3926,207.5556,35.4566,114.6295,91.3055,161.0302,164.2287,48.1112,63.0641,230.95,1198.9157,555.8599,2605.4237,1979.296,41.9268,49.2845,210.3733,561.6602,1489.8066,242.3164,1324.0995,65.7975,3421.1359,4905.9116,2157.4342,672.6401,2161.9061,4900.9969,1739.8102,27.6842,210.5072,0
CHN_G,9539.2047,1010.5848,1854.6612,1574.8357,107.1482,12597.3788,16151.3699,1636.1934,3455.6912,2574.9466,6844.0112,1739.8478,3285.9112,7272.7621,9278.4471,3066.9681,13019.0417,6352.5622,8881.247,14353.0374,957.6006,2287.8664,6031.4923,1620.8194,15137.1591,6910.0935,5077.0489,905.1336,522.479,633.4381,334.4228,4396.8791,666.5193,2270.3933,1523.9791,1452.5591,611.7194,5828.8701,1898.3741,2545.4133,1512.9485,3407.9276,53.2096,528.1055,0
CHN_H49,5726.0828,448.0356,2315.121,1940.9016,86.3333,5357.0027,4518.3945,1220.4236,2029.839,2964.9974,4635.7173,750.3801,1857.6558,5739.1363,8421.9186,2672.3842,5771.8454,4059.7011,6207.681,2182.4106,305.2232,1228.1184,5244.2381,542.2523,11932.3976,6914.7057,6269.7176,1347.4893,406.6063,1150.8761,256.1872,1208.0397,362.0805,288.5258,728.7186,2381.2093,543.4782,2387.4189,1220.8504,1676.8142,1233.0941,729.5277,27.1731,203.7591,0
CHN_H50,739.071,58.9977,301.773,336.9679,4.2477,740.3818,780.6439,262.911,445.0441,1161.8959,977.9987,86.7032,364.5215,1235.313,2385.0481,522.932,1376.5561,762.4285,1143.2093,394.8959,103.3873,228.5914,803.0896,74.171,1928.9318,800.7233,246.9266,1495.5698,38.0994,102.2155,10.4412,134.0064,19.5679,99.5381,91.3434,59.4365,90.0396,465.9065,176.3107,81.7687,85.3787,137.5137,3.303,32.9175,0
CHN_H51,261.8558,13.9211,67.1465,67.8416,4.1155,216.2088,344.863,52.8197,104.1868,511.8744,415.078,62.2415,178.856,274.7316,633.4151,156.0549,768.08,287.561,424.0027,178.7375,58.6886,66.216,248.4533,60.8055,417.257,308.1374,105.5827,41.4322,464.5871,39.7659,65.2745,74.0033,50.0156,71.0471,132.0093,372.9307,22.8296,401.1619,84.9687,262.0478,193.6082,115.4526,8.4221,15.3144,0
CHN_H52,815.2008,60.0447,115.4131,90.0739,7.7151,515.0586,579.0562,97.3968,195.1643,209.6603,396.6951,66.9915,168.7898,473.2313,826.9733,208.344,503.8459,341.7822,482.4592,260.3201,38.7453,100.7413,767.1679,40.6941,5230.7542,1163.2707,974.0918,825.4186,461.148,1158.1817,7.259,235.7525,26.7357,63.9734,42.7438,103.4997,79.3313,307.9086,142.6926,71.9123,49.6172,98.8977,1.718,31.4071,0
CHN_H53,164.1401,13.112,68.0372,24.4741,0.2639,105.6566,216.6014,16.8791,42.7183,11.5772,94.4983,108.1287,47.8873,113.407,54.4304,62.7406,202.642,165.1762,264.9586,83.9778,5.6893,55.9494,54.3939,23.1006,48.0595,737.6938,97.5198,17.1947,6.0802,34.8631,48.2453,28.9844,214.4543,71.1515,51.4282,945.0885,5.5282,143.946,108.3941,1122.4809,323.6998,197.7876,15.6129,17.8436,0
CHN_I,511.0219,22.038,788.4417,597.882,10.856,797.8487,1544.6913,220.2546,815.3205,170.253,835.1837,353.1629,381.7865,1497.3478,758.627,926.4592,1375.4298,2037.7442,2735.2771,307.9851,44.3564,431.8985,680.293,572.498,2376.5895,8879.3261,1441.6837,97.4739,495.6714,225.3389,60.1671,836.5866,396.3401,435.9454,608.3467,5392.3515,1325.0744,3513.6704,1613.4794,7815.1454,1910.8725,506.3239,28.9066,203.8439,0
CHN_J58T60,6.3397,0.0609,44.9793,83.0011,1.4566,113.4867,157.7353,36.589,50.7055,24.2686,118.1122,61.7317,74.6591,239.3343,96.7238,60.3646,220.4949,130.7359,229.7527,40.4947,4.5409,50.2318,190.78,356.3205,148.1827,209.2847,19.9158,1.5098,9.7469,3.3197,79.95,44.3338,401.2984,450.6926,222.064,442.8219,55.8496,982.6423,233.8737,543.3154,684.817,137.2007,17.2834,7.8613,0
CHN_J61,388.8484,20.67,598.8363,638.6384,2.6607,584.5547,1267.1207,189.4116,173.9635,271.727,1020.2154,137.8179,356.0109,1254.4764,1701.3955,1507.9897,1505.1159,1637.2217,2245.2266,634.6966,64.4001,236.0895,846.5192,537.5624,11287.3992,3388.9618,535.0842,314.7068,33.0317,42.6843,137.1237,603.2268,562.6052,761.3421,1111.0042,5918.2952,381.6657,1564.5491,474.1378,3740.0017,970.7977,474.0485,63.2647,89.5868,0
CHN_J62_63,45.3303,0.0862,314.9175,102.0626,12.5874,390.3453,625.054,78.1148,123.3439,51.5953,425.937,138.5169,78.2468,377.6098,129.2221,1040.6696,1729.6447,1843.0525,1291.43,487.4522,86.2856,320.1269,311.3833,185.3214,2146.9197,6905.1355,66.6293,82.0316,305.6343,7.8532,130.616,59.056,121.7033,620.9654,1082.6103,4094.0943,155.2759,237.9499,236.3951,407.8162,314.4047,87.4786,15.9577,39.7482,0
CHN_K,4425.4804,387.3072,1587.4738,771.7906,94.8479,1803.0335,2170.6952,475.3386,1258.6861,997.9573,1955.8024,403.8296,856.2512,4288.4065,3047.3222,804.335,4892.5152,1836.9471,3753.1199,666.3843,263.8679,610.6896,6094.2279,511.9566,3111.7793,12356.7297,6600.0917,1037.4193,670.0281,1087.0585,206.2408,1592.9751,129.5045,428.1811,978.8675,12641.9378,6731.329,4693.6937,1806.0307,2973.4606,306.3667,186.6468,19.6978,201.0749,0
CHN_L,53.3585,0.1686,36.9092,18.777,1.2656,137.5251,315.1769,43.6621,87.9944,25.4337,69.9991,15.7661,94.0317,188.0129,54.8212,127.8738,679.4775,241.9629,218.0218,55.7186,11.4977,130.5011,41.829,94.236,39.9752,3115.3637,155.6457,7.2823,31.2539,78.7392,38.0083,315.1395,89.899,311.0034,558.895,4231.8293,520.9862,1080.9867,333.2964,3865.2775,289.1152,113.9854,16.3958,292.9915,0
CHN_M,1643.7803,54.5741,3022.8554,766.2697,480.1445,9392.1717,3997.6743,402.449,288.0291,1088.6378,4624.6312,2992.0614,1472.6132,4743.0604,535.6364,1486.9729,1014.0014,459.982,5641.0534,3600.2879,214.8025,607.6558,954.5113,133.8282,20919.0931,3545.9328,242.8472,107.7144,23.8202,7.1126,124.8125,416.9237,17.9519,221.9576,658.185,158.8345,126.7623,5334.3329,138.4786,203.4558,596.2229,92.632,3.4797,6.7119,0
CHN_N,190.2153,4.8405,873.0653,390.8896,20.9343,2076.1745,2508.3207,600.8127,401.4372,425.9942,1645.0822,988.2612,988.477,1874.4838,1382.189,785.6738,2953.4606,1524.5937,2043.5137,1134.0522,83.5824,395.5115,650.9531,413.6393,5081.3836,7417.8731,1008.9208,139.8558,361.156,195.6632,42.9071,838.5028,166.7073,844.5865,341.9312,2316.7392,1634.471,1543.7907,967.6178,648.219,294.774,119.8371,15.0207,66.1437,0
CHN_O,0.513,0.0432,0.1637,0.0924,0.0055,0.1792,0.1915,0.0352,0.072,0.0423,0.1708,0.0756,0.129,0.3914,0.197,0.1809,0.3403,0.1304,0.3874,0.1127,0.0744,0.0988,0.2061,0.1182,0.2228,0.356,0.1147,0.1403,0.0273,0.0349,0.0218,0.0753,0.0653,0.1599,0.0752,0.2233,0.2662,0.7398,0.0464,3.1838,0.4617,0.0878,0.0155,0.0539,0
CHN_P,292.7593,10.6666,340.1993,144.4144,0.8134,135.7966,213.723,29.7933,110.1203,65.8138,196.471,53.2608,78.1058,261.6408,207.7164,207.3034,235.4282,156.4147,393.6069,232.8589,29.8171,64.2222,280.5433,219.4974,479.9288,935.0712,370.561,28.4512,151.2182,25.9923,93.8061,211.0405,38.9133,111.1542,76.6845,1190.2958,96.2262,372.8545,117.7565,971.8132,337.1314,238.3918,9.323,19.3979,0
CHN_Q,126.7934,3.2576,758.0905,327.8562,0.0,617.677,963.3815,44.7234,87.0304,96.4287,223.3236,115.869,47.3188,187.6102,841.6233,166.262,255.1917,42.782,747.7504,253.5507,34.2952,36.048,949.8721,85.1679,264.6552,93.8908,154.9193,27.4144,21.1819,16.5629,0.3504,14.7268,86.1617,13.4351,2.5747,1718.0985,6.4392,898.0806,12.1582,677.628,1010.5335,416.1326,15.0804,14.3386,0
CHN_R,88.0771,3.7038,70.0781,104.4622,26.1051,109.5247,65.1208,16.2666,45.7748,20.6238,57.7452,12.4246,24.2962,94.1735,56.6177,36.6335,84.3657,45.1429,84.5231,19.854,3.8847,129.2508,130.2622,166.1734,82.5732,195.0541,23.7157,5.1939,1.8117,5.4467,9.6565,19.5436,6.715,148.7569,32.8781,187.0921,43.5333,203.3319,214.3447,58.3561,121.635,65.7841,205.4481,8.8582,0
CHN_S,241.4227,18.0832,559.422,107.5095,12.9256,226.3681,272.4275,29.5689,154.7506,269.6954,418.8226,55.4004,107.4023,290.3328,860.8615,234.8612,374.0238,282.312,416.6165,183.7267,15.9711,182.4466,760.2583,490.4222,155.5624,1933.3195,95.0342,9.6365,1.2213,48.2534,9.1955,82.2541,27.824,118.7796,93.4199,28.0135,30.0712,1272.0194,261.1726,55.0883,186.2814,39.4838,4.4826,162.538,0
CHN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
