V1,IND_A01_02,IND_A03,IND_B05_06,IND_B07_08,IND_B09,IND_C10T12,IND_C13T15,IND_C16,IND_C17_18,IND_C19,IND_C20,IND_C21,IND_C22,IND_C23,IND_C24,IND_C25,IND_C26,IND_C27,IND_C28,IND_C29,IND_C30,IND_C31T33,IND_D,IND_E,IND_F,IND_G,IND_H49,IND_H50,IND_H51,IND_H52,IND_H53,IND_I,IND_J58T60,IND_J61,IND_J62_63,IND_K,IND_L,IND_M,IND_N,IND_O,IND_P,IND_Q,IND_R,IND_S,IND_T
IND_C26,33.3238,1.258,27.4675,20.2402,8.415,10.0825,14.2471,2.9152,40.5857,87.5132,32.5551,17.8673,25.3508,38.6694,246.4535,105.2819,553.6041,365.5129,373.1724,331.2169,62.58,28.8147,156.9181,2.6959,420.8628,25.8941,244.2766,9.6565,101.8562,86.1627,0.9784,1.0524,33.7371,195.9626,27.0096,29.9938,10.9039,3.8206,16.1295,32.2822,25.2118,4.8533,3.0934,21.3548,0.0
IND_C27,35.6584,1.5413,40.3447,41.1182,9.4431,19.5709,20.0093,7.3402,28.7172,116.7327,43.4302,17.046,35.309,65.8328,558.2812,321.2728,633.6324,1433.3818,1149.9322,1357.3085,236.9845,73.4262,228.6861,5.5968,1846.7025,72.7764,147.0754,3.4774,28.8317,32.0025,1.8164,2.1377,9.3308,323.4999,11.5828,59.528,19.7202,2.9384,16.8004,62.8394,10.1266,1.8791,8.1039,56.9468,0.0
IND_C28,141.2797,6.4847,317.2334,181.0146,44.1916,145.8245,31.6349,59.6344,52.1204,448.7474,54.8351,18.637,82.3854,65.8181,806.6541,357.1417,279.1657,494.352,1857.6726,545.4562,123.8909,121.9404,124.0821,17.5975,724.4149,102.3392,123.4262,8.3679,22.9316,29.3743,4.0213,6.4252,16.1836,165.7539,12.0888,38.7316,16.7571,3.0539,23.8792,68.4204,13.9035,2.76,10.239,60.7193,0.0
IND_C29,82.0989,1.2837,72.7629,71.2888,13.8567,22.5565,8.8838,7.9677,25.9567,83.2872,261.9534,2.9013,48.59,11.1665,91.2133,32.4179,63.9119,56.679,1170.4074,2641.6323,68.0775,38.395,729.6617,44.3454,223.3848,589.0382,607.559,24.2372,168.9175,241.9263,10.252,5.5894,19.5983,162.2128,87.1905,101.2216,144.8652,9.9426,103.7071,119.0289,71.7646,10.6296,73.8096,358.5098,0.0
IND_C30,52.2378,67.5265,21.2367,11.5363,3.7331,10.7115,3.5863,3.7896,12.6676,39.6131,6.2524,1.7181,23.1656,5.3519,43.428,15.4186,21.8473,26.9577,125.2008,169.0882,1610.2925,18.1908,4.2553,5.0693,43.63,269.5256,111.4136,268.1547,6.5541,44.1457,0.2614,2.4473,3.8191,9.3295,1.225,2.5945,5.37,1.2461,8.5727,217.0504,1.6331,0.3349,8.4756,16.0109,0.0
IND_C31T33,229.5347,29.3106,117.5418,40.8874,11.6894,35.1961,51.7913,79.649,99.4567,174.2568,72.6191,22.7115,45.914,107.8963,324.3426,147.6941,58.2102,93.7835,171.9578,118.1754,29.7555,1743.8567,181.3394,20.2815,760.8516,195.13,158.1713,4.5681,41.6144,33.0602,1.6215,9.2472,15.3209,74.9476,22.9834,76.7234,53.0267,8.0296,68.7733,46.8489,27.7511,21.2381,21.8858,92.364,0.0
IND_D,1897.293,0.0,474.9334,617.4853,66.1708,126.5019,591.0727,21.5394,445.1826,1743.9969,539.7875,122.1981,294.409,977.9676,4494.9598,374.0712,1003.7146,1903.9948,2286.4005,2613.866,408.3212,713.7982,939.555,294.6616,4550.8546,3144.4311,2481.5336,128.8985,958.7223,995.4315,50.2305,1164.592,186.9287,3459.9456,608.236,4464.7368,939.945,96.7491,454.8665,1285.3442,562.795,136.4712,417.6493,1675.026,0.0
IND_E,66.7655,10.5121,102.0447,12.8335,7.4543,1.1644,0.641,0.0,0.0047,0.0,1.1543,0.0,0.001,9.5901,10.4296,5.4597,0.0,0.0502,0.0,0.0,0.0,0.0,2033.4537,63.9754,527.395,228.9833,901.8798,34.0304,278.225,312.4814,0.8451,136.3834,27.5005,30.6538,111.6031,542.4464,192.4968,18.7185,114.2803,1096.3584,129.2201,23.4049,68.7282,352.1891,0.0
IND_F,1138.697,0.0,191.9571,49.1547,42.8065,37.4362,45.6423,0.408,843.2651,2423.353,186.6964,57.6341,452.0468,1553.6481,2136.6968,405.5799,30.6765,736.1921,284.8707,356.8561,99.8444,14.0911,3815.7659,249.3993,23951.1856,4537.8801,800.7428,12.7097,170.6416,413.8982,23.8441,26.2043,30.1006,1366.8787,1010.2493,862.8698,10260.2832,196.0852,901.507,2850.7147,444.8216,77.1706,574.0553,2368.5526,0.0
IND_G,7415.6844,382.048,719.0498,159.0767,102.6178,7935.7975,5590.8468,385.9677,671.2387,3165.4943,2589.1129,887.8117,1009.7897,1230.4889,3985.9898,994.5849,367.5848,756.7403,1172.09,1958.6833,621.2451,1099.8903,2103.0705,152.9629,8403.4084,3155.4039,2566.9771,85.1061,174.2992,508.948,19.1815,1949.995,180.4841,412.1203,71.2555,521.228,364.8605,80.1861,917.3737,1684.9689,799.8102,529.0394,103.6226,652.0537,0.0
IND_H49,3952.6761,113.9781,620.8252,210.264,103.2645,2700.4016,1393.8376,181.2845,239.2448,1636.3429,794.2083,242.93,329.2955,1359.8401,3475.3865,764.9878,181.4567,302.2815,603.4542,695.8416,186.1541,459.6225,869.481,735.0362,5888.9805,4416.1373,503.925,21.4701,46.0966,256.1019,16.2583,530.7054,123.0781,264.8487,302.9665,222.0149,258.6734,34.7246,251.1362,1168.7081,163.5383,65.1731,60.7023,360.17,0.0
IND_H50,64.1431,3.2185,14.1649,3.4677,0.0144,55.4651,38.3117,4.7157,13.0309,423.6148,60.0625,13.7485,16.1938,27.2318,112.3119,28.2176,12.9247,22.6862,40.5212,39.5919,21.8758,19.3876,43.0518,2.8893,0.0205,0.0535,22.7321,2.9853,1.8642,0.8389,0.1274,13.3448,2.8898,4.946,0.9447,5.2676,0.1849,0.0933,0.0731,0.0159,0.0168,0.8502,0.0397,0.1529,0.0
IND_H51,71.6299,4.0731,71.2443,41.4418,2.9621,51.3188,45.4271,5.8669,19.6438,741.2815,95.0451,20.8331,23.5737,34.4694,153.3418,39.7773,21.21,36.1138,63.3583,59.3523,36.379,27.656,64.7585,39.1671,265.9286,133.2604,36.8692,5.193,5.1461,37.7801,1.156,15.7535,6.9473,22.1594,1.354,263.5623,10.6588,9.7539,63.859,477.358,210.979,22.2063,6.2551,35.5862,0.0
IND_H52,717.0713,28.0349,236.1658,26.0996,39.9684,785.5349,382.8343,42.6823,63.6277,458.4875,222.3652,65.6758,92.2527,237.0892,934.3123,181.5308,35.9733,80.6261,162.016,198.4649,53.4166,119.4059,259.588,16.5766,1663.6019,1130.7786,171.0462,6.9878,417.6964,157.7945,1.826,163.9935,19.0543,39.6453,13.3829,135.9084,37.8255,9.8586,79.5206,375.6498,26.6903,18.5063,21.1778,127.3357,0.0
IND_H53,13.8805,0.0,13.4339,7.8731,3.4643,3.9867,2.3373,0.5742,0.691,0.0704,0.575,1.026,3.1469,8.8391,1.2551,3.8624,1.2163,0.643,2.3011,0.699,0.1198,1.222,573.1104,80.019,283.7346,133.4148,424.8892,5.7726,39.2786,188.5742,43.76,8.175,7.9979,570.7351,76.3479,186.0451,38.306,26.0554,114.0399,0.0,48.0059,3.5497,5.2371,31.9306,0.0
IND_I,94.4985,0.0,555.7851,24.9124,11.4005,0.0,0.0,0.0,0.213,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0788,0.0,0.0,0.0,1109.4699,94.6693,2753.4747,3113.5386,923.1993,19.0223,127.5567,191.7,9.3812,13.7509,12.3548,419.6469,266.4726,2549.3273,208.6961,49.2426,297.8904,147.4224,121.1847,14.1988,45.3205,243.2311,0.0
IND_J58T60,62.3987,2.0256,17.3514,18.2419,2.0385,0.1048,0.9921,0.1062,10.4126,0.026,1.6015,8.0943,0.1203,0.6105,0.4955,0.7771,0.2026,0.1687,3.8738,0.1416,0.027,0.326,206.2216,5.0996,19.4534,75.0235,119.9685,15.5864,69.4617,61.9148,0.2886,28.8809,97.6226,36.1216,56.9845,74.0089,16.2937,8.0261,24.354,9.4935,45.6221,11.9071,13.1976,32.249,0.0
IND_J61,89.996,0.0,136.77,49.0512,11.4896,22.8782,13.5489,3.4268,3.511,0.3923,2.8165,5.1075,18.5893,52.8502,6.8362,22.3548,6.1897,3.2593,13.0341,3.8969,0.7508,7.8152,2555.8635,414.3985,2269.7735,648.6819,3450.2785,41.9901,327.5506,1128.6216,7.2852,71.7287,72.7532,2950.2588,912.8575,930.9414,248.1219,179.8183,760.5866,0.0,291.2873,25.6519,39.2825,189.1183,0.0
IND_J62_63,0.3103,0.0,0.1149,0.2114,21.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4231,2.3099,309.1235,95.5564,6.4103,0.1251,1.9278,2.7267,0.3478,80.0682,9.6252,31.6321,3252.1683,205.4138,61.4,30.0704,106.8725,88.2788,23.4363,5.035,11.2655,43.9485,0.0
IND_K,3160.1917,18.8257,96.526,122.9272,53.0953,192.0754,252.366,20.6102,143.9463,3909.2782,336.9865,221.0908,146.0395,332.0042,1099.1086,1042.0807,133.8102,224.2365,399.5299,168.5139,38.1286,87.7376,1702.4632,898.5039,4118.0365,5986.8278,1893.2385,12.4847,315.0463,538.9386,18.8273,501.6875,419.365,1281.0717,3906.4152,9284.8975,1762.8489,531.5315,2838.0125,759.2958,3177.3829,548.1409,123.009,696.7217,0.0
IND_L,0.3425,0.0,222.4242,0.0,6.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5405.9829,231.0208,1228.5844,1.3224,0.0,0.8718,5.8604,79.355,0.0,428.6723,0.0,0.0,49.3954,1.4582,6.1282,0.0,384.597,0.0,2.0935,9.2539,0.0
IND_M,6.0836,0.0,2.835,0.5322,9.565,1.3641,1.792,0.5671,1.0909,38.7623,2.2502,0.3328,9.0053,2.0019,25.9617,5.7203,21.8274,9.3289,32.3523,7.0674,1.1469,0.5766,72.9477,8.604,19.1018,6.0841,16.6419,1.0354,7.5892,5.2067,0.2685,0.3966,11.6214,23.9954,60.3971,26.324,6.7546,21.3692,24.3263,33.7845,51.9553,3.2907,0.6168,3.2338,0.0
IND_N,168.3341,0.0,502.7974,134.7391,196.0686,32.8873,51.5805,3.2686,25.2196,304.3658,64.9588,14.5964,315.0633,67.6612,277.7716,69.81,26.0264,55.6772,76.9387,51.4649,9.2059,30.2796,2675.2019,273.5706,182.6062,178.4025,842.1111,42.1577,220.7417,275.6616,19.753,4.6908,315.4325,1125.5495,1995.7003,1005.3482,1063.02,181.6428,1525.0554,301.3521,2557.2381,122.8753,19.2625,64.5416,0.0
IND_O,0.0,0.0,0.0,0.0,15.6175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND_P,29.1508,0.0,2.2834,1.5903,2.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5177,0.1765,12.5046,203.852,11.2037,9.6832,65.587,61.7565,0.8826,0.8928,4.891,44.25,78.2587,285.9143,20.8381,25.5832,91.6717,0.0,531.613,8.4921,4.4266,26.7232,0.0
IND_Q,0.0483,0.0,1.9331,0.0,1.9762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268,0.0,0.0,48.0683,0.0,0.0,0.0,0.0,0.0,87.772,0.7917,0.0,0.0
IND_R,15.8459,1.3483,8.4504,9.4616,0.4981,0.0,0.0241,0.0,0.024,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0001,14.0525,0.8497,10.1545,25.5067,15.7199,7.1955,6.8769,14.638,0.1452,20.5104,4.2646,8.0157,11.5128,21.1581,4.5245,2.0659,11.3701,0.4381,15.988,5.2442,10.7178,7.2404,0.0
IND_S,0.4335,0.0,0.1783,0.1473,14.3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9711,0.0,0.0,0.0,11.0039,0.3036,19.9871,0.8843,6.3376,0.4153,2.7681,5.7656,0.0297,2.5448,22.5881,1.1942,0.7692,3.7371,2.3861,4.9826,19.5355,0.0,3.3824,0.1696,6.9336,52.4564,0.0
IND_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
