V1,BEL_A01_02,BEL_A03,BEL_B05_06,BEL_B07_08,BEL_B09,BEL_C10T12,BEL_C13T15,BEL_C16,BEL_C17_18,BEL_C19,BEL_C20,BEL_C21,BEL_C22,BEL_C23,BEL_C24,BEL_C25,BEL_C26,BEL_C27,BEL_C28,BEL_C29,BEL_C30,BEL_C31T33,BEL_D,BEL_E,BEL_F,BEL_G,BEL_H49,BEL_H50,BEL_H51,BEL_H52,BEL_H53,BEL_I,BEL_J58T60,BEL_J61,BEL_J62_63,BEL_K,BEL_L,BEL_M,BEL_N,BEL_O,BEL_P,BEL_Q,BEL_R,BEL_S,BEL_T
BEL_C20,380.0217,0.3248,0,3.4835,0.6478,302.5299,370.5421,103.5521,243.1571,3041.3811,3748.7715,163.5766,635.3904,135.5543,223.3906,137.0738,40.45,29.4927,102.1273,136.9688,3.1457,109.1568,28.8454,263.1922,382.8814,749.2371,10.8265,0.1297,1.8622,56.3973,6.3854,50.1185,33.4193,14.9227,58.7631,35.3249,17.1501,169.3363,128.3199,88.5007,39.9027,1148.6252,4.0133,77.9336,0.0
BEL_C21,50.27,0.0689,0,0.3477,0.0763,64.3338,64.196,9.9749,25.9065,170.8126,534.8193,1742.2624,36.946,10.1766,41.0738,12.0499,5.0013,4.2059,9.3444,15.2609,0.8432,10.877,3.5928,41.2942,35.574,70.3629,2.5743,0.0193,0.5035,7.9189,0.8749,11.1548,7.9154,3.0814,3.8945,7.2588,2.2263,31.9031,11.8447,16.2503,9.0867,580.631,2.3865,6.4475,0.0
BEL_C22,17.5802,0.1748,0,1.0095,0.2337,225.6602,54.1816,23.2083,52.8344,83.4155,174.153,13.9175,130.3583,24.1874,30.1478,78.3654,39.1252,52.1616,65.0088,246.6523,3.6008,60.2463,11.8506,40.5829,233.1193,222.683,14.0131,0.1433,0.5372,152.9804,14.948,23.3899,7.0288,27.8482,4.1157,8.9164,31.9959,28.6921,16.5734,23.1806,8.3588,51.9923,1.2003,51.428,0.0
BEL_C23,8.6453,0.0588,0,15.4774,0.6863,123.1364,15.7359,30.4008,19.5482,17.5313,96.949,8.5012,34.7845,689.2396,103.8022,22.1474,20.6148,98.3807,27.7267,159.58,1.1067,30.0968,17.1479,13.5429,2530.8569,151.0884,6.097,0.1981,0.6186,24.5519,0.6472,4.19,2.5308,2.3161,2.1349,3.7997,271.31,14.5134,5.6543,26.0008,18.4304,13.8867,1.5139,9.2503,0.0
BEL_C24,0.0,0.0,0,0.1033,0.752,8.516,0.7533,2.7244,3.8947,3.1377,121.6989,0.248,16.2453,16.8582,4139.9856,1346.8035,48.8991,43.6795,279.1424,124.7598,19.8383,96.0678,48.4415,384.7986,495.864,70.1783,1.6078,0.0014,0.0254,21.2094,0.0,0.0127,0.0199,3.2674,0.0499,0.0,21.3675,17.5279,4.1263,15.0546,15.2348,1.8704,0.0,0.5098,0.0
BEL_C25,11.9032,5.1284,0,3.975,1.4539,242.9761,47.6728,20.4588,30.5731,54.43,167.2797,9.2889,55.2574,44.6637,358.4464,1052.5402,128.7029,147.1128,496.6583,610.4204,46.262,103.0473,98.6131,44.4526,1607.7935,367.6983,15.95,18.3129,10.8241,140.35,29.8498,26.8866,6.5823,63.5799,13.5293,30.4948,52.5597,60.7473,90.8531,58.219,18.6648,16.358,11.5615,16.945,0.0
BEL_C26,3.9219,0.4169,0,0.3888,0.1615,27.2305,7.0046,4.4264,6.4656,20.9551,34.9302,6.0231,12.7183,6.5784,20.8524,29.5901,137.9229,62.5618,64.0311,171.2896,6.0972,17.6467,7.0395,4.1069,92.1945,156.0171,3.9615,3.7439,2.4868,23.0256,2.5157,5.1273,6.5156,99.947,7.6066,11.227,4.0041,36.1733,42.1447,36.3404,5.9497,40.4775,4.5651,4.4387,0.0
BEL_C27,3.4592,0.9799,0,0.636,0.1752,19.9033,5.1013,3.6539,4.0563,23.763,33.0645,3.0625,11.047,5.5427,30.0033,72.7486,119.096,249.4732,171.4645,444.4663,6.5014,20.2494,21.3559,4.9424,218.3315,203.4848,2.2236,3.0729,1.9479,26.7814,3.6598,3.9949,2.0946,22.4905,2.1842,3.2171,15.1286,22.4188,14.2866,24.9283,2.876,7.715,4.5673,3.756,0.0
BEL_C28,17.3471,1.3056,0,1.9205,0.7146,85.903,24.1243,8.0854,19.3628,40.2595,53.2546,8.4118,15.7483,13.7867,49.6761,49.7389,9.939,10.5034,378.1177,231.641,9.9045,28.2129,12.034,9.6992,140.1127,169.1436,3.5757,7.6334,4.7088,15.0337,1.4995,7.5758,6.5008,5.3989,2.2998,5.3292,6.562,16.1742,9.8232,47.4618,4.4233,11.9007,4.2751,3.7497,0.0
BEL_C29,3.9296,0.2653,0,0.578,0.142,27.929,10.7913,3.4139,5.9318,13.3537,19.6373,2.135,10.2133,6.9348,28.0277,62.6465,15.3239,29.0483,86.9408,2212.2546,2.3189,16.2212,9.4574,6.4091,102.2033,283.0836,74.2883,1.5098,1.1245,27.3431,4.1047,4.9488,1.8808,6.7141,4.5375,8.1985,4.9291,37.5742,34.1901,17.3042,4.246,10.0061,2.5196,7.0486,0.0
BEL_C30,0.0,1.379,0,0.0,0.0097,0.0693,0.0,0.0,0.0,0.0448,0.2055,0.0,0.1465,0.241,0.0,0.3314,0.0605,0.0,0.0012,0.0226,104.9162,60.8775,0.0,0.0,0.3222,23.513,28.1314,23.2962,55.3203,2.624,0.0,0.0,0.0016,0.0,0.0286,0.0,0.0,0.3383,0.2921,25.6032,0.0,0.3887,0.002,0.028,0.0
BEL_C31T33,8.7025,2.7316,0,1.0385,0.8298,60.8738,22.642,13.0888,14.0271,28.6721,41.5306,11.1591,18.7321,10.1678,42.1446,89.0428,18.3222,13.2441,134.6727,247.4521,23.7987,77.3845,13.7483,7.6028,149.081,149.7336,5.0508,30.5495,17.1995,25.6461,4.189,9.4532,6.7524,15.9615,2.2786,7.0866,7.7464,20.0546,17.3939,40.6574,10.2492,20.2955,7.8686,14.5916,0.0
BEL_D,142.7829,0.0528,0,9.5207,0.9641,253.565,65.737,32.2871,108.8174,315.8942,683.7004,17.2575,57.343,147.0701,610.3936,118.8228,27.1644,18.5053,44.6279,69.4365,9.3166,29.7912,897.1727,56.7028,83.4037,463.3523,99.9419,0.7155,1.4616,269.07,7.7198,137.4403,22.9124,88.9675,89.0536,126.9825,60.8396,172.3573,65.5652,249.0733,161.2309,258.9801,53.2347,98.0779,0.0
BEL_E,55.3315,1.0632,0,1.5645,0.4528,134.0254,35.4643,14.1292,56.4594,214.6045,296.3064,14.8262,52.7053,29.6741,127.7041,68.7408,13.2817,12.1074,33.0453,58.3046,3.4971,21.9332,20.5351,1145.7366,283.0534,337.887,37.3587,2.1889,0.723,68.8852,4.7938,50.7239,17.6039,15.6953,16.3975,27.4578,97.6741,96.5456,52.2445,320.4592,44.78,181.0189,26.0922,35.5723,0.0
BEL_F,92.0169,0.7685,0,6.5766,1.8168,134.6247,27.0587,27.0946,45.3709,110.3343,244.1539,22.629,43.4402,51.6646,164.9732,581.5856,36.7722,36.9172,86.2846,117.0842,11.2901,28.9067,419.3911,280.2214,11771.1446,1192.2883,208.866,18.7059,16.7768,605.0699,17.6501,58.3238,27.842,64.0366,44.3807,265.3261,2382.1451,299.3945,97.7603,541.6952,208.4029,233.0086,66.1677,160.3813,0.0
BEL_G,774.635,8.2396,0,23.7849,2.7775,3940.7636,943.6149,313.7344,615.8667,2435.6874,2278.4934,600.8569,418.3637,498.371,1016.9111,620.0836,332.9789,323.0434,571.6519,1472.7999,63.4992,341.17,267.335,289.4446,2499.0571,2665.5626,950.8697,151.074,142.17,657.9875,56.5412,1179.0374,265.1938,279.9563,129.1481,186.4428,196.4773,910.834,805.8094,547.3243,204.4271,1139.1495,113.0527,265.585,0.0
BEL_H49,101.0257,1.1256,0,15.2691,1.1371,602.732,111.6615,85.9639,161.8013,464.4983,419.4428,42.9803,94.0727,198.4864,351.9533,153.5067,55.251,52.3299,115.837,348.5608,11.6913,81.0542,91.9038,60.0078,537.3064,1979.6688,1018.9648,63.6589,35.8573,545.3116,39.6393,100.0816,33.8386,46.2002,19.1747,55.1994,47.6911,309.088,155.1385,88.9189,24.7718,102.5601,21.5997,46.7842,0.0
BEL_H50,2.9643,0.0855,0,2.1553,0.1863,44.2095,22.7295,27.3402,75.2936,379.2607,93.134,6.3714,16.9808,24.3129,197.8223,37.6189,8.38,7.1144,37.7677,31.9371,1.2763,15.429,3.1002,30.9964,108.8279,521.3346,24.0549,347.7759,4.5726,121.737,1.1614,3.465,15.0495,33.1886,1.4715,2.1391,8.4209,35.5738,70.1913,4.1047,0.9808,5.2295,0.7092,1.6851,0.0
BEL_H51,5.5606,0.1053,0,1.3836,0.0815,28.9079,8.0281,3.0916,6.4866,42.9463,33.3637,5.1437,6.3825,11.7758,29.6782,8.6883,9.2124,5.1311,28.8604,19.6307,3.234,7.1224,6.39,4.6386,62.0538,93.2556,5.0936,1.6132,132.9178,276.104,67.9416,6.7829,3.1223,6.6756,4.4633,30.3648,59.2319,22.9775,291.8816,12.4077,26.4636,9.1411,3.8791,3.5548,0.0
BEL_H52,17.9703,7.1021,0,13.1061,1.3336,271.8231,46.7091,35.5576,52.6871,244.9152,280.2038,10.1599,68.6302,49.1422,132.3646,54.2152,20.452,32.9144,52.5737,145.1655,4.4369,28.6027,42.9015,13.1803,275.9974,2803.3823,1677.2123,1447.2699,724.4135,3359.3645,50.3494,30.9717,24.3737,51.8254,13.738,23.9574,52.1586,516.7029,226.523,25.0391,17.3149,32.9989,8.8036,18.6064,0.0
BEL_H53,0.984,0.1581,0,0.2406,0.1042,18.4304,8.1137,3.4871,58.1669,7.3335,31.7182,2.5959,12.5658,5.1405,8.192,10.0453,5.207,2.595,18.4959,2.867,1.224,5.3566,77.4272,14.3035,36.3663,483.5294,28.7516,9.9475,5.1383,119.9451,639.8604,16.2854,70.8971,366.7325,18.4437,190.9014,12.4109,196.7707,65.6561,227.4981,11.2296,72.523,39.9252,46.8824,0.0
BEL_I,4.0932,0.1029,0,1.0396,0.2472,63.1896,22.3039,6.3197,16.5623,9.5842,38.4353,5.4129,9.5925,18.9013,28.7186,101.7772,44.8342,53.6715,62.3917,14.6464,5.5495,20.0743,39.318,12.6935,223.434,663.2095,50.5128,3.0548,73.2975,480.9037,3.9481,108.5614,39.6023,60.154,66.8075,117.1253,81.526,334.2937,2164.2159,68.0871,79.1781,260.959,109.4618,88.6536,0.0
BEL_J58T60,1.2773,0.0043,0,0.2864,0.0455,65.0462,11.5618,2.9056,85.5965,7.5028,22.8255,7.7924,8.1759,4.1574,4.4939,7.117,7.1864,3.5385,11.7417,8.453,0.5658,7.842,6.2193,2.7733,28.6363,474.0806,6.796,0.9083,4.0316,20.158,9.6894,16.4288,1077.0054,74.3367,42.9824,35.1689,8.697,585.754,80.7858,100.5662,40.2386,34.5956,100.6144,74.7569,0.0
BEL_J61,1.7464,0.3306,0,1.0108,0.4711,58.5786,27.9584,6.2915,14.6773,24.8597,76.4053,13.1189,16.7578,12.5503,24.1624,36.7027,29.2086,15.1216,34.7334,19.5544,3.9669,12.8298,57.4538,21.4105,166.655,1055.0114,86.7009,8.0992,14.2519,222.8556,22.4482,53.3327,36.2132,1651.3812,271.6529,694.5274,25.2779,601.1067,145.5127,270.1835,79.5468,219.0414,57.1946,123.6115,0.0
BEL_J62_63,1.3396,0.0008,0,1.0621,0.0899,32.3074,8.3839,6.4839,20.586,75.5357,56.9635,24.9848,12.4076,10.1832,50.3757,26.7344,41.5864,11.1566,25.1992,23.428,7.4902,5.7629,22.3703,12.5913,83.9932,886.6427,34.501,20.8677,10.8982,120.3762,1.9114,14.2937,27.939,123.5259,439.7343,610.1697,15.4834,221.9862,73.3584,320.3623,26.3053,96.3612,15.8899,75.3487,0.0
BEL_K,226.205,6.9916,0,5.627,2.0266,398.2047,109.5116,57.899,94.0444,361.3977,361.6244,41.7633,78.9011,70.6,245.473,186.0988,76.5672,64.0811,130.2897,238.5198,18.1358,63.9431,223.2722,100.1139,941.8105,1708.2491,307.6621,58.1418,47.84,373.0086,35.8485,276.7483,80.127,200.139,162.1721,7118.5472,1758.3983,1758.164,744.9936,583.777,73.7584,653.6725,109.5173,157.261,0.0
BEL_L,15.0473,0.0032,0,0.8993,0.3999,131.9683,30.8899,9.7477,18.3033,49.1446,89.2818,3.9819,22.1294,17.6163,22.2896,38.301,47.8157,22.798,23.5894,32.4971,9.0818,28.806,78.9296,20.9107,406.6889,2418.0161,176.2702,2.9001,11.7837,569.1462,31.5112,467.5359,45.6903,256.1037,64.6654,962.0488,1024.3712,704.6434,170.5467,717.839,766.3303,271.097,120.4328,176.2837,0.0
BEL_M,78.7416,1.2054,0,14.6739,4.9693,1179.5228,266.1722,121.9529,254.2369,836.5644,889.0946,472.9688,286.4436,154.405,295.4368,419.6023,220.9364,271.1265,314.3538,350.9018,31.2771,207.4401,631.5161,228.6142,1243.8964,7243.8677,360.6986,29.4222,49.442,865.3156,117.5049,871.399,352.4779,600.1923,901.8054,2626.6055,645.9403,13361.4463,2122.4419,941.3236,213.1308,673.6457,380.2031,578.4746,0.0
BEL_N,66.8878,0.4559,0,7.8857,4.226,422.9849,112.1568,46.6157,134.6499,320.2474,392.1048,86.7348,104.6083,72.4863,155.4653,229.348,94.5673,96.4821,148.1202,141.2567,18.294,83.9832,230.8276,88.7982,612.3761,2582.6525,390.3391,129.4127,129.8345,1001.4418,92.0036,272.5282,140.9342,355.7164,428.624,953.251,327.8787,4396.0494,2557.4417,522.88,155.0366,623.8659,216.4054,232.4353,0.0
BEL_O,11.7937,0.2837,0,0.5986,0.2904,53.3078,11.7761,14.3969,18.1326,37.1635,44.3115,5.8547,8.7068,8.1474,35.4159,18.0419,9.5569,6.7159,13.0076,30.8602,1.7207,7.1147,16.7355,225.244,72.9086,287.1015,26.1291,9.3226,6.377,55.7762,2.9418,30.383,54.5183,31.7338,41.3774,132.6086,51.4805,269.7764,99.1414,122.5221,26.6888,76.8434,132.2989,25.2862,0.0
BEL_P,0.2828,0.0835,0,0.6887,0.0691,20.4255,4.335,0.6622,3.4232,14.6263,29.8649,100.6501,6.0738,3.2323,27.6175,16.896,9.4781,6.7196,10.1889,8.2033,2.1539,4.0323,9.3538,6.0215,25.1303,132.3563,5.664,1.5117,8.5703,18.6854,4.2032,8.9134,6.3153,45.2819,54.0969,125.026,14.1804,102.9327,25.5332,42.1945,5.9191,23.8886,7.0238,23.8012,0.0
BEL_Q,202.8319,0.0012,0,0.0958,0.0581,101.3215,4.0183,0.7429,8.4425,3.169,19.6054,9.7912,5.0864,1.9934,1.637,1.9729,1.6421,1.1921,5.6342,6.7546,0.5257,2.2594,1.3311,1.6081,7.7892,40.1227,6.6315,1.2574,0.2422,10.833,0.5762,3.3211,8.5141,1.9443,2.8877,1.5895,1.0045,13.9735,3.6252,145.0749,14.8819,2881.1207,4.8345,4.3432,0.0
BEL_R,6.6162,0.0586,0,0.0509,0.0236,5.5817,0.9698,5.8547,11.8022,1.4356,5.1059,1.9012,1.4694,1.2296,1.0729,2.6943,1.8144,0.6131,1.3555,3.7075,0.1058,1.2994,1.5564,0.6423,6.0226,131.6424,2.3888,0.1636,0.6296,13.2608,0.9102,3.5363,156.2401,13.1242,27.986,55.0527,1.2252,215.9692,56.8731,65.6755,7.857,57.6358,389.1524,10.7632,0.0
BEL_S,95.6531,0.1422,0,0.9049,0.216,84.1883,12.6986,2.6958,32.2659,93.2468,51.0655,7.6106,12.964,23.8672,43.9184,23.0491,15.0966,7.6992,19.5847,21.5042,2.5108,8.9142,53.053,8.3066,134.7372,524.1798,30.9304,15.2775,2.4952,67.8795,4.0356,113.547,38.8412,73.3749,78.4182,121.9433,30.0131,365.0723,95.3593,48.8719,42.8381,368.3191,25.4909,56.1887,0.0
BEL_T,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
