V1,AUT_A01_02,AUT_A03,AUT_B05_06,AUT_B07_08,AUT_B09,AUT_C10T12,AUT_C13T15,AUT_C16,AUT_C17_18,AUT_C19,AUT_C20,AUT_C21,AUT_C22,AUT_C23,AUT_C24,AUT_C25,AUT_C26,AUT_C27,AUT_C28,AUT_C29,AUT_C30,AUT_C31T33,AUT_D,AUT_E,AUT_F,AUT_G,AUT_H49,AUT_H50,AUT_H51,AUT_H52,AUT_H53,AUT_I,AUT_J58T60,AUT_J61,AUT_J62_63,AUT_K,AUT_L,AUT_M,AUT_N,AUT_O,AUT_P,AUT_Q,AUT_R,AUT_S,AUT_T
AUT_C20,81.0622,0.1178,0.6519,12.8619,0.0592,82.4762,59.7085,67.5989,172.6227,29.591,366.198,21.5353,320.5032,87.7236,65.8749,60.9403,80.6144,76.5106,62.8387,35.2491,5.4357,59.7897,11.8864,11.1257,175.0979,151.7098,20.6212,0.5825,3.9236,7.8454,0.4086,34.0086,6.2508,9.9241,19.9541,25.6043,44.8684,94.4416,37.3859,32.8066,20.5147,217.6886,15.7815,36.5639,0.0
AUT_C21,10.2059,0.0297,0.3116,3.0229,0.012,33.2969,16.9276,9.9819,9.3625,4.2564,18.9699,247.4514,7.3226,6.8022,23.2563,10.7978,8.2678,7.1273,16.2462,11.2026,3.038,10.4371,9.2037,2.7189,34.7682,28.161,6.626,0.1532,1.8547,1.5845,0.1746,15.0633,1.9241,4.6436,2.7256,5.9619,6.4436,30.1363,5.757,10.3082,3.4038,184.4317,1.3856,3.1509,0.0
AUT_C22,19.6383,0.1405,1.2878,6.6538,0.0342,162.3855,34.7195,21.8837,61.1586,9.6038,47.3453,9.8757,135.9322,30.0968,23.0241,103.0606,43.1985,98.8673,202.113,223.1417,11.5001,79.9287,10.6154,29.4293,284.0685,287.3461,53.1022,0.5796,3.2773,12.605,0.3861,16.5479,10.4685,17.1225,7.6589,42.0958,21.0344,102.4798,36.3388,20.9503,11.0694,71.0003,13.8438,16.0561,0.0
AUT_C23,36.0009,0.282,1.063,9.8548,0.0648,57.5496,7.7717,41.5672,8.6382,2.9822,35.5654,25.2136,53.3401,632.7454,39.5102,59.6243,85.307,90.1103,70.9122,77.8409,6.2414,29.8834,11.8743,10.7721,2418.362,84.1708,16.2857,0.2523,2.9576,9.05,0.9565,31.1333,4.3399,6.9181,4.8748,16.4226,169.645,61.7148,15.535,58.8296,10.1128,45.6055,5.7479,8.7152,0.0
AUT_C24,0.9048,0.0,0.0232,1.5013,0.0282,4.0711,0.0,9.9521,5.7037,0.6545,15.467,0.4792,47.9392,65.8629,2572.6481,1467.2851,90.3285,274.5782,826.0762,315.0743,45.3527,154.8941,5.4439,68.7317,801.4338,54.4656,9.1056,0.0,0.0,1.9131,0.0,0.0041,0.6759,0.0,0.0,0.0,1.0647,0.1539,0.0181,3.6599,0.9153,4.073,0.1503,0.3639,0.0
AUT_C25,50.5264,0.3949,3.9995,10.1621,0.0544,199.0364,23.5634,60.0851,12.5315,6.8615,27.0104,6.9395,63.2469,30.4019,99.0139,1153.1949,113.8517,324.9211,753.1289,500.5672,75.5634,184.7475,33.5306,21.0068,1093.7547,331.8247,37.4362,0.8725,5.4746,12.4129,0.3976,52.2347,8.8477,18.6143,5.6922,34.937,69.5227,80.0835,21.6518,76.3188,34.0206,56.4804,12.7052,26.0609,0.0
AUT_C26,27.7393,0.0968,2.5358,5.3774,0.0355,24.6732,5.5293,8.3583,14.7627,5.8396,12.0914,5.1498,7.3919,10.2201,16.4844,25.908,494.3658,152.0718,133.7844,92.4441,9.55,109.0195,43.9873,9.6746,80.865,171.9156,32.5315,0.9508,16.5757,7.0792,0.4756,13.1511,14.4736,264.8627,94.4338,30.7915,12.8271,103.7698,24.9076,58.613,20.4921,223.1713,4.55,15.4547,0.0
AUT_C27,13.5257,0.0819,1.0805,5.2288,0.0283,20.7706,5.2571,12.9294,15.31,4.2292,14.8213,3.649,9.6244,14.1636,25.8764,28.5979,149.4455,484.6048,239.5236,290.8333,30.4536,121.3377,141.1522,14.6957,312.4751,196.5704,29.9136,0.232,4.4663,7.2413,0.1976,10.1654,8.9986,34.7069,14.3109,25.7016,24.9738,50.8942,16.5854,70.8434,12.674,42.4593,8.5565,30.5969,0.0
AUT_C28,107.2714,0.5217,7.781,17.6272,0.088,56.0982,17.653,35.5453,60.7205,38.0572,30.2869,11.6258,27.0892,46.8114,76.0814,60.4381,45.9695,77.6215,1097.3846,386.0372,161.2031,86.9597,67.3558,31.8296,473.2977,245.5573,54.5653,0.8069,15.1024,10.7215,2.7489,19.6943,5.5192,22.1059,7.6598,12.6588,41.6332,42.1425,17.3217,104.4825,11.351,41.6603,5.5711,14.2493,0.0
AUT_C29,7.5776,0.0462,0.6972,3.4794,0.0191,9.882,2.5172,3.523,5.9386,1.88,5.3303,1.8677,6.2592,7.6264,6.0381,8.3947,11.8733,15.256,85.1729,2289.3984,24.0997,30.7476,6.1906,9.2777,42.6715,315.8106,31.4241,0.187,1.8997,4.8604,0.2835,4.0847,2.0169,4.3782,8.0049,8.9915,9.9166,25.4419,14.8963,21.1024,3.4847,8.6293,2.147,4.9007,0.0
AUT_C30,0.4724,0.0018,0.0,0.0896,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7499,0.0,4.2559,0.97,46.1617,24.6956,0.6763,38.2523,274.068,65.8658,0.0544,0.0,0.0048,31.9401,99.6106,1.6329,117.8986,0.2351,0.3553,0.0,0.0,6.9596,0.0,0.0,0.0,0.0246,0.0173,6.9526,0.1775,0.1418,0.0007,1.0734,0.0
AUT_C31T33,81.1853,0.2658,7.6752,16.1136,0.1015,43.379,28.8644,32.2126,30.5888,13.9752,21.0733,9.5903,12.2817,22.4621,29.8958,54.2453,63.5019,36.6628,115.7585,146.5553,10.1006,397.5013,93.7718,23.7435,129.4758,215.5392,82.6688,2.4984,49.2485,13.9491,1.7154,24.0018,10.7944,70.4361,17.2299,23.1736,19.415,59.5887,28.0026,48.4707,17.3274,91.5737,11.2987,12.9427,0.0
AUT_D,151.8492,1.012,20.0519,67.4094,0.2147,249.2429,65.0609,147.5735,374.8203,6.3495,318.4769,21.8927,84.7567,242.5115,803.9377,97.6338,67.3523,60.1326,109.507,113.4481,23.5655,68.2184,9291.9904,119.3308,188.382,517.7905,371.7259,2.1722,40.0138,47.1171,4.0148,327.1843,30.5931,65.1651,24.0452,121.9283,277.2752,180.0211,49.2039,336.5036,328.4084,445.2268,133.3666,134.7767,0.0
AUT_E,15.0037,0.1091,4.2943,4.3272,0.0493,94.35,18.5483,22.5062,21.6119,7.6098,26.8615,2.7538,80.4815,50.1494,332.5941,38.0478,33.8143,27.101,54.3545,26.1902,12.3439,39.9427,35.6269,1135.4277,116.5721,340.3712,76.0211,0.7734,4.6351,40.5679,1.3234,189.215,21.3573,27.3547,22.809,224.6826,1819.2404,208.0408,61.2516,107.3422,41.7236,178.9443,23.2162,49.2917,0.0
AUT_F,159.0815,1.2565,5.2643,15.7866,0.1211,122.6838,29.0739,138.2569,39.337,21.8415,53.9381,11.2491,29.01,64.4643,72.4273,77.9757,65.2796,48.246,78.57,53.8921,12.9786,74.1797,141.9442,249.1467,3541.0799,504.0772,234.746,2.376,10.4038,561.4146,27.2392,486.5693,24.2668,140.5277,59.7745,301.3605,4048.3008,164.5827,60.8369,572.9846,328.627,304.9453,142.5623,113.0276,0.0
AUT_G,638.8016,2.4643,16.0658,58.4313,0.3369,1660.9307,484.4665,503.3878,538.018,176.1385,458.2332,213.5143,311.2475,371.2608,617.2499,514.2334,409.8735,390.328,786.5156,984.1548,117.5536,566.4389,676.5009,137.2142,1874.6187,1967.6476,830.3359,11.4615,151.0257,135.9915,13.2669,936.2096,147.0396,256.1174,261.5206,395.4794,287.7976,924.2242,301.8121,418.3344,198.8224,795.812,93.4104,211.1303,0.0
AUT_H49,64.7752,0.2523,1.9751,54.0217,0.3293,377.8043,62.7672,209.398,227.9592,90.3807,154.0226,20.9785,90.031,205.8172,245.2154,140.6458,61.2079,88.8913,186.0781,120.2324,26.9895,84.4651,95.3439,62.8009,363.7602,815.9475,682.8596,2.5511,47.2357,88.693,20.7964,78.2779,55.2966,37.1539,12.8209,57.1831,42.417,97.8228,43.1405,82.3191,23.856,70.8575,11.559,24.0154,0.0
AUT_H50,0.737,0.0026,0.0112,0.0333,0.0041,0.5472,0.1923,0.0829,0.2421,1.1977,0.0657,0.1612,0.1596,0.1534,0.2172,0.3592,0.4344,0.1313,0.3852,0.9473,0.1423,0.3232,1.8501,0.1029,1.794,1.2091,0.7457,0.0234,0.4466,0.2788,0.0127,0.9426,0.0926,0.3869,0.1387,0.4233,0.4201,0.67,0.4475,0.5503,0.2825,1.1498,0.1253,0.257,0.0
AUT_H51,7.6463,0.03,0.552,1.0847,0.009,25.7556,5.8001,8.0378,9.4437,11.5788,9.9787,3.0847,6.2568,11.2395,16.5354,14.9557,10.4671,10.3355,23.1323,17.1904,3.6589,12.7013,16.665,3.197,38.9594,81.0234,24.3547,0.441,104.0246,70.1428,1.3,11.5006,3.6894,8.7712,3.4031,34.9204,4.9409,28.741,78.3846,18.9531,6.8038,14.2988,3.0541,7.3425,0.0
AUT_H52,24.5652,0.1608,2.1388,28.2393,0.1357,196.2392,25.1412,84.6218,81.3881,54.6936,59.027,7.418,34.1457,92.4908,90.3783,61.2045,27.8611,37.0667,90.8669,39.6916,11.0881,42.6796,141.9627,52.958,195.2918,728.1546,835.7384,41.4756,862.6658,495.6685,1.8676,67.3145,25.4227,37.2372,20.7198,58.0811,90.4247,95.8863,38.7403,70.3854,20.3977,45.548,9.9114,22.7685,0.0
AUT_H53,8.9641,0.0748,1.1791,1.9684,0.0181,19.99,5.6722,7.7331,9.5192,3.5751,7.4155,3.2561,5.7578,9.2372,11.4384,15.1253,12.1034,11.1886,29.3882,13.0988,3.0041,13.8084,11.1182,4.9859,41.2742,268.8393,18.0893,0.7865,3.155,26.5079,917.2485,30.1757,20.4472,60.2807,23.9645,156.1476,21.3451,119.965,30.667,108.2355,17.017,46.4283,19.9232,68.1265,0.0
AUT_I,11.292,0.0858,1.8315,5.0709,0.11,128.1539,15.2865,18.56,13.8377,5.7138,27.2795,12.278,9.7873,21.3439,29.6477,40.1733,35.6813,39.1719,87.8304,28.0953,9.0125,38.9951,29.1147,13.9947,110.3696,414.4068,104.5185,4.5486,138.1347,651.4486,1.8008,261.8792,13.1168,45.2275,16.682,255.4364,11.3542,143.2605,1284.8445,111.8966,58.3764,67.8096,12.305,42.7957,0.0
AUT_J58T60,4.9413,0.0343,0.4046,0.7614,0.009,66.8286,5.149,6.292,128.8533,4.8615,25.0683,13.7324,3.6633,10.0428,3.9414,9.6817,10.7399,16.4706,19.4468,12.3608,2.0797,15.2246,7.3371,4.9258,33.5834,361.7254,22.5152,0.4637,9.1196,17.9972,3.2546,15.3052,517.6075,68.1856,13.5718,138.6978,37.2341,743.9095,86.6558,53.3264,17.8172,33.5092,22.2609,14.5054,0.0
AUT_J61,25.9312,0.2097,3.8889,5.9689,0.0523,61.5932,17.3499,20.7734,25.9051,9.9264,20.181,9.3228,15.4518,25.1706,35.3187,41.9928,34.6914,30.7565,81.9215,35.6121,9.076,36.0852,31.7363,15.228,114.8616,731.998,50.982,2.2218,9.8419,71.375,0.9174,90.7546,122.6733,1691.6003,73.797,430.626,56.212,338.7576,82.2809,200.7772,47.3559,127.793,33.5003,50.1282,0.0
AUT_J62_63,2.6889,0.0127,1.9351,1.3949,0.0364,20.2298,7.6445,5.8255,15.3054,5.1201,7.8043,3.5069,7.057,14.0063,13.7792,20.0841,144.3413,44.2517,68.079,4.5082,13.5629,19.2115,24.9187,6.0392,20.7864,425.0399,37.3905,1.0407,1.0236,14.9178,0.7892,14.6313,16.5185,22.6885,1448.9363,263.2707,12.8588,149.9241,29.1602,28.7638,15.0839,40.2312,8.7907,20.5869,0.0
AUT_K,127.0201,0.6236,14.588,21.3098,0.1423,289.728,70.0786,128.6565,129.2736,95.2169,113.2107,33.7231,67.8794,135.5032,220.482,183.9523,146.5999,138.7521,306.0607,191.8387,51.796,168.0101,194.3834,102.9811,558.9661,1953.7775,340.7647,5.2731,66.1313,123.5209,8.757,368.2464,80.8006,165.6808,204.2547,4997.8692,937.7144,770.6807,280.094,775.8039,191.672,256.6743,98.0124,190.9706,0.0
AUT_L,29.8718,0.2452,3.577,32.3059,0.2027,164.9144,43.7504,60.1045,42.8124,24.4172,51.3697,13.0192,57.7967,75.5727,57.9612,140.716,72.7439,70.1654,158.6128,61.8303,30.4999,99.1132,81.5078,64.6521,508.9653,2673.6721,258.3787,3.2382,46.501,214.326,15.5186,686.4579,107.3226,243.717,213.973,506.5783,1637.1486,570.9261,181.9456,1048.357,283.807,467.7971,106.3764,261.8693,0.0
AUT_M,80.6489,0.6276,43.096,42.3478,0.5045,653.1994,91.8126,114.8243,142.6353,108.6362,184.2905,70.8882,79.3778,175.5523,261.0413,304.0605,230.8438,183.1442,500.2108,292.9164,78.9238,279.8251,180.3349,184.8975,1612.4851,2593.5194,368.3289,11.7853,72.7363,180.8034,18.9046,407.7066,263.6871,468.5181,266.4958,1291.3262,658.5273,3891.1877,628.8223,510.6065,162.0162,448.641,209.2691,282.6565,0.0
AUT_N,71.0706,0.621,12.8111,19.0053,0.2359,259.8887,41.1258,68.7338,125.497,40.1054,67.215,22.3205,58.3064,106.4693,120.2664,164.6834,116.3126,81.116,239.9967,148.6433,29.1465,169.1934,71.7868,80.668,715.623,1432.5565,572.0943,11.4351,104.0473,203.8399,10.6864,238.3672,148.163,267.8205,170.3535,648.4118,347.0663,1386.6042,1025.2023,438.7683,140.6343,392.0008,121.2101,184.7622,0.0
AUT_O,5.5192,0.0428,1.0896,2.0743,0.0259,23.6064,4.4122,6.4724,8.9531,4.0944,8.2203,2.8955,4.6161,9.7376,12.5999,14.3253,14.8702,9.0276,23.3561,22.0871,4.6413,15.8515,9.291,6.6552,59.3147,118.562,43.1422,1.3524,20.558,20.1342,0.9124,21.0576,12.9483,17.8972,24.1922,43.6615,36.7251,115.7901,51.3423,198.1237,10.5106,22.1519,8.8668,13.4354,0.0
AUT_P,5.6494,0.0463,2.6081,1.1465,0.0143,9.399,2.2248,4.2155,6.0161,3.026,7.7384,3.5852,2.4647,4.0916,10.7002,6.5463,12.6526,8.955,18.1209,11.4711,2.5759,8.3013,11.2987,3.9247,21.8405,62.0424,16.4891,0.0929,10.8815,5.899,0.2551,5.2035,3.3379,6.0848,7.8938,52.0224,5.3178,42.6322,9.733,281.2232,48.2202,33.4086,2.4747,3.8497,0.0
AUT_Q,81.9402,0.012,0.443,0.669,0.007,13.6264,3.058,2.1353,3.1994,0.8028,3.5228,1.4972,1.7697,1.9564,2.1309,2.7221,3.9563,2.7985,3.216,2.0951,0.8564,3.7319,3.8883,1.097,6.5281,25.0181,5.9729,0.1466,3.1109,2.5228,0.258,9.6414,1.4545,5.8971,17.3801,8.3137,5.9899,7.4221,2.255,38.4062,10.668,465.4383,0.8984,2.5555,0.0
AUT_R,1.2322,0.0067,0.1943,0.4176,0.0034,16.4479,1.5861,1.462,3.3553,0.9163,2.4323,1.0354,1.1073,1.7324,2.4291,2.8955,2.1218,2.0064,4.4323,2.1524,0.7454,3.6079,1.9905,1.13,8.7023,94.9505,4.1213,0.1065,1.2974,2.8598,1.1569,8.0988,312.8366,9.8863,5.1098,11.8796,12.4153,44.3053,9.9788,10.236,3.2143,6.5355,147.1585,3.362,0.0
AUT_S,3.6796,0.0235,0.7984,1.3284,0.0205,16.4431,11.7585,4.532,5.563,2.2094,4.7143,1.959,3.0698,5.6044,6.3433,7.0745,5.2891,4.7963,13.4332,7.7013,1.7892,8.3178,3.7751,3.7668,32.2233,158.2433,13.9753,0.3233,3.8465,4.488,1.2813,79.8801,3.7503,8.3304,35.8731,24.1884,6.6969,49.3111,16.47,25.1694,4.943,66.4275,5.5824,45.5905,0.0
AUT_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
