V1,AUS_A01_02,AUS_A03,AUS_B05_06,AUS_B07_08,AUS_B09,AUS_C10T12,AUS_C13T15,AUS_C16,AUS_C17_18,AUS_C19,AUS_C20,AUS_C21,AUS_C22,AUS_C23,AUS_C24,AUS_C25,AUS_C26,AUS_C27,AUS_C28,AUS_C29,AUS_C30,AUS_C31T33,AUS_D,AUS_E,AUS_F,AUS_G,AUS_H49,AUS_H50,AUS_H51,AUS_H52,AUS_H53,AUS_I,AUS_J58T60,AUS_J61,AUS_J62_63,AUS_K,AUS_L,AUS_M,AUS_N,AUS_O,AUS_P,AUS_Q,AUS_R,AUS_S,AUS_T
AUS_H49,833.4835,164.5114,760.815,589.7718,89.5072,1375.9177,89.1477,294.4719,337.9786,114.7122,321.6501,82.3218,288.9044,562.3043,305.5569,270.2409,79.9931,71.3655,107.7939,151.6816,107.6919,54.9082,127.5525,62.458,897.1059,4340.9611,1314.977,466.6678,189.3259,1266.0953,452.9253,156.2185,258.5908,81.5763,59.6217,183.281,178.1279,384.6075,321.5162,145.6796,119.0188,192.7758,124.096,76.9954,0
AUS_H50,77.0921,12.1878,335.1321,52.3395,43.5366,93.4257,13.7713,12.758,49.1914,20.2488,40.2603,12.6786,25.1192,22.0443,20.9511,41.296,5.0464,4.9751,6.5204,16.9078,12.7667,7.1477,736.537,8.4817,208.7467,1597.8562,151.6694,1966.8857,94.6603,164.2706,33.5599,46.4935,9.8388,32.1404,7.7033,83.7041,72.795,204.2681,138.1813,110.4786,90.7208,45.2797,23.9227,36.5821,0
AUS_H51,101.7817,16.8995,60.904,60.8438,9.8329,124.8381,23.7456,22.8395,58.424,64.6011,59.6098,24.4866,53.2182,34.9419,59.5807,68.7623,37.2958,31.3531,44.5479,99.9544,57.0517,22.133,35.2306,51.6484,306.1556,472.7331,107.5618,45.0116,193.5281,345.1739,47.7816,67.6971,38.1468,74.4851,116.3296,202.109,43.4946,454.3285,183.632,193.8427,126.4107,120.0192,113.9126,61.9324,0
AUS_H52,844.0005,73.4684,440.7992,242.4256,20.1873,701.0911,44.848,77.2125,419.2935,66.3751,396.6916,137.2151,157.8849,181.8051,102.3373,427.472,31.4331,29.0965,37.4815,157.3247,125.4998,36.2695,49.5991,56.2114,1277.9573,4072.3111,624.5753,602.1419,1003.2043,2104.8819,154.374,186.7483,74.8544,399.0274,59.7158,240.5154,279.4834,785.0887,574.8862,402.1514,239.0824,189.2085,129.0383,155.6488,0
AUS_H53,73.8472,10.5209,49.15,47.3833,10.2494,76.8135,13.762,14.0074,25.8294,6.7736,18.7243,8.4968,12.4902,21.4834,9.3792,19.6131,10.5485,9.0132,12.8062,13.0402,10.9602,13.1803,13.2333,52.8876,285.0011,616.3388,166.1442,13.8063,24.4869,117.5056,211.1936,63.7518,51.27,84.3068,12.1683,735.4493,70.162,549.7306,232.5355,191.2386,175.456,269.7789,121.6662,134.345,0
AUS_I,211.8725,23.1229,330.8069,131.6772,70.0844,530.5136,26.452,33.2656,116.7139,81.7284,108.1649,67.0146,38.0767,59.2448,27.235,94.7805,29.7776,18.325,31.9574,68.0339,73.9389,12.6615,29.631,75.9488,381.3249,787.3246,128.5533,23.2141,46.3959,177.0934,60.2268,116.1495,74.0071,345.4398,85.8313,649.3408,71.2477,1241.6315,679.2097,335.7528,213.7949,118.9572,217.7593,127.7066,0
AUS_J58T60,44.5634,15.8004,16.5354,22.9266,12.7082,142.1979,12.1775,39.9417,65.0163,1.5442,64.3741,36.972,54.9535,27.5117,9.9726,56.546,25.4896,16.6984,17.1082,118.7998,85.8535,11.9967,7.152,65.029,256.732,2284.6181,108.7641,28.8556,71.8604,135.4208,81.7872,840.8883,2212.1616,919.9171,914.2445,1127.5142,433.1801,1725.1884,1368.9995,582.4951,798.4349,227.5782,893.3583,277.6448,0
AUS_J61,94.3041,16.0201,38.3681,42.3327,14.002,137.8555,15.6658,57.7527,83.886,32.8202,41.4284,21.1832,53.951,69.213,19.4345,87.2468,54.4905,35.1837,54.7359,67.0778,59.2973,43.3433,44.7322,135.5696,1342.8565,2268.2604,221.301,29.7779,54.9261,427.3412,87.5507,186.7496,791.9318,9133.5555,343.9583,1284.7562,382.3922,1196.0932,570.9252,669.4615,505.2113,459.1724,315.4572,447.822,0
AUS_J62_63,42.2005,9.346,27.25,22.8711,5.1897,80.4603,10.7652,27.5027,47.8045,13.0077,33.3905,18.254,27.4468,32.2699,31.7612,30.755,37.2012,12.2586,17.1712,49.1143,50.9503,8.9492,18.9002,45.3657,218.1456,1187.8285,91.8319,20.0116,22.5933,127.0871,42.1909,95.8835,345.171,1417.7558,1836.3681,3450.8828,123.0279,1133.3137,816.961,1034.8621,417.8152,198.8844,224.1969,179.0733,0
AUS_K,2226.7889,155.1638,1134.128,830.574,258.8497,714.9137,66.0692,116.7224,172.8634,62.8117,169.3091,66.9954,140.9382,168.892,229.6315,161.4883,85.3788,62.3539,94.5617,106.1515,117.7594,94.1057,1048.6697,1330.5397,6137.8342,3633.3292,773.2833,473.8197,172.7887,1252.0309,98.2428,980.7612,276.718,576.9118,335.7457,16798.154,13179.372,3323.4287,2045.0124,2396.8451,960.1967,1114.0473,533.0072,566.7696,0
AUS_L,244.8817,17.4291,119.4375,168.4894,6.7775,159.255,14.9716,40.6361,82.8703,17.2217,24.5777,11.3219,28.154,50.8749,20.5046,124.1998,18.5852,17.2276,20.6345,93.122,87.7383,8.4001,5.8244,52.9012,836.2046,3834.1278,462.7671,36.7074,191.6161,480.3859,165.7696,2107.487,162.3999,826.678,536.8226,714.4576,1716.6438,1431.4027,2170.8629,517.9857,438.9494,298.9696,459.3953,159.1363,0
AUS_M,1311.8202,124.9389,459.1183,653.1874,1406.1764,790.6437,86.2714,166.2257,662.6595,31.1771,315.7139,267.5818,252.9614,310.8055,114.2331,340.6983,411.5215,284.068,334.2137,303.4415,259.9519,135.8891,122.5846,532.4195,4246.3707,6747.0824,826.0579,423.0101,536.3801,1049.0648,87.9305,531.4648,702.0864,1261.9537,1879.2975,3499.9628,3793.6325,12060.9963,2384.9303,1428.62,520.819,1254.8526,1279.7452,556.1066,0
AUS_N,648.0004,144.2478,273.1909,337.7351,145.3931,1066.5158,103.3647,173.1226,446.0215,209.8393,327.823,240.7228,368.481,272.9393,118.152,455.3299,154.1021,124.1335,144.0158,245.2654,269.2131,131.7276,126.9766,157.4999,3357.0774,3797.7659,572.1839,173.8501,1307.2252,2861.6283,175.9183,2296.5572,559.0146,562.9759,1080.3983,4314.5392,1880.3872,3309.0343,3004.4045,900.21,992.1445,1460.6429,1858.3651,966.782,0
AUS_O,46.8841,14.8441,123.7068,169.0872,19.9478,118.634,12.639,36.7082,96.6034,30.2408,142.7454,70.5095,94.1879,46.0517,20.807,82.1469,22.3427,17.3393,28.5342,93.1294,135.8151,28.4548,14.0115,87.6604,591.5025,636.6127,332.0846,12.596,8.0481,398.8946,65.0095,64.1293,422.8137,218.6233,287.2566,622.6636,200.0877,1127.2424,491.5484,841.3396,434.0455,306.1456,172.7868,273.0128,0
AUS_P,11.8819,2.5874,24.6646,24.7441,5.138,42.8705,10.2474,7.8406,18.6325,10.8495,13.1766,10.7617,14.0185,14.6139,12.3472,12.9106,8.0228,6.342,9.2905,14.992,14.8463,4.9487,40.8148,31.4301,51.6245,111.2503,26.0506,4.6022,7.8939,52.8904,5.3714,23.4685,25.9605,52.3298,84.9635,601.9218,41.5053,320.7218,191.001,109.4514,397.781,94.2701,144.2859,120.9354,0
AUS_Q,0.2807,1.439,0.7965,0.0,1.1261,8.6672,7.3476,9.4988,11.0976,1.8573,45.8673,38.3828,4.6368,2.274,1.5132,2.045,0.7367,0.6575,0.7481,1.1048,1.4305,1.8779,1.5248,3.6108,7.0187,11.7377,0.0,3.5295,0.0,7.3955,7.8675,4.5888,2.3248,0.0,0.0,573.6711,2.6682,11.7845,19.869,49.3233,36.2922,456.5431,5.7107,11.0398,0
AUS_R,8.5753,3.2617,28.572,17.1739,6.977,6.0686,1.188,2.24,1.6935,0.5649,1.8204,0.9909,1.4258,1.3038,0.7074,1.51,0.7582,0.4625,0.5664,5.8752,5.4651,1.7145,5.5678,4.5042,76.8628,255.852,17.8699,8.6904,10.992,4.3387,1.8899,76.7222,312.189,26.4024,20.0566,121.4971,38.9304,676.6297,392.0403,225.6419,584.782,265.5399,1654.8284,87.9018,0
AUS_S,149.1532,33.3726,152.3075,121.2455,32.4547,48.5903,20.097,37.6167,33.6384,20.1542,14.0715,7.1667,23.5483,47.2583,10.3752,16.792,5.6744,3.7714,5.7083,9.3351,8.7055,7.6738,21.2104,82.8223,218.2698,656.0912,145.1321,53.0801,30.044,97.5307,52.1609,103.2776,127.8381,150.5014,89.6417,393.9322,198.0701,610.5782,234.1843,143.0943,130.3972,1447.3667,176.7589,465.9174,0
AUS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
