V1,LUX_A01_02,LUX_A03,LUX_B05_06,LUX_B07_08,LUX_B09,LUX_C10T12,LUX_C13T15,LUX_C16,LUX_C17_18,LUX_C19,LUX_C20,LUX_C21,LUX_C22,LUX_C23,LUX_C24,LUX_C25,LUX_C26,LUX_C27,LUX_C28,LUX_C29,LUX_C30,LUX_C31T33,LUX_D,LUX_E,LUX_F,LUX_G,LUX_H49,LUX_H50,LUX_H51,LUX_H52,LUX_H53,LUX_I,LUX_J58T60,LUX_J61,LUX_J62_63,LUX_K,LUX_L,LUX_M,LUX_N,LUX_O,LUX_P,LUX_Q,LUX_R,LUX_S,LUX_T
LUX_C20,0.6882,0,0,0.2518,0,0.4683,29.247,4.9039,5.4536,0,33.2471,3.755,77.6241,5.2114,21.5303,4.9637,0.8133,0.375,2.8567,0.1869,0.0077,1.0789,0.1369,1.1495,4.7066,3.0395,0.0778,0.0652,0.4717,0.1473,0.0577,0.0752,1.1062,0.0051,0.8987,0.166,0.5338,1.428,0.8481,0.3172,0.171,0.5918,0.1601,0.4772,0.0
LUX_C21,0.5352,0,0,0.0,0,0.1889,0.0,0.0025,0.1774,0,3.275,23.3187,1.6622,0.1259,4.4837,0.1484,0.0439,0.0068,0.296,0.0088,0.0013,0.0443,0.0034,0.0,0.0046,0.775,0.0,0.0163,0.121,0.0225,0.0174,0.0238,0.044,0.0015,0.1667,0.0,0.0513,1.009,0.1403,0.0,0.0727,33.8353,0.0827,0.3725,0.0
LUX_C22,0.003,0,0,0.0421,0,1.3559,28.9241,0.2962,2.8135,0,4.0396,1.1775,67.2958,2.8693,8.8544,6.0542,1.6318,0.7093,7.7848,1.0637,0.0158,2.5882,0.0025,0.0,7.2209,10.3648,5.8193,0.0787,1.6509,0.422,0.2859,0.0104,0.4109,0.0071,1.1472,0.0199,0.7035,0.4429,0.9005,0.0141,0.0022,0.02,0.0051,0.0203,0.0
LUX_C23,0.0031,0,0,3.303,0,1.3374,0.0643,0.5366,0.3416,0,2.1273,1.1211,7.6742,78.4999,42.9036,7.3403,1.3803,0.4078,3.8999,0.5129,0.0111,1.6203,0.2792,0.0,239.4887,3.5236,1.2524,0.0648,0.407,0.2204,0.0463,0.2989,0.2277,0.0021,0.3567,0.002,3.7153,0.7,0.407,2.3913,0.0114,1.9886,0.1312,0.2443,0.0
LUX_C24,0.0002,0,0,0.0073,0,0.026,0.0019,0.0374,0.0896,0,0.2378,0.0211,1.6572,1.3326,216.487,37.7741,0.6785,0.6583,14.2814,0.6962,0.0235,1.5677,0.0004,0.0029,6.316,0.5134,0.178,0.0073,0.045,0.0448,0.0036,0.0019,0.0256,0.0002,0.0472,0.0001,0.0871,0.148,0.048,0.0016,0.0002,0.0036,0.0015,0.0074,0.0
LUX_C25,0.1059,0,0,0.6712,0,0.6447,0.5001,0.612,0.6429,0,1.4007,0.2579,5.9297,2.7041,49.6059,49.0981,1.3851,0.7122,22.0726,0.9915,0.0399,4.5929,4.5577,3.2914,35.6664,4.2682,3.5611,0.1091,0.5013,0.3051,0.0653,0.3194,0.3658,0.8139,0.85,0.0077,0.688,8.9473,0.5482,1.4903,0.0451,1.389,0.5464,1.0298,0.0
LUX_C26,0.0071,0,0,0.0559,0,0.0506,0.7603,0.1047,0.2657,0,0.3731,0.1365,1.0539,0.4133,3.8121,1.8748,28.0065,1.0501,6.8276,0.3591,0.0192,3.3561,0.2492,0.211,3.6075,4.9616,0.3374,0.0622,1.2648,0.279,0.3922,0.013,2.4902,2.1963,19.0588,2.8921,0.3318,3.2438,0.9672,1.0907,0.0852,6.319,0.0712,0.3063,0.0
LUX_C27,0.0003,0,0,0.0232,0,0.0173,0.0014,0.0037,0.0698,0,0.0952,0.0194,0.3993,0.1664,2.1909,0.9124,1.2003,1.0774,3.3416,0.1965,0.0063,1.1181,0.1289,0.0034,17.618,0.8171,0.4448,0.0267,0.1737,0.0797,0.0442,0.1588,0.1724,0.0003,0.721,0.0026,0.1572,0.6092,0.1409,0.0533,0.0003,0.0014,0.0048,0.0295,0.0
LUX_C28,1.6385,0,0,0.7982,0,0.4518,1.2876,1.0293,2.1131,0,1.6443,0.3548,6.1222,4.0137,35.1221,10.0125,1.2544,0.5653,63.2025,1.1882,0.0539,10.3657,3.285,1.6033,24.0997,5.3898,8.3678,0.2693,1.9823,0.5358,0.1649,0.0016,1.1112,0.9151,1.3957,0.3658,0.6074,2.6983,1.1133,0.0249,0.0514,1.1291,0.4116,0.5531,0.0
LUX_C29,0.0001,0,0,0.0008,0,0.0036,0.0,0.0,0.0091,0,0.0126,0.0012,0.0863,0.0459,0.1854,0.0975,0.0104,0.006,0.3274,0.8228,0.0011,0.2168,0.0015,0.003,0.1342,0.6008,0.0717,0.0058,0.0883,0.0413,0.02,0.0,0.0086,0.0,0.0472,0.0001,0.0155,0.0148,0.064,0.0012,0.0002,0.0004,0.0011,0.0004,0.0
LUX_C30,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0001,0,0.0001,0.0,0.0005,0.0003,0.0052,0.0021,0.0006,0.0001,0.0037,0.0015,0.0032,0.0184,0.0,0.0,0.0016,0.004,0.0357,0.0281,0.3359,0.0024,0.0005,0.0,0.0003,0.0,0.0006,0.0029,0.0003,0.002,0.0022,0.0136,0.0,0.0003,0.0,0.0014,0.0
LUX_C31T33,0.0031,0,0,0.0307,0,0.59,0.0178,0.042,2.6865,0,2.1777,0.6842,6.3399,6.601,24.7948,6.2391,0.9267,0.4097,6.0503,0.2663,0.0296,13.0019,0.0708,0.0553,1.4658,9.7895,0.1828,1.145,34.3049,1.2866,0.5134,0.0002,1.1065,0.0085,4.5534,1.6126,1.5333,1.0879,2.7099,0.0468,0.0332,7.7993,0.0346,0.0241,0.0
LUX_D,0.712,0,0,0.4436,0,2.3507,9.1202,0.8245,19.1641,0,20.3686,2.6505,38.4619,35.2198,343.8318,22.0073,2.2727,0.8758,13.6384,0.7599,0.038,5.2794,168.7331,6.8475,10.8216,28.0769,7.4779,0.6716,5.545,4.5364,2.1012,2.6535,3.4629,3.8847,2.3184,24.7634,17.3309,10.508,4.817,21.3703,1.1274,9.6324,3.8272,3.4031,0.0
LUX_E,0.2743,0,0,0.1768,0,1.3437,2.5498,1.6296,2.8349,0,1.6233,0.4119,3.7331,2.1252,100.1191,4.2584,0.2869,0.0802,1.4844,0.0717,0.0038,0.708,12.7399,27.1498,20.8111,18.9931,5.0749,0.182,1.1281,0.6552,0.3108,2.1329,1.4646,1.3792,7.9582,9.2382,4.1892,6.9842,1.2451,6.4216,0.8971,4.6817,1.3594,1.5043,0.0
LUX_F,1.2801,0,0,0.497,0,3.2727,10.1213,0.6664,3.0464,0,3.8247,1.457,9.2191,7.3772,35.4836,8.9952,1.4728,0.3734,6.2904,0.3077,0.0168,4.5613,40.5507,20.2243,87.5798,59.8095,64.3638,0.7959,7.4249,7.7764,2.3014,6.0207,6.8756,10.1821,18.8565,45.2981,98.7475,26.8319,6.2207,170.5313,5.2432,10.98,3.1263,9.6668,0.0
LUX_G,21.855,0,0,2.1723,0,67.6738,58.4519,6.2428,31.22,0,37.317,18.5787,70.7627,35.7249,150.1458,35.4916,16.4008,2.3376,36.9538,3.8334,0.0947,17.1955,14.914,7.3086,102.7517,294.1649,96.0511,4.3673,55.4379,9.2518,8.0283,88.1352,24.9721,13.4721,50.0081,39.9098,11.5189,44.3397,34.9464,35.0928,11.0557,52.9034,4.2564,5.1723,0.0
LUX_H49,0.8525,0,0,1.3041,0,2.5807,1.9246,0.3503,3.9196,0,4.0075,0.9002,8.1475,7.8036,31.6388,5.8531,1.091,0.2758,4.4731,0.3919,0.0089,1.5572,4.3433,1.7565,10.4782,10.5814,6.8297,0.512,4.0198,4.3671,2.2837,2.629,0.8733,0.934,2.2888,4.2356,7.5574,3.6133,2.1671,12.3456,0.6178,1.7394,0.4592,0.7071,0.0
LUX_H50,0.1532,0,0,0.0209,0,0.473,0.2544,0.081,0.3738,0,0.5343,0.1171,0.7216,0.5173,3.4146,0.4116,0.1699,0.0287,0.4174,0.0397,0.0013,0.1521,0.5356,0.0176,0.6004,2.5704,0.2688,2.8859,0.7946,0.5902,0.1499,0.4909,0.1673,0.0163,0.2894,0.0594,0.0572,0.2816,0.278,0.0572,0.0536,0.2343,0.0288,0.0136,0.0
LUX_H51,1.2783,0,0,0.1834,0,3.8989,2.2338,0.6364,2.1067,0,3.0247,1.1307,5.3407,2.8156,13.8874,3.0258,1.4281,0.2156,3.0757,0.3268,0.0102,1.2843,3.3973,0.1897,6.8303,13.7633,4.2834,0.5559,63.1602,3.1735,3.5319,4.0155,2.2582,0.4399,7.0907,1.7517,0.8627,6.3889,8.169,0.5982,0.4327,1.8493,0.2872,0.2282,0.0
LUX_H52,0.0816,0,0,0.0028,0,0.2351,0.039,0.0096,0.4401,0,0.6074,0.1358,1.107,0.8821,4.9124,0.7852,0.1196,0.0371,0.5175,0.0446,0.0013,0.1941,0.0295,0.0022,0.187,11.1816,9.2417,2.6968,28.332,4.0519,0.3561,0.0797,2.2891,0.0071,0.5727,0.0062,0.1114,0.3429,0.42,0.7724,0.0113,0.0407,0.2569,0.1164,0.0
LUX_H53,0.0044,0,0,0.0111,0,0.0818,0.0066,0.0541,0.2228,0,0.3663,0.1368,0.701,0.3148,1.8857,0.5779,0.1319,0.0403,0.5327,0.0239,0.001,0.3758,0.2249,0.0433,0.5149,7.8412,0.7099,0.0964,0.9962,0.5088,11.4154,0.0142,0.9993,0.281,3.9476,11.5651,0.6468,2.4013,1.4226,1.7416,0.0147,0.4252,0.033,0.2744,0.0
LUX_I,0.009,0,0,0.0363,0,0.2126,0.3044,0.0325,0.6003,0,1.005,0.4953,2.4219,1.1072,6.1559,1.9909,0.4247,0.0985,1.8008,0.0757,0.004,0.7544,0.4064,0.244,3.1816,11.5312,5.7478,0.3508,16.9802,1.3248,0.4357,0.2031,1.7502,1.0762,4.5179,11.942,1.3312,7.7701,6.0791,4.6408,0.7398,19.043,0.7517,3.5159,0.0
LUX_J58T60,0.0535,0,0,0.0437,0,0.5998,1.111,0.3329,0.6067,0,0.5739,0.2967,1.0108,0.5061,2.5387,0.7405,0.2539,0.0484,0.6734,0.0447,0.0019,0.353,0.592,1.0602,12.9286,19.212,2.3532,0.1033,1.8032,0.3657,0.396,0.2784,56.9383,1.8416,21.737,15.4759,0.854,86.5283,2.2743,3.3044,0.9222,2.3767,9.9222,1.3701,0.0
LUX_J61,0.3722,0,0,0.0626,0,1.2905,1.009,0.107,0.981,0,1.1898,0.566,2.6743,1.2692,5.7302,2.0213,0.6072,0.1127,1.8642,0.0911,0.0039,1.1257,0.7319,0.2482,4.572,8.3558,3.8352,0.3095,4.5383,1.151,0.886,2.0521,9.9354,48.7407,196.1849,17.0046,2.2098,9.559,3.7702,3.8678,0.3438,1.8655,0.683,0.7121,0.0
LUX_J62_63,0.1056,0,0,0.2433,0,2.9965,6.566,1.8552,3.6503,0,3.2354,1.6492,5.8079,2.9776,16.777,4.8911,1.9052,0.329,4.6064,0.28,0.0128,2.5876,3.1568,6.3968,76.5475,108.5361,14.0238,0.5906,12.4179,2.5095,2.9407,0.4019,52.6168,10.7584,162.8326,105.2626,4.9271,126.2755,12.6612,22.3773,4.4706,12.7062,10.2966,7.7702,0.0
LUX_K,3.4846,0,0,1.3766,0,7.3563,13.5968,3.0029,12.9033,0,15.7813,5.6886,37.2018,20.5191,149.2831,29.2802,6.059,1.5944,26.3218,1.6295,0.0712,15.1096,18.9792,5.0364,83.3414,186.7807,41.6145,4.7385,52.5717,9.899,5.2812,8.5016,16.0813,44.0662,49.1624,13918.3759,111.4145,192.4627,30.9677,51.0248,0.9637,30.5694,2.6912,9.0582,0.0
LUX_L,0.1983,0,0,0.7833,0,2.1508,1.9632,1.9504,4.7345,0,4.7639,2.0463,18.5443,7.9053,34.2233,18.6974,2.76,0.75,11.6032,0.6952,0.0385,8.2528,5.1102,2.1097,81.4708,271.3999,61.8827,1.6347,22.5971,11.2587,5.0749,16.1465,23.258,8.3906,84.1476,108.664,62.9504,162.4535,29.7535,70.0926,7.5066,36.6975,7.3473,28.0514,0.0
LUX_M,0.5453,0,0,0.3815,0,5.6563,8.9105,3.1066,8.3087,0,13.9252,10.9864,30.7886,13.602,71.5396,20.3147,6.4931,1.448,20.2011,1.1429,0.0465,10.0842,9.7654,9.8635,176.5132,192.4176,26.5892,2.2746,26.4454,6.9703,3.4329,2.1422,48.456,21.4557,108.0488,552.1366,26.397,187.4004,29.904,21.1785,5.8951,22.5114,10.4187,7.8046,0.0
LUX_N,0.2299,0,0,0.4814,0,2.5972,23.9068,2.3045,3.0889,0,4.1014,2.6927,11.9147,5.1004,29.017,9.6548,2.57,0.5504,7.9111,0.4364,0.0273,4.7336,9.4114,7.3583,195.8884,86.9595,39.2984,1.9543,26.5087,4.0251,2.8271,1.5465,12.4771,18.6796,80.6498,37.0038,7.653,51.0599,29.5482,20.0793,3.5894,16.9683,6.658,5.0132,0.0
LUX_O,0.0862,0,0,0.0272,0,0.3318,0.1523,0.1995,0.6247,0,0.7698,0.3297,1.9389,0.9804,5.9552,2.0021,0.2678,0.0769,1.1842,0.0811,0.0038,0.9497,0.3779,0.2563,4.5159,9.161,2.3274,0.2212,2.4944,0.7515,0.472,0.5213,1.0769,0.3763,3.2799,9.4901,4.1402,6.2987,1.9472,4.7089,0.2918,1.5074,0.3605,0.961,0.0
LUX_P,0.0169,0,0,0.0343,0,0.1273,0.9728,0.1026,0.3321,0,0.4266,0.4759,1.1921,0.592,4.5907,1.0921,0.3094,0.0661,0.8374,0.0621,0.0027,0.3815,0.3713,0.5545,1.9079,6.476,1.6011,0.1052,3.2452,0.3897,0.2811,0.3522,2.1201,1.7775,3.5486,40.9622,0.7011,17.1594,2.1561,2.0006,7.5434,5.0413,0.8295,5.5103,0.0
LUX_Q,0.0322,0,0,0.0302,0,0.1818,0.4566,0.1666,0.1919,0,0.2577,0.3038,0.7327,0.3614,2.159,0.5369,0.1026,0.029,0.4511,0.0224,0.0013,0.2119,0.4393,0.4338,6.8648,5.8809,1.3327,0.0514,0.6082,0.2262,0.1331,0.227,0.4791,0.421,5.5195,2.7989,0.7403,3.5382,0.7924,5.4286,0.7697,41.3765,0.2292,0.6297,0.0
LUX_R,0.0086,0,0,0.008,0,0.0781,0.1967,0.0788,0.0786,0,0.0769,0.0478,0.197,0.0914,0.4447,0.1405,0.0253,0.0074,0.1075,0.0113,0.0004,0.0611,0.0878,0.2209,2.7261,2.8161,0.4362,0.0414,0.2967,0.0865,0.0685,0.0573,17.8513,0.2132,2.4492,1.3853,0.2613,21.9416,0.5968,0.4062,0.1969,0.5195,3.8978,0.1718,0.0
LUX_S,0.9098,0,0,0.1812,0,2.7065,3.4253,1.0552,0.4763,0,0.5942,0.2862,1.3009,0.7882,3.8763,1.0386,0.219,0.0454,0.7961,0.0495,0.0021,0.5282,1.9587,2.865,42.8111,34.2571,7.6514,0.1455,1.1646,0.4408,0.1912,0.8543,2.9741,3.3014,34.7844,34.8647,0.7692,20.9026,1.5305,4.3423,1.0736,11.9397,0.9535,1.1409,0.0
LUX_T,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
