V1,HRV_A01_02,HRV_A03,HRV_B05_06,HRV_B07_08,HRV_B09,HRV_C10T12,HRV_C13T15,HRV_C16,HRV_C17_18,HRV_C19,HRV_C20,HRV_C21,HRV_C22,HRV_C23,HRV_C24,HRV_C25,HRV_C26,HRV_C27,HRV_C28,HRV_C29,HRV_C30,HRV_C31T33,HRV_D,HRV_E,HRV_F,HRV_G,HRV_H49,HRV_H50,HRV_H51,HRV_H52,HRV_H53,HRV_I,HRV_J58T60,HRV_J61,HRV_J62_63,HRV_K,HRV_L,HRV_M,HRV_N,HRV_O,HRV_P,HRV_Q,HRV_R,HRV_S,HRV_T
HRV_C20,71.0675,0.1448,0.0859,1.1539,0.0862,5.9686,3.8696,2.6437,15.1653,13.0525,46.1247,5.6249,42.3705,8.6382,0.9902,11.6037,0.3357,7.567,2.7765,0.1299,6.743,4.8661,2.8446,1.5409,45.0715,17.3887,1.4197,0.5826,0.0431,7.513,3.0213,9.5583,5.0504,0.6197,0.3175,3.0349,6.5876,3.8844,2.3899,4.1455,2.4473,31.0593,1.1815,2.8591,0.0
HRV_C21,8.1035,0.1893,0.1276,0.9349,0.118,6.2047,2.3465,0.8516,2.2195,6.5322,6.0089,218.8138,3.9278,3.4434,0.9184,2.2448,0.4064,2.0406,1.6371,0.4281,4.7562,1.4855,2.468,0.7472,11.3009,22.9273,19.3986,1.9296,4.7516,1.7078,0.1216,4.04,1.0203,0.1927,0.1605,0.5983,0.9355,2.5027,0.6812,2.5618,0.4933,46.3713,0.4083,0.8813,0.0
HRV_C22,26.1445,4.2919,0.0133,2.2017,0.0015,87.1733,3.861,0.7308,22.0444,5.0762,13.0016,10.5935,30.2027,1.3999,1.0576,4.6445,1.7586,2.8377,1.7201,0.1017,1.3769,6.4695,1.7022,1.7351,34.5495,110.1199,3.7079,0.0752,0.0058,4.2585,0.2192,11.3334,4.4509,1.2803,0.0805,3.3349,3.8552,3.7634,3.1695,1.7717,0.3195,8.0273,5.74,9.0426,0.0
HRV_C23,10.4973,8.4297,0.3496,4.8033,0.5337,61.7029,5.6718,2.5789,0.9283,1.11,3.4895,3.9891,4.4701,134.1007,2.0945,10.2576,1.296,3.8198,1.4223,0.3066,1.7835,5.7996,5.2428,10.8827,549.1572,64.4049,1.1468,0.028,0.2621,0.9351,0.4063,14.9415,1.282,2.4978,0.1367,4.6303,9.6804,98.1608,5.8781,0.7064,1.1531,4.026,1.2917,26.1885,0.0
HRV_C24,0.073,0.0,0.0362,0.0007,0.0022,2.5077,0.0,0.0199,0.3468,0.0,0.1319,0.0286,0.2082,1.9967,60.5963,63.4036,0.324,56.2759,29.3755,10.4688,32.5837,4.9108,0.4927,9.1038,60.7466,1.9472,0.0008,0.0895,0.0,0.4284,0.0,0.2815,2.6352,0.0,0.0,0.0,1.1394,1.2239,0.0198,0.0107,0.0841,0.1641,0.0759,0.0657,0.0
HRV_C25,16.6519,0.1406,1.0919,0.5513,0.6573,41.5657,1.3905,3.2294,2.6041,6.4103,5.384,1.9827,7.3281,6.8095,0.3328,13.4853,2.3408,16.0011,29.8658,0.5865,65.486,26.15,5.7885,12.9032,236.1673,132.7359,2.6091,0.9676,0.4692,23.6786,0.1781,10.93,19.9524,4.2294,5.9019,8.6875,11.0477,76.8251,30.2166,11.8739,12.486,17.4063,7.5549,13.2988,0.0
HRV_C26,2.5695,0.0454,0.0148,0.0245,0.0051,1.0969,0.1595,0.0731,0.4158,0.8637,0.135,0.3938,0.1655,1.5786,0.1276,0.3635,9.7786,1.7473,0.431,0.2502,2.4479,11.6452,1.092,0.9973,4.86,5.7628,1.1838,0.4424,0.2832,0.7952,0.3146,1.2081,1.0357,9.3411,3.0591,0.9354,0.335,1.2748,0.6528,27.7902,4.5957,4.4689,1.0409,0.973,0.0
HRV_C27,2.2608,0.0621,0.0389,0.0135,0.0023,3.7253,0.1407,0.19,0.3345,0.6827,0.2581,0.4169,0.4738,0.6482,0.4775,0.8556,4.058,38.0191,10.0745,0.1118,15.941,19.4341,7.2751,3.279,48.8003,13.9906,1.2918,4.623,0.1841,6.4709,0.0302,3.3863,1.8006,2.1199,3.5283,1.5242,1.8587,9.3481,14.4949,4.7055,1.6593,2.9215,1.2728,0.8971,0.0
HRV_C28,8.1491,0.2386,0.6512,0.2465,0.4595,11.528,0.8885,0.5928,1.1204,1.5377,0.7051,2.2219,0.6835,2.1566,0.083,1.0165,0.8745,1.7645,32.1897,0.2346,20.6653,15.524,1.9894,1.7307,16.8027,8.8577,0.6742,0.0655,0.2144,14.9865,0.1183,4.3333,8.6162,8.4068,0.8183,8.9444,1.5386,6.457,6.2217,18.7312,2.3724,3.5243,4.4195,2.4445,0.0
HRV_C29,6.6572,0.9956,0.0035,0.5133,0.0002,20.9,0.7715,0.1109,4.3501,1.1444,3.0074,1.6622,7.0616,0.3036,0.3363,1.2127,0.4615,1.1528,1.4436,1.1051,1.4871,1.7822,0.286,1.0412,11.9171,29.7061,1.7418,0.0278,0.0101,1.3276,0.0239,1.7212,0.2877,0.0695,0.0821,0.9762,1.0752,1.661,1.1713,5.1317,0.2829,2.1522,0.9905,0.5084,0.0
HRV_C30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,1.7811,0.0,0.0328,19.0929,10.4315,0.0,0.0416,0.694,40.5285,0.6106,114.4625,2.235,0.4786,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,4.1048,0.3973,126.1943,0.0,0.0,3.3237,0.0,0.0
HRV_C31T33,16.424,0.4217,0.1793,0.2425,0.0401,12.5697,2.0823,12.3138,2.2401,7.3659,2.013,3.1197,1.5903,2.5393,2.6739,3.6546,0.6668,8.1466,3.5431,0.2206,4.7346,23.4728,9.3111,3.0392,47.8879,20.7478,9.8789,0.7315,2.8448,5.3975,0.0811,7.8285,2.5583,15.8979,0.3447,2.0386,9.367,14.0967,2.8384,4.9467,2.8043,5.235,5.4306,2.7471,0.0
HRV_D,28.9184,4.2109,7.681,67.9428,4.8912,179.6479,41.0481,22.5484,34.6235,55.5681,53.8925,8.7081,12.399,135.6387,31.7506,49.3604,9.8682,23.0171,20.8354,9.9678,24.9505,15.8435,723.3544,66.6949,80.3362,311.0702,11.9477,0.0704,0.2064,94.7648,1.4455,118.4906,25.8924,37.7471,4.1106,30.3201,54.4848,27.2061,24.0418,54.3342,35.8578,57.8268,18.7076,15.166,0.0
HRV_E,7.1113,0.3824,0.0932,0.4293,0.0418,7.8901,1.6646,1.0449,10.6538,0.8729,0.4913,0.3691,1.648,2.8618,2.1682,21.9235,0.2152,0.6367,0.995,0.0736,1.5221,1.0234,12.1215,9.5603,42.8117,69.9129,3.7353,0.3461,0.1513,27.5173,12.5395,73.0451,1.9642,2.7591,1.1317,7.8217,24.931,6.4366,2.5428,22.7467,8.2879,40.5759,4.3191,7.0178,0.0
HRV_F,16.6163,1.0655,2.5258,21.2783,2.6727,57.6042,11.5751,6.0399,15.6295,8.5671,7.6588,4.1292,5.0144,39.5559,4.1035,21.6148,9.3067,12.7136,10.5398,6.5802,12.3907,13.6073,205.4025,35.7515,1437.5134,134.5703,4.2226,1.3337,0.4481,16.5196,5.5503,64.9327,3.0605,4.9589,2.0614,17.7568,59.0169,359.728,65.1691,39.9929,29.1935,54.4304,13.9564,33.0575,0.0
HRV_G,212.2385,14.4098,2.9502,24.9655,2.1406,337.9127,89.8857,33.5902,48.6225,130.9675,31.9159,105.9408,33.3303,99.2223,40.1685,67.7843,13.8191,54.2944,73.5202,16.522,95.0729,85.0836,151.4779,32.2186,640.8572,298.7084,102.5572,60.3124,14.6963,59.1278,4.5545,91.8483,36.0967,6.0963,8.3561,45.3918,48.5564,135.3628,46.1709,210.5026,21.6928,76.7291,19.7802,36.4442,0.0
HRV_H49,36.8478,2.2801,1.7102,6.1482,1.0352,55.135,7.3864,4.4356,8.4848,45.1915,6.6617,8.8785,6.2474,25.2762,10.8656,17.4324,1.9324,12.9315,13.6549,3.6235,16.8114,10.7478,35.2563,5.7943,118.9923,57.8514,27.7562,7.2365,3.1483,14.6898,0.8504,12.4661,6.2025,1.9493,1.2161,4.6916,7.1581,21.0485,7.0695,21.944,3.1643,9.3341,3.3399,5.1901,0.0
HRV_H50,2.1482,1.3985,1.1555,5.78,0.8573,15.6136,2.2561,1.6661,5.6633,21.254,1.909,0.8684,1.3309,8.1661,1.6175,4.2817,1.5898,3.8531,2.5379,1.4963,1.8024,1.5724,2.4489,2.1398,6.3547,3.45,0.4259,0.3835,0.0888,0.6134,0.0507,0.7372,0.4232,0.2353,0.083,0.36,0.416,1.2174,0.3688,1.688,0.215,0.7442,0.3087,0.298,0.0
HRV_H51,2.1688,0.1101,0.2134,0.3603,0.2421,3.5682,0.6292,0.2814,0.6466,4.2473,0.6404,0.772,0.5885,1.3246,0.7345,1.3188,0.2709,1.0756,1.1037,0.2658,1.411,0.9176,2.4539,0.4314,6.4199,4.425,0.4707,0.4159,0.2466,0.6026,0.0698,0.8377,0.6821,0.3254,0.617,1.2713,0.4954,1.2541,0.4162,2.0653,0.2845,0.8235,0.3097,0.3066,0.0
HRV_H52,11.6493,0.4712,0.7999,3.7065,0.7602,14.8507,1.9364,6.4532,12.6029,64.5859,5.0507,1.8877,3.6233,28.754,1.9542,12.6657,3.549,12.8844,6.5921,4.3847,2.3944,4.1589,5.8635,5.1956,16.1733,122.2013,323.839,18.4627,79.3792,14.3877,0.4428,6.923,3.1927,0.552,0.3527,1.3428,1.0023,3.5621,1.3934,2.7554,0.4513,1.4029,2.0586,3.9582,0.0
HRV_H53,0.8821,0.0,3.7512,2.4518,4.7663,9.6766,2.4691,0.912,1.84,7.165,2.787,1.3854,0.7598,2.7278,0.5762,7.495,4.3325,7.0409,3.4884,0.7043,5.6571,1.3064,14.0028,3.3718,1.191,10.5022,0.2493,0.2492,0.0685,5.1324,0.2928,2.1622,10.1391,17.9167,0.6042,59.4605,0.5877,1.3145,0.9967,11.9188,0.569,2.5888,4.377,5.3028,0.0
HRV_I,0.6676,0.0359,0.0214,0.0002,0.0014,3.6881,0.4445,0.0689,0.0889,0.2762,0.1956,0.8627,0.0483,0.2821,0.0588,0.3603,0.0652,0.1718,0.3669,0.0094,0.4661,0.1559,1.0806,0.2101,4.0859,8.982,1.1423,0.0444,0.3678,0.8257,0.8329,10.7905,0.2854,0.3326,0.6609,2.5059,0.0283,4.7649,2.4351,6.3916,2.7461,0.4393,0.7937,4.2337,0.0
HRV_J58T60,0.5246,0.0135,0.0671,0.0087,0.005,3.8385,6.3184,0.6705,1.2658,5.0985,0.2045,0.8769,0.0954,2.3167,0.2131,0.1749,0.0667,0.1071,1.163,0.011,1.9844,1.5185,5.4167,0.4681,0.4428,35.3302,1.0117,0.0483,0.0158,0.9651,0.0164,6.5212,44.2117,0.5142,0.1886,13.8105,0.0302,203.1508,22.8812,37.7745,14.6843,0.0805,51.783,0.0669,0.0
HRV_J61,4.9813,0.2554,20.0152,12.0735,22.5751,49.5092,12.6882,3.1947,5.515,26.7208,9.5176,5.1309,2.6826,9.4057,2.8593,25.7303,14.7523,24.3403,12.0567,2.45,27.3324,3.7621,49.1333,9.845,16.3453,102.924,4.7222,0.2544,8.0956,11.6073,5.1175,12.2912,51.3552,262.5452,27.8754,68.6263,7.4904,6.8869,8.1445,56.8255,10.0301,9.7291,29.2572,11.4388,0.0
HRV_J62_63,1.8022,0.0064,7.0141,4.496,8.7026,18.0212,4.6097,1.2254,1.443,10.3077,3.7067,1.9389,1.0262,3.6506,1.0543,9.9962,5.784,9.4201,4.6889,0.9466,10.158,1.4297,18.7942,3.8052,5.0292,67.4339,3.4272,0.0928,8.8975,3.157,1.7531,5.3181,13.9807,6.7908,28.5589,49.2735,4.2412,1.857,2.7092,20.2935,3.7315,3.9366,2.9264,0.7626,0.0
HRV_K,68.7091,5.4533,1.5243,5.3776,1.2285,22.7231,12.5629,1.7125,6.1838,13.3128,3.6837,1.9412,2.4915,4.1965,3.6532,12.3446,21.4319,12.4655,8.1511,1.7008,9.4844,11.6182,19.7487,8.8832,86.0956,289.7684,22.7921,7.2507,16.1867,47.2881,3.3531,77.3124,6.372,33.9888,3.6136,313.1667,265.6906,73.0385,39.1331,131.1396,3.8698,3.9657,15.9797,28.7151,0.0
HRV_L,2.7242,0.1831,0.0604,0.0704,0.0498,1.0077,0.1271,0.3953,1.2801,3.1235,1.0482,0.6651,0.4087,1.2047,0.1867,2.8776,1.4678,2.4116,1.5057,0.2903,0.4144,11.2534,5.0951,0.9512,6.7379,85.7943,1.0638,0.4323,0.3317,3.173,4.9562,0.4407,5.2995,20.4642,0.4604,14.9022,0.3439,13.0365,2.943,9.3537,1.9777,2.5122,15.9484,1.9046,0.0
HRV_M,8.7081,2.8272,44.795,29.6126,57.4367,118.8737,30.4029,9.3272,22.3438,81.4161,27.9467,13.6439,8.286,27.0849,7.3459,70.4145,34.4061,67.2299,28.4757,8.1449,67.3303,26.2987,118.8021,25.7957,135.5187,498.9456,25.4779,1.5198,5.1473,12.9838,24.8531,127.6157,78.7329,82.2325,22.9349,195.0654,18.0689,172.4393,30.7776,63.3801,24.2713,14.0701,31.6904,43.1266,0.0
HRV_N,4.6116,0.1887,9.9728,7.264,8.989,27.6051,6.398,1.5493,7.3834,10.1593,3.7261,2.2612,0.9504,5.1871,1.6405,19.8692,11.7259,19.0116,3.3701,0.7417,12.4017,9.4292,38.5442,9.1992,72.78,99.2441,9.4966,5.0908,1.2565,9.9429,9.7877,25.2025,19.9121,27.2661,8.6249,48.4891,8.2847,33.0535,32.6515,27.019,7.0609,3.38,9.9702,24.4402,0.0
HRV_O,6.304,0.0145,0.0142,0.2501,0.0063,2.3677,0.4606,0.0662,0.2181,0.5565,0.1542,0.3371,0.0506,0.63,0.0604,0.2248,0.0916,0.1619,0.1253,0.0124,0.861,0.217,0.5201,2.5858,26.8788,138.9162,16.0996,0.0627,1.2087,60.0235,4.6681,22.4559,34.2984,59.7842,0.0974,72.4428,13.4628,11.2909,6.088,6.5953,1.4226,5.2725,17.1527,1.4696,0.0
HRV_P,2.9493,0.1078,0.1716,0.4789,0.1493,2.4208,0.4505,0.1362,0.3402,0.6428,0.2603,0.4747,0.0891,0.468,0.1562,0.4719,0.2269,0.2868,0.4139,0.1004,0.5197,0.4431,3.5627,1.0448,18.5433,10.6067,0.6428,0.0247,0.42,3.2085,0.2053,2.6441,0.4842,2.4236,1.9218,3.734,0.9002,8.5328,2.9134,2.3412,11.8797,3.838,0.4593,2.1635,0.0
HRV_Q,18.4058,0.0044,0.0604,0.2193,0.0436,1.2994,0.187,0.0621,0.0466,0.1169,0.0223,0.0773,0.0152,0.0466,0.0411,0.0615,0.033,0.0284,0.0425,0.0135,0.0882,0.0347,0.0586,0.1333,1.0702,4.878,0.7634,0.0621,0.0054,3.2195,0.0175,1.393,0.2812,0.4645,0.9006,1.0983,0.4749,0.3457,1.3809,0.155,0.5613,32.5069,0.1148,21.341,0.0
HRV_R,4.1798,0.4265,0.3067,0.2482,0.3869,6.5851,1.3616,0.4249,0.689,1.0811,0.4422,1.2508,0.2908,0.6573,0.1252,0.6337,0.3757,0.6638,3.2275,0.0565,0.7768,0.7717,2.6055,0.3394,7.1992,6.6636,1.1208,1.0265,0.3033,1.8142,0.7879,2.5542,1.8244,1.6031,0.6146,1.3461,0.6921,1.6457,0.7388,2.628,0.9018,0.8807,64.4415,0.7557,0.0
HRV_S,3.569,0.1346,4.8762,3.274,6.2477,15.5927,6.4734,1.02,2.1581,8.5095,2.8596,1.8911,0.9451,3.1945,1.0032,8.1856,4.1804,6.9919,7.8501,0.7342,7.9986,1.6335,14.6681,3.3462,8.0152,38.6733,2.6897,0.3491,0.5281,28.4876,1.6208,20.8875,14.1909,6.5255,1.7227,7.7589,2.0382,3.2775,5.4444,4.0483,4.9945,7.2356,10.5194,5.7122,0.0
HRV_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
