V1,BRA_A01_02,BRA_A03,BRA_B05_06,BRA_B07_08,BRA_B09,BRA_C10T12,BRA_C13T15,BRA_C16,BRA_C17_18,BRA_C19,BRA_C20,BRA_C21,BRA_C22,BRA_C23,BRA_C24,BRA_C25,BRA_C26,BRA_C27,BRA_C28,BRA_C29,BRA_C30,BRA_C31T33,BRA_D,BRA_E,BRA_F,BRA_G,BRA_H49,BRA_H50,BRA_H51,BRA_H52,BRA_H53,BRA_I,BRA_J58T60,BRA_J61,BRA_J62_63,BRA_K,BRA_L,BRA_M,BRA_N,BRA_O,BRA_P,BRA_Q,BRA_R,BRA_S,BRA_T
BRA_D,288.1896,17.737,747.2023,422.4254,11.429,1755.4756,957.7527,209.1295,914.9754,992.4105,1220.2811,84.0141,394.7641,1014.5113,1698.4934,586.6175,144.3456,341.9974,387.1452,591.4046,47.6657,294.4081,6688.4609,142.0594,200.9342,1688.5019,395.1098,11.6463,10.1614,305.2032,6.2384,551.4872,147.9895,410.9708,8.8089,262.5929,77.7547,124.36,140.3462,929.139,385.5279,269.6027,95.8525,2567.3579,0.0
BRA_E,7.5666,3.0675,47.7188,38.2787,25.3155,124.102,74.6933,17.0313,70.4276,290.2925,126.7694,10.7652,27.0733,56.0577,351.592,48.4532,16.1175,25.4039,37.9886,61.7848,8.922,358.482,82.6989,157.6071,48.8371,184.7231,24.9352,0.7634,0.6041,42.9057,4.6846,97.2203,11.6785,13.6395,3.1557,21.2649,7.359,11.7838,11.2126,385.8243,28.6779,21.2275,3.8646,242.3829,0.0
BRA_F,40.8415,1.4115,576.9986,2.8705,14.1698,64.5488,27.5588,9.1067,27.1769,59.7497,93.8628,5.3485,60.4547,59.8405,25.8715,10.8887,32.9279,44.0709,19.7038,332.9054,9.5739,13.3601,9.1193,3.0261,3215.2306,172.5146,8.7558,0.7662,2.3833,14.4979,2.3143,18.2262,73.6906,226.1274,2.9039,441.5942,4636.3737,17.4503,16.0685,2352.5316,321.6933,77.352,19.453,915.5098,0.0
BRA_G,2669.539,135.9811,399.8747,628.4346,15.8179,5889.041,2606.4835,534.1016,1144.1513,3448.2938,2872.6366,402.4569,1366.6705,820.5312,1064.7441,586.9908,947.2427,674.6161,1112.8647,3672.7701,341.6038,1972.7242,643.2095,191.8836,4266.8963,4416.982,3286.0252,76.4456,297.9035,188.2831,97.688,1283.2442,403.445,117.8739,251.3279,537.4687,204.0085,1269.2963,1321.5883,1202.9955,260.6155,923.6769,714.2586,3407.2059,0.0
BRA_H49,861.368,58.0014,810.3231,692.0678,13.9488,3257.3377,884.5849,180.4277,530.2853,1247.1408,1395.0552,202.0928,542.4694,519.6917,1080.9048,518.172,329.0078,361.4709,573.1431,1240.4439,81.6679,420.2616,395.7058,41.2458,1365.7062,2537.8577,1645.6549,44.2953,68.9195,184.1102,130.8376,446.5025,161.0604,194.9799,94.035,256.7219,90.4872,326.5521,411.7552,267.5404,171.6985,507.9529,142.1048,1311.6064,0.0
BRA_H50,35.9092,1.6136,196.968,33.7727,0.7193,129.6673,28.9163,8.8723,40.2103,76.2654,68.5594,4.2751,19.5338,18.6244,54.1203,15.5841,21.0136,15.0719,36.3328,53.7281,5.5477,21.2408,15.2312,1.775,53.1613,77.2654,73.1209,82.3186,2.8588,6.4816,5.7968,14.0613,5.6228,4.7659,4.8492,8.9343,3.9513,13.9466,18.1457,8.9303,2.7242,20.1809,6.3877,38.9947,0.0
BRA_H51,55.4401,10.1831,187.3837,121.5156,0.9465,143.5161,54.3736,13.4512,37.2258,127.4104,104.4306,12.938,29.3091,30.6677,60.5963,25.9386,60.0021,37.8692,54.3536,86.5277,10.8675,37.7687,68.7545,5.0427,223.4374,505.3755,65.6153,10.5978,5.5861,84.9173,27.8342,69.0467,17.6653,102.7379,87.2565,45.2595,11.5018,44.6539,94.8568,80.6469,123.9007,86.6385,8.3731,221.4426,0.0
BRA_H52,170.2202,14.0887,217.9126,169.8895,6.3853,670.0541,141.7716,34.9869,110.0125,274.1582,253.7198,30.1195,81.4903,62.6872,279.7539,106.6537,81.7662,97.8925,94.3796,331.7631,17.5686,88.1255,63.6557,7.744,266.1047,484.9479,522.1476,133.614,183.589,167.4113,16.4062,61.5653,24.5376,57.9863,13.44,50.9541,19.3193,69.6533,85.3319,94.9023,14.499,113.8833,29.9088,279.3001,0.0
BRA_H53,2.6737,1.337,25.7297,14.8453,0.3282,15.8188,7.1029,0.9276,15.9796,10.5368,100.6388,10.4,9.3516,5.2579,20.0435,7.9156,24.5726,21.148,17.7389,7.2135,4.7127,5.8619,41.4501,0.5271,14.7032,107.1329,6.3221,0.3279,0.3652,23.0288,40.1596,500.9649,10.8246,136.4734,76.1725,144.4063,8.8158,712.3611,670.1192,277.4232,284.2235,85.4353,3.9572,143.2589,0.0
BRA_I,3.5011,1.0661,29.7669,266.4105,3.6182,70.3106,32.5384,12.3693,35.6337,99.7797,42.6759,6.9864,23.7777,72.1843,88.4443,9.3678,1.0921,23.3762,110.751,62.6486,16.7654,47.3714,7.1363,1.3763,223.2568,302.1325,101.0181,3.5474,171.8794,81.7518,6.2922,88.0977,71.4118,143.2526,14.4258,212.941,41.8502,18.5732,32.006,878.1485,71.9317,197.5492,7.8053,1391.6837,0.0
BRA_J58T60,8.2052,0.6018,16.3555,25.7279,0.3334,43.2091,12.8185,8.7431,25.1104,26.3125,124.9427,7.1475,15.2407,24.4801,12.7157,7.1008,6.5415,12.4846,7.05,16.3507,1.2204,48.6664,43.105,3.1924,49.9581,364.0696,547.5336,37.5806,116.8937,77.8406,6.8676,313.058,61.793,175.7853,101.2974,274.7623,80.5159,1244.3549,945.5788,92.8999,267.6705,575.9762,2.6325,289.7146,0.0
BRA_J61,25.5596,12.013,373.9752,206.5575,1.5853,200.117,32.4136,7.6804,101.0752,99.8119,219.3039,48.1236,79.4496,45.2482,313.0215,66.6667,193.959,201.9239,246.3591,236.913,28.4678,66.8955,128.4172,28.7608,107.6546,686.5014,152.0502,4.7032,11.1012,109.0631,3.7632,1337.2168,95.8656,2671.1043,100.7002,1016.7307,62.3381,7792.9855,7864.2884,1132.8298,1857.947,1419.9347,31.6628,1091.3114,0.0
BRA_J62_63,4.2961,0.1345,314.2532,159.6464,1.8873,120.8677,13.291,9.4083,31.701,43.7621,255.4059,101.2776,52.1293,19.6932,145.2554,35.8485,90.4852,121.1614,99.8766,120.7704,32.0558,110.7013,470.3814,59.9986,74.5392,1670.3853,137.7703,0.2138,113.5677,125.2368,13.7471,43.182,246.5338,843.366,568.6678,1396.5641,305.1864,1380.0609,1172.1232,2420.7118,313.9891,268.3868,22.8642,1182.6332,0.0
BRA_K,602.7515,57.6989,257.1719,560.5382,18.9052,1594.574,667.6725,130.9512,626.6709,961.7269,1471.571,146.6041,369.2692,350.7412,1177.1103,509.9666,384.6111,368.2965,1036.8171,1063.3242,94.799,330.5663,563.1891,44.9663,1047.7062,2496.0845,1151.154,45.915,141.0976,413.4761,14.5321,1663.7331,120.9348,927.7017,151.1052,6340.681,517.1988,1223.1203,1444.1225,5261.941,222.2076,276.5104,27.1005,468.0418,0.0
BRA_L,28.9407,12.8448,1295.3777,151.9161,3.1708,611.4829,248.2283,32.644,158.69,285.3486,540.4949,32.8611,106.8481,123.4937,130.6825,146.5097,58.2635,77.5061,170.6757,137.5936,20.2234,277.798,123.4149,21.6665,363.5696,2958.7729,223.5093,9.3405,22.0589,423.3434,42.4827,1181.9461,151.7876,1379.0817,82.0625,374.8976,343.4999,426.5253,407.5775,1476.8172,362.2927,311.5992,263.9004,775.4303,0.0
BRA_M,692.6613,43.2376,2132.9069,271.1505,159.9219,3785.7549,1096.8022,60.4042,931.7838,1827.5011,1662.1272,719.354,309.0701,719.8353,144.9598,369.3888,808.8098,449.1625,266.2222,1984.2008,180.7964,178.2357,2245.8429,460.7282,3032.307,8497.582,526.8922,15.7497,118.1187,729.9463,488.4173,496.5413,1212.8528,2237.3097,316.7414,3698.4704,819.8288,1932.7246,819.5812,2280.3084,812.8045,3797.8954,200.0937,2716.1514,0.0
BRA_N,141.9808,27.3696,1139.4404,206.4974,126.9252,719.9638,298.8023,28.3715,193.3368,143.1544,236.7157,113.0615,49.9275,349.2319,60.9555,211.963,231.5932,126.2803,163.9766,278.8352,88.5595,143.6774,1581.31,131.4911,1018.4057,4612.6384,861.1472,136.2416,515.8237,815.9956,46.1872,685.4181,564.2054,6074.1762,301.9158,2979.2698,635.4483,719.7562,2067.3333,3848.3745,1975.072,2683.9116,163.0702,3224.2085,0.0
BRA_O,27.7586,1.9776,91.2308,32.4674,5.0481,139.7848,61.4513,8.5967,31.3655,66.1608,147.7201,79.8992,27.9771,30.4698,42.2159,28.3512,85.6827,31.2247,24.9019,283.2794,10.8535,19.8036,84.4578,11.614,73.1711,342.3523,65.2625,6.0776,13.3516,26.3712,10.993,24.9635,38.188,98.8005,25.6391,173.9514,38.9612,69.7112,42.9403,54.2937,63.428,137.8125,9.6355,144.7677,0.0
BRA_P,38.1456,1.9172,318.4356,103.7429,12.0978,145.9034,278.5428,33.0715,54.2362,11.8636,842.2111,621.5343,126.2786,67.8926,121.7692,115.3116,644.8025,138.4879,81.1551,2248.2268,62.7095,55.4026,396.4762,16.9581,54.8496,1424.8052,150.3895,6.2954,18.5342,38.4514,36.7757,1.8313,188.5915,522.1693,155.3068,1063.5529,222.4081,244.0125,131.9905,13.6348,459.4669,664.7169,29.036,510.5571,0.0
BRA_Q,0.0,0.0,0.0,0.0,0.2716,0.0,0.0,0.0,0.0,2.9898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3314,0.0,0.0,37.9857,0.0,0.0,0.0,32.8786,0.327,630.9533,0.0593,0.0,0.0
BRA_R,0.0574,0.0038,0.045,0.1254,0.0936,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.2186,0.0197,0.0,1.7197,2.687,0.1148,0.3334,0.655,0.0,1.6079,0.4059,0.8082,0.0,0.9198,0.4457,0.7016,0.7885,48.1377,0.4526,1.2427,0.1985,1.5946,0.0
BRA_S,4.8392,0.4901,11.9188,7.9318,6.6005,131.2043,15.2759,2.0892,6.369,6.2337,6.6709,1.0975,2.9294,14.2687,36.8239,17.8691,23.227,46.1138,23.4436,76.4609,0.2539,10.6521,33.8142,0.5705,54.1485,232.7939,942.085,8.7526,10.8357,529.5788,0.7844,385.1789,13.9319,68.5825,3.6351,54.6848,28.3268,33.2978,35.4951,331.897,22.6992,32.0803,2.524,82.237,0.0
BRA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
