V1,FRA_A01_02,FRA_A03,FRA_B05_06,FRA_B07_08,FRA_B09,FRA_C10T12,FRA_C13T15,FRA_C16,FRA_C17_18,FRA_C19,FRA_C20,FRA_C21,FRA_C22,FRA_C23,FRA_C24,FRA_C25,FRA_C26,FRA_C27,FRA_C28,FRA_C29,FRA_C30,FRA_C31T33,FRA_D,FRA_E,FRA_F,FRA_G,FRA_H49,FRA_H50,FRA_H51,FRA_H52,FRA_H53,FRA_I,FRA_J58T60,FRA_J61,FRA_J62_63,FRA_K,FRA_L,FRA_M,FRA_N,FRA_O,FRA_P,FRA_Q,FRA_R,FRA_S,FRA_T
FRA_C20,3002.1112,0.7381,0.4358,71.7515,0.1524,296.5789,608.5902,35.2203,831.091,433.3896,8124.2573,1128.3029,4015.4139,287.3539,270.7498,769.2247,137.1084,396.6659,313.3475,742.7012,137.762,522.8037,34.64,64.2276,972.3482,347.273,27.3545,19.0941,13.2656,20.4748,5.051,88.6202,333.7395,43.5136,54.2353,23.8909,50.1293,603.4454,144.7456,79.5389,117.7286,1429.6505,93.8535,257.1965,0.0
FRA_C21,204.1633,0.0516,0.0276,6.6968,0.0034,27.3662,55.9681,0.2026,0.287,0.93,262.1524,1614.6595,3.1662,0.4812,24.892,0.2171,0.4982,0.4943,0.3972,0.4931,13.5119,8.1465,0.0112,1.6896,0.9932,9.1168,0.4914,0.1895,0.2683,0.9121,0.3221,8.2079,0.2318,0.6979,1.631,6.8108,0.3415,69.6989,7.3057,31.5381,4.3999,1042.0,1.8783,0.2979,0.0
FRA_C22,254.8946,1.215,0.0,44.8642,0.1244,2119.455,397.343,18.1369,313.2746,408.7899,1116.0486,188.7011,2392.0422,190.6251,223.4789,626.3658,893.0481,903.5388,859.8597,3934.7762,385.2365,1672.7193,210.9999,22.5266,3124.6293,2159.4635,382.6198,45.2921,66.1195,93.4336,67.3191,66.7703,248.7252,343.3407,90.0144,61.3512,34.8391,325.9955,221.454,0.7224,6.5395,229.6801,23.8454,114.429,0.0
FRA_C23,253.2378,16.4899,0.0,284.5519,0.1507,668.7429,30.0868,23.706,82.2828,17.185,291.5025,99.5391,113.8383,3266.4092,298.6533,258.2353,357.7724,111.9254,159.4742,788.323,69.5013,431.1655,15.2167,49.4703,13132.0181,468.2435,163.7048,4.8538,1.5989,89.8232,0.0,369.8084,4.8675,34.1324,27.5871,0.0,113.075,498.8179,231.4846,2.7249,174.0505,415.6438,128.5207,70.9263,0.0
FRA_C24,2.2481,0.0,0.0883,8.9213,0.2614,21.9265,7.9535,4.8983,8.3262,44.4521,86.1381,30.8648,160.3494,255.4618,4525.3737,3985.3077,323.494,595.3874,1287.0761,2646.5877,259.075,1231.6849,17.2055,1149.8025,1773.9772,95.2811,8.7018,2.8995,1.194,50.2315,3.3484,2.4212,22.9279,3.5314,3.6513,0.0,0.0,149.4336,21.2863,1.1395,0.0,0.7607,0.5305,68.349,0.0
FRA_C25,359.7494,9.3418,1.6853,151.8011,0.3125,1138.1817,177.8909,107.1175,238.0207,295.299,820.1949,69.0205,292.8754,323.2183,2261.6625,7689.6478,1262.406,1668.3963,4041.8378,4685.8372,631.4057,2564.043,234.0596,458.1006,7591.1975,838.0711,159.5523,11.9151,32.7071,202.7469,15.5667,111.3125,63.2956,273.8496,90.0765,5.9146,94.9172,516.4974,296.8369,53.6527,23.1291,282.8889,99.6492,188.0803,0.0
FRA_C26,7.4948,0.3496,0.0336,6.6197,0.0167,20.8107,8.3356,3.996,5.0448,24.8511,28.0503,1.9295,28.5643,50.0619,59.7704,96.3325,1645.3571,509.2227,373.4469,546.263,731.7683,275.6764,48.2968,11.0311,268.41,263.5416,4.6968,4.2503,1.6437,30.0054,31.7665,22.6213,36.3068,392.5072,359.515,73.0386,34.7489,690.7278,139.2485,135.4764,56.6145,863.2547,155.1312,145.5166,0.0
FRA_C27,22.0948,1.0967,0.5277,6.6109,0.0329,64.2294,7.5546,3.7567,43.4013,61.6735,69.9236,4.955,18.1779,50.7226,171.7941,303.0317,547.672,1123.7684,552.6384,942.9851,161.1028,363.936,157.1614,30.9769,2102.1527,594.4419,8.584,6.0765,4.5036,151.4758,48.3218,39.5832,21.0416,480.9563,184.4392,24.4273,29.6659,485.5548,178.1023,32.8345,9.0075,19.9912,33.4215,62.8563,0.0
FRA_C28,716.9876,33.447,0.4815,255.6605,0.1831,204.2143,86.7314,40.2446,76.6623,76.5844,146.1778,13.0618,194.8591,149.2831,284.3601,382.2545,246.1179,159.4059,2106.7724,1061.1411,386.9594,1141.8647,77.7532,114.1507,1550.6528,343.5802,30.629,11.4276,5.3775,203.9702,4.1479,92.3179,68.5073,52.1715,17.2572,43.6328,16.0968,238.9873,173.5619,795.3502,23.0471,81.8417,64.4374,68.5332,0.0
FRA_C29,66.2693,1.1083,0.0,7.5396,0.0212,94.4298,8.8754,2.6892,7.7398,23.9567,17.0613,0.2882,4.164,34.3505,20.7062,31.0839,24.2142,17.565,87.9133,9137.2208,14.8239,79.2273,21.679,43.8471,36.8014,2144.4095,244.2573,20.8793,31.0451,244.3668,10.1514,11.3759,25.9025,40.4433,19.409,11.816,18.7965,147.6886,101.2286,39.0723,9.0067,48.807,59.351,58.713,0.0
FRA_C30,0.0,1.0297,0.0,0.0,0.0046,1.7869,1.0083,0.2454,1.1534,0.4747,3.6905,0.0,2.8874,3.5624,8.8417,2.6039,2.3012,0.9377,1.8353,38.1902,8777.7488,359.3378,0.9489,3.9868,5.1132,30.3356,9.6297,269.2058,1171.1612,14.4073,1.0014,1.0339,0.6587,6.0779,0.547,0.4906,0.1378,711.6109,19.4394,2598.0162,0.5641,1.0232,1.1571,1.7548,0.0
FRA_C31T33,659.2426,4.7203,4.3592,115.2833,0.6677,285.0094,50.6068,9.725,60.5243,72.2424,232.8277,30.8144,48.0165,96.6063,228.193,632.3536,525.4048,218.6979,1013.4663,3984.4822,2934.5229,7507.0342,42.5201,138.5492,2880.7365,1551.8998,203.2307,27.6768,1691.2082,364.5681,23.0777,104.8555,68.0031,285.5749,64.6178,246.6873,26.7466,688.0852,374.5314,1682.9738,57.5157,889.7505,270.8877,143.659,0.0
FRA_D,764.1951,234.1858,6.8417,168.9453,0.4771,2755.2756,308.8933,79.4178,1154.4476,410.6004,2449.8391,151.0017,702.2481,1167.6829,1696.0882,688.003,317.3988,254.7445,302.8742,589.2167,283.3659,375.4597,15572.6607,515.1243,777.2457,3211.9024,1026.7806,6.0029,35.2863,367.6548,44.5568,1292.6812,701.6362,758.2606,109.6599,761.489,926.5821,992.9783,343.4941,2151.5771,1848.7045,1534.0019,715.203,449.2657,0.0
FRA_E,597.1559,40.5921,10.8462,34.0687,0.0829,921.1158,375.4109,80.8463,886.0203,147.9115,465.5544,119.5458,162.6392,261.3159,331.5617,230.9446,165.658,68.3877,158.3123,264.0398,70.277,305.2526,222.0535,6082.3245,1296.0041,1850.3338,128.6554,31.8403,62.2241,192.0368,35.1401,355.4103,448.7436,188.8,199.2822,274.3226,1179.0566,894.688,727.641,2391.5894,325.2073,878.7181,153.7872,109.0447,0.0
FRA_F,342.4472,16.2886,19.2847,73.8172,0.4189,279.8683,140.5223,16.6204,68.7458,617.8287,268.4189,44.0133,50.9919,216.8864,201.5174,200.0151,127.7,61.6941,187.814,192.3405,109.5611,438.0621,2851.5543,641.1046,39923.7633,1217.265,291.0435,225.5556,171.8164,421.3897,66.3152,199.051,779.3411,1356.6554,334.9099,1738.1933,5324.3906,2720.7675,639.7933,4604.5308,1700.2214,1403.5193,1065.0403,316.1469,0.0
FRA_G,7653.7189,148.8328,3.8822,507.6954,0.8282,20313.7083,3744.5111,793.9739,2557.1706,2753.0556,6399.654,2488.7411,3049.2884,2867.5733,2371.8893,3536.5949,2705.0238,1878.6145,3531.5944,8194.1328,2309.4534,4255.8794,1831.5916,991.5444,15137.818,29086.3466,5500.7545,498.8603,1063.9095,1817.6688,125.6276,6860.2746,2813.3374,1266.6807,1370.262,1301.4465,3584.1499,8786.5545,3922.8605,2304.9761,1943.4932,5351.4654,1603.3827,1020.0411,0.0
FRA_H49,1253.6567,23.4272,2.7696,84.6059,0.567,2921.4495,344.8109,153.6878,410.3893,825.3613,990.1461,229.22,441.8781,538.5874,591.2851,564.2823,339.5758,245.9194,478.5446,1104.015,280.6697,614.3388,422.7413,156.8283,2557.7935,7206.8656,5529.7874,63.3007,120.1968,307.5574,20.9066,867.4348,422.0405,211.0203,144.7306,310.0478,180.0377,906.4282,350.0161,1701.2041,1293.2521,1039.7636,219.2663,376.076,0.0
FRA_H50,40.8702,0.7729,0.0291,2.8195,0.0279,91.3559,12.0002,5.0657,13.9044,42.1113,32.6402,7.1959,15.342,17.2967,20.829,19.2566,11.417,8.93,16.5379,40.0877,11.1231,20.7109,17.9257,4.128,82.7402,73.134,10.3877,986.3896,3.2043,100.6999,0.4429,27.1169,9.1959,4.8961,3.3641,4.2129,2.3986,18.0582,40.5287,10.3703,7.4734,16.5395,4.3625,3.9447,0.0
FRA_H51,74.9773,2.6692,0.2017,6.6119,0.0182,157.0532,43.038,8.3919,39.1606,297.754,93.8104,26.0066,46.4371,32.8723,62.0308,55.8532,40.6082,30.5469,50.8624,130.6753,50.7687,57.0494,95.5517,17.8675,172.0166,197.7308,32.7974,9.0278,281.6835,69.7169,2.9358,56.1162,30.558,19.1238,27.9875,98.1176,18.168,148.2433,71.7996,55.839,23.6791,60.1483,29.7175,20.0529,0.0
FRA_H52,121.7963,13.6806,4.4037,84.618,0.4251,1368.5045,213.7834,72.0213,580.9313,636.2546,549.0124,168.4225,251.7478,658.6596,800.4839,412.0966,298.8095,187.9111,316.5718,413.6629,204.8923,265.041,473.5125,403.0742,1435.8349,9100.9446,6215.5719,1548.2993,862.729,8029.0214,16.5384,827.8065,702.5944,173.3948,413.603,202.2368,869.3469,1658.6351,947.6335,48.8049,141.9019,216.6435,471.958,174.7711,0.0
FRA_H53,5.0485,0.0,3.1855,3.4088,0.0302,77.0197,24.0058,2.0746,39.5229,8.6641,106.3303,12.303,14.6174,24.4376,17.8762,27.6142,26.5607,15.1,41.0058,45.1814,26.8682,41.4194,64.7431,46.1385,142.7354,1714.7795,61.448,32.9358,72.0663,67.1095,2066.4691,143.9921,270.8137,2482.2224,402.8199,732.6043,95.7998,1239.1197,654.2414,1691.6573,195.9911,308.9691,189.1545,151.4091,0.0
FRA_I,21.1977,1.4549,8.0649,36.9913,0.0763,330.2798,67.495,15.7103,48.3105,53.7676,184.3132,93.546,89.681,101.1855,156.6966,154.2433,122.6772,53.2497,143.0557,161.6002,122.5599,92.953,81.7369,167.8011,213.7869,4776.8933,644.954,175.2194,101.0462,242.795,27.4524,1665.9919,265.8847,202.9574,493.3799,594.1449,814.9446,1926.3141,1148.5717,473.6981,538.9204,1544.738,473.4093,140.0369,0.0
FRA_J58T60,140.953,4.9135,0.0113,19.3715,0.0216,173.9901,56.7807,4.1803,231.8796,38.8741,122.8514,38.4249,29.637,87.1294,114.0624,83.2566,95.6704,38.8478,73.4245,52.9883,25.557,90.4375,79.5819,106.1323,169.8782,1615.4284,37.7568,9.3999,35.3811,99.8717,13.625,438.2678,5821.6865,351.2657,833.7253,2214.4869,1345.7947,3927.5766,1108.6119,962.9409,784.8695,555.9021,1229.6394,604.8083,0.0
FRA_J61,20.0131,3.9666,13.254,13.7707,0.1203,303.9712,99.6717,8.6935,108.8498,26.7179,153.9364,77.6566,58.8617,83.003,72.6315,132.595,122.4194,107.517,183.6576,166.3187,107.9406,146.1074,219.0605,180.0801,717.1552,6547.084,142.3869,64.3774,54.5781,118.8473,343.5141,570.2452,558.6337,8093.8367,1668.8767,7158.0441,1057.689,5108.697,2535.6211,1405.9854,518.1243,859.3908,627.495,241.2572,0.0
FRA_J62_63,0.8065,6.9677,7.1575,3.0118,0.0489,1177.0409,237.6668,31.3881,187.3589,339.539,583.1225,189.7259,216.597,88.2513,147.1081,230.8434,519.6829,113.9061,281.3059,195.288,445.9033,313.5851,487.0836,418.5898,1315.3305,4193.4587,301.4402,158.9357,272.6752,256.1716,76.3849,299.5737,587.0859,1326.2998,4785.8907,8884.0526,1824.9573,3580.9789,1214.9026,1214.4777,155.8181,187.8517,85.2391,375.3218,0.0
FRA_K,2674.8561,65.3582,76.63,81.7843,0.5255,3196.0631,697.0415,69.0018,745.2225,548.1301,1104.1381,328.2087,219.1495,425.7825,642.0572,603.4853,639.8517,308.8679,1066.4384,599.5218,512.0412,626.5903,772.3575,821.5428,7492.9507,19242.9395,2917.0358,680.9119,592.1283,2103.7792,345.7497,1671.7384,1542.6281,2977.1351,773.7891,44765.8216,8952.2669,8682.4871,4413.1134,2819.4413,631.9587,1754.4785,845.6525,663.6672,0.0
FRA_L,18.2986,0.8736,2.1337,14.5689,0.0927,620.7039,195.221,44.8869,263.3634,89.8877,435.8506,286.2289,103.0638,180.4747,432.181,232.6214,235.9704,179.0687,248.3012,228.8351,209.7388,200.7451,148.4844,235.5396,269.7733,16777.3679,981.6749,159.448,203.9933,482.5828,161.0806,2030.6443,661.1227,834.6964,1492.5791,5227.7899,17694.3884,6690.2513,2254.7551,2147.95,417.0404,1789.6603,869.1033,707.3244,0.0
FRA_M,907.774,94.5104,42.3037,69.6044,1.1531,6334.7004,1330.0989,170.5806,1573.3811,920.8159,2935.1287,1591.3721,1361.2362,1302.2086,1929.8077,2154.2572,1719.5703,786.7439,2507.8404,3092.3543,1386.1443,1672.5576,1468.1462,1395.7053,14053.5044,25646.6344,2302.5448,996.5143,908.5675,2195.0314,223.4096,2724.9366,2684.8996,2355.9875,2853.8018,15220.649,6212.9442,34311.4512,10414.3272,6198.6113,1806.1508,3128.1723,1668.2374,1657.4996,0.0
FRA_N,1746.6206,94.474,39.6043,100.2456,1.8242,4779.3862,815.3039,90.6648,1138.7474,656.0304,1761.2462,676.2892,1028.8017,956.8922,1532.7272,1582.1608,965.1104,436.4339,1763.4477,2000.3956,798.189,2260.3407,2280.3511,1171.9351,9529.2275,16128.2612,3741.9974,749.4629,971.0142,3206.5687,509.2431,1613.6363,1556.1344,2354.743,2374.8211,8736.8539,5082.3789,16713.4905,26581.3592,5572.9967,1977.946,3770.3606,1770.7711,2434.5109,0.0
FRA_O,95.2457,3.8144,5.3382,10.5745,0.0845,304.7169,79.2304,73.123,121.0504,75.8854,196.8437,68.6518,74.2814,92.2356,162.8669,117.3384,85.9736,38.1535,108.0146,131.622,58.5929,124.0681,147.6877,1952.7507,771.0325,1600.1733,161.9936,44.3788,50.5736,125.9791,27.5221,199.1466,188.5517,152.3766,210.9303,705.7997,1064.4894,1463.384,686.7812,1040.2285,112.5709,232.162,126.0899,127.4066,0.0
FRA_P,153.5443,3.9641,54.1315,15.6354,0.0152,339.4514,84.5045,24.0046,93.6736,68.5658,250.7865,104.7763,149.7787,109.1984,108.73,173.743,198.8441,122.7438,178.1103,243.5013,110.6379,213.664,303.0648,122.3201,435.6374,1922.1414,867.7123,25.1376,366.3063,197.046,23.2107,141.0109,132.1579,117.7916,365.8347,1212.7382,278.0209,1243.0727,518.9178,547.7658,302.6308,994.6719,126.9342,62.2334,0.0
FRA_Q,241.8535,0.7456,0.6383,3.9534,0.0236,220.7017,33.2951,6.7801,31.6014,31.4976,48.8141,14.6658,24.5451,22.2554,46.603,50.2275,35.7628,19.267,50.5493,74.7349,29.3538,56.2269,38.8862,46.4189,263.5119,395.8243,73.6365,18.6093,23.32,75.1507,9.5088,175.8854,128.8554,60.4407,88.3801,354.6537,129.53,527.8866,280.9454,145.7547,36.1107,4101.5716,282.5074,100.4179,0.0
FRA_R,7.3132,0.2041,0.1665,1.7849,0.0092,20.2276,7.6908,8.82,9.387,4.816,14.8276,6.7137,5.5623,19.5789,19.6145,18.2853,6.7205,5.4081,13.4662,8.3871,4.1989,26.2215,10.7495,51.2977,37.589,144.5801,24.645,3.259,5.6303,13.3303,2.2267,63.2875,327.6216,9.0713,18.6878,43.7692,235.7264,206.1819,123.3458,181.4574,59.1522,51.5108,1436.5142,151.4021,0.0
FRA_S,16.8373,69.2514,1.6129,19.4265,0.0581,309.0904,153.9833,7.385,62.2087,200.9101,166.5686,43.11,59.1909,67.1608,77.9897,63.0564,78.207,70.9733,62.805,53.2361,93.8121,233.7062,41.8658,293.2478,231.4438,1063.2899,156.7032,59.0581,42.0542,340.995,13.1383,366.8177,328.3409,237.8887,91.0113,682.3851,660.9584,872.5289,403.339,131.1331,87.7603,85.4653,144.5233,1275.6252,0.0
FRA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
