V1,JOR_A01_02,JOR_A03,JOR_B05_06,JOR_B07_08,JOR_B09,JOR_C10T12,JOR_C13T15,JOR_C16,JOR_C17_18,JOR_C19,JOR_C20,JOR_C21,JOR_C22,JOR_C23,JOR_C24,JOR_C25,JOR_C26,JOR_C27,JOR_C28,JOR_C29,JOR_C30,JOR_C31T33,JOR_D,JOR_E,JOR_F,JOR_G,JOR_H49,JOR_H50,JOR_H51,JOR_H52,JOR_H53,JOR_I,JOR_J58T60,JOR_J61,JOR_J62_63,JOR_K,JOR_L,JOR_M,JOR_N,JOR_O,JOR_P,JOR_Q,JOR_R,JOR_S,JOR_T
JOR_H51,2.6884,0.009,0.098,0.0893,0.0421,6.7998,7.1344,0.285,1.1713,16.2359,1.4283,1.0692,0.8685,4.3797,1.6476,1.7286,0.2855,1.1287,0.4944,0.6838,0.0505,1.1523,1.9939,0.4698,9.6255,0.8348,4.5445,0.1411,0.0374,0.3808,0.0108,0.815,0.0796,1.1274,0.0663,0.3965,0.0572,0.1073,0.1559,0.0458,0.0487,1.3493,0.207,0.2518,0.0
JOR_H52,4.2817,0.002,2.2235,8.2871,0.7833,5.4948,1.7746,0.0828,0.9974,1.0584,3.0918,2.0927,0.5458,3.2844,0.5917,0.969,0.0637,0.333,0.1818,0.3067,0.0406,0.3779,0.3209,0.3504,2.7644,17.1557,0.4203,0.0486,37.5492,2.7367,0.9855,0.5268,1.9604,0.7738,0.317,1.437,0.1355,0.1614,0.549,1.5053,0.1719,0.2772,1.2139,1.6696,0.0
JOR_H53,0.0259,0.0,0.0021,0.0059,0.0007,0.0546,0.0165,0.0016,0.0113,0.0005,0.0198,0.0182,0.0116,0.0092,0.0037,0.0116,0.0009,0.0046,0.0044,0.0027,0.0005,0.0093,0.0059,0.0315,0.0317,0.2513,0.0041,0.0017,0.0311,0.044,0.0057,0.0545,0.0582,1.7897,0.0387,0.3187,0.0247,0.0561,0.1301,0.0,0.0549,0.0298,0.0535,0.0244,0.0
JOR_I,0.0015,0.0,0.0586,0.0934,0.0267,1.8829,0.5612,0.1214,0.3193,0.0131,0.6149,0.5294,0.2277,0.53,0.3413,0.5352,0.0245,0.1122,0.3803,0.0882,0.0311,0.4937,0.2841,0.7328,4.6142,10.1555,0.3598,0.0546,0.1571,0.7945,0.1389,3.2577,0.6163,0.5695,0.7274,3.8314,1.1153,1.3299,3.7981,57.4995,3.5688,4.7114,1.6748,2.8681,0.0
JOR_J58T60,0.0718,0.0002,0.4654,3.6265,0.0228,1.6043,0.4703,0.0169,1.0109,0.0625,0.5147,3.3804,0.1533,0.1782,0.0999,0.1595,0.0168,0.0979,0.0972,0.0278,0.0159,0.0886,0.4539,0.2787,2.4657,3.0232,0.1431,0.1714,1.089,0.779,0.0768,1.7162,1.3269,1.6516,0.3691,5.6846,0.3578,1.1168,1.9735,2.0849,5.347,0.7965,0.2743,0.3029,0.0
JOR_J61,2.1209,0.0004,0.1848,0.445,0.0601,4.2889,1.3032,0.1114,0.929,0.0488,1.5563,1.4226,0.6267,0.7255,0.2952,0.9055,0.0754,0.3618,0.3471,0.2134,0.0402,0.6495,0.443,2.4677,2.5538,19.0049,0.3246,0.1372,2.4167,3.052,0.443,4.1176,0.6861,138.8886,3.0164,14.4282,1.9422,4.389,10.0101,5.9266,5.0133,2.4286,2.8533,3.9494,0.0
JOR_J62_63,0.0003,0.0,0.0899,0.3218,0.0331,0.6237,0.8447,0.015,0.1083,0.0037,0.3912,0.2614,0.1083,0.3363,0.0983,0.0965,0.0175,0.0586,0.0446,0.2345,0.0774,0.2184,0.6864,0.6969,0.3938,3.6231,0.0487,0.0338,1.7368,0.696,0.0926,2.8506,0.6755,13.9746,0.6067,2.5113,0.3364,0.684,1.291,11.7416,8.9745,4.7759,1.4202,0.9765,0.0
JOR_K,12.6671,0.0379,1.5224,3.5943,0.3097,21.9605,10.3344,0.4075,2.8695,7.9852,9.0699,5.4686,2.5473,4.7557,3.2238,3.1881,0.3817,1.8387,0.8012,0.703,0.2624,1.6334,23.0297,9.4449,35.0244,112.079,8.7323,0.3743,3.9773,4.8548,0.8157,19.6193,2.8331,30.8071,4.7191,67.6992,24.5011,5.3231,15.7302,39.3623,23.1287,8.3402,5.8979,14.752,0.0
JOR_L,0.2135,0.0016,0.1372,0.2951,0.032,4.4561,2.2142,0.3436,0.3981,0.9733,0.7602,0.444,0.4068,0.4821,0.2177,1.422,0.0214,0.1261,0.1941,0.1078,0.0209,1.4379,0.3796,1.9255,0.8672,44.4548,0.6087,0.0297,0.4604,0.8171,0.1376,7.144,0.7819,2.2225,1.6154,4.9243,2.1787,3.2266,6.8018,5.2797,3.3039,1.9983,2.4436,6.638,0.0
JOR_M,1.2417,0.0,0.0617,0.2064,0.0253,1.9711,0.1742,0.0086,0.152,0.0395,0.6443,1.4675,0.1602,0.2538,0.052,0.0529,0.0204,0.0942,0.0508,0.0304,0.0095,0.0814,0.2706,0.1901,0.81,3.106,0.029,0.0118,0.0901,0.181,0.0176,0.8433,0.7216,3.034,0.2984,4.7573,0.3356,0.8882,1.1758,2.2452,2.1179,0.5007,0.3966,0.2671,0.0
JOR_N,2.7123,0.0,0.0904,0.3366,0.0461,3.1333,0.3203,0.0179,0.2749,0.0337,0.6889,1.2534,0.2232,0.4219,0.0755,0.1007,0.0195,0.1072,0.0773,0.0302,0.0127,0.1509,0.3815,0.4174,1.7315,6.0877,0.1191,0.0461,0.3982,0.5312,0.0556,1.5975,0.3345,5.5422,0.55,9.7274,0.5619,0.7208,3.8738,3.0629,3.6293,0.4246,0.8472,0.6314,0.0
JOR_O,3.2243,0.0023,0.0145,0.0438,0.004,3.5658,3.1699,0.003,0.0014,0.5785,1.1633,0.0061,0.1127,0.0709,0.0471,0.1373,0.0093,0.0525,0.1182,0.0002,0.0004,0.0969,0.495,0.7102,4.7126,0.3848,0.1086,0.085,0.0,0.338,0.0,0.003,0.2591,0.004,0.0013,1.8515,0.0231,0.0242,0.0555,205.3725,1.2965,0.0086,0.0523,0.0559,0.0
JOR_P,0.1035,0.0001,0.0123,0.0345,0.0041,0.2018,0.0561,0.0406,0.0164,0.0151,0.1498,2.6075,0.043,0.0622,0.0983,0.0367,0.0044,0.0242,0.0743,0.0057,0.0294,0.4268,0.4971,0.0798,0.3729,1.3319,0.0855,0.0478,1.8629,0.4425,0.0519,0.0373,0.2331,1.4543,0.0074,4.4832,0.0928,0.1694,0.418,10.578,12.1641,0.0721,0.3256,0.4041,0.0
JOR_Q,1.0802,0.0009,0.2221,0.6979,0.1681,0.8786,0.6018,0.0055,0.1655,0.509,0.8949,0.2206,0.0817,0.1214,0.1299,0.0829,0.0084,0.0383,0.0169,0.0201,0.0005,0.0662,0.0814,0.0762,3.0916,1.4086,0.0726,0.0037,0.0435,0.1787,0.0019,0.7416,0.0477,0.0184,0.0449,2.4076,0.1194,0.0544,0.1609,22.534,1.6938,33.0447,0.7521,0.1366,0.0
JOR_R,0.0,0.0005,0.1955,0.8012,0.0985,0.0872,0.1183,0.0029,0.0929,0.0,0.0,0.0,0.0,0.0,0.0196,0.0316,0.0036,0.019,0.0236,0.0035,0.0037,0.0124,0.0,0.0669,0.0,0.3646,0.0,0.0445,0.0959,0.0684,0.0034,0.3607,0.1352,0.3523,0.0611,1.2156,0.0726,0.083,0.1608,0.0006,0.8073,0.148,0.4009,0.0523,0.0
JOR_S,3.8315,0.0104,0.382,1.3296,0.1509,12.8661,6.6541,0.1167,0.8824,0.0524,2.4853,2.6221,1.0384,0.8566,1.022,0.8915,0.1475,0.7188,0.3306,0.2181,0.0246,0.4673,0.3558,0.4699,4.2554,1.9445,0.4512,0.1109,0.4553,0.2766,0.0266,2.5559,0.3558,1.8764,0.146,1.6801,0.1625,0.2615,0.595,0.0003,1.5573,1.813,0.3377,0.5574,0.0
JOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
