V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T
ROW_C23,445.8421,20.4111,485.4674,206.7017,122.745,820.6564,84.7969,74.0365,50.9914,106.5778,350.436,149.7146,124.7348,3003.0316,369.0513,138.5799,135.6106,130.5777,101.4799,135.6826,30.1305,190.2869,120.3155,58.8745,20778.9203,670.1213,74.0372,17.1396,17.9834,37.6798,4.9456,171.0511,24.2521,47.1569,13.043,36.5908,863.2716,122.2612,71.3972,288.7458,102.0476,132.9711,32.941,130.4719,0.0
ROW_C24,148.0316,16.7267,1647.581,292.3759,420.419,453.093,70.6372,73.6673,96.0005,132.4289,660.7439,98.2414,281.8768,397.5622,18880.6139,5325.7939,946.6281,2611.8479,3328.7747,5469.9751,696.5419,1556.9488,221.2832,348.8472,8354.1757,458.0183,193.5558,24.94,29.9956,54.3723,2.6515,31.9139,31.0908,48.236,8.6654,22.2512,323.2671,81.7497,37.3382,136.104,41.6809,55.5324,12.2887,124.458,0.0
ROW_C25,415.2441,48.0367,1264.3512,186.0286,180.4885,903.2233,152.6276,116.1367,80.2951,315.2941,325.7868,120.1727,190.566,210.7714,608.7842,1741.6711,266.5446,394.0434,1024.7337,2529.1092,246.6834,572.9127,206.0262,94.7586,6324.7133,823.5887,140.8349,43.4337,37.7132,73.2883,7.1846,103.0887,43.4433,137.2635,41.4935,66.6222,409.6789,132.2507,87.4828,347.4525,91.651,88.1327,36.9698,191.255,0.0
ROW_C26,133.3535,29.8985,341.0474,41.8751,32.4028,141.8174,47.9493,12.7591,38.1322,71.198,92.2408,55.8917,40.0351,49.4575,50.1451,67.2305,3532.5013,392.7643,216.3162,130.9468,52.0184,182.7643,129.5589,38.9718,604.0508,562.2774,89.5381,21.2678,53.6932,58.3446,23.337,67.9771,139.5474,1208.4438,268.003,229.6363,47.214,385.6147,125.418,633.6823,269.3506,846.1309,71.995,433.7022,0.0
ROW_C27,156.4741,31.5583,411.9655,82.2346,42.3053,166.3708,44.605,13.9024,35.8367,99.5645,94.706,36.2467,71.9894,112.9974,110.2893,104.1186,785.4241,1872.3875,469.4682,266.1424,76.1679,211.8363,751.6545,42.4095,2503.8558,782.1425,135.3813,28.6409,31.709,72.6245,11.3865,84.685,46.9157,377.4426,66.6681,159.3481,135.1548,193.4599,79.5183,305.8655,107.624,118.667,53.3039,332.4505,0.0
ROW_C28,590.7151,51.8766,2051.5831,358.9507,163.1442,453.9959,168.9833,70.5728,118.4599,193.127,188.0357,61.552,127.8298,295.2897,471.1067,282.808,266.1895,295.4816,1484.1988,419.8425,112.7743,325.491,368.4422,85.4921,2032.6215,625.3669,137.693,53.0187,71.455,95.6226,8.7874,81.8358,41.8267,105.4115,43.327,65.2344,137.7126,126.3966,104.4917,1094.6769,148.552,172.635,53.8236,223.6437,0.0
ROW_C29,185.8247,13.9291,236.296,69.573,66.6421,150.063,40.8512,15.4157,20.0364,40.4047,57.432,20.0854,45.5773,50.0594,122.7903,71.4242,58.2432,74.4561,175.4694,3462.7226,76.2138,269.9356,46.921,61.811,270.614,2358.5982,1690.2965,21.3701,38.0065,98.2685,18.5588,36.3539,14.5036,437.4121,14.8194,31.5221,55.8972,140.6304,233.7904,224.4265,59.5544,48.2213,30.2592,166.4304,0.0
ROW_C30,16.8585,167.7091,51.7889,12.2034,3.0667,15.7218,5.3524,2.2273,3.9228,11.9655,6.4115,4.4574,2.3248,4.9846,5.6985,17.5506,8.3631,7.751,15.7005,91.2304,1009.5082,42.57,25.7104,4.329,46.5827,65.1625,298.6292,536.6002,472.7472,40.1674,1.8554,6.2149,1.9274,4.6059,1.5426,2.5225,16.3929,73.5866,72.5447,539.3905,20.3657,15.7789,24.7447,68.7243,0.0
ROW_C31T33,410.6914,91.2599,792.9874,144.5954,72.1598,666.5915,410.0737,116.2717,126.6358,200.7386,245.1527,113.4983,127.6459,291.6752,407.4626,220.2862,173.5531,132.1405,239.9421,346.0191,73.4221,1445.9611,259.2155,110.1162,1133.0841,1335.188,970.2415,137.4427,304.1956,128.0593,20.9971,340.2027,106.5439,265.562,91.3873,620.2342,379.1052,300.7229,243.3056,709.1434,570.2627,730.2667,241.4235,439.0731,0.0
ROW_D,1712.9099,194.4325,9853.4502,2090.2763,550.1461,2462.4526,983.5126,285.6502,913.8406,2319.714,1819.9785,275.2893,554.3359,1893.0144,2982.3727,466.9896,250.0958,273.0217,395.5606,369.5611,94.014,352.4898,16209.9754,912.9936,1422.3692,3584.9461,1118.7961,116.6991,155.3149,695.2647,107.3553,1756.0095,363.9428,1053.791,236.4322,1149.2279,1311.3357,643.4917,478.0688,3634.2148,2694.0633,1588.4271,555.2347,1124.6893,0.0
ROW_E,617.0506,28.9401,768.3762,135.2809,65.8724,448.6158,149.286,60.7844,176.4312,347.004,267.6849,48.8732,76.0953,242.8862,1023.1146,140.326,34.7696,40.7113,75.8617,54.7459,13.3351,60.835,457.056,2021.3679,657.0742,788.1579,250.2737,45.96,35.1725,117.206,14.8886,483.6661,60.1378,128.6927,32.5394,210.0926,513.8519,185.2784,122.202,1203.6414,471.4919,394.4106,109.6875,272.6068,0.0
ROW_F,1585.9114,89.2733,3941.9292,544.2376,305.3555,836.8866,349.6054,122.6723,154.0347,793.9688,517.6326,106.7161,153.5171,454.5089,239.2538,252.0564,119.2281,127.9216,229.7419,132.2907,36.1808,227.4225,1644.3021,838.6394,34963.3216,4840.2594,1148.5335,122.0803,197.8759,862.307,97.5906,1196.625,174.8446,1315.9323,144.2369,1378.3209,15173.199,826.6391,344.686,5905.5667,2438.1666,1126.9238,622.6302,1496.9197,0.0
ROW_G,11944.8027,1138.1338,4764.2185,1371.5518,806.5628,16216.0207,7054.4218,914.1789,1593.3056,4409.6967,4025.8513,1640.542,1690.5104,2176.9858,2928.7867,1420.4174,1597.0238,1238.7087,1570.2208,3743.5479,482.3342,2215.7548,1828.4921,672.0459,13732.8502,16786.5507,6347.4033,799.9556,1295.4766,1004.8614,186.5565,4404.9146,1371.518,1813.4628,510.6676,1461.2026,1203.3896,1645.6411,1566.6466,5189.8373,1672.6821,3233.2943,654.4339,1739.514,0.0
ROW_H49,3226.3725,247.3733,2970.0046,1012.7696,410.0394,3672.5503,1188.0823,392.3299,524.3148,1541.5085,1452.0263,250.4576,559.3373,1122.4469,1544.0103,687.6399,257.4637,378.8391,563.0663,1542.0757,160.6837,586.1833,809.7085,235.6006,8109.2334,7400.2037,4239.5933,445.3952,350.9607,1230.5258,252.7201,743.0911,267.6122,293.6761,106.521,621.9764,642.4296,489.2246,533.6081,1996.4565,663.7022,779.622,139.2919,928.1015,0.0
ROW_H50,359.4398,88.6309,960.6225,153.2651,62.1277,377.9593,190.2763,36.5619,82.8759,477.793,202.1682,41.6491,67.2104,110.3037,184.4896,67.9065,62.2695,57.9973,73.6918,110.8363,20.4414,71.8226,86.5533,21.3196,427.9662,1034.3363,446.5441,1960.532,115.5152,390.0432,28.9461,94.9935,35.0935,59.8531,18.8681,55.6354,55.5568,83.4203,115.0597,274.9942,60.0884,94.7294,21.5984,93.6604,0.0
ROW_H51,339.4665,38.8339,782.6142,90.0645,64.96,368.1743,211.8673,26.2441,69.6446,211.9112,184.6909,57.3402,75.2957,96.6025,182.6067,83.3705,81.4293,69.2277,85.2369,132.9222,25.4385,88.7992,120.712,27.1083,602.0827,831.9896,218.0898,75.1575,782.8533,251.584,95.5265,129.6158,75.7133,126.1518,61.5278,268.7186,124.4232,214.0081,300.6423,774.1594,181.3624,161.9113,50.0095,195.9019,0.0
ROW_H52,584.9484,128.1168,860.1075,275.875,191.6334,817.3298,222.8048,51.308,116.7193,603.2707,292.2036,73.3009,88.7164,196.6691,241.78,101.6908,63.1967,63.1676,79.1107,130.3767,24.0953,92.089,150.163,52.0353,732.8933,4110.389,2055.9313,1498.4075,1868.5446,1946.4858,60.1365,160.3887,79.1663,148.5901,35.2004,103.5087,165.8308,160.9953,174.6828,516.4953,86.1422,93.8989,31.6908,119.4267,0.0
ROW_H53,64.5624,5.3209,189.9565,26.972,17.1222,84.8695,37.9327,6.0245,18.2781,47.2591,50.113,18.5576,12.4826,15.7499,21.2416,21.1015,16.5945,15.1765,20.0769,10.9226,3.3044,22.1343,102.4088,26.8857,76.1726,753.8282,97.5532,20.4917,30.3739,83.4303,676.2962,96.5522,163.4867,576.1513,54.5445,547.8434,55.4902,160.6908,109.8323,788.2499,141.7617,106.9496,51.4412,141.1991,0.0
ROW_I,138.7058,32.51,1606.0245,115.7717,70.5047,363.7475,147.8043,27.9315,64.244,198.7253,168.4084,96.6962,64.436,82.5914,85.0579,70.7389,82.6029,50.4843,78.7546,83.9529,21.997,92.8946,190.9941,94.6406,553.8817,1839.2196,554.8572,140.1673,865.4684,398.7037,49.259,580.1088,214.2115,351.959,233.7698,1098.9904,267.3107,765.472,783.6514,2198.6405,1384.2803,883.7984,263.1442,681.4361,0.0
ROW_J58T60,100.992,10.4612,266.6399,52.7135,29.2505,445.3476,96.3092,24.0698,183.8788,94.6819,169.4649,92.6557,38.1591,87.5588,41.2866,49.546,48.531,58.0313,39.3016,44.5531,9.7405,58.4412,100.748,46.2855,229.1686,1554.1776,163.4633,38.8846,116.1707,116.9693,45.897,314.3522,3885.1415,873.0432,242.8175,838.5625,156.2168,1496.5287,430.9853,1210.0702,1285.5794,276.0606,512.8162,456.559,0.0
ROW_J61,623.7499,49.5727,1315.7563,133.4933,122.0414,409.7712,211.7514,37.6198,104.4466,206.1122,206.9874,95.9907,67.6686,100.0578,87.1944,189.0483,140.2007,89.3749,123.9446,75.6727,46.5851,124.0207,572.4325,129.7807,674.1337,3608.6238,688.4454,148.3821,230.9333,365.0912,134.5351,466.4678,585.686,8325.1714,439.8237,2363.0854,506.356,1036.5797,683.3698,2708.6151,1086.9847,668.8315,323.6811,755.7202,0.0
ROW_J62_63,72.8847,12.6791,422.9081,41.8668,26.9344,198.2348,71.3362,14.7883,49.0723,103.4267,83.8964,63.3944,24.4457,43.8447,45.0333,46.0639,95.8968,43.0305,41.2112,27.7396,13.0642,43.4496,172.0338,64.6634,231.5258,974.4044,143.5403,37.9514,115.0794,119.152,53.3532,101.5667,223.3553,706.3626,970.9554,1431.8348,97.4547,437.142,212.2878,1258.2402,342.0585,203.0051,84.5329,230.135,0.0
ROW_K,1885.9094,211.5061,7602.1658,470.6549,316.7792,1824.3209,837.746,202.7696,318.6581,1164.5743,687.2662,292.9121,238.507,429.2795,670.1424,360.992,220.1859,203.7453,311.9533,372.334,93.5338,366.6474,1088.1534,286.6019,3588.6652,6186.1443,2929.0854,516.0119,676.5116,659.1581,111.9546,1047.1214,393.9731,1151.2685,383.7163,13941.6474,7078.3923,1363.4147,1056.8853,3588.7865,1021.384,989.4772,337.0525,946.9359,0.0
ROW_L,249.4741,29.3319,751.9991,102.5444,119.887,675.6295,346.218,107.5463,137.8909,191.3662,369.919,156.5692,158.1049,380.1153,961.6202,433.4764,102.8942,145.2583,333.2234,547.0256,210.1604,194.83,236.824,108.0013,858.8349,6331.6568,482.1442,97.0856,181.2635,612.8213,76.9008,1826.5538,375.8958,812.47,311.9598,1798.4633,2079.3997,1248.5715,734.7971,2043.279,1443.1859,788.0783,456.6091,1402.6757,0.0
ROW_M,942.9368,91.5433,3484.7587,449.3873,387.1452,2008.2574,565.9944,79.1658,272.6153,675.1062,736.8759,708.6074,232.7794,297.3853,271.3008,270.809,368.2968,221.548,278.2323,209.831,104.1446,277.2522,803.5049,353.2024,3422.2844,4998.5092,725.5318,231.6072,311.7375,511.1922,113.3091,867.2996,873.7136,1740.4113,670.8925,3269.347,1220.0059,4378.5622,1351.5875,2916.7203,1094.4114,926.0148,506.0301,1276.8012,0.0
ROW_N,649.8043,77.8895,2433.6959,314.3508,388.9998,1260.8923,340.3174,62.9615,197.1477,371.1941,382.7961,298.5654,145.82,206.9457,196.5491,184.3841,197.4898,120.6678,156.1335,107.3002,55.0815,198.5145,453.2754,219.962,1797.7793,3102.4032,936.1745,417.075,746.2243,640.5545,167.3669,761.9749,486.4723,1299.4699,444.4413,1863.7919,727.5258,1537.6591,1846.3622,1991.2021,980.4119,973.7856,418.6162,886.782,0.0
ROW_O,510.479,64.9047,2045.0069,240.8514,214.831,665.7738,190.2675,49.4051,136.8138,396.9868,358.9264,126.096,88.1694,163.7702,255.9181,129.3503,93.4025,73.2358,108.5018,110.4739,27.022,145.7311,1920.6611,624.341,1854.8933,1677.5384,762.9903,310.7675,307.461,599.3381,106.57,342.6618,357.5832,1003.8196,148.0637,1065.152,827.9194,828.846,593.4605,8241.3634,1305.073,1380.6538,313.6117,555.816,0.0
ROW_P,116.2849,91.0065,807.4599,62.9283,40.3904,177.9733,57.7612,25.2291,64.8651,145.825,102.4966,97.9489,35.2293,63.8633,74.7269,57.0492,65.102,51.867,47.266,58.5341,14.1238,46.6902,379.6724,87.9714,321.2835,815.4029,148.5217,76.6725,183.1603,119.629,31.5851,115.837,124.3063,349.9445,187.8203,1017.0125,123.256,508.2161,243.8709,2942.0267,4081.9243,526.698,154.2179,296.6711,0.0
ROW_Q,663.9589,17.9247,267.0892,43.9189,22.0909,137.2996,43.4606,13.1209,17.0662,64.4496,44.3792,79.3164,18.1033,27.5458,31.6859,30.1074,18.0917,17.5307,26.2416,30.2139,9.926,31.4182,73.233,60.2456,172.7286,268.041,81.0861,18.036,32.4618,43.8515,12.4199,83.1488,37.3304,64.0493,32.9789,503.1581,47.55,136.1653,93.0163,1396.8152,489.1489,7181.8577,61.4796,195.8696,0.0
ROW_R,100.2146,27.281,59.3081,10.6404,5.4732,91.6729,17.1678,5.4355,12.0062,16.7751,14.1968,12.8296,6.1977,9.9394,11.104,7.6624,5.5487,4.8002,6.6054,7.5432,2.7147,9.9834,19.0123,9.2849,243.0949,493.2207,91.3091,48.7744,30.518,66.6133,7.2324,143.1158,503.7814,98.8271,18.8466,216.7311,54.8169,218.3324,114.8202,467.6403,312.1263,62.1009,1743.0533,256.9274,0.0
ROW_S,785.2401,115.2916,346.3098,93.9894,62.4308,272.5367,215.7467,22.4364,43.8411,115.9866,117.3861,44.6652,39.304,75.5876,80.2876,42.3764,43.6296,27.7889,47.6345,30.2511,11.1433,105.914,222.2182,81.2968,372.9187,1234.7918,600.5586,130.2359,186.992,199.3407,28.2482,513.315,181.0963,286.0599,132.4812,435.6785,222.0414,433.0256,341.1398,823.3027,536.1697,674.8354,201.8497,2860.1153,0.0
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
