V1,SWE_A01_02,SWE_A03,SWE_B05_06,SWE_B07_08,SWE_B09,SWE_C10T12,SWE_C13T15,SWE_C16,SWE_C17_18,SWE_C19,SWE_C20,SWE_C21,SWE_C22,SWE_C23,SWE_C24,SWE_C25,SWE_C26,SWE_C27,SWE_C28,SWE_C29,SWE_C30,SWE_C31T33,SWE_D,SWE_E,SWE_F,SWE_G,SWE_H49,SWE_H50,SWE_H51,SWE_H52,SWE_H53,SWE_I,SWE_J58T60,SWE_J61,SWE_J62_63,SWE_K,SWE_L,SWE_M,SWE_N,SWE_O,SWE_P,SWE_Q,SWE_R,SWE_S,SWE_T
SWE_C23,29.8183,0.065,0.9054,16.2157,1.47,49.8658,7.0056,49.8569,16.2218,7.3733,32.7857,4.5366,13.8022,202.3528,69.8293,54.709,25.225,34.7864,41.2908,149.0686,11.9497,18.9276,9.1266,11.4548,1082.0169,34.6846,14.0683,1.212,1.9103,35.6218,0.5214,25.4119,5.3188,2.0612,14.7699,3.0196,208.034,9.8638,4.342,12.8068,8.756,26.8646,5.4052,7.5473,0.0
SWE_C24,18.4963,0.0,0.753,1.4854,0.123,0.1093,14.5141,22.6291,23.0526,12.9088,8.59,0.1519,57.9454,68.9318,3701.8956,1538.4717,148.6205,356.168,1090.6908,1374.7806,94.1291,318.8669,15.275,41.7371,598.8439,23.0526,1.481,0.3575,1.2148,20.4674,0.9891,0.6873,7.5558,5.1406,19.453,0.0818,28.9031,1.9704,0.4152,9.58,6.0563,0.8944,0.2726,13.7484,0.0
SWE_C25,94.8914,1.5435,1.121,34.0755,2.5817,121.0813,3.6929,191.0456,20.3897,20.8087,39.4823,5.2722,49.6349,53.3164,267.226,1194.203,184.0789,196.6015,1486.0961,1161.4093,151.4315,344.949,25.2114,72.5378,1201.6116,141.3819,50.7992,15.0544,7.6481,75.0491,5.7452,11.9735,41.815,50.1487,147.2729,6.3725,203.8069,79.0003,28.9262,97.5701,38.3593,41.7298,18.4728,30.7666,0.0
SWE_C26,35.6304,0.647,0.6283,7.2374,0.7153,40.1764,6.2993,15.1373,32.1182,10.8777,51.0295,18.1343,22.2507,10.8404,60.8357,54.3519,1584.9865,129.0239,313.8716,196.0916,52.2812,43.4251,45.6738,31.0558,327.9875,164.7585,63.9954,18.4865,29.3572,67.8892,22.427,22.0646,84.1292,147.5202,246.565,73.8787,51.2935,391.7378,101.3337,163.4216,108.4827,376.772,48.4959,50.4331,0.0
SWE_C27,17.5801,0.4183,0.5062,5.8267,0.5058,11.015,1.6857,12.0536,10.0441,2.9503,11.1231,5.2132,6.8586,5.0011,17.3431,62.8198,517.4428,315.5436,188.5692,168.8463,26.4472,87.3487,54.5919,10.5128,270.859,63.7727,42.9436,16.1077,10.8287,28.5097,8.9205,5.3785,14.152,33.7935,40.0267,12.224,58.3517,98.6582,29.2932,66.1254,16.5106,80.6565,20.8917,26.6995,0.0
SWE_C28,302.822,0.4754,1.9114,115.059,8.038,53.1595,8.4483,46.5467,112.2551,20.9388,40.463,12.74,33.722,15.2957,88.8946,110.2973,132.6294,54.305,1105.2887,481.9657,48.9567,136.7208,112.7273,22.8206,433.4277,103.28,71.0034,25.1378,20.8841,46.2001,6.5784,21.9225,41.5554,24.3756,98.0972,16.1481,57.4786,64.9662,80.3979,140.3472,21.1475,30.0277,11.5606,18.9141,0.0
SWE_C29,63.9262,0.7079,1.2226,10.7,0.747,100.2488,10.1673,23.8472,51.3782,36.4755,45.0576,15.9148,22.6796,13.9855,86.4252,70.8429,102.2359,33.1256,267.7424,4317.306,16.9493,68.7644,29.3524,20.4213,173.4845,1386.666,46.6724,10.0013,13.5366,26.0866,5.8325,41.5841,38.6317,23.6245,55.8813,37.6714,46.2438,85.6385,56.1455,48.1936,22.4286,61.1073,29.5393,26.0061,0.0
SWE_C30,6.4818,4.9297,0.0,2.2373,0.1367,0.2644,0.0727,0.7695,0.3806,0.1114,0.9458,0.1831,0.2047,0.8371,14.1797,0.1891,4.1567,0.1306,18.3741,0.1634,441.2273,102.2655,1.63,0.624,0.0773,0.4677,266.2651,105.1204,154.768,24.0035,0.5839,0.0527,0.2133,0.0,2.3482,2.9564,0.0622,3.019,33.496,538.9267,0.1365,63.6557,0.1582,0.1197,0.0
SWE_C31T33,144.11,2.084,4.5618,50.4389,4.1162,42.2186,15.2461,92.7841,52.5329,10.2618,32.6051,17.578,25.4959,25.7849,74.7188,109.5317,113.7093,39.9468,154.8029,484.2192,119.7351,489.9242,91.031,49.8098,278.4749,106.8929,387.7536,176.6704,132.8628,208.74,27.1332,32.6117,28.1761,21.4584,32.9583,10.831,29.1264,80.1326,94.979,234.7426,82.5183,84.1003,36.863,55.8402,0.0
SWE_D,260.23,0.2702,3.459,94.9656,3.8907,227.8309,20.4494,146.0742,756.9304,42.6885,265.1211,17.2913,72.8948,65.9049,442.5994,182.2185,63.6664,32.7168,121.3868,162.9702,30.0909,82.3996,1189.924,98.9073,127.2988,772.3963,215.1995,4.7521,8.599,292.6677,12.5625,153.5772,96.6448,58.5223,30.6469,97.3831,931.7275,138.3609,108.5578,394.4773,277.549,494.9471,241.4972,132.9396,0.0
SWE_E,42.8257,0.3081,5.3485,77.3783,12.1563,63.2654,2.6915,77.0939,119.7485,24.8842,32.7357,7.1722,32.4394,38.7452,741.5677,37.6944,53.2317,10.006,39.9638,59.1326,5.6238,15.9412,79.1458,232.4784,217.6445,160.9477,29.1342,5.5847,5.2621,44.9311,5.4793,19.6856,60.5825,16.7507,24.1548,31.2348,2190.9125,67.5787,31.6738,71.0394,61.6195,102.0467,38.0581,21.0432,0.0
SWE_F,246.5445,0.6079,1.0507,32.4928,2.4803,73.0867,6.8822,29.8984,48.1216,5.5015,53.7665,24.7449,14.9599,40.5419,126.3537,45.0426,66.9376,25.9016,132.6232,113.448,18.2357,35.0674,567.7269,48.6925,326.2045,473.7292,72.038,13.6591,18.4737,369.0161,6.498,37.9666,53.9111,61.7412,42.8466,216.7349,7669.5877,190.2307,52.3311,1054.4358,139.4145,158.5738,98.4881,140.1466,0.0
SWE_G,869.9198,14.7003,6.3599,69.5317,5.2081,1746.1136,157.0331,228.037,669.0766,304.3038,513.4494,146.0251,236.4831,152.0117,775.6783,460.6543,944.3577,288.7,913.3675,1588.1396,130.9993,519.4127,293.5913,211.9595,1132.3478,1280.7067,996.0276,140.5464,145.8083,323.1106,73.5296,939.6479,460.1477,195.6959,338.4713,146.6661,483.2889,719.1776,438.9335,388.8986,373.5597,796.6567,407.0261,203.7391,0.0
SWE_H49,146.1593,2.8726,4.4477,47.8913,3.3521,391.0481,31.7621,189.3384,371.8207,201.8766,141.6075,23.6508,58.3149,98.1493,415.3588,152.3426,143.0996,65.7271,229.5294,440.047,35.4337,119.6131,75.0628,63.4374,565.0126,374.8128,1117.5473,51.4791,60.8527,3514.6149,24.9706,127.1011,132.7411,35.5409,61.9908,31.6705,140.2979,127.3533,129.5419,128.9488,273.0366,134.981,54.0,102.6597,0.0
SWE_H50,74.8018,0.1634,1.3914,18.5022,1.2321,72.1884,7.7305,64.3736,89.486,63.9831,31.2952,11.1607,8.7572,47.0591,118.7787,61.2102,54.2601,33.4174,64.6791,113.4526,7.9003,43.8319,9.0147,4.0591,46.8668,100.0434,14.9444,595.3485,6.1903,1162.6489,3.153,12.2051,80.0712,14.2644,23.1423,9.6356,9.0986,44.0048,35.9034,13.5675,7.5392,17.4588,4.4714,4.4456,0.0
SWE_H51,25.792,0.1644,0.3271,2.4362,0.2008,22.8606,3.5949,7.8569,16.6611,37.228,16.1256,7.3638,7.2259,5.167,30.523,20.717,40.7754,12.2649,33.1808,57.7307,5.5117,16.6753,12.1027,9.2575,59.3403,87.9904,30.4993,7.6009,19.4503,155.2527,11.184,15.4832,27.9153,20.9554,28.6599,19.502,23.5565,79.2578,373.0491,45.2477,28.8872,36.1169,14.8149,17.2077,0.0
SWE_H52,64.5053,4.4994,16.1863,130.1711,8.2217,747.7168,73.3216,634.331,1274.0278,52.3028,316.2952,21.2,99.269,363.5598,490.5588,254.6715,160.2031,124.6841,356.3584,892.8648,47.7871,267.7459,70.2974,210.6734,71.8423,1632.5449,1264.9149,833.0703,813.5101,1640.5197,96.3991,121.2115,385.6731,26.457,74.9272,62.0569,99.3698,85.0844,75.4211,102.1356,164.748,88.8103,34.4663,16.5599,0.0
SWE_H53,48.5767,0.0342,0.1662,1.9064,0.1313,17.7613,2.751,3.9716,13.5999,2.6134,23.7908,10.3981,8.0134,6.9323,17.7063,20.5793,50.3427,29.9774,25.9076,56.6378,3.7889,14.5232,28.6935,8.2076,12.3498,91.3207,22.642,4.3542,2.2896,128.8967,266.6079,18.77,425.9283,303.7489,32.6086,98.8742,59.3328,164.9898,54.0567,230.8319,37.1171,36.2456,98.9876,75.709,0.0
SWE_I,50.2643,0.1618,0.9574,8.2592,1.0941,66.7957,20.7519,12.9353,56.4705,1.9278,66.8808,39.5271,29.5835,27.2704,86.4956,66.7683,177.1448,73.2664,181.2591,277.4652,23.5215,45.2991,62.4395,80.6374,60.4291,325.9129,115.2191,27.1503,22.0514,255.5905,8.8371,37.9605,134.2545,199.9619,331.9638,153.6885,140.9471,700.8858,1393.1898,127.0446,153.8856,142.2016,129.1214,76.2318,0.0
SWE_J58T60,72.3673,0.4919,0.5606,6.2467,0.4393,47.4069,4.9596,36.7497,110.2939,4.203,69.1024,24.0786,23.8553,24.1768,88.2055,77.967,304.4795,92.6481,174.4524,200.6687,21.2643,55.2206,44.5543,34.443,81.2863,640.7997,124.9958,31.8433,13.5994,113.6864,65.4768,70.5774,988.2937,529.0328,614.2663,275.9008,183.4776,1778.0088,326.2973,195.0287,730.4376,143.8668,236.595,158.4069,0.0
SWE_J61,50.654,0.0487,0.3985,4.7534,0.4243,54.4696,9.2701,12.6367,46.1422,3.2107,50.8673,20.9952,28.2274,16.8466,49.3686,55.7042,253.4231,36.0506,158.7715,141.9632,12.787,53.0924,60.3757,25.9552,53.4598,411.2722,138.6789,20.6259,4.6612,232.3079,12.9247,67.2158,606.789,1503.8575,297.0936,278.9635,220.7483,389.626,137.1378,628.2593,136.453,260.7931,58.9043,82.9125,0.0
SWE_J62_63,82.4159,0.419,0.4981,8.1773,0.6724,83.109,18.821,25.5893,72.7233,28.1937,94.7695,74.7229,32.9553,40.3395,148.0656,107.5984,501.2764,68.3937,352.7841,550.3466,37.8684,86.9536,120.9806,117.6465,132.5928,683.5779,169.0005,65.458,46.6507,271.6992,55.3733,41.8878,166.8327,435.6086,1483.4203,341.1256,103.2827,1165.4109,411.852,515.9182,207.1277,177.355,74.3203,68.1634,0.0
SWE_K,285.5242,2.9947,1.63,26.0717,1.7441,94.698,12.4204,105.3561,199.2017,36.5169,74.2828,26.617,29.2058,25.8096,267.3539,124.5747,250.1879,79.985,256.6484,525.4168,37.0367,124.6586,327.9178,122.1699,206.9352,685.9935,260.3268,153.6957,22.4554,222.2624,14.9117,68.2036,116.9617,211.8619,182.903,1734.3536,4286.268,321.5512,182.4705,324.7128,78.5624,84.3998,87.1691,127.7478,0.0
SWE_L,10.8448,0.0671,0.7466,6.1725,0.5318,142.9815,13.6486,25.0619,140.0366,4.1863,99.7616,25.6344,45.3292,37.8349,68.6537,185.2537,357.9317,131.9946,192.3072,480.5021,57.8536,103.9285,142.1403,57.3098,205.197,3250.4742,150.8593,26.7814,50.624,526.8426,98.426,1004.1481,491.2062,325.0836,600.5532,982.2188,2266.3582,1747.3758,568.387,1891.8394,2489.6002,2461.3232,722.9497,239.2178,0.0
SWE_M,218.9252,0.1665,5.041,49.113,4.6574,388.5966,32.8844,61.6529,189.7783,19.5644,465.3126,350.2984,91.9501,70.2397,215.0988,213.0457,1265.7615,365.4598,564.106,1194.5728,109.9583,167.1948,309.4863,222.6731,2841.5694,2118.0958,240.6901,89.6874,73.4489,409.8103,23.4042,133.8705,747.2188,517.2317,652.6016,630.2996,728.1418,2590.8686,674.2492,628.6942,176.1986,457.5245,220.711,188.9512,0.0
SWE_N,117.3834,0.4708,2.0581,22.2943,2.5504,146.5736,21.5692,48.5467,117.9645,7.2051,163.9065,125.2479,42.5684,32.7391,146.5955,129.3417,569.6404,175.9499,281.381,541.4795,36.6111,205.6424,133.5308,103.1279,872.3739,988.5977,320.1133,79.4234,210.9773,439.2944,21.5359,75.3995,350.9297,393.5367,362.2454,325.1764,463.7705,1078.0615,1101.359,439.2167,175.3034,462.8967,268.0736,128.3106,0.0
SWE_O,92.568,0.3528,1.6473,10.0433,0.7193,67.6221,13.0439,60.3756,85.4605,7.286,48.6756,46.337,19.2421,15.9969,64.3175,87.9584,115.6275,38.5864,107.8706,194.3541,19.8766,56.1824,155.2933,27.3944,143.9249,504.0733,104.6914,15.3297,13.384,212.3889,22.3623,142.8644,139.1792,79.4051,133.5969,193.0341,333.9908,348.0726,121.881,414.1138,959.3778,947.6137,218.7383,53.2229,0.0
SWE_P,20.6407,0.0129,0.2082,0.3768,0.031,15.5907,3.3952,8.5257,44.5256,5.26,5.0514,3.0993,4.7493,20.4911,38.0846,30.0145,16.4771,31.2149,28.6049,72.3881,2.5635,7.394,7.6596,8.5329,27.6764,76.1348,12.0551,2.1955,1.873,88.9292,3.3308,12.8318,25.3372,11.6645,184.1171,76.2993,16.978,234.0829,69.8441,261.2834,175.8414,216.7687,29.5774,50.8632,0.0
SWE_Q,46.1665,0.2373,0.1336,1.1145,0.1202,9.921,1.8868,3.1399,9.461,0.3823,5.0709,2.9767,2.6964,2.3108,7.1575,12.2074,14.4504,5.0966,19.4821,45.4291,2.8967,18.8835,7.6937,7.6329,46.6984,149.8539,18.0876,2.7549,4.0422,14.9266,4.368,12.3442,23.4421,16.7998,26.2177,18.9238,24.2252,64.4569,29.3252,83.6405,51.4967,446.1043,28.4854,14.8305,0.0
SWE_R,3.5235,0.0502,0.0956,1.0404,0.1059,9.448,1.2757,4.3048,16.0048,2.1715,5.1168,2.7542,2.1715,2.2508,7.7299,7.1533,14.4289,4.1962,14.3577,63.7448,1.6065,7.5867,26.7391,4.5252,123.4178,146.209,22.7345,3.4814,6.1556,65.3166,4.826,16.8723,361.0244,58.0147,38.4997,59.3186,21.0056,381.6337,111.8614,73.5037,32.4777,33.4709,300.1677,11.5559,0.0
SWE_S,38.0601,0.3059,0.3413,4.4186,0.3702,30.0596,11.5518,20.5854,60.3192,2.1967,23.6191,8.9326,22.6433,19.4384,38.4509,50.4309,59.5061,19.944,51.5237,104.64,7.8463,43.6664,32.729,50.4841,36.8712,239.13,77.8476,8.7683,5.3095,64.1748,15.6198,67.4101,52.3243,66.1296,70.8671,48.7463,89.1573,161.0233,62.1654,88.0304,89.0799,185.6516,34.1364,48.545,0.0
SWE_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
