V1,PHL_A01_02,PHL_A03,PHL_B05_06,PHL_B07_08,PHL_B09,PHL_C10T12,PHL_C13T15,PHL_C16,PHL_C17_18,PHL_C19,PHL_C20,PHL_C21,PHL_C22,PHL_C23,PHL_C24,PHL_C25,PHL_C26,PHL_C27,PHL_C28,PHL_C29,PHL_C30,PHL_C31T33,PHL_D,PHL_E,PHL_F,PHL_G,PHL_H49,PHL_H50,PHL_H51,PHL_H52,PHL_H53,PHL_I,PHL_J58T60,PHL_J61,PHL_J62_63,PHL_K,PHL_L,PHL_M,PHL_N,PHL_O,PHL_P,PHL_Q,PHL_R,PHL_S,PHL_T
PHL_C20,400.5311,15.695,4.6607,12.0753,0.5855,327.7359,85.1202,61.6571,64.7026,67.1901,580.3564,17.8578,75.3286,62.6231,28.2945,31.6116,18.7004,18.3624,6.5733,18.7117,21.7354,47.9176,8.1283,16.3417,44.1154,83.4032,23.8043,5.591,7.5113,11.2454,0.4096,12.4967,15.0994,4.5227,2.9134,74.1429,18.6062,4.7308,11.2061,10.3907,18.245,17.9887,5.0221,70.609,0
PHL_C21,73.3685,0.4679,0.0671,0.2799,0.056,17.1337,3.74,1.3465,0.5229,1.0682,12.0623,37.2146,0.5112,0.5748,0.6361,0.4822,1.4795,0.3543,0.2109,0.6446,0.3696,0.5682,1.3953,0.925,1.5866,42.9696,0.3904,0.1639,0.7939,0.2082,0.6827,1.4702,22.2445,1.5489,1.1066,2.2753,1.4794,0.6702,0.7044,2.5418,2.3549,92.4986,0.5824,1.6035,0
PHL_C22,5.2779,1.578,1.2343,2.9719,0.2258,32.4159,56.1559,1.4879,7.4627,2.7318,100.3004,3.5521,87.9815,13.8925,3.3482,0.9437,2.9746,4.9875,4.132,26.3118,6.4935,6.0859,1.1631,1.3332,14.7611,47.9045,38.2215,0.4296,7.7261,0.7365,0.1186,2.8434,2.7773,2.5421,0.5963,5.3695,2.1081,1.094,3.7514,9.8242,1.839,2.3072,1.1847,3.1787,0
PHL_C23,3.7763,0.391,2.2367,4.4822,0.5277,125.6612,2.1106,0.9479,1.4022,1.0506,15.3789,4.753,2.5399,171.5778,3.1192,1.7446,7.2684,4.3087,0.7896,3.6638,3.5798,4.1315,1.2816,1.6451,707.5828,39.5137,18.6917,3.1215,5.7194,0.4232,0.0378,8.1731,0.3238,1.3628,0.2589,9.553,64.1287,12.9588,7.3087,5.753,4.5639,3.8461,2.5756,2.9663,0
PHL_C24,1.1521,0.4929,0.0352,7.1453,0.5973,16.3065,4.509,3.1032,3.233,0.5499,3.1991,0.7641,2.8872,4.6017,237.3284,150.2824,11.6569,70.6952,65.7504,41.371,77.5192,24.815,0.4992,0.6531,433.0518,34.9832,33.9159,5.4242,0.3284,11.558,0.2022,3.9188,0.4358,3.6852,1.0831,5.7844,16.3196,1.6245,5.6298,9.8303,0.3911,0.2759,1.5585,1.7232,0
PHL_C25,19.7607,6.6264,0.4358,9.0443,0.7039,52.9132,5.5321,8.0024,9.9552,21.4109,8.9994,0.8438,2.1108,10.9868,50.0281,11.3216,10.0882,46.5087,21.5807,21.0872,10.9217,11.8079,6.4051,3.0655,204.0618,56.4518,34.6442,2.8224,1.7563,2.5511,0.3567,2.9559,1.9098,11.7005,1.3662,3.6271,1.9593,3.7567,4.1327,3.8873,1.8512,2.4677,1.2702,2.4239,0
PHL_C26,34.4881,24.0259,5.6209,11.1143,2.7233,83.9437,21.3607,7.9135,27.2084,17.3028,20.3807,6.3439,13.1454,14.0157,23.3153,29.8151,2958.184,115.0379,7.4399,23.0724,19.536,16.2578,37.9313,13.9498,187.027,239.1354,70.7516,17.652,22.3702,15.3733,15.0608,16.4827,34.5581,387.383,65.3403,116.7656,44.1785,36.564,54.0656,22.3776,85.7683,82.5938,52.6745,120.6461,0
PHL_C27,23.0783,6.0315,0.2801,8.0074,0.4247,17.2959,7.5151,2.0091,1.226,5.8103,7.2477,0.3203,2.5588,7.2517,3.1203,4.2821,24.9405,168.2248,11.6203,104.23,91.6658,4.6286,36.6944,3.528,23.8773,75.757,105.3103,10.1374,1.734,16.4056,0.179,7.3122,6.0308,5.4548,0.7423,5.7521,3.0082,2.3995,7.204,2.8642,3.1724,2.5159,8.9336,15.778,0
PHL_C28,5.3851,2.5381,0.5431,2.1167,1.2946,11.1293,1.6786,0.5943,0.589,1.3515,1.0156,0.2563,0.537,1.5882,1.4278,1.9745,3.3631,3.845,9.2536,1.2258,0.9103,3.724,2.0589,0.3449,8.261,48.2241,16.0981,8.5378,0.7352,3.9253,0.1053,0.4655,0.5596,11.7459,1.6185,1.775,1.0005,1.2057,3.2287,2.7005,0.6985,0.4525,0.4509,0.7794,0
PHL_C29,2.3624,0.5787,0.1061,1.2131,0.1854,11.9037,1.8035,0.4424,0.5608,1.6097,1.0928,0.119,0.7522,0.7645,5.5101,1.1183,2.4574,2.2645,1.1389,40.8559,0.9823,0.8591,1.5475,0.473,3.7144,28.5676,40.9627,0.7693,2.4268,1.8933,0.0373,0.5442,0.2206,0.9382,0.1871,2.3844,1.4578,1.3279,2.8432,3.092,0.2298,0.429,2.4299,0.6119,0
PHL_C30,0.4937,0.212,0.0464,0.1705,0.0458,4.8599,1.072,0.3341,0.5567,0.7645,0.7505,0.2134,0.4772,0.71,0.8175,0.4964,2.9101,1.3828,0.2832,0.8814,21.848,0.6562,1.5561,0.492,1.4452,6.5169,5.7603,0.9623,10.9216,2.0734,0.0189,1.217,0.2218,0.5426,0.1153,2.0715,2.3614,1.3378,1.9946,0.9446,1.071,0.5619,0.4655,1.1388,0
PHL_C31T33,7.0051,2.9048,1.8879,6.6709,0.8992,35.7391,12.3546,6.3672,9.3822,5.69,8.1707,1.2449,2.6221,9.8081,5.2051,7.9992,6.029,5.4701,1.1173,2.4376,1.7469,59.7613,2.5293,1.3929,22.2159,96.9851,33.103,14.0148,10.9939,28.8619,0.2266,11.9762,4.5111,10.0719,2.5752,35.0495,6.6789,7.2826,21.5653,26.9813,16.87,14.7422,26.8787,5.4558,0
PHL_D,84.9398,10.6926,2.4013,49.2393,1.4549,272.6683,60.3456,23.2075,73.803,20.6265,72.0034,3.9752,49.5056,141.4652,133.2632,89.0314,26.023,255.9419,22.1537,26.3662,15.9425,28.3733,803.1174,28.1289,27.887,146.2823,27.7448,2.979,13.129,14.5502,0.299,123.7188,40.4226,26.4549,9.5916,133.8036,29.4939,60.5629,146.2227,53.0752,84.5124,121.871,5.6461,72.6525,0
PHL_E,31.9453,0.9098,0.146,0.746,0.2221,83.1757,6.3158,0.8086,6.1967,1.9607,7.1979,0.8718,4.8978,10.148,9.6979,2.8466,1.2675,2.0021,0.7777,0.5454,0.7004,2.3372,37.4717,9.7735,41.6403,21.3269,4.9402,1.4768,1.6621,5.4728,0.0188,64.2088,7.4518,0.5362,2.8212,17.1666,9.8797,12.4442,25.1026,3.8843,12.4581,28.7924,8.0839,35.3453,0
PHL_F,10.2063,2.5358,1.2799,5.0062,1.6317,15.2644,2.4649,0.7739,1.3181,2.6722,1.6158,0.5048,0.8575,5.1379,1.548,0.9213,2.6491,2.1218,0.602,0.7389,1.378,2.8878,1.9873,2.2734,30.1403,8.4655,10.0615,3.6177,4.1349,2.4267,0.074,16.8065,24.9486,2.2618,0.7576,21.0025,18.6497,34.4176,14.4273,51.9244,5.3667,6.6515,5.684,7.5832,0
PHL_G,678.9776,88.7702,7.1039,29.9386,2.0873,2925.331,471.4489,79.4287,105.7097,257.3785,240.6647,57.346,91.149,104.3033,112.3883,55.3177,786.2602,129.9355,27.112,145.2794,85.929,126.2187,88.715,15.3942,328.9438,811.4988,218.8243,69.6299,99.9212,44.0218,5.9484,618.7586,54.6516,118.8967,27.9773,181.3933,80.2263,49.0987,94.7177,71.5334,78.946,138.9264,66.6631,93.7211,0
PHL_H49,102.5371,23.6451,2.6591,8.247,1.7973,240.0128,24.3836,8.0268,10.9016,50.8746,28.0779,6.5488,9.1342,21.6928,34.7926,15.2021,71.3737,48.3702,5.5312,10.2625,14.8566,12.5407,11.3665,3.1209,154.7614,364.4486,74.4895,6.07,34.1584,17.0978,0.9278,29.7184,6.3726,11.4537,4.2582,23.5788,23.5068,12.6318,42.3949,12.3272,10.3248,10.1111,8.9161,13.0212,0
PHL_H50,1.2191,0.2164,0.0574,0.3315,0.0617,7.2889,1.7811,0.5807,0.689,7.7152,2.7438,0.267,0.8218,0.854,2.6716,0.6808,10.3255,0.4388,0.1308,0.4529,0.5613,0.5768,0.3031,0.096,0.9867,4.2654,1.2815,0.2786,0.6126,0.4643,0.0319,0.7961,0.3775,0.6493,0.2133,1.639,0.4332,0.36,0.8379,0.5785,0.5396,0.4947,0.3466,0.7636,0
PHL_H51,10.399,1.4985,0.3142,1.2658,0.2085,27.497,8.2245,1.8201,2.698,29.573,8.117,1.3786,2.4575,3.3208,8.953,2.3485,31.454,3.6268,1.3971,2.4062,2.1058,2.8556,1.983,0.4192,13.0661,45.3997,6.3023,1.9793,4.7845,2.3639,0.4074,4.0483,1.5839,5.9565,1.3922,20.5296,2.1628,2.2735,5.8891,3.6184,4.6599,4.2673,1.9619,2.8883,0
PHL_H52,22.9859,1.2965,1.3492,8.1842,2.1651,50.7741,6.254,6.9556,3.1668,11.8217,5.2972,0.7202,2.3353,6.5371,10.384,2.0972,11.0512,5.0079,3.6224,3.0797,2.8867,3.7604,1.4107,0.2524,14.0009,228.5872,14.7924,2.6398,7.0211,21.9683,0.3376,4.8657,0.7147,1.8265,1.0189,4.9974,1.5085,1.2482,4.3294,4.9161,1.0525,3.4975,1.4579,6.6743,0
PHL_H53,1.2944,2.5312,0.0443,0.6119,0.0461,3.3382,0.5744,0.3319,0.2326,0.3196,0.3382,0.0509,0.1714,0.405,0.2118,2.8899,0.7684,0.2428,0.1475,0.0655,0.7969,0.4921,4.4227,0.0631,0.2986,57.992,2.8048,8.2233,5.2654,1.725,0.4949,0.1369,0.3502,2.7553,6.9787,8.8118,0.2525,3.9352,8.7123,2.417,1.4815,0.996,0.0873,6.4009,0
PHL_I,20.5376,8.5331,0.026,0.1502,0.2706,34.3879,2.0209,0.2704,1.3562,0.8501,0.3274,2.7588,0.1395,0.4549,0.3271,0.2032,0.8784,0.6364,0.2225,0.1568,0.334,0.734,0.2259,0.0703,16.8945,4.3431,3.4448,2.3195,5.3569,0.6194,0.476,146.5959,21.1076,14.2991,8.3831,153.7351,32.2077,28.8685,46.7344,99.2084,45.295,10.1854,63.0453,27.1165,0
PHL_J58T60,2.3854,0.3138,0.0527,0.4,0.0659,10.2196,1.5172,0.3952,12.231,3.4782,1.941,0.1004,0.3686,0.9522,0.5523,0.5749,2.8109,0.5924,0.1666,0.4234,0.6944,0.4468,1.5605,0.3048,1.2742,32.6809,0.8058,0.5098,2.3936,0.6257,0.0413,4.1641,63.4257,4.4545,2.8493,60.8256,2.667,99.9874,63.2244,7.8841,13.3931,1.5585,46.1852,0.6774,0
PHL_J61,28.6626,4.1722,1.1785,9.1671,0.2671,93.6793,15.1122,9.2676,9.7818,14.1804,6.7893,1.5139,3.0327,13.1022,5.5986,7.0514,25.9385,6.9075,0.9919,11.646,31.164,9.4323,16.746,1.616,16.1289,427.1561,9.305,2.2856,4.542,6.4219,1.1436,2.6917,5.1674,46.2652,1.7455,105.7907,10.4657,20.2666,35.5512,197.4703,14.1828,5.7076,7.4357,21.5983,0
PHL_J62_63,4.628,1.6436,0.0497,0.6925,0.173,10.0472,1.7333,0.6612,10.2024,4.597,4.4946,0.6669,0.7862,1.2884,1.1733,0.5032,2.9345,0.8511,0.1756,1.0749,1.2179,0.6041,25.3918,8.3587,2.5412,95.9277,4.7929,7.1843,42.2018,13.8897,0.9231,0.5979,1.0435,15.4489,12.892,188.5602,7.3647,2.5084,47.8698,20.0162,1.4401,5.0894,0.8045,1.596,0
PHL_K,169.0682,91.4302,6.8739,10.3352,1.5,153.0132,29.4459,9.3984,9.5655,58.3832,28.2685,5.6919,8.6741,16.8905,14.5499,6.0946,12.088,11.3983,0.8803,12.63,12.808,18.854,28.4306,6.7033,66.9474,539.778,155.0129,39.4792,43.917,29.2843,1.6338,43.9317,16.3165,44.2011,50.8672,662.5941,616.9463,90.6929,264.9246,478.4296,165.6584,120.5817,33.6524,48.0204,0
PHL_L,21.7096,0.7143,1.0101,0.597,0.2387,29.9014,14.2449,1.132,17.94,0.6838,2.5975,1.0385,2.2958,3.3658,0.4842,6.0437,4.1485,6.9061,0.7688,0.2724,0.6988,25.9815,20.6352,0.3357,34.1716,91.6179,2.5917,43.2638,131.2996,52.4024,2.3838,19.6628,5.2203,61.8454,44.1985,570.5921,44.5996,71.9056,211.3215,63.0154,12.0011,11.529,12.1081,25.8383,0
PHL_M,39.5808,7.0523,3.8839,14.214,2.304,24.3252,4.6804,1.609,5.1819,8.8784,10.1182,1.5874,3.6201,2.3379,5.1778,5.1589,1.314,5.2148,1.2007,2.5863,10.5968,2.2417,32.3952,8.664,77.1419,47.1776,2.0902,7.569,28.4211,7.2809,0.3354,8.8071,8.8846,17.63,6.5508,274.9362,111.7348,36.5577,61.5741,50.041,5.2727,14.0471,11.7455,3.9016,0
PHL_N,37.6528,6.9988,4.1013,11.6279,2.9188,80.0577,15.8452,5.9688,7.5138,23.2256,10.0267,12.1077,10.374,17.4462,12.8533,18.5694,2.7567,16.5709,4.1141,10.1057,20.948,3.6829,7.3453,2.1908,14.4681,64.1144,7.8752,15.3158,103.1403,10.5116,1.2543,33.8862,11.5521,48.3685,18.6616,391.624,33.844,43.2873,176.4663,93.1033,15.2281,44.7092,35.6295,24.1007,0
PHL_O,5.0082,0.7472,0.1611,0.9341,0.2359,17.8417,2.9576,1.3684,1.7021,5.4333,1.8009,0.5,0.8418,1.2099,4.1061,0.7705,1.0793,1.5311,0.422,0.4807,0.8369,1.5939,4.7087,1.9392,10.2274,209.5083,2.8205,2.4193,4.1301,6.7901,0.2376,14.5673,1.7549,9.1836,2.277,45.4091,9.6659,8.4643,17.1878,438.5,5.8999,10.0657,5.98,12.62,0
PHL_P,8.2239,2.5682,0.0623,0.3059,0.1928,1.8825,2.1228,0.8285,2.0013,2.3528,0.2906,1.5257,0.115,0.2718,1.0613,1.2254,0.2902,1.8225,0.0455,0.1638,5.9074,0.2517,11.7178,4.4083,21.4388,2.5748,7.0242,1.6682,7.0382,2.1612,0.1673,7.1786,0.5721,3.5148,0.7249,31.9269,4.9101,1.4844,3.1451,4.8488,6.1939,14.983,1.1661,0.4025,0
PHL_Q,46.396,0.2263,0.029,0.1801,0.0414,1.4988,1.6399,0.3391,0.9341,2.3687,0.259,0.8653,0.0444,0.0732,0.5703,0.6872,0.885,1.307,0.0156,0.0546,1.2424,0.1177,1.2083,0.5153,9.7604,15.5751,2.3915,0.1023,0.9551,0.1139,0.0072,5.2444,0.4096,1.9023,0.4246,10.9751,1.235,2.4047,1.5441,34.1875,0.8327,77.9727,0.1087,1.0137,0
PHL_R,2.7929,0.5285,0.0436,0.4499,0.0466,6.6637,1.475,0.7335,0.8877,2.3001,0.6486,0.2497,0.3786,0.7566,0.6418,0.5327,0.9168,0.6083,0.3283,0.6898,1.0036,1.6129,1.0901,0.1886,0.6501,2.8365,0.314,0.3626,1.0383,0.4401,0.0163,13.7487,17.0783,0.5224,0.7984,8.4238,0.65,2.2997,42.8823,10.1784,7.9209,1.7135,53.5395,2.2823,0
PHL_S,4.2405,0.236,0.2336,0.3418,0.1256,6.1721,7.9991,2.0093,0.8417,1.7321,1.3291,0.174,0.2332,0.9378,2.9425,0.7477,2.716,2.7307,1.366,0.2314,1.7588,0.4934,2.4571,0.7093,4.5055,69.9808,5.3585,2.8785,2.6066,1.9404,0.1266,4.8226,1.6647,2.9286,0.381,5.0951,3.5152,2.233,14.0711,7.2073,9.6177,7.8134,3.2788,48.3024,0
PHL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
