V1,CIV_A01_02,CIV_A03,CIV_B05_06,CIV_B07_08,CIV_B09,CIV_C10T12,CIV_C13T15,CIV_C16,CIV_C17_18,CIV_C19,CIV_C20,CIV_C21,CIV_C22,CIV_C23,CIV_C24,CIV_C25,CIV_C26,CIV_C27,CIV_C28,CIV_C29,CIV_C30,CIV_C31T33,CIV_D,CIV_E,CIV_F,CIV_G,CIV_H49,CIV_H50,CIV_H51,CIV_H52,CIV_H53,CIV_I,CIV_J58T60,CIV_J61,CIV_J62_63,CIV_K,CIV_L,CIV_M,CIV_N,CIV_O,CIV_P,CIV_Q,CIV_R,CIV_S,CIV_T
CIV_C20,38.8628,0.0102,0.0286,0.2855,0.0146,28.7032,3.7597,0.7091,5.7129,0.7958,50.2217,4.4762,29.7024,1.1751,0.2798,1.0123,0.2168,0.7444,0.405,0.0141,0.002,3.5095,0.0997,1.8747,42.3366,43.2911,0.2593,0.076,0.1153,0.4428,0.0674,22.8631,0.2474,0.0556,0.0983,0.3673,0.1446,0.3291,0.8572,0.0903,0.2054,0.2501,0.0181,4.4781,0.0
CIV_C21,4.1242,0.0045,0.0019,0.0212,0.0005,7.6154,0.2391,0.0666,0.3499,0.0879,5.3518,24.7968,1.2864,0.0705,0.0282,0.0868,0.0233,0.0445,0.0445,0.0008,0.0002,0.2742,0.0139,0.1297,2.4423,6.8066,0.0356,0.0321,0.0276,0.0797,0.0323,3.6047,0.0147,0.0127,0.0157,0.0931,0.013,0.1095,0.0979,0.0555,0.0726,0.62,0.003,0.74,0.0
CIV_C22,54.0357,0.1565,0.015,0.1348,0.0155,89.543,15.123,2.0947,30.3479,0.9249,21.657,5.4659,39.8993,3.5643,0.2571,1.7413,0.0468,0.1468,0.0058,0.0001,0.0,3.9682,1.9537,0.0081,30.7277,75.404,42.124,3.395,5.2742,28.448,8.1083,0.2731,0.1381,0.1087,0.1068,0.0165,0.018,0.1679,0.059,0.0145,0.0166,0.0692,0.0046,0.2401,0.0
CIV_C23,0.6269,0.0113,0.0092,0.0708,0.0057,4.6273,0.0121,0.6389,0.3333,0.8325,3.2989,0.9921,0.1396,41.4163,0.0903,0.3199,0.0009,0.0048,0.0053,0.0,0.0,1.1002,0.0111,4.9354,706.3211,7.2961,0.2986,0.1099,0.1584,0.5318,0.0853,0.0361,0.0243,0.0544,0.0276,0.0002,0.0829,0.1235,0.0642,0.0192,0.0106,0.3543,0.0006,0.0056,0.0
CIV_C24,3.6543,0.0701,0.1849,2.1723,0.1132,6.4424,0.284,0.9535,1.5644,0.3608,1.5075,0.1128,0.6408,0.2415,25.8661,79.0058,0.0599,3.3621,0.1768,0.0602,0.0079,1.5272,0.3066,0.1309,13.4049,4.4433,0.3794,0.1548,0.1883,0.5505,0.0105,0.4726,0.0841,0.0495,0.0324,0.0023,0.4687,0.2768,0.2925,0.0004,0.1072,0.0651,0.0133,0.1649,0.0
CIV_C25,61.949,0.8206,2.4416,20.2917,2.0341,56.021,3.3974,9.3692,4.9086,2.5437,4.6397,0.7293,2.5171,1.1708,10.9033,128.0423,0.1631,5.0202,0.8148,0.5043,0.0876,5.692,1.7094,0.6529,123.9688,48.968,2.84,1.1041,0.8593,6.5277,0.6988,4.6932,0.4547,0.5556,0.3497,0.0209,5.3621,2.1737,4.329,0.0058,1.4045,0.8984,0.2291,1.7432,0.0
CIV_C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9051,0.0,0.0,0.0,0.0,0.0,0.0649,0.0,0.0,0.0,2.5531,0.0
CIV_C27,0.0097,0.0,0.0001,0.0008,0.0001,0.0168,0.0027,0.0004,0.0054,0.0002,0.0039,0.001,0.1466,0.0006,0.1293,0.6956,0.0928,0.0086,0.0001,0.0,0.0,0.0008,0.0005,0.0002,9.3374,0.0142,0.0075,0.0006,0.001,0.0052,0.0015,0.0001,0.0002,0.0006,0.0003,0.0,0.0009,0.0002,0.0005,0.0002,0.0001,0.0001,0.0,0.0001,0.0
CIV_C28,1.8075,0.0236,3.0118,18.0889,0.238,19.8955,0.0623,0.8006,1.0358,0.3282,3.0396,0.9004,0.1741,0.1769,0.0967,0.3991,0.4096,0.015,11.2944,0.3242,0.0853,2.3068,3.713,1.3763,3.8047,7.8443,0.8166,0.2751,0.7705,1.0252,0.1207,0.5704,2.1422,4.3918,1.6891,18.9864,0.2757,0.5483,0.3891,16.263,0.4824,0.7711,0.4023,0.1499,0.0
CIV_C29,0.0238,0.0,0.0,0.0,0.0,0.8717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0001,0.0,0.0,0.0,0.0,0.8348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV_C30,0.0048,0.0,0.0,0.0,0.0,0.1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0003,0.0,0.0,0.0,0.0,0.1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV_C31T33,9.7962,0.0274,1.8558,9.0358,2.0362,25.3886,1.7295,2.0286,1.289,0.3631,1.5237,0.5055,1.4747,0.6059,1.935,10.0022,10.4277,0.026,5.3905,0.0373,0.0074,1.7319,36.027,1.2932,16.9082,18.7153,1.6576,0.4964,1.1531,3.0254,0.5303,1.261,4.1315,5.3327,3.3596,20.3784,0.7759,1.6968,0.9245,17.0766,2.1938,1.3655,0.4002,8.4906,0.0
CIV_D,40.2936,5.4749,1.1015,10.3103,0.3051,146.0543,5.0067,12.9849,11.5112,4.9128,17.0264,2.0222,22.3027,11.3393,14.7928,28.7616,3.5923,0.6837,17.6831,0.2549,0.0424,3.9558,18.1265,22.5009,130.551,152.9773,17.3761,1.6486,3.4021,29.7718,5.2162,30.2921,3.6063,10.5531,3.9833,5.855,9.1705,7.7592,9.7471,57.1736,12.2707,7.8692,0.7751,5.5885,0.0
CIV_E,1.1877,0.0765,0.0148,0.1082,0.0057,17.5067,0.1635,1.2448,0.573,0.2024,0.6556,0.1052,0.2937,0.8292,0.2873,0.5576,0.3871,0.0252,4.3531,0.0642,0.0162,0.5541,0.9741,0.3245,18.6545,5.5993,0.3793,0.1151,0.1547,0.8773,0.1045,14.5564,0.2227,0.254,0.2393,0.3309,0.8399,0.4087,0.9257,5.4507,5.0643,2.3743,0.0252,1.0243,0.0
CIV_F,5.7158,0.3342,2.5236,18.9137,1.5104,7.7548,0.1225,1.6985,0.9915,0.2704,1.6841,0.4109,0.7754,0.3131,3.0091,13.0456,0.2854,0.2131,1.6171,0.0055,0.0014,3.9171,3.2522,3.926,217.2257,19.652,1.2702,0.2427,0.3967,2.7074,0.317,2.5619,5.3168,14.0217,6.7599,0.1308,23.143,4.8739,11.9671,5.6677,2.7114,1.3319,0.0946,0.7992,0.0
CIV_G,314.9074,11.736,6.1087,39.8985,4.0667,705.5457,57.1573,19.6799,45.4955,83.9691,81.0555,31.5774,43.2375,102.1815,23.4403,60.2219,16.0569,2.381,46.94,0.9249,0.1869,39.2726,37.9662,19.8245,405.5144,353.5119,412.4032,46.7217,104.2491,180.1361,83.5002,619.3133,63.6504,80.1589,55.4977,49.6911,6.3024,8.6722,21.1412,70.1386,20.51,17.0491,20.2478,66.2443,0.0
CIV_H49,87.6259,6.0623,1.9409,12.9021,0.6304,106.3907,3.5722,4.4701,5.089,17.1793,10.9513,2.2423,8.4071,6.3667,8.0728,13.3389,1.6396,0.6408,3.1877,0.1845,0.0303,4.9922,1.761,1.2787,53.6467,546.1958,16.5457,2.8397,4.6854,12.2874,2.8882,34.2563,1.0048,1.0493,0.6131,2.6491,2.0023,1.6425,2.7551,4.0467,2.8575,1.5248,0.1947,7.0554,0.0
CIV_H50,9.7416,4.2502,0.5106,3.1904,0.2235,15.9688,0.5767,0.812,0.8072,6.4508,2.3973,0.6752,1.6063,1.1902,1.3123,2.3065,0.4731,0.135,0.6699,0.0307,0.0068,0.7324,0.2423,0.2078,7.752,116.4413,3.047,7.108,1.4119,7.1866,1.8101,4.2522,0.1385,0.257,0.0785,0.2857,0.3069,0.2348,0.4867,0.5387,0.2822,0.176,0.0349,1.0006,0.0
CIV_H51,13.7751,2.2956,0.9121,3.6473,0.4547,18.1764,0.7365,0.6686,0.8491,7.855,3.1177,1.2224,2.1152,1.2554,1.3461,2.6188,0.8884,0.1814,1.2282,0.0463,0.0116,0.9329,0.4288,0.3404,9.5312,157.1459,3.025,1.2758,8.6561,6.4671,2.4986,4.245,0.3714,0.5667,0.4481,3.2249,1.3567,1.2991,2.0243,2.7501,1.2762,0.4887,0.1422,2.5362,0.0
CIV_H52,75.0374,9.6227,1.2922,10.051,0.4382,59.8451,1.3807,2.4227,2.2277,4.1121,6.6324,1.4704,5.4486,2.2746,1.6198,3.2969,1.4051,0.3216,2.8338,0.1386,0.0225,1.6238,0.8072,0.6906,15.5732,839.6618,22.2626,14.4664,20.8887,54.4465,2.5768,6.104,0.5964,0.6208,0.3793,2.0406,1.9544,1.2672,2.9043,2.5162,0.9294,0.5292,0.1663,3.5364,0.0
CIV_H53,16.4384,2.3663,0.5038,4.3654,0.3358,19.965,0.4709,0.7228,0.6947,0.4365,1.8757,0.6689,1.7428,0.4298,0.1149,0.673,0.6148,0.1002,1.1783,0.0387,0.0079,0.3295,0.605,0.4807,4.1839,272.441,2.916,0.9446,1.4713,7.0602,12.3134,0.6983,0.729,0.9063,0.428,7.0375,2.8918,1.664,2.1463,4.0136,1.6579,0.7648,0.1954,4.0244,0.0
CIV_I,8.0626,0.0363,0.745,3.9478,0.5212,10.9969,0.0554,0.6936,0.4673,0.409,1.7999,0.6437,0.4849,0.3555,0.3665,1.9399,0.0,0.2408,4.0775,0.0063,0.0015,1.1378,4.3087,2.3383,19.8618,23.7336,2.7684,0.558,4.1747,3.1576,0.8905,25.9686,5.3716,5.0305,5.516,6.3052,1.0918,9.9123,4.4484,14.3095,4.4274,1.9548,0.9503,50.0651,0.0
CIV_J58T60,16.95,0.9049,0.0752,0.4819,0.0278,5.1096,0.11,0.1449,0.5094,0.2746,0.4134,0.1522,0.0643,0.0592,0.0469,0.2648,0.1346,0.0104,0.501,0.0035,0.0009,0.221,0.2913,0.0994,7.9606,7.4359,2.3921,0.7397,2.2952,4.9628,1.5046,0.801,70.6488,21.5494,16.2448,2.5997,1.2551,1.0662,1.9931,1.8166,2.7098,0.1268,0.1807,4.3187,0.0
CIV_J61,59.1686,2.421,0.2197,1.3123,0.0989,7.4393,0.3095,0.3784,0.6175,0.4455,0.5621,0.1881,0.1705,0.1535,0.1324,0.8369,0.2854,0.0187,1.3252,0.0074,0.0015,0.4156,0.7546,0.3014,31.4361,13.8897,9.7573,2.057,4.1066,14.2929,4.7468,1.7001,8.1643,61.2788,8.8951,7.3247,3.3073,1.0611,4.3034,3.7281,1.8603,0.3384,0.1552,7.9399,0.0
CIV_J62_63,63.8352,2.22,0.3415,2.1242,0.1982,8.8667,0.5098,0.4309,1.0293,0.8145,1.1886,0.4075,0.2314,0.2238,0.2538,1.286,0.63,0.0347,2.1089,0.0162,0.0037,0.7372,1.7092,0.5345,36.6035,25.2137,11.3331,3.4071,11.9413,24.2177,7.144,1.2179,32.6027,39.8201,105.9885,16.8892,4.469,2.5917,7.5371,6.355,3.5861,0.5143,0.3112,10.0066,0.0
CIV_K,41.8917,0.2303,5.6731,32.0528,2.055,83.5173,3.2862,2.1082,4.6281,8.5303,24.7004,5.8407,3.7151,4.7569,1.5858,5.1942,1.4698,1.08,2.0297,0.4312,0.0898,1.3857,37.0514,6.9582,56.0022,165.91,37.6689,12.8002,18.8168,45.9311,5.9475,7.2666,4.7485,8.3416,6.7853,133.3147,64.2599,3.3337,4.5986,9.6176,2.3556,2.8423,0.5352,7.4688,0.0
CIV_L,34.6434,6.345,1.1446,7.2453,0.5473,38.2627,7.0431,11.1885,16.0924,0.8614,5.7579,1.7109,1.7525,5.5908,1.6013,11.087,4.8069,0.2261,34.3826,0.483,0.1064,10.0127,2.3288,0.1649,42.0548,232.1651,11.8277,2.1448,4.2648,30.2914,3.8278,17.5884,7.5827,14.772,11.0835,38.7866,21.8817,10.4585,20.0946,10.5193,5.3272,3.4088,0.7637,13.5375,0.0
CIV_M,18.6292,0.1658,1.3748,9.0073,0.7033,86.7988,1.1829,2.4773,2.2413,3.6191,13.5822,6.3652,1.9862,2.8309,1.2294,5.5199,3.2168,0.3479,11.879,0.1327,0.0269,2.1541,23.8172,7.7335,148.5476,110.3157,8.9529,3.2017,5.713,17.8288,2.2031,9.7856,13.6792,14.7119,15.6793,50.6964,11.9695,28.3767,17.9039,24.1158,17.6713,55.1539,2.8151,1.9638,0.0
CIV_N,46.6309,3.2791,4.7526,38.1339,3.2449,102.6297,2.6628,4.9245,7.7238,4.1001,15.0156,4.938,2.9875,14.3972,7.1762,38.9637,1.0961,0.6563,14.3719,1.3177,0.2828,8.8011,32.1242,14.7341,72.5208,398.6126,39.0438,16.2738,37.9146,54.6865,8.8026,13.904,26.6961,33.396,33.519,24.4753,28.0762,40.7111,32.0353,15.567,38.8647,29.8445,1.692,16.722,0.0
CIV_O,0.1832,0.0335,0.0061,0.0385,0.0029,0.2024,0.0372,0.0591,0.085,0.0046,0.0305,0.0091,0.0093,0.0296,0.0085,0.0586,0.0254,0.0012,0.1816,0.0026,0.0006,0.0529,0.0126,0.0009,0.2224,1.2276,0.0625,0.0114,0.0226,0.1601,0.0202,0.093,0.0401,0.0781,0.0586,0.2051,0.1156,0.0554,0.1064,0.0558,0.0303,0.0183,0.0041,0.0719,0.0
CIV_P,1.7494,0.0053,0.2005,1.4268,0.1129,2.243,0.0353,0.0414,0.1501,0.1479,0.5003,0.2489,0.0898,0.6643,0.1166,0.4847,0.0013,0.0367,0.0093,0.0915,0.0208,0.2904,1.9776,0.328,2.152,8.8307,0.4494,0.1652,0.5761,0.7585,0.1932,0.4639,0.3864,0.4903,0.6843,1.931,0.2165,1.1616,1.5391,1.5125,14.3658,1.9942,0.1153,2.4203,0.0
CIV_Q,0.0,0.0,0.0751,0.5527,0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1864,0.0,6.5693,0.0,0.0,0.0
CIV_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5703,0.0,0.0
CIV_S,1.4519,0.0192,0.4833,3.8265,0.3699,4.5511,0.0458,0.123,0.1593,0.4451,0.6375,0.1969,0.1416,0.2398,0.0373,0.1676,0.4046,0.0115,4.5414,0.0024,0.0005,0.1023,3.0041,0.0599,3.0605,10.8385,0.6663,0.1867,0.3481,0.9755,0.197,0.505,2.6846,2.5477,2.7358,26.3408,0.2231,0.4305,0.4318,2.4777,0.3714,0.4831,0.3533,7.3252,0.0
CIV_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
