V1,NGA_A01_02,NGA_A03,NGA_B05_06,NGA_B07_08,NGA_B09,NGA_C10T12,NGA_C13T15,NGA_C16,NGA_C17_18,NGA_C19,NGA_C20,NGA_C21,NGA_C22,NGA_C23,NGA_C24,NGA_C25,NGA_C26,NGA_C27,NGA_C28,NGA_C29,NGA_C30,NGA_C31T33,NGA_D,NGA_E,NGA_F,NGA_G,NGA_H49,NGA_H50,NGA_H51,NGA_H52,NGA_H53,NGA_I,NGA_J58T60,NGA_J61,NGA_J62_63,NGA_K,NGA_L,NGA_M,NGA_N,NGA_O,NGA_P,NGA_Q,NGA_R,NGA_S,NGA_T
NGA_C20,3.9399,1.0553,21.4497,0.0158,0.0309,2.8363,32.8079,8.8349,12.2767,3.6223,0.2909,0.0225,2.1638,11.4414,9.5566,8.1647,0.0161,0.1421,0.5354,1.3442,0.0679,3.9012,10.8947,3.3446,8.1047,11.548,2.8052,0.0023,4.9665,0.3345,0.0007,0.5146,4.9332,4.9168,4.6634,0.1039,0.0535,2.067,0.8616,0.1756,89.6633,6.0423,0.8914,11.7138,0.0
NGA_C21,0.0089,0.0,15.5211,0.0012,0.0001,0.012,0.0,0.0,0.0004,0.322,0.0006,0.002,0.0,0.0,0.0039,0.003,0.0045,0.0021,0.0065,0.0089,0.0007,0.0008,0.0,0.0,0.0,0.0844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.683,4.9011,0.0,0.0,0.013,0.0,0.0184,0.253,4.9631,0.0,0.0,0.0
NGA_C22,0.1185,0.149,26.6665,0.0008,0.0499,15.6832,8.3977,1.1133,0.0078,3.7876,0.0002,0.0,0.9498,77.0492,0.0061,0.0052,0.017,0.0001,0.0003,0.0009,0.0,13.2631,5.532,2.4687,766.5421,110.4907,59.7812,0.0559,0.5168,2.6162,0.0403,0.1066,5.3548,22.3341,14.1811,1.4368,1.8155,0.716,0.2331,31.8738,24.3079,4.6404,0.7985,48.6086,0.0
NGA_C23,0.0047,0.9766,40.4822,3.2429,0.0771,17.5401,24.2522,12.7763,0.0155,2.3628,0.0406,0.0123,1.4857,135.2556,90.2173,68.1431,0.1766,2.0336,18.4026,15.8762,0.7889,22.0261,34.8193,4.228,5496.9414,53.7479,0.0051,0.0,0.0061,0.005,0.0121,0.0507,0.1584,0.1128,0.0714,0.1363,0.0017,0.1826,0.5561,137.4604,0.951,1.3971,0.0596,7.3127,0.0
NGA_C24,0.0004,0.0014,174.5342,0.4274,0.0768,0.0238,70.7765,18.2087,0.6499,90.9943,0.2285,0.0152,2.5612,11.572,127.9024,93.8203,0.0,2.2431,0.2769,0.2263,0.0126,198.3625,0.2258,4.111,69.5089,12.0548,0.0004,0.0002,0.0,0.0009,0.0,0.0009,0.1117,0.0072,0.0051,0.0055,0.0008,0.0009,0.0001,0.001,0.0041,0.0074,0.0,0.0069,0.0
NGA_C25,3.3798,0.0,4.1214,7.4869,0.085,0.2306,0.2349,3.0683,0.0006,1.3983,0.0009,0.0001,0.6391,4.4574,4.4775,10.7981,0.0398,0.2621,4.2944,2.5822,0.1665,11.3127,0.5828,1.9432,256.4293,21.4675,0.2292,0.0003,0.0063,0.2258,0.0003,0.0166,0.0949,22.4371,13.7081,0.0604,0.0147,0.1513,0.1688,0.1905,2.1587,0.0221,0.0378,3.3971,0.0
NGA_C26,0.0014,0.0004,0.2173,0.0001,0.0003,0.001,0.0112,0.003,0.0042,0.005,0.0007,0.0001,0.0009,0.0039,0.0703,0.124,0.0008,0.0016,0.0251,0.0263,0.0022,0.1001,0.0145,0.0155,0.2295,0.3637,0.0266,0.0,0.0022,0.013,0.0009,0.0002,0.0877,0.8802,0.4044,0.1064,0.0015,0.2148,0.0045,0.0442,0.038,0.1971,0.0032,0.0154,0.0
NGA_C27,0.0,0.0003,0.0732,0.0,0.0002,0.0,0.0003,0.0002,0.0001,0.0283,0.0002,0.0,0.0001,0.0022,0.0384,0.0488,0.0001,0.0008,0.009,0.026,0.0017,0.071,0.0409,0.0128,0.2167,0.3087,0.0,0.0,0.0,0.0001,0.0,0.0,0.0025,0.0386,0.0142,0.0005,0.0,0.0014,0.0018,0.0004,0.0025,0.0039,0.0002,0.0538,0.0
NGA_C28,0.0199,0.0,2.6568,0.118,0.0136,0.3903,1.4412,0.0883,0.0,1.2582,0.0006,0.0001,0.002,0.0234,0.0353,0.041,0.0005,0.0041,0.4313,0.0863,0.0058,0.938,0.0084,0.3959,13.8226,4.7876,0.0622,0.0,0.0751,0.0233,0.0,0.0,0.0445,0.1949,0.1365,0.0,0.0,0.0837,0.0177,0.0,0.0,0.0,0.0,0.0454,0.0
NGA_C29,0.0006,0.0,56.1052,0.1364,0.0239,0.0078,23.3475,5.9852,0.2143,29.7707,0.0748,0.005,0.8314,3.7964,41.942,30.6524,0.0008,0.7402,0.0,0.0654,0.0008,65.1592,0.0063,1.3559,18.3782,11.0979,1.5984,0.0,0.0,0.0042,0.0003,0.0049,0.0358,1.016,0.7588,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0
NGA_C30,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0025,0.0055,0.0,0.0004,0.0428,0.0034,0.0463,0.304,0.0,0.0,0.4095,0.2199,0.0333,0.0,0.0029,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0128,0.0,0.0
NGA_C31T33,27.9284,10.5669,97.3136,0.1799,0.0814,5.9839,69.2938,34.1722,0.6607,0.1096,0.1474,0.0301,0.7884,5.104,0.6357,0.8245,0.0305,0.0111,0.3001,0.1469,0.0277,166.1069,20.0816,8.3248,172.7734,143.8664,13.5504,1.0481,2.714,4.1502,0.1135,4.4232,17.3669,51.0826,26.4723,25.5286,8.2717,7.7672,0.4696,5.6976,19.035,32.9966,0.1391,36.5507,0.0
NGA_D,4.897,2.2936,422.7246,0.5816,0.1439,2.4586,9.8849,1.3377,0.678,12.0417,0.0576,0.0044,0.6819,1.5691,0.534,0.2886,0.0293,0.0379,0.1905,2.805,0.0959,5.2818,482.8339,11.8498,87.0816,60.0311,8.7377,0.0,0.7866,1.1963,0.0151,1.9961,23.7211,34.2748,10.9433,3.6878,50.7557,3.3134,0.3285,33.3724,24.4984,10.3204,0.0,63.0515,0.0
NGA_E,3.1759,0.0,24.8757,0.0038,0.0216,0.2583,3.5171,0.4111,0.4711,1.9104,0.0665,0.008,0.0647,0.14,4.4435,3.175,0.0043,0.0453,0.7695,0.4976,0.0458,0.7096,0.0117,1.4118,0.1148,11.348,1.067,0.0,0.0,0.0659,0.0,1.1433,1.3949,0.5,0.2973,0.9719,5.7802,0.1049,0.0131,3.4943,0.8892,2.2683,0.0926,0.879,0.0
NGA_F,0.438,2.6534,452.6257,0.0759,0.2006,0.255,9.889,1.9664,0.0024,91.8608,0.0,0.0,0.4458,1.7642,0.0003,0.0002,0.0059,0.0001,0.0002,0.0025,0.0002,4.1383,4.1119,3.8454,4.0739,48.325,2.0745,0.0,0.0,0.1376,0.0,0.6098,1.9843,7.7794,2.6046,14.1142,8.8453,1.0964,1.0654,1.7699,3.4802,4.2944,0.1445,6.7936,0.0
NGA_G,11826.0879,296.0882,4271.4442,10.7518,2.2531,9374.2574,3540.484,245.5226,61.8718,668.0862,72.2313,18.6955,155.6788,548.5751,131.6714,118.4058,4.031,2.6329,27.1178,52.1045,4.0678,321.9257,213.3039,83.1617,7607.8212,17812.5938,4903.6898,23.9616,28.3184,19.2308,4.3018,1087.7695,516.4489,5153.6544,2974.294,128.1485,153.7937,288.2187,15.8234,292.123,767.5729,277.9074,20.3392,1322.5747,0.0
NGA_H49,264.588,4.5284,100.6959,0.2948,0.5662,246.1002,118.0323,20.222,1.8538,20.9942,1.5421,0.3615,22.3737,134.9598,4.5428,3.2836,1.133,0.0733,0.5283,1.7377,0.1436,28.7145,25.936,24.4591,1384.0109,684.1388,1017.3028,0.7949,0.5556,6.2458,1.7998,23.221,87.5582,1484.0128,1079.1555,59.3909,10.5888,70.2636,0.4745,98.6663,304.1856,45.0096,3.5166,572.6955,0.0
NGA_H50,1.1734,0.0396,1.1979,0.0322,0.0022,1.3687,1.4809,0.1504,0.1338,0.2541,0.0168,0.0034,0.0438,0.3604,0.327,0.3039,0.0011,0.0078,0.0789,0.0825,0.007,0.3804,0.2653,0.0999,6.8408,3.482,0.4958,0.0055,0.0584,0.0207,0.0121,0.1908,0.1594,0.6622,0.4213,0.0259,0.0204,0.0675,0.0149,0.1521,0.9114,0.1617,0.0135,0.2989,0.0
NGA_H51,16.8242,0.3855,21.5471,0.1731,0.0155,14.3609,7.9675,0.8464,0.6943,2.1682,0.1409,0.0312,0.4288,2.2271,1.8374,1.6914,0.0073,0.0335,0.3934,0.4774,0.0405,2.1256,1.4711,0.5511,40.6408,30.0285,3.0444,0.1185,2.9987,0.3671,0.0726,1.797,0.9818,6.4899,5.2062,0.2232,0.1456,0.4611,0.1026,0.9359,4.883,1.2702,0.1089,2.4158,0.0
NGA_H52,26.6982,0.4217,4.9439,0.0259,0.0053,18.7876,4.6489,7.2856,0.0756,1.5389,0.1345,0.0332,0.5048,3.7362,0.5584,0.4219,0.002,0.0082,0.0738,0.2355,0.0182,2.7778,0.2927,0.0435,143.486,28.4275,0.7201,0.0089,0.0168,0.1411,0.0093,1.8605,0.1465,1.9769,0.8972,0.022,0.0224,0.0497,0.0157,0.3081,0.2803,0.1842,0.009,0.3818,0.0
NGA_H53,0.0024,0.0,0.7643,0.0044,0.0035,0.1261,1.291,0.9181,0.0722,0.0234,0.0109,0.0032,0.0967,0.2129,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.7756,0.9884,0.4002,0.9853,7.236,1.3375,0.0,0.2523,0.0672,0.0291,0.0854,0.3625,0.6012,0.1905,0.6585,0.4789,0.3827,0.1685,1.3266,0.7911,0.9301,0.1786,4.4614,0.0
NGA_I,0.2386,1.2162,105.9181,0.0,0.0429,0.2315,1.3224,2.3117,0.2156,15.487,0.2922,0.0981,0.2231,0.5986,0.5117,0.5888,0.031,0.0103,0.1131,0.0,0.0,2.354,2.0278,0.6978,42.2491,30.4076,14.5801,0.0,6.0943,0.5797,0.1951,3.4461,13.9218,39.5964,26.9805,10.7885,2.8152,9.068,0.5117,3.9294,39.007,17.7276,3.2294,75.1,0.0
NGA_J58T60,0.2424,0.0001,50.6643,0.0,0.0097,0.0005,0.003,0.0015,0.0039,15.5378,0.0006,0.0002,0.0005,0.0015,0.006,0.005,8.2504,0.0053,0.0164,0.0006,0.0,0.3335,0.0145,0.0636,856.4623,73.2554,530.3541,0.0055,0.0059,0.0063,0.0004,139.1175,9692.4284,10849.7536,4925.8715,0.0207,8.3447,1575.4747,0.8203,2.3569,1116.5579,311.4234,88.3257,1.7256,0.0
NGA_J61,4.2202,16.8565,433.7566,2.1271,0.2018,25.4932,96.6928,65.116,31.1141,32.3275,4.0723,1.0782,6.4754,822.9296,0.0,0.0,2.345,0.0,0.0,0.0,0.0,88.9168,25.8311,7.7536,2675.2479,324.883,1047.8897,0.0,140.1677,5.7535,25.236,162.6787,4625.2662,3085.6965,302.8158,3405.0457,2949.6874,9220.0355,5.4366,215.3931,931.6674,601.7701,98.113,2327.2008,0.0
NGA_J62_63,0.0009,0.0,860.6,0.0,0.629,6.1729,9.0218,18.7052,87.1663,203.6623,3.3673,0.9317,4.0094,10.821,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,37.5267,66.739,8.1021,0.0,838.6659,41.504,0.0,0.0,7.8239,43.1387,0.0,56.6088,25.9759,49.8543,402.1737,0.0,19.7289,8.3896,48.3022,67.1377,38.8201,1.0885,11.5752,0.0
NGA_K,63.382,276.1192,572.3384,0.8394,1.0086,28.2407,289.136,16.4407,7.2337,93.4998,3.7116,0.8434,7.2584,7.7196,0.405,0.3821,0.2945,0.0067,0.0906,0.1002,0.0085,139.3465,43.6428,7.8992,677.4985,906.7406,116.858,0.007,41.4907,9.7583,1.5973,5.8574,74.2681,386.6228,197.5191,8648.63,213.7518,119.0216,3.4778,27.8361,232.3356,28.7204,8.4152,401.2283,0.0
NGA_L,0.6911,0.0,36.3544,0.6234,0.1592,46.4315,53.5159,3.9821,0.549,0.487,0.1752,0.0434,1.0079,111.0246,0.0,0.0,2.1126,0.0,0.0,0.0,0.0,34.3061,155.6661,12.141,864.0333,684.7795,162.8481,0.9199,80.4196,1.9766,1.0125,251.5718,1072.6658,2777.9408,1487.6177,85.8067,1660.4541,213.9075,0.8627,268.8242,1615.2363,74.9973,6.6419,1476.6378,0.0
NGA_M,114.9051,270.5777,847.6598,16.0716,4.5162,190.1682,1143.969,75.6652,26.2472,46.4868,5.9107,2.74,19.3104,97.7686,0.0,0.0,1.6022,0.0,0.0,0.0,0.0,454.2533,894.367,86.4708,5942.2358,3478.6213,1019.2759,5.1396,437.9325,38.2995,14.2829,44.3536,733.0602,2105.9813,1689.4699,783.0472,1072.2849,4850.3968,31.826,444.802,330.5502,348.2279,5.9887,2124.5126,0.0
NGA_N,0.0673,0.0592,5.5928,0.0035,0.0422,0.0296,0.1192,0.107,0.0507,0.5544,0.0153,0.0054,0.0118,0.0579,0.0,0.0,0.0002,0.0,0.0,0.0016,0.0001,0.3927,0.4999,0.0597,0.458,12.6079,0.274,0.0905,0.038,0.0246,0.0072,0.0229,0.2551,0.2885,0.1551,0.0558,0.0644,0.142,0.3486,0.1065,0.1544,0.3849,0.0355,0.328,0.0
NGA_O,0.0,0.0,2.2937,0.0011,0.0007,0.0,0.0,0.0,0.0,0.3566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA_P,0.0,0.0,14.9468,0.0028,0.0004,0.0,0.0,0.0,0.0,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.8147,0.0,0.0,0.0,0.0
NGA_Q,0.0,0.0,14.7413,0.0012,0.0002,0.0,0.0,0.0,0.0,1.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0005,0.0,0.0735,0.0005,0.0,0.0,0.0,0.0002,0.0,0.0045,0.0224,0.0168,0.0,0.0,0.0,0.0001,0.0039,0.0,0.1172,0.0,0.0215,0.0
NGA_R,0.0018,0.0082,11.0017,0.0007,0.0002,0.0007,0.0064,0.0003,0.0002,0.3131,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.014,0.0006,0.0002,0.0195,0.6897,0.9105,0.0,0.001,0.0003,0.0,0.0299,9.1527,18.0454,0.3732,0.2489,0.0036,0.1731,0.0109,0.2381,6.3723,0.221,0.7949,0.0104,0.0
NGA_S,0.0,0.0,178.0915,0.0383,0.0598,0.2301,0.3453,4.1593,0.6956,33.4696,0.1461,0.0397,0.1736,0.4685,0.2213,0.2289,1.3224,0.0795,0.2451,2.5093,0.1626,3.047,2.739,4.3816,60.1154,84.0271,2176.0036,5.2257,4.629,3.606,1.2873,49.2333,259.8829,1728.4028,1865.7762,46.1152,21.8477,60.3355,4.2273,29.0231,671.3355,6.7145,1.5956,1187.3523,0.0
NGA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
