V1,CHN_A01_02,CHN_A03,CHN_B05_06,CHN_B07_08,CHN_B09,CHN_C10T12,CHN_C13T15,CHN_C16,CHN_C17_18,CHN_C19,CHN_C20,CHN_C21,CHN_C22,CHN_C23,CHN_C24,CHN_C25,CHN_C26,CHN_C27,CHN_C28,CHN_C29,CHN_C30,CHN_C31T33,CHN_D,CHN_E,CHN_F,CHN_G,CHN_H49,CHN_H50,CHN_H51,CHN_H52,CHN_H53,CHN_I,CHN_J58T60,CHN_J61,CHN_J62_63,CHN_K,CHN_L,CHN_M,CHN_N,CHN_O,CHN_P,CHN_Q,CHN_R,CHN_S,CHN_T
CHN_C26,168.9488,12.7952,3565.5355,1049.3817,353.2352,183.5489,182.207,135.6512,453.266,1667.9952,1689.4639,176.8277,812.0943,1095.8652,1083.9726,1561.2573,451628.2303,40784.2209,49103.8532,19511.8295,8282.9143,2457.1918,16215.0641,732.8242,7640.3582,13641.5977,677.4792,75.2611,146.5876,526.5605,86.5086,96.8853,275.2864,14860.7308,35806.6391,472.1874,553.9991,68121.1973,1598.0544,2100.9961,2570.9714,405.8369,117.2353,4729.1934,0
CHN_C27,256.8903,17.4996,3119.4439,4091.492,163.6132,493.5439,528.926,195.7084,317.3161,900.3613,2214.7608,83.0826,1317.8778,2467.0355,2064.5207,3037.4968,55702.6694,135948.4862,65668.5574,27299.2804,17441.7939,3511.4016,38408.3038,5252.23,107806.6982,41075.048,721.7623,198.2797,253.3461,320.987,75.1689,105.1674,468.8982,19962.8787,6621.2169,76.8253,836.5856,44083.6574,1537.4223,1511.4223,11.8757,830.377,406.0033,1286.8531,0
CHN_C28,11250.655,1236.9258,28263.5699,31607.5492,2782.7091,3250.8826,6043.0251,2800.7436,4186.7713,5330.709,16127.4566,945.8606,3827.8141,31208.0572,37187.1554,30195.9108,15337.6872,38368.2873,273585.5417,57082.8222,14643.0629,4505.7078,4506.4278,1837.404,31573.0966,990.5573,2086.3274,3921.2827,3101.4108,6878.7461,416.1584,154.5241,39.4713,120.0047,12.33,987.5419,577.23,1240.5165,118.9561,242.6495,329.1999,11673.7885,24.8071,139.5498,0
CHN_C29,1623.5304,146.2726,637.5952,4308.0205,248.8646,152.6882,81.502,13.5503,117.9366,126.6661,319.1786,14.2706,108.7708,7937.7091,749.7583,1318.8199,853.3315,330.9843,29365.4789,340111.5337,594.9032,666.9398,115.5077,1335.4804,3163.996,15923.5238,92874.4996,76.3884,88.7258,1871.0373,1661.6994,444.1731,276.3566,1890.0778,2989.761,545.8485,148.4768,32671.039,5224.7185,9833.5319,3.8936,400.3774,827.5555,5478.7176,0
CHN_C30,48.5829,12.8141,9.7449,8.7144,0.4169,1.6599,0.622,0.5255,0.7289,13.7267,5.4249,0.652,0.7411,8.0686,2.3677,1.126,8.915,2.4186,167.4054,12003.4588,56615.9272,282.2495,0.447,15.8113,100.9827,133.2326,1413.7987,1171.1707,635.8672,80.8148,1043.9017,1.8261,0.2987,7.2767,6.4804,7.6049,0.5537,352.7271,166.0868,52.99,0.0161,8.6693,1.5081,32.2056,0
CHN_C31T33,679.5967,41.5437,1509.2825,1506.4683,154.6528,791.0646,1662.8731,816.9819,1102.8865,598.3844,1913.2728,346.0814,520.8607,2610.3354,2220.3646,1830.9947,1993.8291,1582.0139,3023.1505,3018.2155,252.0729,9099.807,3597.9364,527.9295,11163.1052,2614.6326,1916.8966,102.9723,555.1034,717.1824,523.5047,303.1846,1063.3781,659.9221,1251.0525,4136.7812,811.1157,8452.936,505.6546,3219.7228,1361.0271,574.2612,383.1489,474.5083,0
CHN_D,9990.0777,347.3903,22733.7526,22749.2884,744.0338,4979.6941,7825.1643,2319.7727,4957.3586,11635.3513,49444.2836,4817.2775,15402.6249,32848.5039,78148.4214,22463.244,6835.4649,6997.3813,14532.892,5858.8757,816.3861,3046.3863,289127.1227,5424.8563,27443.9341,16122.2287,20844.2643,1599.779,686.8466,1428.8937,200.0554,2314.1815,421.605,1371.2454,2246.193,1732.7015,3875.4874,4470.1454,213.8283,2950.1225,1478.6838,1515.2284,1060.5745,1120.1965,0
CHN_E,1916.4111,85.3969,643.5963,1540.3095,30.7029,1186.1907,1170.2439,157.0316,9092.5051,354.9599,4098.8972,342.0773,1485.088,4542.3931,50930.3471,5653.0416,738.9593,618.4583,1979.1437,569.5891,148.3536,254.8754,3833.0131,11799.0681,2622.5357,1508.1109,563.8962,108.0368,87.5837,74.6513,33.0773,552.2884,46.0166,131.2498,41.9043,439.8771,515.2214,1557.317,638.385,414.3234,441.7938,394.8838,146.9141,244.9651,0
CHN_F,164.1555,2.3212,1675.9233,1422.5519,37.7925,1343.6457,909.1144,258.1988,763.6962,985.3939,2109.327,157.5213,491.6471,2352.7246,1985.6921,1657.1801,2436.3381,1209.9545,2174.6199,1318.9852,430.1608,558.2064,4481.9734,1454.0727,94761.95,6001.4118,7825.9103,14.5372,439.9417,1065.2467,866.4986,1087.4987,791.2044,1936.126,188.9902,3010.0986,19399.7367,3496.7138,287.5232,6174.707,1570.7773,1073.2529,538.2084,338.2238,0
CHN_G,59922.6034,7672.2683,12451.8432,11558.6214,1114.285,103340.3847,104815.471,10448.9922,17734.4975,13724.8417,67728.1986,19563.0356,26200.2509,38776.691,42531.8702,22388.3436,65609.9712,39553.8215,56204.8049,107532.205,8714.888,13806.6389,17716.1151,4083.6942,105531.9478,34393.1568,33985.7916,2982.3678,3028.0748,4952.8529,1695.9115,23896.1977,3697.4943,5414.7213,8464.046,4202.7599,2617.3312,43221.5774,3676.3551,12974.4751,3778.4175,21970.074,1323.0048,3959.6556,0
CHN_H49,19534.8401,1816.3997,11633.946,12060.9673,376.0428,32609.21,18336.8063,5929.3478,9925.3995,10536.4973,34650.6955,5274.1508,10045.3747,36086.8782,36957.7002,16169.8041,17381.0747,18765.4291,29211.7443,13719.359,2168.1848,5358.0008,11522.0615,3877.1808,100946.6031,34690.8321,35650.111,839.2353,888.7099,10615.3298,2400.0389,6293.1683,2268.9549,1576.1941,2873.0769,4494.6727,3023.3306,16404.5815,8962.8309,13970.1883,4155.6826,5063.2877,772.2683,1711.5286,0
CHN_H50,2788.5893,235.6625,1717.425,2421.0621,23.1856,2681.2773,2002.0277,542.4807,1191.4118,2824.2552,5165.2022,506.4413,1532.1467,4720.2577,6243.7342,2272.3536,3954.1463,2818.7309,4222.3774,2013.2439,513.519,690.7077,6667.4599,427.449,7693.4509,7039.8162,2503.5016,23957.3789,176.8664,11883.5498,108.5494,437.0244,136.0506,144.9407,308.6925,129.395,418.12,2516.6664,272.7544,412.554,205.0154,424.3734,123.6125,243.1341,0
CHN_H51,1292.3831,74.6032,427.8856,545.3635,22.9616,1395.7017,1105.4152,260.4559,492.3296,1806.6728,2005.7619,661.1594,740.8796,1175.1289,2717.0458,875.9636,3616.9066,1568.1186,2284.2006,1227.9917,299.4585,359.2912,981.4727,267.4658,3622.7777,3283.0642,991.6601,81.3978,12501.7858,2498.9588,2858.9006,260.8639,727.2697,313.8436,955.5907,1694.8888,272.6151,3410.9259,423.7355,6812.9509,1998.9114,460.7843,93.838,185.7363,0
CHN_H52,3272.0016,287.09,1775.9697,1917.0041,42.6391,5244.8999,4095.3441,1060.7626,1778.4809,1449.228,6638.1437,778.6324,2887.0561,5637.3798,6769.5213,3093.9175,3617.0088,3724.8364,4950.0436,3635.8724,501.9071,1208.3279,2839.2587,643.3223,11557.8523,8566.7917,30804.4121,14686.0843,959.0982,5310.5314,2180.9171,791.7467,378.2772,344.1164,510.2562,375.729,685.2933,4178.0443,634.487,687.84,209.189,592.2887,123.4333,384.208,0
CHN_H53,1134.4965,75.2901,741.2571,365.5917,16.2046,1311.4236,441.6187,263.5707,466.9241,195.7541,1745.2226,683.0105,538.2029,1555.3432,1762.7468,995.1636,1053.6715,1725.3651,1691.0999,798.0046,67.9407,369.8793,113.428,252.6273,3638.149,14672.5836,1114.0424,45.9608,108.6053,442.0971,7311.8523,449.0282,232.1974,723.1132,1105.0295,3525.3036,360.0017,2437.7594,270.5943,4725.9348,780.7798,366.9477,62.4155,188.764,0
CHN_I,1846.105,65.3408,2798.7509,3950.3537,160.9679,5174.2264,2621.666,903.8305,2175.047,726.7064,7655.8728,3287.3408,2516.8466,8398.3714,4180.6459,5249.5807,6184.5843,6051.7267,11304.0864,2185.818,407.7219,1410.883,2919.887,2301.1795,21329.8769,15912.1128,16741.2501,286.7124,2301.1847,2206.6159,1260.844,599.2096,3680.0262,1571.0628,2846.4487,24929.6593,4352.9657,39745.1966,8190.4731,23071.4838,7107.8536,2155.1051,398.3492,1734.4829,0
CHN_J58T60,11.043,0.1659,399.2934,542.7612,7.0423,438.1224,574.863,164.168,309.416,121.8868,826.3492,315.8293,594.6662,1382.4525,977.0318,724.9445,925.0645,891.1364,1675.8818,172.3157,26.2582,211.4623,1133.8586,361.9844,2041.7255,1194.6377,795.0484,109.4246,413.1138,127.5458,173.5489,472.0366,2234.3667,947.4771,233.6077,1862.745,922.6017,1791.0371,49.0282,4991.9822,1220.3653,445.7375,118.092,129.6785,0
CHN_J61,1382.9277,60.998,492.7711,988.5876,20.4849,731.2645,732.5391,248.1818,498.3676,137.7592,1199.15,314.6312,381.8868,1898.5182,877.1204,1201.3044,1527.238,992.7135,2400.63,290.8722,39.5093,302.6811,3033.7302,1216.6117,35880.1957,3402.8007,3230.6339,2978.4526,450.2472,783.3267,1335.5594,1048.7294,896.6608,29512.4943,27213.1785,9305.55,2176.369,4585.2698,333.0772,14210.1229,4106.6653,3884.0566,168.8946,306.6974,0
CHN_J62_63,438.3216,0.6182,481.0062,1046.9755,49.2074,606.2928,1066.7451,216.683,386.7529,177.1166,964.0756,181.2689,529.9362,1508.1538,1012.3605,1008.8111,7261.1129,971.1861,2388.3584,284.9072,65.9346,378.8786,1950.3836,515.305,11161.1643,5110.4243,1680.7227,932.3582,1420.5257,1101.4499,1047.0791,393.4941,699.0545,4879.6659,26836.768,7500.5316,1487.3292,3531.4474,270.2252,4187.353,1171.7772,1071.8081,208.1406,160.9083,0
CHN_K,15271.1184,1426.2535,24165.2644,14689.0544,474.4671,10652.584,8358.3593,3389.1725,8652.4407,7613.103,28322.6004,3558.7767,7064.3608,23780.1821,54314.9748,13573.1276,27560.8075,14898.9914,24088.4916,6258.9578,2405.1312,3165.0182,50128.4621,7391.6391,87298.2622,78521.2602,75524.8759,7508.7455,3170.3879,6195.9342,525.8252,3346.18,1347.5538,8056.9399,11543.4002,49947.2996,71577.4549,46090.9643,4560.1574,13047.5161,9422.0217,3888.6135,1503.286,1184.2899,0
CHN_L,21.9724,0.0021,173.8066,102.7474,16.261,294.4271,459.2363,95.0831,279.8263,120.444,310.4945,46.0575,504.9638,763.3398,395.6705,585.1803,1088.3209,608.1003,1024.7784,170.6822,57.8069,362.9757,323.0542,411.0328,264.9668,113760.7992,1266.5228,29.7737,380.3149,1496.0497,1079.8031,2968.3371,641.1148,3535.6103,8414.2146,26731.5256,23725.4939,8444.5626,488.3721,5141.2805,2826.5342,1938.2786,221.4223,5894.9411,0
CHN_M,12326.9824,242.1397,12531.1205,12872.2611,568.4975,14751.6358,6045.7569,2014.9612,6140.8321,3229.6783,28830.5588,9654.3701,9210.2906,14471.2582,16162.6678,9992.3662,28350.5395,17157.4303,30635.8814,12279.7988,1223.3107,3931.1675,6929.1215,1587.4494,122773.6046,138915.1396,3567.4438,1431.5595,1324.4833,2050.5326,1385.4315,1772.8484,1278.9049,7837.716,12848.5141,27094.9278,19176.9794,120083.8437,1623.2132,1814.6703,2369.6029,453.5705,328.927,1031.9195,0
CHN_N,632.4202,23.1192,4918.0732,3613.5586,104.287,4222.9989,2775.6018,3504.1153,1653.9987,1431.2817,4345.993,4659.5448,6843.9325,5630.0447,3688.8254,3233.9293,5361.1172,4600.542,6976.2032,2727.7968,394.723,1401.3083,1908.6163,861.4346,15157.3798,57808.2261,4495.9243,1339.8203,1523.409,1835.9221,841.9254,1027.4116,715.5244,3500.6282,4676.6712,9878.4833,9104.8954,9982.9605,3692.58,5389.7322,747.9562,146.4979,322.6312,533.5615,0
CHN_O,850.2238,32.967,327.8454,447.4868,8.4662,531.2986,286.2971,133.1934,193.1533,85.255,680.1241,203.6364,360.5739,727.0752,1006.225,529.582,1799.2854,722.0778,1092.3782,2448.0872,437.5158,291.7932,363.2226,212.1355,1809.5132,1511.8543,397.5213,329.0004,68.3475,161.7864,82.3903,88.7834,123.0204,893.9471,748.1858,749.6645,1640.2755,6825.1249,873.5265,4451.5667,641.8461,308.9142,50.5071,230.0096,0
CHN_P,215.2345,7.017,447.8946,229.6982,3.6159,222.2482,139.0817,35.7183,109.0755,66.4136,290.9419,99.8962,105.3931,379.5418,184.8726,284.4378,266.8833,200.2927,506.2566,278.7473,48.5866,107.8093,165.9281,282.0964,1735.6061,1597.8084,680.4944,21.4032,57.1556,41.2649,28.3091,96.3682,147.2714,332.6776,99.1265,2038.8475,288.8812,1078.4272,35.9375,4301.6028,4628.2209,810.8786,53.3095,98.0423,0
CHN_Q,229.2419,4.04,368.3114,342.4609,0.0,100.1937,178.2032,73.0868,161.5637,908.7602,241.6948,64.5913,34.6487,585.3139,655.7502,560.8451,280.7315,495.6702,1141.8005,278.5755,62.5803,41.4577,623.6792,57.5624,1422.2739,976.4288,515.5082,84.2635,11.7567,129.3045,4.3301,32.6035,46.2861,3.2248,1.4486,279.0598,3.4258,92.7695,2.0493,2904.1869,220.0082,3237.3266,14.2033,46.2595,0
CHN_R,34.9632,1.2979,207.8975,240.1778,5.7568,287.6234,118.3086,37.3154,115.3829,42.2114,330.8557,89.4189,137.0028,276.7272,198.4865,210.9716,184.2441,193.0839,386.0466,137.9848,6.9241,70.2651,932.1905,119.4844,1552.7133,871.3397,244.6188,71.0346,28.2043,256.4052,46.6644,117.8814,280.3653,213.6592,264.4712,2553.8531,468.9524,904.8019,90.1931,1459.2746,84.2697,136.7842,422.9053,122.2195,0
CHN_S,768.8163,59.3227,3016.6674,837.9812,33.389,1161.5725,500.9236,164.3385,762.8786,672.3143,1617.6848,278.9391,600.7643,1916.2492,1950.218,1702.3444,1884.4082,1991.3163,2627.3073,2759.3049,219.7348,303.7952,1230.7436,998.0832,8791.8782,9544.8647,4240.2931,408.7796,193.6529,1804.199,2294.826,673.2869,700.5237,272.5865,128.7302,322.4771,816.9247,4727.1899,259.6805,5090.0817,2412.1418,2381.1353,650.3532,935.7139,0
CHN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
