V1,GBR_A01_02,GBR_A03,GBR_B05_06,GBR_B07_08,GBR_B09,GBR_C10T12,GBR_C13T15,GBR_C16,GBR_C17_18,GBR_C19,GBR_C20,GBR_C21,GBR_C22,GBR_C23,GBR_C24,GBR_C25,GBR_C26,GBR_C27,GBR_C28,GBR_C29,GBR_C30,GBR_C31T33,GBR_D,GBR_E,GBR_F,GBR_G,GBR_H49,GBR_H50,GBR_H51,GBR_H52,GBR_H53,GBR_I,GBR_J58T60,GBR_J61,GBR_J62_63,GBR_K,GBR_L,GBR_M,GBR_N,GBR_O,GBR_P,GBR_Q,GBR_R,GBR_S,GBR_T
GBR_C20,1339.1848,2.4813,23.4974,111.9661,32.4783,306.0287,251.0091,168.494,502.3545,73.5128,6003.9886,380.6987,2210.8706,311.8982,90.9149,449.6192,230.5971,161.4049,242.2356,850.8083,264.0418,217.8127,227.2738,157.2829,1123.0891,569.5772,57.3856,6.4134,32.0106,27.3605,4.5021,116.2683,203.4863,12.8645,36.6014,140.8296,106.5983,809.4273,324.0293,220.1488,256.3099,698.3336,74.0816,197.099,0.0
GBR_C21,74.7046,1.1554,4.1466,4.5109,2.5501,104.0839,13.7471,7.2408,22.0699,4.5659,196.2342,1111.0638,71.209,12.6857,8.3482,21.4768,20.7412,9.7098,53.7251,36.8603,15.5755,74.6291,34.5689,9.4297,78.9677,70.5097,15.0018,2.2044,11.8301,9.2036,1.8806,34.2541,21.0544,10.0024,24.2751,55.2865,21.4692,629.4207,56.8767,122.4637,40.5543,4213.3863,14.5734,33.5004,0.0
GBR_C22,595.487,7.1701,20.6249,25.9113,6.1069,1519.5547,131.3943,42.5359,928.7085,7.2615,646.8099,443.5909,2877.2352,85.4281,42.697,342.5662,246.4753,340.5013,526.8487,1629.8224,432.9097,449.2298,37.7876,204.1614,2754.3607,1795.7292,466.8341,2.8977,12.4637,380.0314,4.8175,64.9396,69.5475,27.0546,96.707,307.3811,44.8981,122.1639,674.3632,198.7295,171.0043,455.6079,238.8502,75.374,0.0
GBR_C23,26.7461,0.746,8.569,420.497,3.4685,516.0667,13.9591,50.7794,29.77,2.6476,133.1285,40.6766,267.1151,972.6705,134.088,314.7656,59.1887,177.5264,45.3586,538.776,147.4485,32.6271,19.3425,52.2877,9767.2182,519.048,43.8171,1.6608,10.4058,17.5991,2.2051,112.6815,13.355,6.1474,10.5695,43.6835,253.8108,52.0065,56.5695,177.4008,235.7793,98.2639,136.8127,157.0597,0.0
GBR_C24,8.0503,0.4392,132.359,7.4652,31.8794,47.136,9.4232,9.111,30.7641,2.1757,26.9426,29.6301,62.6975,111.3333,2784.2879,2339.2133,285.485,547.2801,1691.2033,1941.977,1522.3639,824.2887,168.8905,180.6699,1431.8419,216.6939,16.3775,1.9501,17.5734,8.906,1.4643,12.8295,9.8226,5.7157,5.6143,41.5184,42.5549,132.0098,55.7037,47.1939,15.9757,32.3872,39.9453,8.5922,0.0
GBR_C25,78.5061,10.9813,310.7789,33.41,161.7596,351.381,51.6932,92.2144,224.8835,14.6973,203.2028,226.2929,398.4143,204.5903,1051.9877,3754.5116,576.6613,563.2176,3790.8982,2592.2591,1691.1751,926.6081,402.4024,649.5888,5571.4557,733.5588,159.3362,23.952,378.5533,77.3326,7.9881,78.0547,34.1184,85.5408,41.9649,157.5601,167.7285,418.263,771.2949,1211.0872,101.3865,252.5493,92.5472,55.1554,0.0
GBR_C26,40.9977,10.7332,181.6141,42.3099,46.7311,215.4926,29.9865,17.2621,86.0176,14.2066,127.4229,68.3886,82.6455,89.7404,58.5065,199.8603,1453.3152,201.6477,292.543,393.5677,300.0107,342.164,464.1285,90.4771,551.7417,722.0797,256.1064,40.1102,609.5215,154.6183,21.6164,132.699,524.9286,397.8045,292.9265,177.1197,43.5851,601.5443,367.7939,1572.9608,378.9378,1784.1665,171.702,113.8351,0.0
GBR_C27,13.642,3.0253,55.4056,15.1143,18.2344,82.8291,12.669,7.6475,23.9253,4.6812,36.3599,18.6252,39.3826,31.9087,29.4399,161.628,280.4338,853.7198,283.2779,252.5317,924.5686,208.4911,244.0923,42.3471,2175.0357,370.643,81.6096,10.0846,159.7442,33.6032,4.232,47.2089,35.4394,59.2487,51.8896,81.9113,23.168,248.2068,167.5215,239.8054,59.0866,144.9415,58.033,19.0073,0.0
GBR_C28,71.2086,15.9303,1033.2684,114.4952,293.0695,554.5845,143.6991,55.5584,194.4714,31.422,206.5034,264.4976,220.7752,206.7472,220.042,611.1412,226.5964,645.4988,1808.7045,1395.6675,605.2024,754.3974,965.8417,258.1544,1730.93,1712.6786,402.9678,59.486,928.4927,199.761,22.8616,191.3084,82.8771,243.5342,162.3684,234.206,53.954,646.9161,859.8112,287.5638,105.5652,479.2189,211.981,72.5164,0.0
GBR_C29,40.1223,0.6294,36.9701,13.2273,31.7175,45.4958,5.5842,8.0606,16.7839,2.373,18.7602,15.2454,32.3778,33.0618,24.3771,100.691,40.5369,45.0824,525.3996,6215.4055,97.9452,126.7957,41.9057,71.5599,415.0533,4438.0006,695.9078,5.8071,30.1483,196.3114,38.1624,16.3615,21.1932,63.2041,75.6774,289.2487,54.8691,772.7629,591.9904,260.3496,141.9473,286.7894,76.4024,23.7782,0.0
GBR_C30,24.1411,7.4825,278.7053,23.6377,48.2132,140.1631,18.3885,14.7234,40.7721,8.8591,69.8897,29.7046,61.8696,50.3834,82.834,146.6951,303.1832,47.2183,129.6734,182.279,5935.0769,2628.4706,230.1183,42.3203,265.5997,306.6487,293.5163,243.4516,971.7401,61.752,7.0518,75.5431,26.6049,70.684,36.6421,110.6252,86.8178,506.9866,141.8542,3996.2823,38.059,441.5019,91.2833,39.1424,0.0
GBR_C31T33,102.1504,43.467,671.4625,168.3977,183.4201,777.8806,114.7711,120.5428,224.9756,51.5903,388.4753,201.4089,305.0289,345.4618,202.7818,558.5362,193.0029,193.2808,289.1321,489.8464,987.1812,1610.5381,1748.6672,234.223,816.4185,2008.9707,986.1558,206.3709,2599.0,458.1923,73.1768,447.297,227.9637,555.3148,219.2956,423.0262,61.152,718.5046,893.7832,628.434,376.1872,2143.6194,595.4662,146.1501,0.0
GBR_D,391.5469,26.1603,154.1659,345.3309,77.2322,2233.8138,256.5253,246.2161,998.2327,173.5146,2200.2743,294.1438,949.2043,776.2286,827.1413,1049.2579,314.8893,208.8887,476.1916,661.1704,337.4083,511.2714,84930.985,1446.7132,1941.8358,6621.936,767.5195,36.7309,78.6367,814.6003,118.6331,2980.3994,441.9538,962.9885,882.1893,2172.6002,2565.6172,1786.0118,1492.1756,1665.8833,1692.4677,3292.7454,1329.4226,507.0704,0.0
GBR_E,296.7468,13.3121,46.4008,59.4141,27.4297,1034.9024,77.4389,108.09,376.4873,82.4271,544.4331,154.8423,176.9607,159.611,700.022,353.3112,69.3761,73.1497,184.109,232.6958,155.4643,280.3273,817.8214,11120.0342,1629.0239,3160.1613,458.5955,33.9001,27.2838,277.2656,54.2193,1397.1986,65.5333,75.8513,147.9749,905.2503,562.3383,625.0502,748.6123,3976.2179,772.4591,2720.0384,694.4604,306.3094,0.0
GBR_F,412.3517,2.5696,227.6042,6.0406,387.1181,139.4915,21.2281,12.5167,41.8022,104.465,104.4613,14.2344,315.0379,156.3164,10.0869,433.0076,13.5543,10.5292,45.8677,327.8887,319.0463,583.8794,3858.0865,1120.3929,126359.7537,6220.6894,109.7623,33.0757,57.201,777.2784,39.0637,362.8017,83.0589,126.13,159.0014,5576.3586,25989.3572,3767.5515,1230.8916,6462.4059,1047.3506,1553.1381,366.1855,110.1495,0.0
GBR_G,3427.4812,360.8732,673.8082,559.6784,251.4316,17172.2463,1944.4188,712.5561,3326.0362,467.5179,3828.5715,1510.7244,2246.4516,1392.5887,1730.1947,2817.7966,1894.0107,1756.6241,3612.182,7433.6206,2769.6453,2417.1852,5097.1906,1193.2717,13440.4803,21960.7863,6301.3642,479.4093,779.8365,2351.0917,735.0692,11281.6801,4443.0863,882.595,1783.112,5597.5749,1067.9206,3842.806,4999.5176,5893.9525,4559.4177,11547.4884,1968.1762,1252.5575,0.0
GBR_H49,503.37,16.727,160.3906,597.0252,48.4905,3235.7201,258.896,333.1994,966.1224,184.5851,849.0956,163.4944,722.0939,1128.187,529.5245,729.2566,246.0195,290.7886,657.0647,1059.0614,389.8866,644.3596,383.9181,562.8208,2089.4524,13882.5757,7745.1683,203.9086,238.3862,983.3265,588.2405,663.6462,473.1283,121.9913,369.0389,1500.3605,322.1454,952.6974,1679.079,1693.8654,1646.5343,3538.0167,304.1182,170.5931,0.0
GBR_H50,20.5723,23.359,171.3231,15.2658,12.6148,93.2908,7.595,6.1425,27.4204,44.1471,28.8269,10.4137,21.9015,17.8846,41.0159,35.3851,31.9432,17.34,26.1224,98.1411,39.9648,29.3277,38.536,5.4523,110.5627,81.0059,19.3678,1587.3927,13.0287,912.4148,2.3405,47.6493,18.8543,13.2896,8.4973,119.6405,27.6759,45.2343,491.8089,59.8932,21.3429,72.8154,32.6766,9.0521,0.0
GBR_H51,62.1109,4.2107,90.9287,13.7332,7.2526,235.1201,25.6074,18.6443,53.1263,102.5372,68.4399,31.3702,49.8442,25.3029,80.3194,64.4801,55.8027,40.5783,80.2526,181.459,113.7399,75.2662,113.7769,21.8002,298.7215,273.1386,54.0477,79.2283,1378.9841,630.3691,105.4936,200.8654,73.2013,34.2182,50.4951,806.1274,27.9761,631.4959,2244.5469,193.5608,59.6199,191.993,54.6682,39.9159,0.0
GBR_H52,62.0311,82.9711,26.8948,24.3248,16.4755,507.487,147.7179,31.898,137.2258,23.517,287.9017,806.4027,171.4322,98.5941,105.7705,190.7701,253.2387,129.7901,649.8169,1875.7331,210.4035,224.2052,186.7828,419.2407,730.2745,19185.8809,3361.9228,2013.761,340.3254,9853.4639,1181.7934,280.2948,179.4138,346.2544,970.9417,4421.4652,184.8243,397.5522,1492.9741,765.6443,246.32,359.1781,81.6725,105.8066,0.0
GBR_H53,48.9927,3.8848,9.7412,2.8975,26.995,544.3298,118.2753,63.5153,144.4527,2.1536,374.3488,165.4843,73.8898,154.4259,132.5917,145.1331,111.654,107.3607,116.4765,78.0396,46.0491,391.7182,184.8863,55.1758,77.2208,4748.6783,398.8264,5.0071,11.7925,162.5497,3320.762,67.8807,407.6303,195.5752,579.8466,5880.9492,244.3184,991.5327,853.8847,1574.177,563.0403,774.2499,190.8581,206.3164,0.0
GBR_I,11.3098,3.2708,55.5709,3.3132,29.6159,910.0303,34.6807,49.3742,22.5224,1.6642,91.079,122.5946,26.0887,71.5586,48.3153,52.2412,105.0009,16.4006,36.0328,66.2692,26.621,57.2213,42.4084,33.0785,87.4317,1135.5009,268.809,45.2467,1155.7926,137.2243,37.0415,1901.3497,412.0148,76.4505,568.1128,3679.7273,252.5436,2110.3863,3460.6566,1438.3735,1200.7145,2179.7933,483.934,101.3262,0.0
GBR_J58T60,65.936,1.8174,25.0347,3.3921,5.998,501.8811,76.9046,12.3523,53.3767,8.035,154.3389,81.3912,49.6525,49.5912,46.0371,48.9662,31.9412,71.7942,47.3584,183.347,99.4118,138.8266,146.3391,82.4457,348.2579,2659.8708,89.455,28.1551,78.8776,108.8224,28.3644,349.6273,11323.7598,447.6741,971.8389,1719.9226,482.1321,988.9986,694.8689,928.1657,883.789,504.5095,1324.2186,786.0822,0.0
GBR_J61,193.8904,10.6217,58.4353,23.1376,46.6083,330.0528,79.4085,36.7895,133.2357,14.5381,136.9839,57.123,108.7642,61.3798,64.376,217.3635,118.0385,68.0841,173.4129,164.627,127.6198,255.7508,324.133,197.3046,1613.3992,2635.8407,280.1027,29.0445,86.5263,272.4173,205.7192,461.085,570.9761,7239.7046,1566.3606,10774.2995,1393.7252,3097.4361,1340.6301,2369.2053,485.5143,1839.7958,703.2013,489.205,0.0
GBR_J62_63,195.2721,8.4051,204.8929,23.1616,95.8318,566.4212,92.791,39.5291,189.9704,20.8735,215.3718,369.397,154.4011,91.8578,140.9838,306.3549,833.4743,170.5598,370.6074,721.6607,608.4837,339.4697,845.6331,296.4565,2135.1401,6009.3154,487.4738,136.9389,190.8979,537.4194,374.7011,490.9306,1457.8593,3677.5013,11099.4605,13227.2499,1262.6387,5956.3382,2469.7972,2750.9732,1301.2588,2670.5648,747.4079,629.7486,0.0
GBR_K,1832.53,96.3374,1924.6998,568.6827,378.5073,3337.0462,602.079,339.0023,708.2311,734.3451,2106.3371,1383.9417,983.299,1181.1122,563.5042,1647.5199,398.1345,645.0727,1118.366,2910.5823,2116.4737,1465.2437,2371.7417,1736.3499,8015.9353,14641.4965,2045.5645,1176.2381,1514.5283,2371.6388,966.7173,2522.0651,1104.131,2120.6694,4679.8954,57544.4013,38599.8482,12135.558,8261.0446,7449.6826,3593.0803,4861.5854,1287.7783,1781.1622,0.0
GBR_L,6.8317,0.41,7.0152,13.8272,28.5461,50.7863,39.2393,46.8292,359.8308,10.5295,69.3319,56.6127,197.0013,68.0301,46.5908,403.9646,6.787,70.9534,12.6719,17.1445,22.376,167.8615,254.8574,236.5835,408.3695,15343.7401,464.2803,56.5139,868.4829,1296.5853,0.8944,2522.8582,864.3671,1550.4621,1609.8718,4616.6309,2527.1301,4906.9829,1670.8776,3695.3572,2027.0444,3783.5752,1003.7304,995.8018,0.0
GBR_M,859.487,42.4779,772.7386,112.5541,1039.4156,4423.4812,619.7343,112.0397,615.9612,86.0087,1646.1967,1251.2436,527.8728,505.7917,340.9632,960.8118,808.0046,614.5057,1052.0314,1513.3352,1462.8118,1347.1225,3661.674,1220.606,8747.4802,21532.4413,1978.1828,215.0407,720.5252,1282.1272,197.9085,2289.6705,5965.0105,4241.5114,8472.6145,33784.1632,7176.649,46710.4917,8100.8679,9090.1068,4087.4612,8127.155,5128.2481,2279.6818,0.0
GBR_N,820.2264,33.8584,959.9565,153.5731,716.5932,2027.4095,145.8377,122.2061,375.8645,47.188,584.3474,484.4258,539.6974,402.2805,286.2133,837.754,299.9833,407.2276,1042.5032,1256.0108,830.2414,883.9407,1298.6717,1797.5278,10103.0881,11943.9175,5092.9397,2146.2639,2376.8386,3500.0305,995.0713,3144.7412,1456.272,1759.9207,4953.9878,15968.3058,3151.4963,10906.2879,32439.6553,3694.1829,5836.4219,11784.7586,2156.9282,1719.0743,0.0
GBR_O,31.7284,0.0245,18.7632,12.6343,3.6993,176.3603,47.8138,9.934,38.4045,21.2686,115.5256,194.9648,50.1433,16.0538,66.5063,118.3881,17.3036,24.4729,85.6594,102.6435,72.4116,85.767,48.8611,218.4715,2246.4193,872.5349,2846.6806,40.5224,139.6407,40.4421,189.5607,115.3733,74.0038,57.0203,125.6062,393.3439,5649.7461,5784.2336,303.1253,425.5235,14.1796,221.805,86.8195,41.9939,0.0
GBR_P,10.3223,0.5137,17.8831,5.0545,11.4671,45.8322,30.8074,2.2412,15.9042,4.6615,72.3352,341.2177,71.2918,15.7263,31.2193,64.0932,182.1147,21.3273,13.5857,21.9151,80.1217,17.0001,48.1723,79.3499,153.6243,305.0831,145.2507,30.605,76.9709,189.0611,26.4658,87.5423,73.1889,398.9272,904.1214,3386.5912,358.8537,3931.5756,967.6177,7690.0349,18627.4105,1636.1193,103.4908,145.3757,0.0
GBR_Q,14.5959,7.9627,28.2164,3.0773,9.0437,76.0929,7.6776,7.9183,20.1525,6.6924,19.1281,167.4335,61.6886,18.4837,19.4583,59.4935,123.7347,23.4033,22.094,27.2717,24.3814,23.5417,57.0227,45.8732,194.8639,193.8801,28.7611,7.0892,27.1268,24.4583,7.5554,64.81,70.8865,54.0006,154.2127,651.95,49.7498,397.3944,214.9182,349.6124,88.6907,17264.9744,148.4927,26.2262,0.0
GBR_R,30.5049,1.7572,11.7306,2.5285,5.3539,180.2706,17.1887,4.8888,21.6541,2.2832,48.3547,23.716,19.0253,9.4342,18.1966,22.9443,16.6804,14.3542,25.8084,63.9616,27.1525,31.4778,58.856,71.7721,203.9578,626.088,41.0837,9.5237,24.2454,40.2797,14.777,115.5479,1196.3102,149.029,366.124,1202.3294,141.2887,436.6301,599.1421,703.7375,279.5212,336.8283,3131.1725,69.0137,0.0
GBR_S,23.9513,28.0842,12.8009,3.2075,3.9198,78.8752,9.8637,5.3079,31.3449,4.9109,35.4248,35.2666,27.5942,13.583,28.0945,48.2254,54.6794,13.7063,30.8402,57.3223,34.6939,29.599,68.7819,47.2074,217.9408,187.9792,22.2002,5.7904,18.1855,46.482,4.6094,225.2164,904.2541,42.4581,113.1674,1468.7915,66.6834,337.542,329.3116,2163.1302,543.1262,1893.3269,236.8605,2657.011,0.0
GBR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
