V1,NLD_A01_02,NLD_A03,NLD_B05_06,NLD_B07_08,NLD_B09,NLD_C10T12,NLD_C13T15,NLD_C16,NLD_C17_18,NLD_C19,NLD_C20,NLD_C21,NLD_C22,NLD_C23,NLD_C24,NLD_C25,NLD_C26,NLD_C27,NLD_C28,NLD_C29,NLD_C30,NLD_C31T33,NLD_D,NLD_E,NLD_F,NLD_G,NLD_H49,NLD_H50,NLD_H51,NLD_H52,NLD_H53,NLD_I,NLD_J58T60,NLD_J61,NLD_J62_63,NLD_K,NLD_L,NLD_M,NLD_N,NLD_O,NLD_P,NLD_Q,NLD_R,NLD_S,NLD_T
NLD_C20,344.1819,2.4386,2.9657,6.8711,20.2787,281.5363,387.1545,31.0414,277.4676,415.4162,7884.4082,83.4501,1072.2678,96.2324,59.7986,80.0028,192.6519,51.0573,52.9434,32.8125,21.1477,175.315,38.4374,43.1606,424.9212,207.5809,51.1255,20.4817,56.6956,12.0927,4.8123,21.3899,34.4885,8.9073,29.473,29.6721,62.2591,209.3495,129.9361,57.2297,35.5319,232.6816,17.3287,111.7689,0.0
NLD_C21,29.3226,0.0555,0.1558,0.0567,0.3136,44.884,3.1382,0.8576,3.0419,3.5036,59.159,450.5565,7.2525,1.8393,1.1746,3.9123,20.3192,1.3192,7.9809,1.4757,1.6512,5.8268,1.4469,1.4509,15.7005,24.4093,1.7599,0.6184,0.5331,1.5386,0.2575,2.8117,1.2411,2.4112,3.1922,2.3161,2.3293,89.3003,4.6398,60.5179,8.2482,712.7234,0.7838,1.3073,0.0
NLD_C22,66.514,0.1173,3.4633,0.2329,0.9989,270.806,19.3697,72.1742,81.6433,12.0156,134.2273,35.967,319.2322,83.7958,18.0428,110.1951,38.2485,55.0364,143.7637,144.6127,51.8907,149.1802,12.3073,11.9682,656.9693,281.9332,94.702,8.1899,2.8051,24.0378,3.8369,10.3906,25.9838,9.5007,15.5952,12.7925,84.2549,81.4546,95.9889,21.9863,11.2233,110.4227,9.6254,32.6237,0.0
NLD_C23,35.3702,0.0731,0.344,1.964,12.4324,151.5604,3.3667,11.7819,3.0098,1.9779,24.7243,14.9033,21.38,431.9449,28.8833,69.3651,26.5665,48.5116,24.3289,9.6251,19.5652,92.0907,11.5728,7.6432,2478.1781,26.6677,2.8615,0.9469,1.5552,1.5227,0.409,18.7167,4.6546,1.4915,3.8407,22.2827,240.9901,43.5952,59.038,27.8379,15.3592,44.2925,11.86,14.7882,0.0
NLD_C24,2.2614,0.0,0.0,0.0,0.0,0.0,6.9792,7.6262,3.9587,0.0,54.1995,0.0,29.2811,33.6149,657.4416,1577.4795,32.1599,118.8186,463.7936,212.287,87.3962,91.2921,0.0,2.3653,715.3532,46.1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7212,8.4485,0.0,1.2079,12.9999,0.0,0.0,3.4208,0.0
NLD_C25,70.2056,1.182,4.1148,3.9339,27.4282,659.7098,15.1321,100.798,27.8687,24.0266,244.3213,13.6279,50.9061,15.792,41.9898,2790.7636,141.7062,26.79,1400.3026,297.4604,637.3575,1414.5094,69.3124,85.8488,3677.4679,409.7193,39.6571,16.2356,36.8387,19.0606,2.0322,23.982,8.4103,15.1684,24.6551,14.3472,104.0342,318.5614,38.9266,381.3276,75.211,52.3664,13.1735,25.0405,0.0
NLD_C26,115.4341,8.4989,5.1214,7.1536,68.4649,296.4224,23.4242,16.2649,40.6935,33.0426,167.4505,22.2189,29.3955,24.1559,36.794,136.6607,3636.9469,126.5352,1149.5701,111.72,326.8793,337.5788,64.1758,31.018,883.4001,905.9127,66.4368,72.5979,61.0231,60.7898,12.1262,94.9017,75.4803,1240.8327,1031.9907,193.5263,127.3029,733.809,305.471,186.6208,90.9133,901.3839,78.5121,61.0191,0.0
NLD_C27,41.3515,0.5614,4.5242,2.4544,16.4766,124.2227,9.0689,6.5269,20.5665,15.2017,65.2286,12.883,12.8279,12.0623,14.5603,68.0308,166.0306,255.419,171.1689,32.7967,92.9962,98.0267,17.239,17.48,501.2029,293.8644,28.1526,16.6744,13.8733,21.1225,10.3715,26.0913,13.9638,169.6752,42.2476,52.0799,45.7821,259.7408,84.3055,75.3537,25.716,48.3165,16.1654,16.4367,0.0
NLD_C28,207.1374,6.986,16.5202,3.8093,27.8696,164.5725,20.5763,16.2246,44.0849,50.4284,197.7405,20.6985,35.7139,32.89,117.3759,214.2992,106.2254,76.1464,2447.7305,274.8759,439.0269,435.1069,74.1904,50.624,773.1535,594.0144,51.6825,89.3811,219.2595,54.1668,5.1984,45.9953,12.1088,52.606,66.6841,23.6617,40.607,333.0478,110.7475,171.1901,14.8213,42.6813,9.8628,15.7727,0.0
NLD_C29,27.5704,0.5248,1.2971,0.3079,1.9453,58.0072,4.341,3.117,8.4703,8.3429,27.3773,4.3122,5.8444,5.5203,9.9043,17.1205,60.3786,4.3747,32.5438,1191.6629,50.1616,13.1924,6.3919,9.1554,60.9047,571.6067,9.5613,6.525,15.7579,6.5026,0.7188,11.8708,2.4883,5.4853,10.5364,6.2259,8.9364,38.0606,15.0211,17.7533,3.1221,12.9025,2.2188,2.6452,0.0
NLD_C30,0.0,0.0,0.0,0.0,0.0,1.5587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1365,0.0,0.0,0.6994,105.7486,712.7835,37.7198,1.1084,0.0,11.848,12.0819,54.8886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3861,0.0,0.0,0.0,4.8347,0.0
NLD_C31T33,571.8374,17.9986,43.4952,6.9795,60.1214,440.2192,51.4808,39.9313,125.9101,135.8746,499.7485,56.5363,81.937,86.1598,326.4744,197.9258,106.7107,56.7256,220.383,61.7193,744.8403,247.6422,181.5096,153.8551,862.4181,673.5248,129.4299,274.8569,676.8415,185.1929,12.578,152.4913,22.0398,67.2355,129.5756,67.4028,160.8412,444.9133,388.524,537.7637,68.2713,330.8348,24.9168,51.495,0.0
NLD_D,486.1331,9.7959,313.1066,6.9548,20.5114,485.5477,32.8882,10.5787,79.6227,253.2219,1128.6919,17.775,120.7506,82.1773,231.6395,141.2854,33.4702,59.0841,96.8107,34.4139,19.4997,84.5459,2615.0065,151.5882,788.8857,1336.7297,243.099,12.1014,7.4416,242.6344,16.2532,360.7838,32.5651,134.5273,125.3167,158.5409,604.9036,336.628,148.4435,504.8377,272.9293,460.1419,326.1101,223.3279,0.0
NLD_E,269.7046,2.1658,12.0244,13.1185,35.4472,236.0395,27.6508,7.6853,269.9738,40.5175,409.4821,27.4942,77.1556,119.7477,397.0363,34.1747,37.3549,24.4291,29.1318,9.2045,10.6029,34.6165,111.0232,1501.0825,379.3865,248.8789,22.7181,7.8163,6.4326,25.1175,8.553,89.2533,11.0519,19.204,32.5993,69.232,90.2111,225.3941,52.8963,610.9375,55.5073,209.7721,65.3056,44.0778,0.0
NLD_F,488.1015,8.7331,121.9475,8.3496,37.2679,128.2616,17.9865,10.0115,35.4735,39.5498,605.6069,23.3619,25.7824,49.8128,41.2488,111.2976,51.0196,21.9949,83.708,26.766,85.4952,84.4382,1359.6846,119.4209,24747.5201,606.4403,153.0995,28.7523,76.1738,1014.0351,9.8551,142.4212,13.4369,611.9997,84.9607,102.3159,11738.5021,1306.502,182.8602,3493.8871,809.1154,953.5107,177.3952,76.6099,0.0
NLD_G,2991.6482,32.7454,52.5343,21.9684,101.005,10084.6522,671.1271,343.2121,974.978,855.0829,2881.3786,577.7696,596.3446,516.4833,505.592,1447.987,8576.3013,462.3094,1996.5782,1216.3032,706.9767,1374.77,488.8944,920.4529,5220.9751,5790.5103,978.3986,225.5001,450.4571,348.1763,84.9474,1870.8272,511.6512,632.6236,1109.7563,684.5663,827.732,2554.0599,1809.5394,1398.7396,401.0834,2099.2773,460.3397,326.2412,0.0
NLD_H49,298.1947,4.1885,6.7807,8.8544,33.3937,724.2105,46.5184,34.9706,87.7197,440.3525,323.4972,34.3739,56.2073,84.3671,64.252,173.6088,431.9071,66.1505,176.6948,114.0671,51.8119,104.4315,89.795,238.0918,631.5153,990.7945,4089.4727,85.8866,113.7981,690.1596,16.7185,113.7426,48.4133,56.4419,61.2394,80.1645,99.4163,235.4616,335.4083,191.5127,53.738,244.0461,42.3275,47.1485,0.0
NLD_H50,38.3768,0.4965,7.1757,1.4255,5.7127,114.4736,6.4628,5.5833,13.4174,62.8343,53.7077,4.9503,9.3357,12.3837,11.2045,28.0847,61.7957,7.457,28.9141,20.7033,10.2624,18.9143,18.3232,9.3375,89.0899,368.8864,207.2127,942.674,17.5467,139.5282,3.3677,18.2894,4.3221,6.1675,7.0206,6.9981,11.7739,23.4107,38.677,13.9543,6.2058,23.5938,4.6849,4.6179,0.0
NLD_H51,34.7497,0.5792,3.4642,0.7962,4.2148,112.8564,9.0466,6.1019,15.9844,35.911,54.2985,10.3409,14.4407,14.7265,16.006,42.9386,44.8074,11.1457,45.3386,23.4025,20.0533,57.6142,29.8865,13.6251,107.4431,124.1414,38.8573,14.7141,79.4275,48.505,7.2682,28.7789,8.1883,12.7405,20.2474,37.4744,21.1118,123.5885,182.9925,67.2159,46.7032,59.5544,10.0335,9.7758,0.0
NLD_H52,142.9023,6.8936,6.9846,32.5454,153.9915,317.2714,20.9133,14.9085,37.8176,364.1177,198.7561,15.6774,24.657,36.0611,32.651,72.0083,166.7108,25.5716,72.9561,40.5753,36.2373,48.6999,72.0174,75.1959,311.6099,1091.9515,1292.1365,339.9439,610.5777,1583.6339,7.535,58.9009,21.3164,35.0732,71.0678,56.68,76.7764,162.8913,149.2166,106.8532,28.4808,99.4666,20.5328,22.2578,0.0
NLD_H53,37.7861,2.7511,0.7778,0.3945,1.668,50.1353,4.2247,3.357,12.8322,20.846,27.7716,6.4037,6.2428,7.4045,6.2081,20.5365,28.839,5.1767,22.4194,8.8341,5.6297,17.6297,20.1683,16.2454,79.6755,457.3891,210.202,10.3846,6.5847,49.9298,1253.4092,33.5408,56.3785,73.5009,51.1281,111.0148,147.7927,167.804,67.2792,350.0328,97.5873,236.0193,54.9963,37.1628,0.0
NLD_I,13.7735,0.0212,4.2077,0.0283,0.2073,103.8411,17.5903,3.5783,16.5541,8.3307,59.224,12.0684,14.8857,10.1481,18.2754,26.2356,45.1239,38.5537,40.2982,9.7116,13.1903,29.9629,20.1396,13.9694,70.807,711.9004,83.4635,22.5241,485.2007,79.3857,7.3334,66.3777,79.5659,30.6693,140.4172,282.8624,38.2178,528.0087,885.4445,237.1892,68.6537,741.2518,228.3622,62.348,0.0
NLD_J58T60,10.7824,0.5785,2.5711,0.7226,5.6079,71.2105,11.6907,3.7823,44.9964,4.6269,52.7223,12.0708,14.6957,4.9631,13.9877,22.9037,130.3992,14.2096,29.6618,10.6363,9.7442,29.7728,21.6038,13.4763,77.4877,672.1201,41.4217,18.0853,15.5365,31.556,11.6864,63.6147,392.215,62.8135,182.6047,208.459,82.7407,942.5199,305.3828,212.7087,142.8949,160.8588,63.8862,31.7548,0.0
NLD_J61,68.4713,4.9196,3.0416,0.5294,4.2735,44.3599,14.0071,6.5221,29.5476,5.3917,34.8925,11.9918,16.1267,9.1698,6.2939,32.4715,31.7978,9.0973,53.3207,10.7735,7.0156,42.9392,41.9762,26.2392,242.9774,666.6639,69.0588,29.0595,23.4706,105.6887,13.675,75.3073,58.249,1453.6472,189.6727,604.0677,375.28,940.9418,165.2581,260.3507,118.7645,444.9052,222.1809,115.907,0.0
NLD_J62_63,89.9993,2.6533,11.7693,1.6819,10.1987,257.8293,25.4122,13.6097,60.5564,35.777,381.8639,37.7542,39.6752,26.9429,44.8168,88.844,596.1138,55.1623,93.6364,24.6063,34.821,83.7849,83.839,53.9192,366.5875,1662.1183,149.8214,137.3872,98.1176,156.8335,32.3634,159.5361,282.6883,387.251,4329.0614,894.9462,280.6359,1942.481,596.9038,984.3849,288.1508,326.4852,128.2553,126.8071,0.0
NLD_K,467.8646,15.6848,69.1709,3.6816,18.9273,932.9254,112.6493,41.6156,220.634,509.4974,962.9878,137.6915,166.4286,94.341,135.9452,316.8728,721.1647,201.4664,400.8577,152.8336,115.8946,261.4533,308.0286,227.2476,1092.6653,4203.6106,626.2494,220.8411,251.5971,576.3266,160.2629,410.7828,204.371,288.7755,993.2107,18746.9262,22081.7757,3291.321,1607.5276,2440.2425,395.5948,1322.6307,304.6898,477.9068,0.0
NLD_L,511.2544,4.0504,11.7671,1.1977,7.8693,319.3462,90.2813,49.2078,130.5268,54.5045,200.7498,41.655,92.1671,68.4577,41.5169,271.7251,108.6618,67.5908,208.7063,49.7963,61.6122,222.8693,136.7151,109.0334,853.4136,6602.6703,273.5973,33.0944,51.5941,1090.975,65.9836,1250.3146,140.4885,229.6104,544.3676,950.3937,1754.1837,2202.6083,763.4257,501.5979,386.4144,1400.8152,150.0526,406.9801,0.0
NLD_M,692.4898,10.311,249.1564,28.4196,195.383,1503.861,156.6946,73.2015,533.3575,369.8624,1979.7556,418.092,259.8265,130.2708,179.818,486.0729,2130.2333,498.0862,691.5848,176.913,172.1402,460.6828,396.8013,228.7262,2746.9637,10382.0378,938.8831,356.8346,264.5615,898.7772,579.2535,660.9422,673.808,626.9323,3117.538,3369.7941,1958.9074,14703.883,4294.6548,3773.7342,884.4838,933.3001,496.6765,697.0409,0.0
NLD_N,380.5574,12.6312,70.6927,3.6976,42.1361,1202.9308,149.0154,74.9298,229.4293,91.0744,750.2374,211.0242,242.8568,183.3181,184.079,697.8416,738.9992,231.0047,774.3062,295.7016,192.0188,1226.032,522.1157,331.0925,1513.4002,4069.7715,1063.0072,422.0542,491.4934,1455.6987,193.6176,751.8581,314.037,404.1607,1112.3933,1558.4078,1204.082,4094.5855,5127.7165,4880.4765,1995.3097,1719.8489,661.1154,412.026,0.0
NLD_O,153.1035,4.6183,5.4762,2.7767,12.0652,117.4847,23.4876,7.8566,160.3538,21.8486,116.0399,15.7549,40.6017,21.6312,191.2866,53.429,33.9804,33.5191,48.1279,17.369,15.3475,48.6052,174.9011,839.154,379.1294,518.5195,75.4346,57.736,39.8069,161.7186,13.6511,115.6203,41.6109,62.6294,270.743,195.4043,237.4868,487.0582,156.2959,595.3581,110.1855,244.1405,61.2228,50.3823,0.0
NLD_P,14.2408,0.2755,3.5736,0.4947,3.9345,50.5236,5.6199,2.5408,13.0401,5.7342,44.3114,12.548,10.7113,6.9758,6.1658,27.5411,28.4434,12.0585,41.4835,9.1488,8.9497,40.8888,28.5412,16.8635,90.0604,297.3072,38.7894,14.9901,23.5005,50.9964,10.1645,54.2841,30.0067,24.9941,99.6228,241.8583,49.6107,678.042,148.1649,659.1931,104.7123,375.8979,134.991,29.2558,0.0
NLD_Q,9.8291,0.9585,1.4719,0.5954,4.143,22.9847,6.418,3.1617,6.7719,5.6471,18.0568,7.2888,7.0324,5.7928,5.2958,17.7353,14.6237,5.1186,17.5087,5.9349,4.3535,21.8368,10.8378,7.4004,42.0042,180.1595,30.3544,10.3352,19.6894,49.3952,3.1213,22.4946,8.735,12.4697,98.6573,52.1624,21.2471,165.0906,86.9852,627.8987,42.5718,1625.6678,11.3581,17.8898,0.0
NLD_R,9.7402,0.0841,2.0876,0.1343,0.7984,41.5926,7.6372,2.6491,8.9201,4.4502,24.2455,4.8478,7.3165,4.2693,7.8289,10.7312,34.2743,12.2011,12.9388,5.5006,6.2577,15.5009,9.366,11.2535,35.856,261.5702,23.3765,9.1767,44.3895,18.4019,3.7689,81.5649,226.8965,15.2203,97.0911,86.2504,35.2527,253.6592,342.8416,201.0147,89.8687,80.6608,1352.4504,49.9488,0.0
NLD_S,66.0359,1.8956,2.8946,0.9483,6.0974,69.5998,12.5769,4.3998,12.934,8.5713,61.4117,6.476,10.7813,10.2587,15.9802,18.8811,20.3995,8.5807,16.0469,12.2263,18.5096,38.1527,12.0587,32.8381,73.5292,277.7194,45.4245,21.4591,11.8309,34.6124,4.3418,178.1329,32.7233,17.4292,231.9778,138.1849,152.6023,264.1306,144.8928,164.1501,44.5765,601.2964,96.9788,227.4001,0.0
NLD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
