V1,ZAF_A01_02,ZAF_A03,ZAF_B05_06,ZAF_B07_08,ZAF_B09,ZAF_C10T12,ZAF_C13T15,ZAF_C16,ZAF_C17_18,ZAF_C19,ZAF_C20,ZAF_C21,ZAF_C22,ZAF_C23,ZAF_C24,ZAF_C25,ZAF_C26,ZAF_C27,ZAF_C28,ZAF_C29,ZAF_C30,ZAF_C31T33,ZAF_D,ZAF_E,ZAF_F,ZAF_G,ZAF_H49,ZAF_H50,ZAF_H51,ZAF_H52,ZAF_H53,ZAF_I,ZAF_J58T60,ZAF_J61,ZAF_J62_63,ZAF_K,ZAF_L,ZAF_M,ZAF_N,ZAF_O,ZAF_P,ZAF_Q,ZAF_R,ZAF_S,ZAF_T
ZAF_C20,895.7925,18.0373,123.4691,479.6841,34.5484,164.0007,106.6606,40.9538,279.9439,838.4394,2039.9865,161.3102,795.9631,64.7546,551.0034,57.8213,14.6406,42.7625,71.8882,121.8658,1.9375,53.99,51.6572,43.7511,216.8206,92.5672,41.2505,2.3369,18.1924,45.8797,1.3999,19.5389,60.7501,0.1442,42.3776,9.8006,66.775,39.4441,64.9175,70.5216,70.3437,186.0926,45.027,17.1297,0.0
ZAF_C21,188.0137,3.9348,2.1039,4.9941,0.0,2.7285,1.369,0.0,0.0,0.0,41.8406,136.1548,0.0,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0,0.2921,1.9048,14.1418,0.0,6.2602,0.0544,0.0034,0.026,0.0661,0.0001,0.0,1.3994,0.002,8.4536,0.0,12.2431,6.648,8.1238,207.9458,4.7401,233.6662,15.1999,0.005,0.0
ZAF_C22,80.4138,2.0643,88.6597,309.2279,0.3937,469.2066,52.4565,38.9856,32.659,97.877,184.9516,37.9724,181.4937,57.2218,11.8023,12.1538,28.3128,55.228,71.0474,289.4418,3.4141,78.3342,5.3444,5.8059,630.7134,455.8121,154.7802,8.5734,66.0451,177.6207,4.1086,4.0166,12.0984,2.7583,9.3627,5.6277,39.7679,15.7501,16.2517,32.942,8.4688,13.8284,2.7098,9.6423,0.0
ZAF_C23,48.315,1.2387,27.4852,36.459,0.0321,157.7768,0.4432,9.6846,2.6477,38.4866,47.6832,12.0653,2.9748,599.3182,8.6116,6.398,13.381,5.2885,16.1527,108.3823,5.2734,18.3657,36.938,7.0918,2427.2335,47.5382,31.646,1.842,14.2531,36.2322,0.8171,13.7456,3.586,0.3989,9.479,0.6617,14.9198,12.3756,11.0408,62.4147,12.449,31.1739,7.4681,20.5877,0.0
ZAF_C24,26.0002,0.2928,28.1024,69.7217,1.0645,6.8265,7.9225,22.2502,25.4788,264.7916,44.4995,3.4339,20.7356,17.8419,3133.7706,2005.9151,30.8567,742.4007,410.1363,1599.6496,15.437,75.3253,22.954,8.9125,646.55,7.1018,7.3636,0.4168,3.2873,8.3306,0.0927,0.4023,8.7783,0.3264,1.1823,0.2567,2.046,1.4377,1.5382,9.7732,1.1566,4.1966,0.6916,2.9083,0.0
ZAF_C25,410.3106,7.3246,196.1409,532.1599,0.039,128.0891,14.3074,28.2319,62.168,160.3577,47.9958,7.4031,54.4142,14.1021,9.3953,322.2387,16.4059,81.9621,267.5168,278.378,7.5467,59.2703,149.0959,29.2375,1744.2459,252.0347,26.9119,1.5176,11.8602,30.6201,2.6869,13.1803,22.2795,1.3574,63.2415,7.8302,95.2109,85.4716,72.3573,120.5309,21.0329,48.7004,12.168,17.0234,0.0
ZAF_C26,1.1937,0.2193,2.9935,5.2129,0.0214,0.2176,0.7437,0.0318,2.0419,0.4281,1.0384,0.4521,0.4065,0.102,0.3071,1.5216,54.1179,27.1433,104.6534,44.7482,2.8681,8.9214,2.5846,4.8485,4.1306,17.6296,4.2166,0.2344,1.8035,4.6267,0.0776,0.3876,7.754,578.054,12.8012,7.4325,18.3301,15.2298,15.8572,83.1834,16.179,41.7754,6.7021,8.8938,0.0
ZAF_C27,15.1522,0.352,41.8505,93.2501,0.9151,23.5814,2.9516,2.5465,13.6083,24.1593,0.314,0.0616,6.9737,17.1783,3.0496,19.7451,66.7502,73.2785,167.1425,59.0677,22.4064,6.1988,528.157,11.0257,502.1599,65.8911,18.205,1.0245,7.9395,20.0998,0.0291,2.9654,3.6561,159.3682,15.9032,1.8927,21.4847,22.4555,17.8697,65.041,9.0486,22.0094,3.947,17.33,0.0
ZAF_C28,215.6788,3.953,167.7489,600.3143,0.2414,21.4676,20.5568,2.2153,12.9153,13.5313,5.829,0.5295,3.9408,13.1928,11.7494,52.3305,42.0254,48.3841,376.0673,173.0773,30.2036,2.1658,151.4786,20.9882,176.0352,141.4042,23.9091,2.1986,10.1698,26.1256,0.1796,1.1894,7.4187,344.7998,66.5169,3.1084,77.4502,86.7785,80.6657,91.8121,18.9352,46.8778,9.3309,9.4318,0.0
ZAF_C29,320.5654,6.4593,168.4165,311.6851,0.481,44.0684,44.1537,11.965,15.3231,49.052,42.9121,4.8232,20.2514,14.8964,16.1669,25.9912,3.4596,20.1194,48.1496,3375.642,132.8295,8.2412,56.1013,112.5337,23.2184,723.1628,355.1839,10.9205,85.5436,284.5729,10.352,0.8196,56.3859,12.8043,39.3007,13.3773,50.1521,89.1011,125.058,703.0234,192.3465,453.9792,123.4604,20.7261,0.0
ZAF_C30,15.9353,0.3908,8.207,44.4564,0.0092,1.1051,0.9328,0.5403,0.5514,0.7148,0.2297,0.0277,0.0458,0.5989,0.4716,35.25,0.3331,1.2466,17.425,129.6608,105.6174,0.1859,5.3132,0.9314,5.6724,6.6995,22.4593,16.7949,10.0575,25.2514,0.0651,0.0387,0.2315,0.7521,3.0913,0.0275,3.6656,4.2812,4.051,26.64,0.7716,1.8562,0.445,0.4285,0.0
ZAF_C31T33,21.088,0.6243,4.2402,12.1733,0.8436,70.1752,10.4628,8.5333,3.3128,6.9529,5.6642,0.9132,0.8703,1.0652,20.8601,10.4959,1.9241,0.6392,2.786,5.7982,0.2281,36.8704,2.8022,7.2395,9.6248,31.3648,6.0192,0.1961,2.0455,5.8712,0.147,8.8651,3.2129,3.9024,18.158,18.1295,28.8328,24.8304,27.442,34.7705,6.6046,26.4243,3.8049,2.578,0.0
ZAF_D,568.3217,11.2845,295.3279,1902.0847,17.4296,262.4765,62.5982,48.8825,145.1757,659.5167,917.1027,93.8026,68.1336,196.7894,917.2241,121.2701,11.577,23.7971,75.571,103.9541,17.4925,44.4096,1924.8684,25.6603,58.6662,290.1986,160.4331,0.7975,3.7482,74.7184,8.9577,93.0879,14.5968,29.9299,65.2948,83.5522,585.5261,323.7363,256.9991,90.7514,122.8969,124.7922,25.0978,14.6829,0.0
ZAF_E,96.453,2.1654,104.1563,484.6979,0.7842,130.5469,4.8319,3.6661,10.7491,54.0101,11.6218,1.6431,5.1127,7.6744,101.6161,16.7426,1.047,2.4394,6.1482,5.0961,1.0821,52.1689,6.6398,1206.2465,21.4369,228.9994,43.8918,0.3625,7.2826,23.2492,1.5829,13.6622,2.3952,17.4123,12.6641,18.1955,88.9533,56.2231,58.2022,38.6339,24.2275,110.6604,6.0524,3.0579,0.0
ZAF_F,392.4536,4.4245,172.9419,566.6748,25.2948,169.7618,16.949,13.5461,118.1834,331.3111,42.8972,10.1929,18.2325,27.9322,40.7739,44.2159,12.1109,7.7986,42.4073,20.737,13.1726,36.4661,17.5911,488.9713,804.3594,765.2776,582.089,9.5204,303.0584,323.2763,30.5544,34.1723,51.4087,427.7158,66.3303,319.0478,123.1081,336.2655,393.4545,340.5148,132.7261,193.9595,29.9512,24.6948,0.0
ZAF_G,1936.6189,66.1714,434.1709,1325.2126,40.5134,2443.0373,389.7265,111.4335,584.9173,960.4295,952.8474,130.5569,354.4802,272.3124,964.874,424.1648,100.8381,251.3704,385.715,2231.5346,98.9047,195.1727,661.6159,321.5936,2480.5608,2710.6503,1257.4479,52.6529,512.9545,1180.5777,57.0317,669.9312,190.4268,696.1186,536.3702,270.0994,924.7987,975.1883,1054.0872,1000.3779,295.9626,675.3457,143.3202,108.0162,0.0
ZAF_H49,1273.7925,26.7813,243.6261,372.7472,9.6986,599.1056,78.7535,83.8813,132.0765,351.5007,307.4731,35.006,99.7967,174.9877,321.5236,148.1933,30.1246,65.1496,122.9626,350.9583,19.0507,71.694,243.8549,35.038,450.2615,850.4844,550.426,10.1853,81.7739,531.8008,111.4271,169.8163,75.0203,81.2934,148.7292,56.4474,127.3781,322.3482,337.9085,391.4058,28.8469,69.9802,15.9919,16.1722,0.0
ZAF_H50,0.035,0.0006,0.0018,0.1026,0.0028,0.1877,0.1021,0.0007,0.0694,0.4318,0.0616,0.0248,0.0928,0.0009,0.2464,0.0752,0.0646,0.1328,0.2698,1.8009,0.0411,0.028,0.2547,0.0966,2.5195,0.0026,0.0008,0.0006,0.0071,0.0007,0.0006,0.0017,0.1098,1.8011,0.0044,0.0025,7.7707,0.0043,0.0025,0.0342,0.5889,1.3286,0.2225,0.0802,0.0
ZAF_H51,139.4357,4.9154,31.9321,61.2443,2.3605,77.9837,17.1904,9.3301,16.3179,73.1625,53.2355,12.5902,16.8572,19.8211,34.8227,19.189,11.2835,11.1911,33.321,65.8592,5.0276,16.9805,40.1717,7.8294,56.3504,116.5053,42.7188,2.1723,65.7128,108.5049,39.2109,34.1251,14.2775,54.1136,64.5509,32.4987,34.1017,114.2779,170.8148,160.5872,5.3735,15.8392,3.3758,3.2527,0.0
ZAF_H52,101.7558,13.1228,2786.4954,3231.4148,208.1996,262.4084,40.431,31.7002,94.7233,602.3212,125.0917,20.7705,42.9409,60.5687,153.9274,91.3745,21.948,36.0425,89.377,191.3416,12.4757,62.8905,80.9871,92.1015,395.2836,661.6689,174.7471,79.3151,719.3667,149.9854,6.9396,150.3111,38.5431,314.0118,52.0944,49.7047,72.7017,142.0251,146.988,226.583,28.6025,47.1036,35.1061,29.616,0.0
ZAF_H53,0.5081,0.3483,20.3851,11.1596,2.4008,44.6609,11.6741,9.8752,21.4086,27.2443,21.7034,5.9463,7.0029,15.9055,6.6377,10.908,9.4658,8.1037,19.9628,29.6039,2.6324,15.9239,52.7142,5.764,28.7292,355.4969,25.0077,0.0487,1.6416,64.7733,14.8626,20.5918,37.6792,22.4456,28.9262,19.737,16.5949,132.9244,104.3725,32.0812,46.7348,68.2757,29.5914,7.5303,0.0
ZAF_I,3.1988,0.2435,13.2865,20.8417,0.6481,20.9395,6.3977,5.8079,13.6313,46.4916,17.3007,5.3836,16.3571,10.2225,9.2228,15.2579,7.7202,9.7796,26.3087,25.607,1.637,8.0639,43.2261,16.735,75.9227,161.2528,197.5544,3.2872,60.0024,159.2747,3.349,37.8744,20.5101,27.283,28.4853,12.066,56.4968,150.1675,222.3201,356.0132,86.119,34.5362,16.1159,8.8274,0.0
ZAF_J58T60,16.5158,0.5639,16.9184,73.4812,1.5823,149.5057,30.9318,15.9744,153.1129,88.1848,61.9023,17.7182,23.5763,22.4798,61.8289,28.1155,8.507,15.6412,37.3259,64.2686,12.3515,21.8874,10.2518,17.2358,25.136,597.4128,39.8103,0.8801,9.0977,31.4078,5.6608,21.7428,89.6451,55.2894,179.5233,38.0997,256.2834,335.1366,214.2109,64.8091,62.7746,108.4989,19.6778,19.2897,0.0
ZAF_J61,37.0649,1.4715,38.8618,127.6877,2.1426,77.4101,82.5603,31.741,77.1899,22.9971,72.9963,18.662,43.5963,29.0917,39.2709,122.725,314.7633,168.112,686.6499,262.49,19.1611,62.5186,102.7976,126.982,536.1356,1550.1296,385.0925,1.8635,25.0586,391.5489,1.0768,369.437,126.5654,3183.7955,402.3269,1005.2887,334.9148,1296.8022,996.3356,2011.1594,338.9956,696.8026,72.9207,95.7625,0.0
ZAF_J62_63,36.0369,0.5924,46.0833,179.679,4.2956,207.8805,28.4672,19.2852,48.2652,150.4829,96.7694,25.1169,26.2921,27.0444,61.7719,43.1247,12.2449,15.8607,40.6402,74.3924,6.4963,26.8597,155.8467,128.412,378.0011,681.2744,241.9367,1.0948,48.2686,114.0162,48.3526,66.9488,95.2392,1018.4656,185.0987,172.1832,141.9575,198.742,150.3448,594.2431,362.6766,251.8343,46.4061,27.7305,0.0
ZAF_K,1077.3638,102.2423,384.5009,688.362,46.6165,184.0985,84.8324,54.2844,67.7465,196.5713,121.6645,23.7738,76.7557,75.7107,88.4676,141.8354,47.6252,37.343,158.4394,77.457,16.8178,103.2461,363.2718,118.8669,445.8223,2140.1301,323.4636,6.2242,66.252,557.1396,64.2406,169.93,90.8653,183.3259,111.7569,15595.1996,2485.2579,949.1461,988.7837,556.479,80.1758,251.0991,216.8452,190.7046,0.0
ZAF_L,13.7741,1.2532,17.9076,113.3757,3.0399,184.1746,60.3934,38.2415,88.2311,131.4968,74.0711,19.0783,59.3613,32.8824,44.7651,108.8632,36.5391,25.7577,103.8227,64.022,29.4361,79.9832,24.3482,34.7908,216.1546,2160.6417,194.0034,0.7922,17.7458,264.5522,54.0437,239.1,70.7892,374.3432,152.8034,426.8376,516.3966,775.4371,482.3325,282.1194,175.2622,424.5706,63.0945,33.9107,0.0
ZAF_M,58.5572,1.0189,95.4601,446.7697,23.5287,444.7009,38.5017,50.0133,116.2058,452.4033,342.8803,112.8191,69.5721,82.6631,119.671,83.6675,24.0215,85.7172,101.4643,240.044,9.2053,89.3884,365.2009,463.8751,2090.788,1487.209,474.9937,1.4853,65.0727,240.8461,74.0538,198.0806,234.6482,1437.9861,157.4577,574.6347,485.845,607.4081,326.6444,1078.3516,833.9988,798.2872,305.5544,102.0827,0.0
ZAF_N,223.6416,2.8862,121.429,508.4555,16.9136,470.0433,40.2309,64.5614,150.8057,412.6165,226.453,71.6372,72.6372,79.0367,147.947,106.4077,23.3016,37.0033,97.3581,172.025,12.606,116.8142,276.0454,564.3702,1080.2065,1522.0242,843.9928,6.1043,223.3676,399.5192,146.8373,144.5771,173.8099,1874.9116,104.5352,313.0732,511.3887,472.8415,692.4676,1142.0355,978.6501,826.3761,245.2075,89.2022,0.0
ZAF_O,0.1221,2.1707,99.5267,380.5731,3.1722,72.4072,12.6808,8.0055,47.4108,78.7841,46.0054,13.1863,16.4265,42.7156,18.6415,16.0194,4.6971,7.803,25.1262,25.0211,5.2835,28.1679,20.4273,17.0911,99.3311,537.175,33.9127,0.6528,4.5552,20.7145,0.2321,122.9779,33.693,4.0872,409.6385,10.4411,233.0696,718.1882,234.7354,2727.2226,17.5151,473.8015,35.3156,9.7095,0.0
ZAF_P,46.1793,0.9194,27.5157,73.725,2.9221,54.7962,8.956,6.5176,29.7266,27.0373,25.5537,9.4313,27.6235,14.3575,15.4877,13.783,8.0563,129.8228,36.9631,13.9727,3.1276,11.457,61.6485,77.709,188.0223,249.9843,431.6435,5.866,124.4553,415.086,10.7136,54.5935,25.5476,114.9449,66.9068,890.75,113.8599,402.0227,316.5334,354.975,123.1924,58.0246,27.6393,36.2155,0.0
ZAF_Q,975.4603,19.1153,234.4937,769.6585,6.9469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0542,225.6671,0.0,0.0,76.6298,1.3253,9.4277,37.9122,1.4104,0.0,43.0586,20.0041,267.2605,430.0965,981.4757,950.845,962.985,911.5904,503.8896,40.5862,178.5666,53.9692,0.0
ZAF_R,54.2297,1.1569,43.1663,106.6351,2.953,188.4343,36.6163,20.6898,105.1802,126.4593,75.0403,20.4181,44.9682,31.0568,118.1995,59.9112,12.8889,19.2005,70.5697,104.9436,35.8797,25.5348,2.133,13.9505,31.5915,43.6509,40.9034,1.9169,9.1464,29.125,8.1606,17.8692,29.3676,41.3005,20.9595,7.9339,115.9769,99.9539,126.7935,21.1542,32.2431,3.6351,19.8341,2.7539,0.0
ZAF_S,48.511,0.7495,24.9406,81.8354,0.0402,134.7013,28.9573,22.8362,88.499,115.9996,63.6004,15.4456,30.3281,34.6614,80.2813,47.3796,8.696,19.7349,53.95,82.2736,9.848,31.8145,3.4518,11.7096,31.6743,10.3575,61.8177,0.8472,5.6996,33.5187,2.2421,11.6622,13.5962,31.0041,27.4125,6.5243,101.0844,88.0091,59.6751,10.0273,13.6108,4.5799,0.6492,2.6186,0.0
ZAF_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
