V1,KOR_A01_02,KOR_A03,KOR_B05_06,KOR_B07_08,KOR_B09,KOR_C10T12,KOR_C13T15,KOR_C16,KOR_C17_18,KOR_C19,KOR_C20,KOR_C21,KOR_C22,KOR_C23,KOR_C24,KOR_C25,KOR_C26,KOR_C27,KOR_C28,KOR_C29,KOR_C30,KOR_C31T33,KOR_D,KOR_E,KOR_F,KOR_G,KOR_H49,KOR_H50,KOR_H51,KOR_H52,KOR_H53,KOR_I,KOR_J58T60,KOR_J61,KOR_J62_63,KOR_K,KOR_L,KOR_M,KOR_N,KOR_O,KOR_P,KOR_Q,KOR_R,KOR_S,KOR_T
KOR_J62_63,17.9085,2.8308,0.5756,4.2946,0.0477,72.3638,58.9808,6.6589,54.6183,156.941,106.1219,9.2691,105.943,27.2307,204.687,121.2655,785.3818,77.9858,157.8973,196.6009,65.5562,28.7327,47.6605,54.9596,131.8513,626.6769,148.6565,19.7872,9.8816,117.7493,73.4772,71.9692,487.9173,1184.1956,3128.3266,2946.2215,91.6263,2322.6034,166.3524,828.2779,791.8387,148.5223,238.5745,126.6813,0.0
KOR_K,884.8135,237.9146,7.1646,134.094,0.4761,746.4161,881.7755,134.2752,458.9941,312.5729,923.9188,233.6598,1013.3458,442.0714,1527.6578,1250.0708,3305.2597,933.3104,1743.894,1689.0592,1086.325,242.2021,1053.1661,361.8733,3832.3895,5016.2397,639.6207,360.8001,144.3906,581.9013,52.1937,1639.8168,774.0427,702.6518,449.082,18513.2662,15809.5811,3940.4907,505.7092,3036.8913,1374.2457,2602.8412,390.4364,1024.2729,0.0
KOR_L,23.3175,6.4528,0.3407,4.2326,0.0816,161.2239,295.3908,23.1661,83.7715,101.4797,159.3042,35.4603,101.6273,53.2954,263.3686,189.9145,472.4716,167.3013,129.2193,235.238,82.9192,97.0796,116.9922,108.0414,421.8966,5740.2802,153.9547,25.8763,20.5748,367.2389,39.9144,3859.6192,288.4192,208.7857,381.2463,3095.1143,2006.9096,3366.0501,576.0375,510.8,1270.0774,1756.2538,318.6801,753.9812,0.0
KOR_M,298.3421,81.7796,31.3829,90.6848,1.0499,2949.8974,1147.0206,131.6302,665.9543,2901.8984,6112.4393,1293.1608,1784.6477,1126.8491,4488.776,2082.8454,6607.8331,2411.3895,2316.3066,4674.7972,2354.5231,612.1647,1377.221,472.399,13958.9183,6605.8623,480.6736,165.5228,28.7012,1110.7418,137.9735,1438.568,1855.6756,2059.2822,1683.2,3908.0464,492.1761,7372.9022,2134.784,1256.8199,1695.0057,772.5416,470.97,569.6729,0.0
KOR_N,62.0279,42.6052,0.9209,70.5236,0.6713,370.7097,456.153,44.423,256.3617,420.3261,466.9973,63.882,436.0263,197.8821,1181.3767,673.0526,1683.3548,419.7563,434.6087,1121.274,2292.8637,139.427,660.4112,216.7151,4400.8668,4637.1035,673.7189,995.5981,685.3906,1653.2598,309.72,778.5651,852.0715,1592.7873,1012.1102,5414.3421,3589.143,5003.3262,3149.7348,2169.5926,1534.0121,833.0927,1246.6793,347.2955,0.0
KOR_O,13.1087,84.2925,0.1048,0.7721,0.0247,80.093,25.7495,2.0365,20.7889,23.1144,35.4908,42.454,17.9418,9.8874,31.9157,17.3355,62.8848,25.2492,21.3271,13.8019,9.778,44.5505,50.2327,14.3282,24.299,109.147,17.2688,14.8408,330.286,9.2429,0.7687,134.3479,31.296,28.1739,12.0941,207.2537,20.889,46.1625,37.652,950.2286,19.389,22.4989,10.9931,14.4198,0.0
KOR_P,15.8483,4.5533,0.2429,3.451,0.0124,50.6615,50.7131,7.2571,27.0863,34.6102,81.0048,9.5125,63.248,29.2561,100.3441,103.3845,145.3517,62.33,93.4026,73.9008,40.9283,26.0752,27.3336,17.8782,75.2617,672.2107,22.359,5.8006,8.0863,47.8105,12.249,113.7451,58.7123,53.1175,47.6005,337.2364,67.9565,454.515,119.6396,72.144,309.0267,174.195,52.7473,183.6484,0.0
KOR_Q,71.5497,34.4162,0.6653,8.8126,0.0087,94.5244,76.8684,20.0922,44.7522,40.5264,91.5458,29.9619,105.3008,47.9508,137.6675,170.4199,206.0984,95.4476,178.1947,213.0825,72.5132,39.5311,51.5265,53.1059,324.8007,798.7047,86.6738,8.404,6.5398,38.8044,33.4839,346.8778,90.514,48.5928,84.388,411.809,77.256,538.0354,181.7079,72.0132,280.4072,631.4262,99.2503,133.445,0.0
KOR_R,26.2535,13.8804,0.3991,12.0304,0.0025,49.3088,54.9249,13.8571,29.6333,35.2119,59.1757,10.8663,68.1102,28.3497,114.3473,101.5036,85.486,43.9536,82.9053,53.387,28.2862,19.853,17.7419,24.6516,112.5382,245.4682,26.6898,7.1939,4.4855,75.0208,10.0743,89.103,942.6432,41.5398,94.2138,254.5119,59.255,440.5093,113.3866,49.4639,426.4565,116.4318,270.5919,157.6153,0.0
KOR_S,99.7446,24.5146,0.5121,9.9086,0.0825,121.7504,75.9025,15.2748,63.3166,80.457,136.5615,23.2371,102.0239,55.3214,159.1775,165.7534,1328.8642,298.6382,285.2911,107.4718,53.1176,59.1684,99.842,42.915,208.6247,2190.8851,80.3341,16.2311,11.7714,201.5707,55.0389,359.5279,122.7242,252.8658,127.4905,462.4313,197.5319,1174.6351,279.3636,92.0462,478.7394,227.3298,246.9962,1187.4149,0.0
KOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
