V1,POL_A01_02,POL_A03,POL_B05_06,POL_B07_08,POL_B09,POL_C10T12,POL_C13T15,POL_C16,POL_C17_18,POL_C19,POL_C20,POL_C21,POL_C22,POL_C23,POL_C24,POL_C25,POL_C26,POL_C27,POL_C28,POL_C29,POL_C30,POL_C31T33,POL_D,POL_E,POL_F,POL_G,POL_H49,POL_H50,POL_H51,POL_H52,POL_H53,POL_I,POL_J58T60,POL_J61,POL_J62_63,POL_K,POL_L,POL_M,POL_N,POL_O,POL_P,POL_Q,POL_R,POL_S,POL_T
POL_C22,69.5341,0.1277,33.8412,27.6263,0.2268,504.0753,119.9839,87.3996,180.6214,20.4417,241.1586,37.428,2150.4674,102.0293,52.2855,229.98,223.7144,482.1923,202.5928,986.1055,43.5038,476.0717,43.3061,81.7961,2976.016,823.0598,261.8523,0.6107,2.0227,52.2386,7.6116,13.9134,78.4355,18.9712,9.3031,100.1456,47.5132,50.6347,78.3891,63.6911,19.9587,39.578,10.9538,43.2567,0.0
POL_C23,114.2404,0.1682,11.6052,32.3419,0.0883,257.7461,26.7847,104.8382,31.3563,23.7758,90.0917,12.2512,293.3862,1250.5578,104.4697,230.9796,35.093,169.4014,73.2368,153.6024,30.7827,202.4422,51.1018,63.6318,3873.3346,441.2795,103.5788,0.4497,1.267,17.4517,1.9091,24.5294,3.6178,14.7133,5.0647,39.6231,167.8083,68.8956,36.1911,26.258,19.54,46.9633,6.4872,79.3031,0.0
POL_C24,5.1373,0.0144,12.6356,123.0698,0.0,33.9961,7.3238,15.1832,6.729,6.065,9.3487,0.7138,54.0143,27.483,1068.5384,1542.9072,110.3821,366.7345,343.1764,516.5023,111.7682,181.8987,10.4484,168.4082,332.4366,118.9363,27.2314,0.3302,0.4943,1.7142,0.2657,0.1655,0.8303,2.5999,1.1837,0.6718,7.4083,18.2213,9.7006,7.0056,1.1349,1.7234,0.3475,8.4783,0.0
POL_C25,209.4073,0.418,91.4024,52.2839,0.1225,433.0358,22.1919,144.9231,48.3926,24.4132,75.0987,8.4914,231.4573,78.1456,354.5644,2719.2358,116.8595,502.438,931.736,2440.0944,248.1534,735.7506,154.4324,68.6668,2816.8344,577.9391,128.6213,3.3075,11.8971,38.5286,3.784,16.7068,9.2556,23.1307,21.3815,20.5923,167.299,114.2502,53.4389,184.9772,21.0919,42.335,13.4768,50.5862,0.0
POL_C26,9.4027,0.0807,4.3305,4.1732,0.0155,15.1903,2.3679,4.6322,9.052,5.5866,7.7506,2.1324,12.4751,6.8268,11.7277,33.3835,990.8522,137.8717,41.1914,82.8133,8.7244,60.9537,43.5016,4.4109,93.1461,88.4319,29.659,1.1536,4.0306,7.629,1.2461,2.8448,6.8459,233.9317,83.4603,17.708,8.1874,34.5578,17.779,26.9384,12.584,43.8978,6.5415,32.7478,0.0
POL_C27,44.9945,0.3621,19.1655,15.4216,0.0964,63.8871,8.9392,17.964,16.7027,23.3339,19.8951,4.5622,44.152,38.5422,81.4229,101.0418,382.7554,892.2343,223.694,303.6303,39.1656,123.9541,161.7435,17.4308,549.8356,205.2911,127.6846,2.4377,7.6273,12.1946,1.4107,10.3871,3.9682,38.2754,20.3876,16.0987,35.1992,38.0815,21.3957,48.0067,24.2923,47.5146,6.1771,63.8489,0.0
POL_C28,141.7722,0.5232,43.796,45.0968,0.0955,94.7545,24.2798,25.501,39.5079,34.1494,34.8457,6.426,40.4588,27.6482,57.0799,215.1685,40.0535,141.6419,331.8153,469.9705,80.5644,313.9334,114.8457,27.3879,391.865,205.0964,71.5961,4.233,15.477,24.4243,2.2557,12.1839,8.4942,13.9538,17.5064,16.9803,41.4771,44.9146,39.6778,31.0417,9.5362,17.395,10.637,11.8906,0.0
POL_C29,61.6348,0.2749,11.8875,21.3051,0.0123,89.4374,16.4783,22.2779,19.8196,9.4422,27.9234,5.8071,158.6811,29.0655,22.6322,134.1861,49.4752,107.4788,146.0033,5286.532,48.4381,477.5366,37.5477,39.51,317.4518,533.1406,922.505,1.1155,3.9521,38.9609,5.2784,9.8693,8.3785,22.7103,23.0954,64.1184,18.3768,42.5727,50.4148,35.8375,14.4404,32.4073,8.3832,21.9283,0.0
POL_C30,10.613,0.3439,9.5666,4.7942,0.0,0.6827,0.0,0.1306,0.266,0.1987,0.1102,0.3004,3.8507,0.1492,0.9261,3.8258,0.9759,1.6754,1.6991,11.3211,710.006,83.8608,2.6622,2.3196,2.6005,2.2768,386.9869,8.4795,34.8741,6.0575,1.5066,2.5091,0.109,0.147,0.4598,0.0,0.0919,0.6698,0.9274,89.3686,0.4253,0.44,0.582,0.0625,0.0
POL_C31T33,148.8631,5.5889,181.2322,200.9492,0.1043,296.9511,43.2072,179.8444,134.7676,91.4889,126.0012,48.9967,183.7481,158.7001,261.8985,448.9878,70.0603,310.7323,281.5013,321.6334,159.9239,1094.4062,474.5801,70.246,1064.4363,593.2462,330.6143,47.7516,174.9359,126.1676,11.4565,71.7475,32.9144,61.7992,76.3017,57.5932,107.9255,181.371,170.1897,161.8972,108.5106,540.0933,146.153,94.0096,0.0
POL_D,678.18,4.328,343.3614,256.1836,110.2216,1028.92,148.2441,279.9076,360.9967,112.7992,536.7521,63.9533,537.7802,678.9408,979.5991,519.6189,61.035,219.9002,224.7834,364.8132,72.3925,283.4389,1794.0321,436.5675,813.1012,1434.078,959.3244,1.6096,5.6264,509.9574,52.0552,325.4341,69.7453,182.0874,69.786,92.7118,3623.233,289.7044,126.1024,326.3733,504.6465,522.5302,287.8817,85.4681,0.0
POL_E,69.1453,0.237,64.0804,40.9301,0.2914,265.88,61.9757,28.7479,120.1354,40.7295,90.4992,25.8084,81.8442,222.9121,410.6368,340.4935,22.0867,67.5902,73.0566,80.4588,34.8324,76.5448,208.507,1166.7405,431.178,547.1525,220.9942,1.1102,2.3793,60.0442,5.3617,112.7093,16.1279,26.0225,40.3374,38.6706,1504.5938,119.2215,265.5767,99.5504,71.9068,146.9521,56.9636,70.7059,0.0
POL_F,254.2382,0.8273,72.8223,111.7348,0.1118,354.933,52.8528,133.3274,132.9136,59.5103,173.4486,17.9723,235.2097,263.384,111.4863,661.1836,44.3896,411.9509,247.6202,284.4471,94.6721,534.695,3823.8554,263.8793,22031.9042,2297.371,303.9853,5.611,20.513,2068.0624,172.5867,208.7715,17.4057,264.8344,88.7296,112.1152,4116.3725,1884.5169,338.4474,1973.4244,476.8887,395.0925,170.6274,174.5273,0.0
POL_G,2769.9137,8.4275,134.5452,171.8519,7.1458,6712.0377,713.6235,812.3904,891.4737,940.929,1101.7034,343.0413,1575.7001,771.5692,627.6074,1262.8866,624.0035,904.7568,624.9051,2690.1499,306.0406,1579.3992,874.4226,307.1597,4409.1347,4624.3993,2842.6168,14.7129,58.3613,391.8116,59.5687,1053.8741,264.4434,459.1715,352.8057,644.3679,604.2295,1301.078,726.6152,449.8922,288.0213,804.1792,170.5166,397.0583,0.0
POL_H49,526.4235,1.506,134.8947,198.152,0.9384,1334.9289,104.7586,367.0634,415.2534,503.5482,498.713,43.9309,394.0219,535.6787,547.6705,411.4093,111.5688,278.7154,185.4441,375.6921,71.8484,387.858,733.583,267.1421,1178.5996,4161.5596,2989.6188,8.102,22.2217,1611.2288,271.6122,105.5425,55.5746,63.3942,67.2754,128.8744,172.531,249.5659,1221.5159,203.3678,138.196,162.7758,50.7191,131.003,0.0
POL_H50,11.072,0.0241,1.0536,1.4296,0.0905,21.8655,3.1046,3.471,4.5972,19.1242,7.5902,1.0787,8.6962,4.6805,5.9403,7.6608,4.601,4.9827,3.8099,15.4233,1.6261,7.4616,9.962,1.2025,19.332,9.6413,8.092,0.0967,0.0971,0.0972,0.0969,2.1332,0.7082,0.9645,0.4466,1.1918,1.5043,1.1868,1.458,1.1629,0.6619,2.7209,0.3272,1.1732,0.0
POL_H51,9.4763,0.1648,0.8569,1.6576,0.0678,19.6071,3.1141,3.4457,5.5109,15.5457,8.4145,1.2966,7.6744,4.7539,5.1427,7.7779,4.6706,5.594,4.1989,14.0412,2.7473,8.4817,8.316,1.3846,17.7584,23.2466,12.1435,0.41,4.8727,26.85,6.5608,1.9697,1.4346,0.8786,3.0942,3.8307,1.8722,4.6256,76.341,1.575,0.9049,2.4157,2.0737,1.6883,0.0
POL_H52,81.5453,1.7087,16.1216,40.7373,0.1094,426.6711,25.5449,22.0095,71.2604,152.5165,84.2952,19.774,69.5593,96.1233,54.8376,52.5155,18.5632,106.9219,42.092,118.6137,16.1121,68.4923,121.7339,21.548,209.1376,2765.3537,1668.7152,152.6552,426.2527,2161.2981,96.9987,20.2955,52.4957,130.1091,38.6781,27.2563,38.5722,191.7194,138.276,23.7256,10.1921,21.9131,13.7861,34.7157,0.0
POL_H53,5.3612,0.1272,1.5163,4.1742,0.0,31.907,2.2996,0.9391,6.8051,6.9135,5.7666,2.2412,4.1017,5.7338,4.2279,4.0493,1.5056,9.0174,3.8888,7.5905,1.4875,5.418,19.7705,2.1923,20.7789,221.4778,48.1392,2.9119,9.1829,161.9956,142.3819,4.0808,19.3037,55.2477,9.7194,19.3139,14.1716,85.0244,41.1943,7.1288,3.3044,7.2572,4.4124,10.5108,0.0
POL_I,13.8977,0.0413,19.549,7.6997,0.0234,76.6608,11.2032,6.4848,16.3395,7.0535,13.628,7.2259,19.762,16.1341,5.0946,26.9728,4.2125,30.9624,20.7765,21.8081,8.1045,38.7927,10.5258,11.3413,236.5699,287.7766,198.0149,6.0172,50.1958,19.341,3.0432,134.6784,19.6059,12.0318,42.697,60.4659,11.7736,112.3574,353.9578,47.5351,58.2565,145.9162,50.3303,12.4597,0.0
POL_J58T60,19.0512,0.0917,6.5018,6.1003,0.0186,138.4944,11.8324,7.0806,61.7067,9.9739,50.7155,121.045,20.6597,17.6999,8.573,26.8292,4.1083,22.77,16.8668,33.6116,17.5055,23.9155,23.7525,15.2112,44.4509,420.4785,43.2098,1.1559,5.1582,8.5111,1.5246,54.6052,1086.9933,121.1267,117.4534,145.6611,74.1044,387.8686,60.914,66.4181,71.8628,51.6978,56.8347,59.8477,0.0
POL_J61,24.6439,0.2379,5.0409,4.9849,0.0078,78.8367,20.3605,23.7959,19.2661,7.3335,77.8848,8.7549,27.1999,24.6147,10.1903,99.3907,6.479,24.8631,24.5793,76.9529,11.1841,65.2011,41.1583,28.3432,129.7089,445.6569,259.8238,2.4871,9.7926,148.3923,29.9336,25.7445,61.7924,502.5865,174.2592,433.4417,75.3073,139.1846,97.1959,116.0013,46.1615,140.8389,32.8005,98.5664,0.0
POL_J62_63,31.1167,0.1342,21.4236,9.5889,0.0563,228.7473,16.4913,22.1041,107.7711,37.361,81.4481,41.5728,90.8286,35.0112,45.6689,83.3357,53.9974,82.0897,29.7326,83.5692,27.0784,69.9699,159.9608,15.6457,162.7511,1094.5514,159.9115,4.2479,20.6049,119.9926,22.5695,40.6342,432.4877,532.1174,1985.1154,1053.5427,220.7813,622.097,78.3491,95.6891,138.8322,80.8164,46.7197,78.1015,0.0
POL_K,502.2592,1.3669,54.5663,46.085,0.0621,470.1171,70.9715,93.9492,133.979,127.7841,108.6789,36.1171,150.4159,107.5433,143.7302,234.5707,63.9351,109.2177,98.228,224.3183,65.5799,186.55,210.4864,125.3043,667.0229,1420.4419,663.5468,14.2517,60.5479,222.4237,24.8523,83.9706,107.9577,222.574,158.0508,3819.0008,1023.0291,431.3326,353.6192,236.9576,233.8926,293.2003,146.9868,153.2936,0.0
POL_L,63.3583,0.8811,6.2673,12.4102,0.477,219.2006,40.5728,77.7577,53.6289,26.109,50.7834,15.1556,60.141,48.4942,25.1808,91.6816,14.6481,58.3073,45.6851,56.5911,32.485,195.1206,152.5864,81.7956,383.3118,2446.6862,202.1368,3.3541,13.1486,275.0779,30.5701,266.4357,72.0984,210.1951,160.7778,700.8339,746.741,434.4921,327.2247,131.3613,226.7732,817.2765,195.6152,166.2023,0.0
POL_M,273.8738,0.8332,83.1985,76.1684,0.0779,1173.7539,131.6033,123.8196,348.4862,118.1607,332.8579,364.567,340.5232,255.0522,384.0787,691.055,102.0188,430.7735,371.0539,552.5893,244.3346,439.5514,638.6397,143.0467,1410.7244,4265.0186,505.266,7.3625,25.7214,210.8759,27.3981,192.9013,321.07,831.4165,605.3152,801.994,454.2566,4373.3075,567.748,188.2013,252.6944,421.1376,146.1167,140.8819,0.0
POL_N,80.0152,0.5328,48.5423,49.4131,0.0288,708.8737,65.0918,99.2136,196.7791,83.1105,151.9598,201.5572,202.9806,154.2588,141.1828,235.8001,134.4066,142.3967,101.6265,232.5503,53.4099,233.0888,500.304,157.5728,692.1736,1840.8982,718.5556,13.9777,62.8574,307.2015,40.3585,139.6635,158.0249,770.3541,372.8851,402.7451,338.9353,757.0286,1446.0695,97.8584,187.5477,320.3236,236.6492,251.9199,0.0
POL_O,24.6634,0.0207,12.315,15.8639,0.0,63.4152,19.3345,12.9491,23.6708,5.5049,13.8368,5.52,21.9092,17.9479,18.8374,20.0944,20.0977,25.3435,18.8796,21.2823,13.2364,35.9195,48.1323,31.122,25.4276,273.4715,67.7237,1.6702,4.633,21.0397,3.7184,29.0051,24.5415,19.4332,40.9636,48.5101,24.6341,123.9052,62.337,49.8734,19.1927,31.6383,12.4645,22.7451,0.0
POL_P,6.976,0.0478,1.4775,2.9599,0.0018,28.5047,3.6989,2.6347,11.9807,4.1466,15.4438,5.6929,10.4386,8.5094,5.5795,14.8151,3.9674,22.2099,13.1567,22.1417,6.3217,11.16,13.2435,7.9055,50.2541,139.5866,17.9827,0.2379,0.9689,9.8284,1.5858,15.2305,5.5491,20.3788,37.9169,51.5641,10.6878,193.901,39.6554,17.6082,982.1047,24.8193,28.0018,10.82,0.0
POL_Q,26.7704,0.1223,2.9969,3.1328,0.0065,51.8905,6.3602,5.0837,8.7568,3.1671,8.5985,7.8401,10.4619,7.0904,16.9908,16.4496,2.7205,15.5734,11.2621,14.0441,5.4132,15.71,28.2507,8.561,40.6422,124.9144,30.6479,0.5369,1.9863,19.9355,2.5537,29.087,5.3196,13.7279,32.2219,24.1783,14.2373,94.6497,31.3257,66.4468,28.0785,3843.4448,15.4549,8.4626,0.0
POL_R,4.3639,0.0261,2.6469,0.9363,0.0056,18.7647,2.2345,1.5661,7.1389,0.9047,4.6406,3.0537,3.7856,2.9417,1.6717,5.396,1.1075,3.351,2.6081,3.487,5.8649,4.7219,5.1447,2.7174,16.7178,37.052,7.1857,0.2606,0.8504,3.0185,0.6325,15.2118,15.0509,2.8711,12.3204,7.7281,8.1339,28.5772,18.6684,13.2345,14.2208,10.9842,812.5715,44.1567,0.0
POL_S,57.9938,0.182,12.8398,10.3495,0.0256,164.3055,23.3808,33.3376,42.3676,42.653,21.1476,7.6192,47.4221,52.8768,17.8291,45.2807,12.5573,33.7839,30.6239,25.1567,9.253,69.5028,35.9297,27.5556,101.2938,577.6228,47.3412,0.5601,1.9387,16.5253,2.682,53.9807,29.7391,83.5493,84.6342,44.2602,35.5948,96.8724,38.1045,11.1285,29.4991,158.4761,34.0414,95.7958,0.0
POL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
