V1,MAR_A01_02,MAR_A03,MAR_B05_06,MAR_B07_08,MAR_B09,MAR_C10T12,MAR_C13T15,MAR_C16,MAR_C17_18,MAR_C19,MAR_C20,MAR_C21,MAR_C22,MAR_C23,MAR_C24,MAR_C25,MAR_C26,MAR_C27,MAR_C28,MAR_C29,MAR_C30,MAR_C31T33,MAR_D,MAR_E,MAR_F,MAR_G,MAR_H49,MAR_H50,MAR_H51,MAR_H52,MAR_H53,MAR_I,MAR_J58T60,MAR_J61,MAR_J62_63,MAR_K,MAR_L,MAR_M,MAR_N,MAR_O,MAR_P,MAR_Q,MAR_R,MAR_S,MAR_T
MAR_C20,376.9075,0.2968,0.0299,9.617,0.1443,85.2122,93.7828,4.4045,52.3723,1.2602,514.8262,41.6994,292.7636,113.1276,8.9384,31.2947,3.553,73.6365,8.1698,32.3786,3.9997,53.3673,10.8558,4.7846,186.991,92.8899,1.4249,0.3143,0.6315,0.9522,0.3074,8.4316,15.3455,1.8389,1.6389,0.0,3.3526,9.0034,22.8436,15.8903,8.9068,24.5416,4.4537,31.8477,0.0
MAR_C21,51.2171,0.1676,0.0036,0.8581,0.0011,21.6742,6.8752,0.5015,2.8711,0.1655,24.3569,80.0418,15.2802,8.2611,0.2969,3.4198,0.4186,5.3518,1.0634,2.5418,0.036,4.7125,1.3776,0.4947,13.5913,18.0327,0.2487,0.1288,0.1787,0.1987,0.1105,1.5922,1.4862,0.6228,0.4668,0.0,0.2775,3.4784,1.872,12.4448,7.7974,42.1308,1.7561,5.3649,0.0
MAR_C22,21.6929,3.9855,0.0097,21.3528,0.0421,108.6668,78.9105,1.6009,5.6423,11.4751,21.9344,4.5975,24.3611,5.9682,0.3339,4.3675,0.2582,70.7408,11.9723,77.7444,0.4535,19.2919,0.8876,0.3039,108.1915,186.5767,13.7554,0.9274,2.0975,3.4945,0.2629,3.6732,1.8978,1.6621,0.3247,0.2992,0.4354,1.3647,2.3925,16.8291,0.4797,0.896,1.0365,3.2527,0.0
MAR_C23,0.276,0.0273,0.0071,2.9294,0.038,18.4399,4.9103,1.8014,9.4418,0.3216,48.0706,3.2747,1.7927,248.0005,2.0338,28.8716,0.7753,7.9057,0.2857,55.1589,0.7809,2.6536,0.4296,0.0809,2732.7179,21.0986,0.7642,0.1606,0.397,0.5502,0.0606,1.6415,2.0067,0.3436,0.2358,0.6966,0.3206,0.834,1.2143,4.7105,0.6638,0.803,0.3038,1.1558,0.0
MAR_C24,0.0,0.3731,0.0059,1.087,0.0559,0.8791,1.602,1.1134,1.3046,0.328,0.6029,0.0445,4.1101,145.8219,474.4758,214.0779,4.9325,205.4781,15.5717,24.9566,15.7001,28.1468,0.0419,0.0801,465.4773,10.945,0.0664,0.0221,0.0268,0.0355,0.0,0.0,0.3088,0.0,0.1178,0.0,0.2769,0.8303,0.3258,0.0,0.1539,0.2272,0.135,0.8315,0.0
MAR_C25,1.0571,0.248,0.0131,10.6155,0.0929,77.1131,17.231,11.7162,5.0216,2.7764,17.7101,2.6049,2.5809,47.5607,15.9707,111.2595,3.3656,17.686,9.3644,46.2143,14.0609,27.4218,4.1915,0.8836,496.1731,36.9886,2.017,0.3414,0.5536,1.166,0.0726,4.9101,2.5164,0.69,0.5769,0.2552,0.7833,1.7671,2.9995,2.428,0.4433,0.6271,1.0748,4.1578,0.0
MAR_C26,0.824,0.1552,0.0004,0.8315,0.0043,4.1915,1.2356,0.039,0.1419,0.4454,1.0656,0.2259,1.1271,0.4816,0.028,0.769,27.1446,3.0847,0.7911,3.6678,0.3427,1.4968,1.7574,0.4118,6.663,8.7169,0.6479,0.0647,0.162,0.2292,0.2587,0.0955,0.465,13.9678,0.6058,0.0,0.0667,0.6569,0.8091,5.9039,2.5733,5.6697,0.1702,1.0216,0.0
MAR_C27,0.0258,0.023,0.0007,0.2075,0.0037,0.792,0.4048,0.0668,0.0956,0.4636,12.3595,0.8965,0.8528,3.1961,0.6869,2.2958,13.6273,137.546,0.4967,35.1284,0.9232,1.9296,8.6785,1.1434,71.9832,17.5632,1.3275,0.2037,0.3559,0.6602,0.0715,0.0842,0.2469,3.2213,0.2538,0.0005,0.1503,0.5414,0.9241,0.2158,0.1661,0.3152,0.0913,0.5041,0.0
MAR_C28,4.4805,0.0988,0.0422,8.3571,0.0453,3.3968,1.8375,0.4284,0.1113,2.9967,2.1276,0.4127,0.1447,5.5119,2.5055,1.819,0.5094,2.2904,5.8686,22.9953,2.7393,4.084,9.6043,2.2517,23.5814,16.9114,0.9759,0.1545,0.3274,0.417,0.0542,0.1562,0.9592,0.2443,0.5426,0.015,0.4462,1.858,3.611,0.4544,1.1979,1.987,0.8792,3.6841,0.0
MAR_C29,0.8265,0.637,0.0083,2.0073,0.0272,5.3622,2.7196,2.0263,0.2152,0.6552,2.5416,0.2796,0.2071,4.8138,1.34,19.018,0.7245,6.3083,2.2525,1436.4233,4.4343,12.5946,3.4082,0.8127,28.633,173.1285,56.7555,1.6877,5.7589,10.5265,4.9897,0.4814,0.3238,18.8707,0.6102,0.0095,0.5655,1.8966,5.9908,9.7257,0.8641,1.6922,0.2762,1.0101,0.0
MAR_C30,0.0,1.1332,0.0,0.0,0.0009,0.3951,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,19.0711,3.7905,0.0,0.0,0.1441,10.1381,3.0266,0.7847,6.6507,0.6658,0.0,0.0,0.0,0.0,0.002,0.0,0.0014,0.0114,0.0147,19.283,0.0748,0.0718,0.0,0.0,0.0
MAR_C31T33,150.9388,19.9419,1.7624,47.11,0.2222,74.459,25.5187,9.8364,8.942,17.2212,43.782,4.0053,4.6489,42.5589,19.3542,15.88,3.6396,30.1874,3.2676,18.0724,7.5572,46.126,35.6192,6.4598,115.8432,43.4397,36.5056,9.4083,46.8116,9.889,1.6338,13.8879,3.1735,20.5047,3.2328,6.7628,16.1779,9.8385,36.1582,27.6328,12.898,12.9742,4.064,8.418,0.0
MAR_D,174.834,4.1468,0.2008,50.6111,0.2732,128.2518,46.9236,7.1028,12.2,18.7182,85.697,9.0444,30.7405,206.3703,45.714,14.0266,10.6305,32.9092,2.2746,80.8792,2.6042,13.4679,59.856,5.8479,116.9702,167.7004,36.383,2.6473,8.0708,24.9449,3.0864,68.4757,10.7414,71.7436,3.0756,40.7069,4.2791,7.0398,12.287,197.3217,40.6962,65.5731,11.601,23.5676,0.0
MAR_E,35.4547,1.0854,0.0465,10.5434,0.0108,23.0427,7.6636,1.0008,1.7825,3.2498,15.7666,2.1846,4.1489,29.8356,9.3362,2.2386,1.7097,4.5606,0.3369,11.8331,0.5296,0.9458,8.2737,4.9728,32.161,33.9581,6.1621,1.4836,2.304,4.7473,1.3045,13.887,1.3353,12.5767,0.5078,8.2676,1.1341,1.2464,2.7081,45.4778,8.6836,13.0989,2.5493,5.8028,0.0
MAR_F,71.1634,2.375,0.3769,35.1243,0.278,31.3532,7.3815,2.5681,1.1382,28.727,11.3079,2.3375,0.3945,21.9523,2.0083,1.5905,1.968,8.1292,0.7993,62.8854,5.4472,13.5994,49.0224,7.1937,47.6679,118.2795,11.9055,1.3403,3.6878,9.6796,0.9303,5.5166,2.956,11.6478,6.5245,81.6914,17.6865,12.8774,14.9119,151.439,30.627,35.0861,3.5269,7.9866,0.0
MAR_G,612.117,48.8682,0.2201,52.4524,1.0305,1270.4776,166.3067,34.4076,47.8411,9.5857,175.2739,37.7075,56.7539,127.7599,61.4732,69.9943,20.5649,78.7693,16.6951,206.6903,15.0281,68.1398,42.5184,7.2621,679.5625,292.4314,282.0223,28.495,101.1665,60.1151,3.2846,102.9942,14.4336,27.0153,10.3312,6.3672,8.2666,26.7375,57.7177,1584.0782,52.7149,111.0621,8.1674,27.5446,0.0
MAR_H49,167.4883,8.1985,0.7522,160.4086,0.3761,190.3914,26.0128,10.838,17.337,26.925,88.6042,8.6576,10.2352,66.2528,16.5126,17.7582,7.7009,38.9658,2.6146,18.7657,2.5757,15.22,12.7058,2.0217,124.7531,188.1134,59.3791,6.5123,15.875,18.772,1.308,11.0718,14.5915,5.2883,0.8992,32.2233,0.5524,2.6772,5.6868,78.406,38.2772,39.6262,11.4836,38.0047,0.0
MAR_H50,0.0323,0.0013,0.0017,0.0021,0.0011,0.4561,0.9181,0.0033,0.0715,0.2899,0.2425,0.0358,0.0976,0.0596,0.4131,0.117,0.0099,0.0395,0.0349,1.2431,0.0383,0.0841,0.3366,0.0307,2.0643,0.0061,0.0014,0.0008,0.0377,0.0008,0.0017,0.1009,0.0171,0.0293,0.0038,0.0024,0.0036,0.0155,0.029,0.0013,0.0012,0.0027,0.0019,0.0032,0.0
MAR_H51,16.5129,1.8906,0.0236,5.4192,0.0152,27.6721,19.137,1.4557,3.5228,19.0892,15.3498,2.0054,3.5083,9.8083,7.8544,5.3522,1.9093,7.5568,1.1778,19.4707,1.3047,3.6098,7.7943,1.0567,37.2576,14.4292,8.0596,1.4848,5.8191,1.3206,0.2232,2.6088,1.0809,1.6717,0.2174,1.0481,0.1837,0.7109,1.4509,6.3247,1.2703,2.3241,0.4938,1.7844,0.0
MAR_H52,30.239,2.272,0.1809,26.3024,0.0626,36.681,4.5927,2.036,3.2852,5.4328,17.2901,1.9716,1.9478,12.9261,3.0265,3.4488,1.8195,8.2174,0.5006,3.1714,0.492,2.8281,2.1405,0.3538,23.3057,56.3792,24.7842,10.5933,24.7353,22.405,0.3363,2.0846,3.1107,1.3727,0.1857,5.0784,0.0972,0.4768,1.1338,13.1729,2.7108,4.6128,1.8774,6.9341,0.0
MAR_H53,0.3722,0.0627,0.0004,0.0827,0.0021,0.6263,0.1736,0.0425,0.0938,0.0184,0.4166,0.1197,0.0421,0.2619,0.0326,0.1795,0.0294,0.3283,0.0305,0.3396,0.0795,0.1626,0.649,0.1429,1.0106,5.6561,0.5026,0.082,0.2137,0.4669,0.5412,0.2331,0.162,1.631,0.1477,2.9011,0.0651,0.367,0.6291,7.6448,0.9108,1.3414,0.0924,0.3438,0.0
MAR_I,0.6508,3.3415,0.0107,2.6817,0.0519,3.7096,2.5155,0.4412,0.7037,0.6596,6.0043,1.9191,0.7482,3.6852,0.9642,3.8963,0.6717,5.4215,0.766,6.621,6.4091,1.9699,1.2712,0.2943,1.4878,8.8598,2.8723,0.396,4.3959,1.2076,3.1526,13.668,7.1563,35.6989,3.5023,80.6744,3.1638,9.3065,27.8007,198.4136,16.1137,21.6104,4.1116,16.487,0.0
MAR_J58T60,0.201,0.2115,0.0121,4.2204,0.0052,18.4624,6.5689,0.4591,1.1474,0.4578,6.3332,1.8009,3.0149,17.211,2.2529,1.691,1.0634,6.1732,0.3487,2.407,1.1254,1.1713,14.6928,2.6084,7.0354,13.7674,0.4509,0.0812,0.4022,0.3629,0.0993,3.8742,15.8166,2.4029,1.0688,4.7964,0.3064,7.2209,2.3244,10.4141,7.9657,4.9756,3.8457,5.79,0.0
MAR_J61,9.3183,1.5639,0.0143,2.1736,0.0571,12.9328,3.7102,1.0021,1.7952,0.388,7.8045,2.0457,0.8538,5.7276,0.6831,3.7506,0.6588,6.6246,0.6064,6.3884,2.2536,3.9346,12.8005,2.2604,30.2932,95.9398,15.3764,2.3329,6.5286,9.7792,0.43,7.667,5.1678,44.4887,5.1686,57.0656,1.6949,8.4247,11.3245,133.3636,20.0515,35.3245,2.0861,6.4866,0.0
MAR_J62_63,0.0018,0.0005,0.0001,0.0384,0.0002,0.1214,0.0503,0.0028,0.0201,0.0057,0.0525,0.014,0.0041,0.0602,0.0109,0.0199,0.0162,0.0904,0.0026,0.0981,0.0249,0.0253,0.0918,0.0129,0.1484,0.3676,0.1967,0.0394,0.2055,0.154,0.0123,0.0957,0.0701,0.2978,0.1324,0.661,0.0078,0.0523,0.0791,0.4818,0.121,0.186,0.0219,0.0625,0.0
MAR_K,86.9108,68.2164,0.2609,42.0121,0.4323,183.42,73.3845,12.3406,26.5389,18.9229,49.9266,9.7906,26.87,55.9443,59.7961,53.7757,9.8339,65.6262,4.1506,172.7321,14.7707,44.3064,386.9468,55.9328,1106.2549,691.6156,70.2564,15.1529,36.3132,34.2756,10.1761,134.5727,14.9566,148.1245,136.5216,1233.052,385.022,323.4871,554.3809,265.4896,13.5375,26.1677,5.9023,19.1842,0.0
MAR_L,0.561,0.1112,0.0077,5.7028,0.0567,34.9198,9.3598,0.9424,4.4574,0.9161,8.3607,2.2747,1.1482,12.8588,2.2002,5.1179,1.9889,13.9291,0.485,15.8179,3.7657,8.1048,12.3685,1.7164,38.6211,153.0255,40.2142,5.3749,18.8285,40.8129,2.0118,34.1823,11.3265,38.0154,7.8725,73.5325,16.7906,24.6234,38.8527,65.8772,26.434,45.263,7.7602,23.1439,0.0
MAR_M,1.6525,0.2999,0.0437,19.3784,0.5578,111.8605,16.3943,1.9758,11.3003,3.3987,39.2138,16.707,2.7207,32.2555,6.7527,9.9675,6.0479,51.1448,1.5451,62.4956,11.6258,20.1279,40.1142,5.1437,121.4129,222.5282,71.1807,16.7776,45.7437,54.1261,2.8575,37.449,28.4235,70.8231,18.5423,185.1196,11.403,97.2298,72.6614,130.0437,36.2716,59.6311,14.0606,34.865,0.0
MAR_N,2.0503,0.4218,0.0353,23.3562,0.8081,97.4974,17.2503,2.7498,14.0973,3.9467,36.3634,11.3633,3.2181,42.8378,10.2554,13.3279,6.6671,45.6686,1.5687,56.753,9.3361,30.3416,64.4487,10.1037,124.3794,239.2357,170.1254,42.4108,130.1341,132.1162,8.2631,59.5749,31.5427,109.8478,30.3301,226.3796,31.6536,79.3727,296.5194,230.8869,83.5258,164.878,28.3432,51.2353,0.0
MAR_O,6.9489,0.2621,0.0368,3.4243,0.0636,2.886,1.4308,0.3839,0.132,2.8037,1.1032,0.2376,0.0397,1.9878,0.1897,0.2018,0.1766,0.6068,0.0972,6.0899,0.63,3.8628,4.8074,0.7056,1.9098,12.1993,1.1754,0.1333,0.3673,0.957,0.178,1.0584,0.4367,1.6712,0.6689,8.0084,1.777,1.4189,1.7225,14.837,3.0075,3.4877,0.5571,1.2066,0.0
MAR_P,71.4859,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705,0.0,0.0,36.1768,0.0,0.0,0.0,110.6678,68.5128,36.5274,4.4695,15.1655,0.0
MAR_Q,46.6851,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2436,0.0,0.0,18.7228,0.0,0.0,0.0,69.323,7.2685,76.063,3.1775,9.2121,0.0
MAR_R,0.0,0.1056,0.0175,3.4075,0.0007,5.6363,2.9614,0.2736,0.7034,0.0573,1.1218,0.3319,1.6996,6.7904,1.5244,0.9674,0.5507,2.7551,0.1195,1.0701,0.8628,0.2722,6.7997,1.142,3.3255,5.7842,0.1289,0.0728,0.1001,0.112,0.0336,2.4569,2.8281,0.3689,0.5075,0.0133,0.1637,2.3941,3.4788,3.9789,3.3717,2.6949,9.1038,2.6321,0.0
MAR_S,0.0,0.8233,0.0697,11.2325,0.0327,19.7304,10.5086,1.3408,2.6607,0.3094,6.2385,1.5699,6.8857,40.8441,4.3244,4.4044,1.7333,13.2258,0.5616,4.0731,1.6174,1.6909,39.9635,9.5051,14.6812,20.4377,0.5628,0.1184,0.4387,0.3801,0.1162,6.9196,4.3457,1.2228,2.5363,0.0566,1.3635,7.5043,10.7382,11.4485,5.5852,14.5174,4.4247,25.3209,0.0
MAR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
