V1,IND_A01_02,IND_A03,IND_B05_06,IND_B07_08,IND_B09,IND_C10T12,IND_C13T15,IND_C16,IND_C17_18,IND_C19,IND_C20,IND_C21,IND_C22,IND_C23,IND_C24,IND_C25,IND_C26,IND_C27,IND_C28,IND_C29,IND_C30,IND_C31T33,IND_D,IND_E,IND_F,IND_G,IND_H49,IND_H50,IND_H51,IND_H52,IND_H53,IND_I,IND_J58T60,IND_J61,IND_J62_63,IND_K,IND_L,IND_M,IND_N,IND_O,IND_P,IND_Q,IND_R,IND_S,IND_T
IND_C21,909.8859,19.0188,256.6367,131.7761,7.9506,207.6069,1396.3704,40.5058,120.7114,202.7846,2827.0644,4655.2996,875.1387,120.2716,307.0492,33.874,33.1841,125.2919,74.4699,109.0482,36.871,591.551,1.9423,12.2921,561.1894,114.3139,4.8559,0.0303,1.2101,7.1965,0.1593,10.5694,27.002,6.9091,0.3601,0.5166,0.9774,0.1488,1.979,199.2666,0.188,9941.9975,0.0549,36.8905,0.0
IND_C22,271.204,13.7416,88.7587,248.0322,29.8997,1026.8155,2583.3928,58.7878,439.9877,468.0962,1335.5694,1136.6405,1266.4187,826.9961,904.6468,244.4752,867.3508,681.4064,1246.8246,8415.1979,1616.5715,1156.751,33.0851,364.9293,3041.4285,339.7467,1415.4434,0.932,12.2804,135.2459,1.2847,18.6927,152.4467,31.8291,19.0508,5.745,94.3975,6.0065,70.9889,26.267,47.3688,102.9894,11.5622,847.2928,0.0
IND_C23,210.3559,16.7831,55.7719,38.1008,34.36,82.5982,174.946,30.8231,48.1193,47.9384,342.3967,81.0248,177.7774,5584.5284,2749.7889,181.9594,88.4935,262.3488,163.4226,244.9264,76.935,323.3601,44.0255,8.9508,38118.4005,56.4349,81.8497,1.0488,14.5012,13.5053,0.6561,7.8854,10.2295,27.1976,13.7895,7.0439,15.1551,1.8333,35.8509,20.7873,5.0243,16.2324,1.4864,12.6969,0.0
IND_C24,316.957,23.494,865.6528,464.0257,84.4409,230.2194,387.9789,74.608,523.2051,529.4313,867.4997,341.3938,759.8943,1780.9843,24968.8573,11650.0989,2195.0617,10266.8944,10053.337,16732.4236,3754.292,4855.8524,4910.0847,54.3021,25226.3301,314.2878,106.4235,1.6171,21.9653,40.1308,2.7352,7.0727,186.256,72.447,20.475,54.0511,47.0577,5.8933,65.6716,34.1919,28.8414,17.2292,5.205,70.4312,0.0
IND_C25,1444.3907,142.0464,452.2521,562.1038,82.1915,481.5887,571.8549,96.8737,177.0613,540.725,474.1667,370.6359,233.938,627.1885,4444.4303,1657.835,439.9242,1535.1451,1716.9536,2530.2461,743.0211,781.5464,837.6544,65.3559,6571.7402,555.1933,662.7082,12.7648,111.8767,118.0373,5.7692,45.6673,62.3464,264.8565,111.5092,70.8023,92.3108,15.5448,296.3145,165.7291,55.3668,126.3184,13.4268,92.5228,0.0
IND_C26,111.5867,7.4258,39.143,68.7742,16.218,94.8732,205.2291,37.9423,71.6578,102.1544,96.1071,117.1975,78.2297,129.7326,483.6972,148.954,796.2658,468.3369,319.1614,492.9632,152.7333,128.5173,111.2017,7.8933,1233.5732,110.2366,180.1879,1.5578,87.6021,54.6791,8.4913,2.5776,68.9937,677.2157,18.8512,44.5172,37.1142,5.1146,44.0869,63.6669,12.2546,8.5457,2.9272,85.8369,0.0
IND_C27,171.3513,4.0232,39.2692,90.4607,29.872,78.3863,152.0533,74.5386,51.7467,156.1074,107.5339,68.3464,60.8414,193.4927,543.4082,509.3097,1088.8295,1594.4798,941.5484,1324.8299,380.9906,184.7792,283.6399,7.9821,3292.8718,239.9286,329.9929,2.4449,47.1822,72.712,10.1809,2.3194,36.1134,694.3787,24.8632,127.1384,100.3576,7.8378,67.1157,31.5561,15.0126,6.6223,4.258,155.8023,0.0
IND_C28,527.6744,17.9066,102.4555,323.6055,105.0688,252.9047,217.9661,323.1986,50.9753,674.5054,143.6152,131.8466,79.1854,161.1996,866.1814,402.4372,284.5947,530.8179,1464.3978,1194.1472,465.7352,151.2489,67.8764,6.7941,1852.997,193.7113,139.042,23.9065,27.9773,31.0088,7.3201,7.6312,34.1248,231.4887,21.1166,27.9607,39.4576,6.6733,76.6818,54.5263,13.8732,14.5042,4.4086,50.9752,0.0
IND_C29,143.9773,11.3515,18.3837,39.2035,18.1339,169.7075,343.024,8.5407,69.9688,67.6018,131.4522,159.85,171.105,138.9487,161.6965,43.6838,137.4561,107.8027,250.506,1625.7711,265.7817,174.201,30.1047,61.0845,494.1606,75.6374,269.2217,0.7984,11.1504,30.983,0.7294,6.6182,24.8069,21.4057,12.5518,11.1901,27.3413,2.2122,34.793,15.4762,11.0312,12.3625,3.2376,135.3559,0.0
IND_C30,200.2358,87.9241,6.2188,13.4604,3.0639,59.4076,118.9235,2.9819,45.0254,23.539,82.6674,88.6969,81.1281,107.6024,54.5436,15.1475,46.948,36.8881,99.8506,1860.8121,2936.2502,66.4485,9.7039,21.0321,171.003,871.9224,648.089,1326.4484,5.634,72.5908,0.675,11.2187,63.8847,7.0441,28.5364,1.5131,132.7779,15.5061,128.2794,417.27,21.2957,4.6568,26.6206,146.5108,0.0
IND_C31T33,1406.9388,107.2375,544.2216,210.3601,43.0453,324.1547,539.3578,980.5692,342.1914,203.445,333.075,228.2326,184.6709,321.6169,1190.7788,487.6679,212.6408,365.5634,614.8015,1026.1903,317.6529,8845.5066,416.7551,64.9964,2845.616,942.5563,727.6143,9.7728,129.5151,118.5911,10.8424,35.8114,51.7726,263.7002,93.5671,125.6234,194.1274,33.8156,456.8114,140.493,43.8765,151.6223,14.1551,246.0823,0.0
IND_D,8401.9405,0.0,340.6911,261.8743,112.9556,143.8694,2602.096,31.8388,842.6169,445.6584,336.3311,98.9061,852.3008,832.1388,6572.6765,479.9011,1897.3297,2681.5303,3042.6949,5587.6434,901.524,233.5519,919.0139,410.0554,5770.2176,4993.113,4350.9535,71.3325,1216.6887,1954.422,205.6117,468.2506,626.5198,6108.4383,1001.6646,6290.6504,2472.3466,183.3793,1351.2059,1150.8075,631.6451,331.9809,287.8476,2775.6861,0.0
IND_E,135.7922,4.4909,100.0802,20.2567,22.1091,0.9347,3.5588,0.0,0.0056,0.0,0.8814,0.0002,0.0039,10.0575,11.5884,8.385,0.0,0.0804,0.0,0.0,0.0,0.0,2830.7062,104.7638,1047.2103,584.0093,2267.5252,29.0167,587.5129,950.1666,5.5699,88.9341,66.4781,79.5891,287.8,1223.0095,792.0368,65.7432,541.6454,1508.477,232.4206,82.1358,94.363,844.691,0.0
IND_F,3187.0153,0.0,44.7972,26.7533,69.5776,34.987,219.4348,0.5855,927.3178,656.2122,117.5058,46.5944,1292.2295,1370.6088,3519.568,522.8315,69.0044,1010.3843,369.3818,640.0652,335.4622,17.8557,3715.5017,339.6681,37447.8079,4975.8073,1588.9592,8.9837,237.6627,543.1942,72.0929,7.0526,57.4546,1541.1716,1137.3839,809.6915,12486.7123,359.5854,2195.0547,1715.6976,340.0064,117.2668,28.1285,2651.8436,0.0
IND_G,9084.5214,507.4807,1506.3356,570.3951,118.3829,19976.5284,15039.4541,733.2362,1384.8719,2932.3659,5812.1643,2324.0124,2295.973,2464.1821,8461.5711,1916.2615,809.434,1692.4011,2742.3541,4198.2631,1170.5124,3306.8193,2280.9014,246.4003,16110.6032,7286.9044,5578.6024,114.6825,270.4303,564.2296,61.3437,4757.3749,793.6095,904.0241,380.9729,584.7383,694.7976,127.761,1884.2154,3284.2954,463.6597,1291.7212,62.059,753.9114,0.0
IND_H49,4149.429,198.9273,354.42,317.9113,162.8324,6669.8021,3376.6456,296.7702,504.232,1542.5106,1824.539,519.0246,701.8665,2288.1907,7558.7449,1445.8445,262.6745,662.4463,998.4478,1723.0731,433.7769,918.936,1554.6958,545.0846,9183.3991,3924.5458,1022.5857,29.6992,91.1899,296.4368,42.0328,1680.5379,224.2418,331.674,341.7817,173.1251,440.0599,52.42,548.6697,1385.6025,147.9024,165.2131,90.3247,401.1761,0.0
IND_H50,40.7868,2.1587,10.5585,6.6779,0.0027,68.5923,76.6298,7.8443,19.8717,333.2392,74.456,19.3528,29.7705,47.468,166.1693,32.1673,16.845,25.2861,32.6811,63.4853,18.9216,40.6343,87.0893,4.7435,17.5276,0.1828,29.7684,1.8947,1.6784,0.9088,0.318,10.6064,5.5649,9.0625,0.9193,2.8237,1.2031,0.0714,1.134,0.0043,0.0046,1.4134,0.0087,1.3742,0.0
IND_H51,112.0192,5.6176,32.407,21.2893,8.2072,176.4423,227.4159,23.6528,61.6764,1086.6732,230.6764,59.581,92.5022,139.9524,490.042,95.1909,53.6659,78.1377,100.1107,195.2736,58.6555,126.7049,278.0724,48.1608,503.8836,123.8253,101.5212,6.4745,8.4568,42.1847,3.4364,32.2655,21.0846,52.3673,2.7893,129.1382,26.2327,11.8017,119.8841,209.1159,108.7239,31.0703,2.6182,42.3359,0.0
IND_H52,784.2011,52.1764,313.0055,47.6561,49.0664,1745.8331,828.0055,71.438,119.6797,220.2264,462.6494,134.1657,175.6987,544.8707,2082.7709,357.3584,53.917,164.1411,242.7096,443.5556,111.0755,224.3699,354.6652,37.5007,2678.5355,1613.3456,291.6899,7.8322,671.5848,147.8161,7.8995,450.582,73.2174,76.1064,45.189,378.2217,77.9303,25.342,330.7123,374.7709,47.7464,42.8148,29.032,282.4852,0.0
IND_H53,18.4896,0.0,0.3797,0.3593,4.817,2.7792,9.0466,0.705,1.043,0.9894,0.3238,0.7734,8.5519,6.9529,1.1675,4.5763,1.7297,0.7324,2.8842,1.2131,0.3986,2.3396,463.0844,94.5653,320.0856,191.3259,876.5529,3.6141,45.5507,369.0662,167.6306,2.7952,19.3763,800.8418,108.4494,185.2613,77.0967,53.6395,348.4135,0.0,45.369,6.6264,14.8317,41.2969,0.0
IND_I,122.4258,0.0,0.9052,8.3051,29.7014,0.0,0.0,0.0,0.3319,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.0,0.0,0.0,841.0044,107.6653,2907.1541,4040.4888,1858.6942,11.6451,129.9388,305.6486,31.7119,4.5448,31.1199,576.6735,365.7973,3397.3304,396.7782,70.4401,564.1775,492.2168,114.4993,26.2477,18.3967,305.2732,0.0
IND_J58T60,56.8513,0.0664,3.2265,6.9862,7.5786,4.3177,8.1353,0.055,12.2664,62.021,2.0807,59.0576,0.2125,0.8693,12.6711,0.2816,0.4122,0.8567,24.4911,0.6982,0.2197,4.9284,67.8036,3.146,35.9624,48.9621,146.4915,4.0277,49.0404,75.2316,0.8306,3.8383,285.3638,28.9574,42.0861,107.0071,20.5625,19.8139,78.322,5.957,153.1808,39.7742,25.8762,106.4011,0.0
IND_J61,152.0114,0.0,3.2791,2.9687,17.8092,19.3109,64.4035,5.3968,6.4303,6.8165,1.9045,4.456,56.8592,50.2595,7.5924,30.984,12.8108,4.8925,18.5553,7.2209,2.7096,17.487,2650.9959,619.8203,3145.6432,1090.8906,7808.6831,31.9963,475.5776,2246.8568,31.8851,30.084,233.9557,5208.9967,1603.3537,1235.2561,690.0121,414.423,2513.9025,0.0,344.0655,61.0215,124.9985,306.2695,0.0
IND_J62_63,0.2952,0.0,0.1295,0.0368,42.2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4906,0.0633,373.1876,33.4806,0.3226,0.1065,13.7383,24.0244,1.1197,4.0796,32.1157,42.7589,60.9678,59.9532,730.5168,66.882,342.356,22.1903,4.4495,53.2586,18.2048,32.675,0.0
IND_K,6768.5542,5.5053,211.5419,76.845,114.4368,2629.848,2941.3264,174.1033,447.9083,913.67,767.2899,895.756,735.6218,843.869,1134.1459,641.1995,392.0462,503.077,835.9132,534.9788,200.604,699.9385,2672.6515,1521.5366,6104.8417,11580.0138,2863.5042,11.3273,534.3188,1292.2542,105.8163,216.1058,1504.225,2664.801,8088.2476,13934.4935,3922.7827,1480.7344,10923.8662,1656.0223,4450.466,1543.775,931.1782,466.9435,0.0
IND_L,0.7302,0.0,266.357,0.0,19.5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11475.6211,585.9595,4260.9365,1.5189,0.0,2.9903,37.8565,232.8172,0.0,1147.2364,0.0,0.0,204.5804,2.5326,15.2001,0.0,479.5975,0.0,114.0729,22.1674,0.0
IND_M,9.1735,0.0,44.8291,10.2064,11.6318,4.7362,7.7227,2.0476,2.5055,8.9231,2.9122,0.4968,22.6518,2.3076,47.8822,11.226,82.4772,25.6321,81.863,18.6847,5.3053,1.2574,88.8232,18.0477,57.4882,83.3933,55.3301,1.1935,15.3031,28.6884,1.687,5.3625,44.4907,67.259,352.7524,96.5021,63.2884,46.464,114.4586,25.4824,63.187,9.2063,28.094,29.8967,0.0
IND_N,456.8266,0.0,2477.201,508.8456,468.4299,232.1496,497.7223,87.4595,109.0871,318.4805,94.4459,16.1958,933.7354,93.1966,2447.9232,479.6389,3369.6648,904.0099,3068.5018,706.4077,262.7861,54.3907,4383.0595,989.1224,2224.6609,2975.7357,4841.749,90.2489,1455.8883,1931.792,166.8399,292.2595,1969.6858,3660.9042,15175.0887,3688.9072,3049.8276,908.8147,10145.4487,1327.4444,5141.7293,696.9537,1589.0844,1243.4557,0.0
IND_O,0.0,0.0,0.0,0.0,8.8648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND_P,110.8846,0.0,4.9899,5.1413,2.9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8618,0.6431,44.039,732.5516,62.0292,18.8388,251.4274,278.066,6.9411,0.8076,20.4393,170.3753,295.499,512.1412,123.3562,133.7432,678.9681,0.0,1051.1827,42.3318,23.4522,88.3281,0.0
IND_Q,0.0866,0.0,1.8167,0.0,1.8902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547,0.0,0.0,15.3907,0.0,0.0,0.0,0.0,0.0,71.3118,0.9726,0.0,0.0
IND_R,7.169,0.0288,0.8001,1.3028,0.2829,0.0,0.0141,0.0,0.0051,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0002,11.842,0.1383,13.8639,7.8722,27.3663,0.6691,1.1346,6.2574,0.1381,1.6594,16.9505,2.6223,3.7115,3.4637,2.4248,4.7353,36.611,0.0878,84.0749,15.4546,40.5167,34.0696,0.0
IND_S,1.9782,0.0,121.5217,22.144,7.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8826,0.0,0.0,0.0,23.3884,1.3693,25.5135,3.1423,9.1002,0.9629,12.6114,4.3697,0.2679,2.232,6.3187,4.3485,2.8512,10.8733,13.4312,3.2494,17.585,0.0,8.4008,0.8648,5.5338,13.4683,0.0
IND_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
