V1,CHE_A01_02,CHE_A03,CHE_B05_06,CHE_B07_08,CHE_B09,CHE_C10T12,CHE_C13T15,CHE_C16,CHE_C17_18,CHE_C19,CHE_C20,CHE_C21,CHE_C22,CHE_C23,CHE_C24,CHE_C25,CHE_C26,CHE_C27,CHE_C28,CHE_C29,CHE_C30,CHE_C31T33,CHE_D,CHE_E,CHE_F,CHE_G,CHE_H49,CHE_H50,CHE_H51,CHE_H52,CHE_H53,CHE_I,CHE_J58T60,CHE_J61,CHE_J62_63,CHE_K,CHE_L,CHE_M,CHE_N,CHE_O,CHE_P,CHE_Q,CHE_R,CHE_S,CHE_T
CHE_C20,51.6403,0.0,10.0942,1.4369,0.06,166.4774,30.4194,73.7153,228.405,175.9197,3969.0821,3398.3826,1484.4923,93.5155,275.9138,157.5627,471.3946,755.0638,94.2379,14.5392,17.9221,181.3331,73.0081,19.3951,179.7493,464.4065,44.7869,50.5588,11.8209,47.4474,3.8397,56.4656,10.4969,0.9417,3.4725,3.7032,4.2671,177.5731,45.5377,60.7098,12.667,98.311,20.2994,58.8476,0.0
CHE_C21,181.2778,0.0007,77.1395,5.4601,0.1923,115.7179,2.553,3.0303,2.5561,90.3805,1874.7604,26152.2855,2.7888,2.0275,4.1218,3.6503,402.3019,5.2739,6.2588,0.5005,2.2679,5.1259,2.0971,4.2978,4.9507,532.8386,7.2806,16.6412,2.9912,0.6402,0.1499,3.8784,0.53,1.9022,1.3564,30.3093,0.3605,439.9587,33.8355,2511.6345,6.7655,7146.7157,1.2256,9.1712,0.0
CHE_C22,12.4431,0.0016,2.9158,0.2644,0.017,85.4404,3.459,19.739,19.2445,5.4721,65.9028,71.4791,134.591,36.344,8.4879,38.0832,288.5574,66.8787,165.7773,16.5629,9.2429,64.6391,29.16,8.714,447.6225,396.8775,75.2534,29.8765,7.2243,18.948,2.727,8.1014,3.9793,4.313,1.3159,3.5888,7.5178,53.4341,22.8821,50.1309,2.5942,23.4997,1.6848,8.2888,0.0
CHE_C23,22.4486,0.0018,17.0415,2.5361,0.123,63.7869,1.1664,28.3813,3.4641,15.2079,135.7158,117.5716,3.6329,460.6385,51.8087,28.4191,169.0493,83.7583,57.229,13.9936,4.1693,47.0409,29.7658,33.8267,3024.3178,170.6065,38.8519,46.885,11.949,27.0649,2.354,4.5583,0.6981,18.9519,1.2187,1.298,3.9279,63.6452,27.6837,126.7897,3.1565,18.6673,7.8738,14.7932,0.0
CHE_C24,0.2771,0.0,2.0377,0.1972,0.0174,1.5044,0.6787,2.4026,1.127,1.3849,9.6492,3.5407,1.6215,7.0966,882.2547,450.7455,75.8513,192.6836,338.4873,15.2963,20.9041,102.8448,16.715,32.3909,188.5214,52.3082,6.1524,10.7729,1.153,9.8919,0.0367,0.0249,0.0209,1.4607,0.4685,0.0068,0.0769,24.9987,3.7706,15.1643,0.1644,0.4439,0.0121,1.5909,0.0
CHE_C25,43.9387,0.0004,19.5319,2.1019,0.1432,150.4496,11.8486,108.3638,30.6278,5.5496,49.7215,46.4703,61.1487,45.727,144.4697,1888.3816,1409.214,958.1358,1868.998,177.7926,277.9416,522.3423,75.6161,61.4322,2127.5691,634.5042,72.8312,81.6865,16.1118,195.4834,11.3742,65.2413,14.947,16.4574,9.6438,15.8135,49.9856,177.9474,50.5243,197.1621,17.1663,34.7535,3.2434,34.8181,0.0
CHE_C26,11.5823,0.0054,3.3815,0.3754,0.026,49.3069,8.9517,29.1199,12.6537,7.5798,58.0382,133.6638,15.9602,7.5757,32.6633,205.8638,9238.0599,2014.4185,873.0021,28.5494,105.6168,438.1531,241.4484,29.6916,335.1773,3550.7298,107.3139,141.315,41.504,57.0962,44.7833,13.503,50.1844,910.337,526.7094,173.863,10.3564,1156.1233,219.6796,742.8819,57.3602,115.149,78.3145,156.0539,0.0
CHE_C27,35.3886,0.0015,5.2218,0.4035,0.0185,25.4628,1.2078,4.7905,4.2194,3.5461,25.6457,28.8783,3.5208,2.0447,52.197,40.3266,1638.7656,1300.3811,581.4203,42.001,30.1979,200.6282,678.0298,8.057,1184.5611,504.0004,126.0653,94.8661,22.6497,71.0121,10.0581,4.0319,0.8325,35.1667,17.3124,7.9407,10.6644,78.4003,15.536,64.4978,3.0554,15.1466,4.0348,45.4154,0.0
CHE_C28,48.2707,0.003,12.81,1.4597,0.0823,49.9505,3.4672,18.5239,19.4583,2.5664,18.943,52.6845,9.351,12.272,16.345,35.0139,787.3427,179.423,1709.1815,23.3673,29.7647,103.3719,14.463,19.2536,272.6152,364.435,21.6958,32.2425,7.5092,10.8294,2.6827,8.8688,1.8305,6.5947,4.9163,5.4534,19.5348,42.2941,9.2596,40.8302,2.3486,24.3637,3.0307,7.4706,0.0
CHE_C29,0.0111,0.0,0.0811,0.0117,0.0005,1.5871,0.2706,1.4821,0.5236,0.0933,0.6152,2.0165,0.1037,0.1136,0.2098,4.4636,1.5709,12.7062,57.1287,13.3192,1.0846,5.2305,0.3099,11.0721,0.1207,87.877,27.2807,4.0709,2.6483,13.9427,0.1386,0.0636,0.0095,0.0322,0.0132,0.0111,0.0013,20.9777,1.0082,2.6163,0.0884,0.0345,0.389,0.0153,0.0
CHE_C30,0.0172,0.0,0.7811,0.0345,0.0028,0.3604,0.0938,0.28,0.1225,0.0733,0.5343,1.8255,0.0026,0.0676,0.1838,0.2252,47.611,0.8535,0.0701,3.5659,212.0581,53.7572,0.4925,6.8178,0.4955,16.644,85.7398,43.9893,104.1651,0.6825,0.012,0.0274,0.0007,0.0,0.0168,0.0,0.0055,23.4222,14.3594,255.1558,0.2706,0.8226,4.0869,0.8762,0.0
CHE_C31T33,79.546,0.0029,24.7411,2.1323,0.1383,63.6297,7.4667,42.541,64.1091,2.603,21.048,115.6293,22.573,20.9863,201.4935,96.1288,984.8632,349.8441,254.3717,5.5832,245.9178,255.7599,655.9544,28.2974,139.0812,369.6496,172.8267,195.2107,78.3676,11.5182,1.3364,15.1595,12.1455,100.0659,2.8725,11.2192,60.1164,200.44,22.1365,221.1337,4.2256,243.3646,13.5057,9.4411,0.0
CHE_D,263.9962,0.0002,63.3328,9.2135,0.2013,741.4056,69.896,214.3564,397.7679,95.9373,824.7114,492.2853,119.0871,420.5593,1537.8341,711.3737,497.8656,625.5623,399.771,28.7426,120.0889,224.3539,12499.7242,170.9007,421.0876,2260.7155,505.9256,225.479,82.7786,232.0537,94.7636,455.1157,90.1943,368.5829,215.6635,908.665,385.8883,1527.5006,374.8248,1705.1066,280.4846,961.4767,332.0679,367.6862,0.0
CHE_E,38.2738,0.0,23.9826,1.939,0.0919,121.4998,7.5008,10.0847,43.603,4.6138,36.525,80.265,10.8169,13.0097,265.5264,17.1036,50.7363,31.769,29.5313,1.5044,4.1488,31.0552,427.077,410.1185,45.799,183.6489,31.407,32.0961,7.8208,19.0288,5.9449,61.7044,6.9403,14.5955,31.7243,68.2511,25.2979,192.4368,70.1418,503.6245,35.0386,111.2275,97.1696,68.4399,0.0
CHE_F,152.0696,0.0015,33.4922,3.5095,0.1848,75.1387,12.7978,59.5942,33.7548,4.6551,26.8141,80.5031,18.1104,112.8374,129.6629,61.9113,216.9061,55.1974,125.117,4.1605,33.8242,65.6584,1344.9013,96.0509,11095.1873,581.8771,230.8855,128.0746,48.7392,417.8002,58.4312,451.1054,66.5738,163.2628,122.7219,882.0756,4843.3553,738.1875,294.7093,1613.8671,160.2568,417.2864,95.4383,199.2542,0.0
CHE_G,1475.2745,1.2672,146.5624,15.4759,0.7928,4976.547,476.5055,551.9786,650.1835,295.7423,2279.2999,8925.7622,899.3009,612.1544,1304.4094,1612.0362,7713.6782,2750.9858,2863.5706,235.419,333.5245,1238.1322,2174.6177,251.6947,5206.7359,34234.7082,2154.4372,2731.0034,827.8559,2321.8363,643.2505,2493.9704,389.4772,580.315,603.5599,479.8285,96.8589,2258.7887,825.0591,3486.9343,261.4254,3852.3111,276.8946,556.1273,0.0
CHE_H49,145.2546,0.3094,27.9219,3.6205,0.1291,642.3045,41.3453,155.0947,102.5423,57.049,333.2036,899.0317,137.8006,190.4538,332.9091,168.9557,731.3475,271.4376,338.873,26.2914,45.6122,190.904,394.9566,36.8469,878.1912,4816.264,739.0596,365.448,105.3205,760.4633,22.1336,202.1494,124.4369,45.1086,71.4553,121.8692,11.4581,455.2758,156.5986,538.79,269.1124,288.7666,40.2148,95.8229,0.0
CHE_H50,38.1623,0.1148,11.1974,2.0089,0.0807,148.8554,20.0901,55.3717,49.533,23.9185,112.3875,193.2094,50.7848,80.4556,172.4333,61.872,330.3655,109.23,132.6499,9.8138,23.9618,66.035,114.31,15.3197,158.5172,4266.2406,663.2787,5061.0168,192.284,838.5244,13.9707,38.4764,43.88,15.6019,34.2018,52.115,3.8017,150.2532,90.8999,186.7846,61.4809,42.5218,20.5861,40.0226,0.0
CHE_H51,21.2956,0.1331,3.9897,0.5129,0.028,98.7788,14.3363,19.0185,16.9851,10.8054,52.4132,135.1702,21.0669,23.4455,53.272,30.6805,157.2485,51.7104,66.8558,5.6483,10.1923,37.288,68.6484,7.3256,123.6374,583.7252,125.2332,156.6631,244.7121,133.8609,5.4055,35.1548,24.4195,9.7588,27.6411,57.8957,2.3948,123.8041,53.9013,150.5393,58.1059,44.3294,12.7404,19.648,0.0
CHE_H52,24.668,0.036,18.3882,1.8181,0.0549,223.9484,7.9569,20.3601,25.1316,9.8555,59.6682,188.5456,21.4724,49.5714,54.5059,29.8989,157.7729,51.007,147.6139,8.6861,10.5289,85.0007,83.3582,16.599,157.4274,3280.046,1416.425,2979.239,797.6088,2069.1414,361.9341,36.6594,26.1583,18.1599,13.9736,8.07,2.6398,155.1187,49.9099,73.3899,3.9538,49.3585,4.0567,9.107,0.0
CHE_H53,0.6911,0.0004,21.639,2.1419,0.1459,27.4444,2.1894,6.125,3.9142,0.5194,4.9578,9.1816,4.1985,7.4057,7.0576,15.5959,28.5826,14.1439,144.7768,0.5159,5.6426,116.7875,196.535,10.5328,39.6642,802.9168,64.7371,75.9902,21.6141,72.3973,27.7076,21.7529,34.5426,275.043,107.274,362.9801,8.1668,364.1413,131.0339,239.1594,2.4963,59.3979,27.4284,21.7521,0.0
CHE_I,2.6289,0.002,5.473,0.429,0.0584,70.0896,3.9142,9.8354,10.2286,2.5399,19.3719,94.4574,8.1271,14.8745,5.9386,8.491,320.3346,66.8376,52.3167,9.0954,8.0326,68.7058,80.9145,20.5068,179.7292,583.4608,99.0262,79.6894,88.9277,80.0344,3.2462,191.9776,43.5745,31.2718,61.1952,273.376,12.2024,107.7525,70.3122,162.6349,6.0209,30.1921,56.7573,117.5394,0.0
CHE_J58T60,0.0487,0.0,1.0821,0.077,0.0041,11.5124,0.3895,0.5083,8.5052,0.211,1.8393,12.3513,0.1286,0.4321,2.6025,2.2792,14.7304,3.2909,4.8242,0.5824,1.241,9.5168,18.9888,2.1231,6.6554,170.7619,6.4718,5.8857,3.2123,17.2611,6.1458,2.6748,128.564,10.016,65.3614,96.8332,13.3505,418.0896,136.7213,182.2448,81.7143,63.7385,50.0361,54.5282,0.0
CHE_J61,80.9082,0.0008,2.755,0.3032,0.0234,61.3364,6.6702,9.8114,15.5563,1.9204,16.6759,65.6759,5.1809,11.8785,15.6619,38.3402,173.6123,42.1879,71.5946,6.1943,6.8232,72.9904,216.426,16.3172,101.8672,562.3349,132.8572,100.8391,34.0815,85.6371,186.2864,57.9885,176.6745,3442.7494,345.2984,886.2879,149.1385,1297.0873,576.8837,499.75,10.6496,119.021,99.2437,77.1388,0.0
CHE_J62_63,3.5147,0.0022,3.482,0.3999,0.0183,52.7222,6.969,10.663,18.4461,1.9204,16.2716,81.8996,2.679,8.3368,36.3913,25.8738,225.4336,82.7435,86.316,5.4906,42.119,52.992,20.2437,7.4629,16.976,521.315,190.625,192.0095,109.9108,119.9291,70.5865,13.3034,52.3493,239.2531,4544.1202,765.9282,33.4814,773.4983,201.3582,295.3826,62.2471,125.3961,21.9318,22.4208,0.0
CHE_K,113.8911,0.0427,14.3919,1.6559,0.0625,623.2021,93.2777,256.5491,119.3271,36.1474,222.3965,661.9075,133.8044,129.9813,296.5003,597.9967,991.631,716.3555,458.7768,30.6472,178.779,203.7869,637.4208,91.5701,1209.6083,2514.4123,675.1155,709.4744,226.2139,604.5412,196.324,542.7219,250.169,291.584,816.5841,23315.6611,3538.9098,2779.5386,997.2349,2363.1207,246.7636,685.3674,151.4974,977.1549,0.0
CHE_L,16.8679,0.0,1.4237,0.2948,0.02,99.61,2.0888,5.5076,11.1467,2.5468,25.6171,36.4568,3.7275,16.3013,27.5578,10.4561,183.9448,13.123,88.9505,2.4287,4.6601,59.7652,33.5691,7.983,250.8507,1703.5446,51.0141,35.3972,14.2236,130.0191,24.5825,283.0083,61.7737,290.432,88.881,1060.3289,1133.5812,1079.198,395.3975,615.9521,29.9332,233.1473,44.6937,102.2787,0.0
CHE_M,105.2164,0.0004,60.7635,9.009,0.8022,1478.1307,42.0873,71.1113,160.2708,31.0079,313.1871,2048.3632,144.7495,155.2826,410.4484,248.5824,1047.8554,475.1989,1484.7754,86.7221,188.5416,794.3926,4507.3493,376.6085,4628.6283,5965.9488,942.0207,1079.975,274.9223,899.2246,115.4283,507.8865,661.525,448.8772,1036.5158,7258.7684,3500.2459,20087.7492,2837.8194,2677.231,132.443,674.8717,311.4888,503.876,0.0
CHE_N,27.9242,0.0,24.5941,3.2861,0.1973,674.5664,18.9252,26.5756,51.8844,8.2773,71.471,477.718,50.345,49.5718,186.3209,89.8511,353.5218,145.3029,483.7737,26.6001,85.3631,288.7735,1302.1867,140.0286,1123.6372,1742.2831,526.0258,736.4509,272.3994,495.5869,67.6225,233.4465,169.1215,146.3602,328.1772,2045.5164,1205.445,4116.6654,2351.5156,1035.3635,80.9653,412.6156,146.4117,175.3001,0.0
CHE_O,448.461,0.0574,63.1602,4.9482,0.2564,585.4754,24.7282,146.6299,198.7395,14.5361,113.7052,309.2067,8.6341,44.2106,716.5074,106.6467,249.5525,152.9964,193.3947,7.3726,25.5318,153.3132,1317.5881,1012.491,451.929,1052.4121,847.0201,747.4144,233.4833,186.572,38.6098,183.4841,77.4273,101.4101,414.658,680.1674,781.1439,2849.1698,944.4751,3857.4674,182.0037,1904.0335,279.854,429.42,0.0
CHE_P,8.7526,0.0,0.5491,0.0442,0.0024,15.8741,1.2314,0.7192,1.4783,0.231,1.4824,15.8538,0.2382,0.7956,2.7621,5.3474,13.9674,6.4783,9.098,0.4855,2.9351,2.2965,23.2061,9.0674,9.7497,47.6085,14.6883,17.4244,10.1876,2.0537,4.2301,1.7883,2.2124,15.9401,82.012,89.4928,34.8977,201.7509,9.399,177.7948,317.3136,17.257,6.7059,17.2993,0.0
CHE_Q,3.6212,0.0029,1.4561,0.11,0.0117,23.4888,1.6965,3.0536,112.757,0.5465,4.1251,18.3717,1.308,2.5059,2.9635,12.5868,26.9087,39.6615,14.3498,1.3678,3.1025,16.7477,8.3642,3.4025,26.6198,47.3119,66.9672,59.2472,19.8063,11.519,2.1191,13.0655,8.7966,11.7798,11.7787,20.0343,9.8694,132.4752,19.7465,1546.9284,57.0033,2520.7944,41.6109,11.4403,0.0
CHE_R,0.3193,0.0,0.8034,0.0733,0.0087,6.7513,0.4533,0.0032,8.1659,0.5084,4.8792,50.4901,1.5731,0.2083,0.0606,0.4558,3.1741,0.032,2.1495,1.9263,1.2018,6.6872,22.9557,3.4033,0.5224,39.1992,0.7225,1.9969,0.2815,0.9027,1.9373,22.3687,124.7798,10.5616,0.4314,107.5616,0.6196,33.7165,5.5834,692.1868,26.4052,10.961,857.0265,177.0057,0.0
CHE_S,2.4911,0.0,3.4972,0.4104,0.0252,92.7354,1.213,0.321,7.6974,1.2069,9.0707,35.6738,0.8919,7.3709,39.5522,10.5074,174.8287,18.3793,37.4152,3.0814,6.6971,77.6579,211.0059,19.7518,85.7019,645.7461,43.5266,51.4723,14.0601,138.8013,2.8072,53.6014,43.6814,15.1717,106.1719,323.2205,14.357,826.2405,311.8998,279.2381,33.2346,282.5153,77.9515,182.1671,0.0
CHE_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
