V1,ISR_A01_02,ISR_A03,ISR_B05_06,ISR_B07_08,ISR_B09,ISR_C10T12,ISR_C13T15,ISR_C16,ISR_C17_18,ISR_C19,ISR_C20,ISR_C21,ISR_C22,ISR_C23,ISR_C24,ISR_C25,ISR_C26,ISR_C27,ISR_C28,ISR_C29,ISR_C30,ISR_C31T33,ISR_D,ISR_E,ISR_F,ISR_G,ISR_H49,ISR_H50,ISR_H51,ISR_H52,ISR_H53,ISR_I,ISR_J58T60,ISR_J61,ISR_J62_63,ISR_K,ISR_L,ISR_M,ISR_N,ISR_O,ISR_P,ISR_Q,ISR_R,ISR_S,ISR_T
ISR_C20,135.9989,0.3121,0.3459,17.7495,0.4773,135.4306,27.9069,3.5125,92.3979,745.4992,1063.8905,143.0457,132.0146,64.1478,23.9981,43.9231,56.9838,14.1169,38.9776,4.1825,9.9414,68.3163,15.899,34.6771,220.5738,45.2299,5.3897,2.0142,1.3948,1.6122,0.7272,31.408,6.7031,0.0716,1.5206,3.7408,12.5522,39.0055,19.3883,36.6442,11.0221,80.1771,7.5046,6.6781,0.0
ISR_C21,13.1068,0.0483,0.0632,3.4026,0.1062,36.8605,0.8647,0.3925,4.3017,75.282,211.8974,444.8049,11.6235,5.496,2.3485,4.2066,7.4991,1.3815,4.3714,0.4115,0.8949,65.3622,1.7358,5.3729,30.361,6.318,8.6138,2.0494,1.8423,1.3605,0.5421,4.0133,0.6665,0.1594,2.9102,8.7048,1.5942,51.6577,12.2546,20.4554,1.9807,956.7874,1.9464,1.0577,0.0
ISR_C22,11.5126,1.2315,0.1276,11.0976,0.4238,316.814,16.9561,16.0906,47.1478,48.9858,127.5971,50.1806,312.4551,29.0736,10.7465,41.8104,70.9448,21.5651,75.9042,10.6823,19.6198,191.0171,20.6405,50.1666,471.1145,316.794,17.9784,3.1988,3.0733,1.3609,3.4487,53.3098,0.777,0.792,4.2554,3.4314,6.8867,34.2471,35.7642,50.9943,4.4793,82.1089,7.6324,5.5335,0.0
ISR_C23,3.4245,0.0126,0.2796,24.7334,0.6993,92.438,4.6064,0.6842,0.8766,15.9743,57.0623,8.5731,11.3192,523.8037,8.813,36.9522,27.5681,2.4983,5.8671,4.4706,19.4502,41.4238,2.3354,2.1657,1739.3965,13.1738,2.0578,0.3333,0.2858,0.2491,0.0719,8.6675,0.1039,0.0565,1.2551,0.9885,48.9232,8.4477,6.432,18.5805,2.7728,2.2113,5.0564,2.4314,0.0
ISR_C24,1.487,0.0097,0.5328,12.7112,0.7799,6.1463,1.4065,1.2381,2.7665,5.5187,12.2967,1.6167,18.0527,24.109,613.0039,391.594,44.1498,24.2424,86.9424,28.6319,20.0956,113.9303,9.3843,42.5416,309.7,11.8586,1.4401,0.1672,0.1183,0.4758,0.032,0.9915,0.2345,0.0551,0.1478,0.8014,0.2761,4.0629,1.6357,37.913,0.224,0.6099,1.7613,0.3928,0.0
ISR_C25,3.3668,0.0586,0.0769,4.3126,0.158,115.8388,6.7223,8.0827,11.0035,11.602,25.7933,4.4831,62.3282,25.8755,30.7748,212.0217,188.6316,26.8126,74.722,17.6185,52.9365,152.433,21.3211,23.2128,1315.7543,28.5449,3.3728,3.5796,2.2149,2.9339,0.2018,8.0375,1.8979,0.6765,2.0158,2.6674,4.4286,17.5499,15.2008,994.0538,2.4978,6.8746,52.4392,3.107,0.0
ISR_C26,6.5067,0.7391,1.0334,51.4332,2.198,78.9131,6.9453,3.645,22.7768,30.712,55.6502,13.6019,50.6357,28.9547,27.4311,141.5189,2209.8813,147.433,388.8039,24.4791,264.8096,198.7199,164.1346,65.5336,891.2975,153.1279,34.883,7.7621,6.432,66.6217,1.3508,9.1655,12.151,91.8858,512.2979,49.672,6.9348,987.7891,45.4875,1968.5769,43.3061,300.1443,46.9708,59.857,0.0
ISR_C27,8.7288,0.1803,0.0351,1.9367,0.0605,34.4414,0.4052,0.5598,1.8192,1.9436,3.6991,1.4818,7.6226,2.0893,10.9706,13.7364,111.4001,101.3205,33.6859,3.4436,22.832,32.5649,72.4884,26.2479,190.3389,47.7191,3.4465,0.8252,0.5826,5.2219,0.151,19.5059,2.7585,6.0199,6.7849,2.6211,0.4979,26.833,10.7749,63.4035,2.4112,4.2039,7.6323,5.6793,0.0
ISR_C28,14.0847,0.3117,0.967,47.7634,1.6112,29.8401,2.8631,1.3283,10.899,70.6817,72.7396,13.1675,22.9904,19.0903,9.7201,58.2442,101.72,20.7746,163.6408,8.344,29.4961,33.582,54.381,25.9795,249.9941,57.0506,9.0835,2.3244,1.2806,16.9452,0.1898,2.1955,3.848,9.2933,6.6231,1.8485,3.6842,35.0214,9.508,66.0101,1.8958,8.7811,6.6902,9.4674,0.0
ISR_C29,0.1301,0.0198,0.0063,0.3958,0.0128,2.3623,0.1372,0.1249,0.2566,0.3747,0.8859,0.2678,1.5507,2.1498,0.6664,2.3737,5.9905,1.0383,1.8793,16.7708,1.2319,2.5293,0.9761,0.9514,21.264,15.7953,1.8069,0.1289,0.1058,0.2646,0.0496,0.302,0.0767,0.6042,1.0434,0.407,0.3022,2.5282,1.3844,14.4885,0.2301,0.9899,0.8083,0.3704,0.0
ISR_C30,0.0478,0.0,0.0,0.0477,0.0,0.207,0.0136,0.0002,0.0032,0.1743,0.3025,0.108,0.1202,0.0282,0.0354,1.4457,103.6445,0.0267,0.648,4.2794,312.202,1.6104,0.1651,0.1402,0.2357,7.2522,3.3764,70.5881,32.1272,0.3386,0.0021,0.0792,0.498,0.1973,0.0083,0.0196,0.1022,0.7698,1.2535,377.0039,0.7603,0.0941,2.9061,0.6863,0.0
ISR_C31T33,1.5532,0.088,0.0224,1.6829,0.0592,23.9436,3.0413,7.1765,4.5775,10.3995,14.7426,8.6128,22.2722,5.9898,1.9101,8.2215,18.6577,2.8891,7.714,2.113,2.9994,1624.2429,4.2044,6.801,93.2357,37.1185,5.0495,1.38,1.2688,1.7709,1.0764,4.9292,0.9106,0.2489,2.2659,5.3398,2.1827,13.7951,8.4296,34.8699,5.9744,45.8327,4.6943,8.9003,0.0
ISR_D,205.2161,2.9182,1.3053,100.4653,1.2825,116.5299,13.6717,3.3913,36.629,380.9084,135.7704,23.8718,71.78,67.5954,35.5664,41.063,63.3596,5.9541,12.8264,5.178,21.1411,73.0492,437.0397,69.2069,69.4875,357.7715,57.5306,5.5862,5.8484,97.5723,1.5677,102.5703,15.7657,32.4751,46.7158,46.8338,121.79,112.6829,34.8062,180.467,131.641,127.5683,142.8218,41.8352,0.0
ISR_E,63.2011,0.9181,0.5959,33.9864,0.5347,50.4282,7.1087,1.3513,20.2985,135.2919,63.4951,14.3977,24.4414,22.7408,12.952,13.9579,24.9038,3.5911,5.1366,1.8065,8.268,25.4944,83.9606,934.3635,44.5285,113.737,19.1303,3.3845,1.9745,31.0102,0.5608,33.0311,5.8135,10.3382,25.9796,16.7809,37.7689,36.9606,12.83,122.2993,40.6213,43.6749,46.7632,13.5991,0.0
ISR_F,21.3283,0.0,0.5825,33.7037,1.0572,120.3109,11.7187,15.9156,33.4995,216.0797,69.9823,31.8281,30.5377,105.4661,27.3902,73.7535,157.967,13.3481,56.0544,4.9929,14.5143,85.566,36.3796,147.8436,76.5102,400.4899,77.7033,12.7509,9.7024,92.892,38.6367,83.7972,24.7271,57.6032,29.2109,166.5772,865.6733,163.6457,46.9324,1028.5652,296.7838,114.3606,95.5046,34.8556,0.0
ISR_G,514.9197,10.2914,1.4858,86.4645,2.7026,1616.1269,196.1537,34.7534,174.2407,1339.7594,645.3684,499.2194,319.5784,251.3687,162.4407,229.1257,1229.4063,89.9632,262.2333,57.8953,148.3436,932.9121,154.8306,137.9632,1429.5926,1004.5485,385.2412,47.4264,57.5554,41.1334,35.785,684.3308,105.9175,66.3118,380.3036,45.897,55.542,673.6178,208.7034,988.1496,89.4869,650.2298,134.7024,87.7363,0.0
ISR_H49,83.4367,0.838,3.2002,201.1592,3.6012,189.0145,19.0263,6.4907,39.7167,975.1134,207.2005,35.0118,74.5965,182.0571,33.643,52.7302,80.72,15.2328,45.1701,6.8944,13.2314,101.2982,75.5649,148.4712,323.2541,543.6513,1442.5041,37.3291,20.9119,4.3083,11.6523,25.3069,21.5282,7.7327,26.2203,38.8666,11.1293,101.792,70.058,275.6285,551.3801,90.173,34.924,67.4316,0.0
ISR_H50,22.8363,0.7069,0.0813,4.3474,0.1338,70.4932,9.7934,1.715,10.7178,91.7662,40.9206,9.6048,17.4193,16.6971,13.1899,14.8286,53.7865,7.8115,17.895,4.0917,8.4348,60.9352,9.6812,6.1994,82.4973,114.2928,10.4119,247.3247,37.2093,1.9979,4.926,25.7538,3.496,2.5673,6.6035,2.087,2.3327,20.8164,7.576,54.3974,3.6057,19.6205,4.7673,2.6089,0.0
ISR_H51,6.1193,0.2053,0.0207,1.1296,0.0358,20.69,3.2314,0.5015,3.029,20.711,6.722,2.759,5.1173,3.9379,4.1831,4.7205,16.828,2.5117,3.8602,1.307,2.7787,16.6826,2.9067,1.9274,24.7408,5.1753,2.1521,0.0074,0.0077,0.007,0.0079,7.9018,1.0465,0.7125,1.8657,0.263,0.6308,6.2947,0.9673,10.1352,0.4867,5.7432,0.7198,0.6685,0.0
ISR_H52,19.9638,0.5903,0.0697,3.9026,0.0946,50.7854,3.6558,1.328,7.8598,100.893,63.3938,6.984,11.7081,18.0375,7.0898,12.9273,23.7005,3.2495,6.6814,1.8687,3.466,55.5914,6.3645,3.7252,61.1743,361.0649,12.7337,803.1092,655.9627,1.2526,18.7717,16.5624,2.3867,1.9046,4.7629,4.8595,2.044,12.6532,15.5401,46.097,2.2881,13.6613,7.9742,2.4186,0.0
ISR_H53,2.6802,0.0085,0.0588,2.6615,0.0686,4.0023,1.0616,0.2182,7.6075,4.2587,4.8961,7.2689,3.4412,1.7517,1.064,3.6074,8.0011,3.9056,4.0313,0.5243,0.4037,15.2539,7.858,8.0288,29.6053,123.4376,8.0716,10.5228,7.3929,18.8193,70.4393,4.9466,29.958,5.7174,19.5395,71.66,39.998,43.6932,12.1347,62.3464,14.9966,40.0401,9.6206,7.5682,0.0
ISR_I,3.5272,0.0677,0.4955,11.3416,1.0327,65.724,1.1667,1.1374,5.607,1.3225,2.6708,10.093,4.1432,11.6258,11.0236,41.928,10.902,5.7657,50.6292,4.3437,4.5347,73.3151,29.9834,13.323,10.6951,228.0147,67.4172,16.6815,35.5362,0.1364,0.4625,141.6917,20.2679,36.1484,225.7587,182.5276,31.1119,557.5388,119.6019,116.8597,247.6076,252.7864,227.1163,144.922,0.0
ISR_J58T60,0.0747,0.0002,0.0057,0.3136,0.0111,2.6418,0.2534,0.0618,2.5725,2.8734,1.2423,0.2444,0.2673,0.3465,0.0974,0.3325,1.6419,0.5367,0.2653,0.0389,0.6093,1.5648,0.3012,0.408,5.9273,21.9778,1.5355,0.3291,0.3323,0.5995,2.285,14.8791,395.227,175.7823,19.0101,5.4349,2.1244,472.8236,19.245,10.5113,13.084,2.3214,69.9361,21.6051,0.0
ISR_J61,1.0658,0.0303,0.065,1.8907,0.0895,9.9708,1.6254,0.8432,3.5514,11.0301,9.749,26.95,3.878,3.5562,2.3231,7.3615,12.4866,0.9563,4.4794,2.0679,0.4223,17.9852,2.2675,5.7468,75.5071,100.0555,40.1553,2.899,3.4671,6.5986,1.6487,13.0566,27.2653,917.2235,41.0368,104.0545,10.7464,90.4268,34.5359,92.5506,23.6723,41.7958,53.2734,18.1578,0.0
ISR_J62_63,1.02,0.1071,0.5374,16.4534,0.8198,35.8201,2.5504,1.3914,7.1737,8.7739,25.6133,34.4329,9.7685,15.4343,4.5804,22.6674,352.9298,13.5273,49.0787,3.0663,34.7208,36.7837,23.3454,12.3979,103.3273,112.5415,80.8938,12.9559,11.8,14.9699,1.3704,21.0752,81.83,98.3798,1915.3625,420.4259,24.1959,233.1342,37.9786,675.5797,135.4286,226.1894,90.0208,34.2799,0.0
ISR_K,80.8324,1.0682,4.3233,201.2772,4.1845,188.8564,25.7578,5.7854,33.5791,233.2037,180.6391,182.4314,66.3638,61.7197,39.6067,60.4972,153.8575,14.3104,67.6248,10.917,30.4536,137.9748,335.0024,225.6268,734.6719,1374.1205,357.8692,86.0818,74.8879,188.8822,3.4363,101.9058,107.6923,229.4343,429.1418,3912.2738,3121.6642,666.1405,419.4227,501.5761,99.0662,155.783,229.6763,147.0874,0.0
ISR_L,19.8546,0.026,0.6184,20.0298,0.8438,111.8718,39.3333,7.5321,48.6301,52.6937,48.0076,64.0079,71.9177,45.4247,16.9416,74.2516,104.3444,14.0038,62.8822,9.6173,25.0659,178.3843,18.4733,54.0761,200.7494,2037.4487,130.4037,4.8464,4.8847,676.5349,7.7486,314.0807,72.2504,252.3562,182.6561,138.4949,920.3354,439.0842,141.3705,288.692,212.1761,392.7275,322.7699,150.1509,0.0
ISR_M,85.9584,0.5749,3.4942,96.5998,6.3341,266.5217,25.6669,8.8358,30.4691,51.1565,214.5585,300.2245,75.3972,64.7364,24.4372,76.295,429.179,42.8623,108.5237,13.6572,66.3487,333.3948,318.3685,170.8421,2733.1824,1821.6189,315.6436,35.576,38.1823,248.8875,14.7008,158.8935,137.8422,124.4131,659.9423,1004.3062,439.4021,3444.1529,428.2236,996.6668,218.5182,560.2906,608.5223,145.5579,0.0
ISR_N,49.8826,0.0214,3.0222,100.459,4.2289,227.9922,10.9127,5.7068,32.695,18.7875,134.682,279.032,75.3879,55.8742,19.2509,65.3545,313.7827,16.676,109.0297,12.0884,25.2876,130.0166,174.1249,245.8382,763.4114,803.9896,353.1115,78.2379,81.0778,261.3945,16.9233,97.7847,48.9057,105.8819,220.7992,574.6794,252.1945,426.4981,1469.4328,884.2057,489.6427,548.6139,369.3494,203.4705,0.0
ISR_O,5.3208,0.001,0.0445,1.9112,0.0609,4.7119,0.0801,0.0935,0.248,0.2874,1.699,1.6217,3.3249,0.6354,0.1521,1.0306,4.5358,0.3089,0.6048,0.0704,0.8103,1.1063,61.7601,23.029,75.9763,19.267,22.1789,19.6351,17.9006,11.9273,1.183,2.1782,6.5823,5.1268,91.6932,42.0873,17.5658,19.3519,4.1431,172.6064,52.8032,87.1427,8.0968,2.1488,0.0
ISR_P,0.0006,0.0001,0.0333,1.4113,0.0477,3.6764,0.272,0.0447,0.3392,1.4755,3.2046,8.1182,2.4305,1.2235,0.6978,3.9293,4.7205,0.4786,1.2204,0.1779,1.1399,1.4154,0.6407,8.6006,5.4091,15.1337,3.2513,1.4007,2.085,0.017,0.1104,2.2274,1.3544,0.3284,11.3248,28.6869,2.9562,31.8485,4.7201,177.4855,319.7697,67.1073,77.9257,26.9441,0.0
ISR_Q,0.0005,0.0,0.0009,0.1974,0.001,0.2303,0.0037,0.0698,0.034,0.0134,0.0435,1.5007,0.0118,0.0255,0.0824,0.0312,3.4485,0.0132,0.0181,0.0021,0.1154,0.1205,0.6877,6.8827,0.299,12.7346,1.0379,0.078,0.0564,0.58,0.0183,0.2047,7.4894,1.7553,47.5722,408.9658,1.2372,24.6357,7.4749,313.2703,45.3679,2364.2322,28.5409,69.9573,0.0
ISR_R,0.0,0.0,0.0,0.0,0.0,0.1921,0.0604,0.0,0.0,1.2584,0.068,0.0,0.0265,0.0,0.0,0.0788,0.1476,0.1481,0.0,0.0,0.0196,0.1242,0.2591,0.0927,0.3503,1.5072,4.3546,1.4263,0.6132,0.0,0.0,2.5634,89.8442,47.5854,2.3535,0.5749,1.8335,61.5205,2.2223,116.2319,69.5472,60.3594,677.4408,229.2398,0.0
ISR_S,13.9964,0.2812,0.0086,0.5239,0.019,4.9475,5.0243,0.2368,0.8391,3.0519,1.0525,4.5392,0.8848,0.7407,0.8485,1.348,1.083,0.4797,0.7413,0.1658,0.0903,5.6688,5.2298,6.8262,34.5081,158.589,10.6673,8.4753,7.7267,5.1483,0.6644,204.429,36.812,8.6915,79.3779,10.9189,20.1047,36.9764,41.5877,216.2596,25.0617,366.1995,133.2804,414.3459,0.0
ISR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
