V1,BLR_A01_02,BLR_A03,BLR_B05_06,BLR_B07_08,BLR_B09,BLR_C10T12,BLR_C13T15,BLR_C16,BLR_C17_18,BLR_C19,BLR_C20,BLR_C21,BLR_C22,BLR_C23,BLR_C24,BLR_C25,BLR_C26,BLR_C27,BLR_C28,BLR_C29,BLR_C30,BLR_C31T33,BLR_D,BLR_E,BLR_F,BLR_G,BLR_H49,BLR_H50,BLR_H51,BLR_H52,BLR_H53,BLR_I,BLR_J58T60,BLR_J61,BLR_J62_63,BLR_K,BLR_L,BLR_M,BLR_N,BLR_O,BLR_P,BLR_Q,BLR_R,BLR_S,BLR_T
BLR_C20,107.6029,0.2363,1.2812,1.1599,0.52,33.9696,36.9704,10.1595,24.0007,21.3764,369.384,19.3162,107.9097,17.5599,13.8747,6.8622,7.4549,10.3712,8.5745,7.8574,1.8598,14.3166,6.2955,2.5586,24.7825,10.8162,3.3034,3.0883,2.0855,0.9416,0.1195,3.185,2.1585,1.409,0.571,1.1434,1.1256,3.7301,2.3202,3.3904,1.7745,15.0431,1.3507,5.2422,0
BLR_C21,18.5247,0.074,0.088,0.0539,0.0261,8.218,1.7119,0.3004,0.6258,0.5035,17.4076,61.075,1.9897,0.5546,0.5493,0.2733,0.4772,0.4346,0.6948,0.3454,0.0954,0.9482,0.3654,0.1712,1.1513,1.9155,0.373,0.5196,0.3454,0.1202,0.0237,0.4062,0.2092,0.281,0.12,0.2662,0.0789,1.8379,0.2563,2.6331,0.6201,79.3202,0.3707,0.8216,0
BLR_C22,19.1729,0.368,0.845,0.7398,0.3414,85.0732,23.1414,6.9932,17.1228,2.6401,53.3584,8.0512,124.227,12.8832,5.8684,8.1273,16.6109,21.3022,26.0557,41.4787,4.5468,28.4533,2.5502,2.3108,78.1119,22.5868,14.4867,1.7658,1.6873,1.6481,0.278,2.9057,1.936,1.4449,0.5835,1.1067,1.2227,3.5215,1.9518,3.0577,1.2047,4.7332,1.0318,5.8778,0
BLR_C23,16.27,0.1247,0.8237,1.8879,0.5817,49.5576,5.5863,8.6184,2.367,2.1533,30.3648,6.5285,14.9572,271.141,23.9014,10.9205,11.5318,13.0336,11.4971,15.8672,3.2362,13.5426,5.1811,2.5968,665.2658,9.5916,2.9308,2.1167,0.9737,1.0112,0.0749,4.0838,0.5999,1.2265,0.3319,0.7037,4.9552,4.1372,1.3693,3.7021,1.7915,3.764,1.0219,3.1005,0
BLR_C24,3.199,0.0375,2.2317,0.4274,0.6196,9.2281,2.7531,3.3069,3.8896,1.6901,24.7316,1.3869,12.8986,16.0882,615.6901,192.2103,37.3116,149.8044,150.5846,81.9407,18.2307,58.4623,4.5657,4.4117,123.1975,4.9199,1.9309,1.24,0.4759,0.7041,0.0145,0.2596,0.4085,0.4887,0.1143,0.2775,0.503,2.0557,0.4087,0.754,0.2163,0.7833,0.2061,2.6367,0
BLR_C25,13.4007,0.2321,1.9429,0.7972,0.5658,30.4482,6.5738,7.3697,3.8064,2.6704,17.1816,1.4863,10.1069,9.6273,27.9044,62.25,12.6039,20.3613,60.3608,35.4386,9.3314,25.6318,5.6075,1.7762,121.4164,7.8483,2.8412,2.6771,1.3662,1.3387,0.0858,1.5915,0.7177,1.4956,0.3991,0.6266,0.9323,3.5634,1.5429,4.9401,1.0086,1.7977,0.88,4.6316,0
BLR_C26,2.9565,0.0674,0.2972,0.1173,0.1015,4.2692,1.7582,0.5614,1.4447,0.8165,3.1469,0.6618,1.5812,1.1698,1.5814,1.7026,102.9292,12.9098,9.9696,6.8391,1.8632,6.8198,2.8146,0.5363,10.2598,5.6728,1.356,1.3331,1.1439,0.5596,0.14,0.7307,1.9166,12.4685,3.5229,1.3806,0.2712,4.328,1.1733,3.6204,1.5818,6.3201,0.9761,12.1187,0
BLR_C27,3.5171,0.0955,0.3717,0.1692,0.1057,4.2992,1.8147,0.7467,1.0945,0.8124,3.48,0.4444,1.9737,1.7983,4.1599,3.272,21.3565,58.101,19.7115,13.7668,2.7482,9.0861,9.8693,0.6208,46.6489,5.4038,2.2422,1.5891,0.9326,0.6326,0.067,0.8497,0.68,4.2188,0.6375,0.6032,0.4977,2.2013,0.9315,1.6081,0.5867,1.4145,0.7149,6.7372,0
BLR_C28,17.7542,0.2731,2.0981,1.1818,0.6998,12.8407,4.5927,2.7137,3.8924,2.9973,9.7269,1.1846,4.5768,5.7487,7.409,7.0185,7.4373,8.9014,70.7732,16.7677,4.4967,13.7308,7.1401,1.4742,30.7399,8.1219,3.9057,4.2097,3.1207,1.2436,0.1144,1.12,0.8362,2.2132,0.5714,0.7452,0.4644,2.6084,1.6378,2.8966,0.7498,2.1987,0.7142,3.5343,0
BLR_C29,5.9145,0.086,0.4228,0.3272,0.1196,5.8393,2.2167,0.9079,1.0037,0.8072,3.4956,0.4471,2.9232,2.2987,10.4147,4.303,3.1377,5.843,13.393,262.0009,3.4771,8.6186,1.4817,1.2219,8.8956,29.8642,18.2055,1.6033,1.6016,1.4771,0.2588,0.5159,0.4287,1.1418,0.2682,0.4743,0.2589,1.5839,2.176,2.4504,0.4614,1.1098,0.5003,3.3344,0
BLR_C30,0.2815,0.3102,0.043,0.0167,0.0078,0.2807,0.0799,0.0467,0.0465,0.0502,0.1444,0.024,0.1205,0.0821,0.1274,0.173,0.2509,0.1967,0.6746,2.8682,27.182,4.6185,0.1078,0.0348,0.5526,0.5399,2.1145,11.6281,6.4203,0.2489,0.0156,0.0423,0.0299,0.046,0.0152,0.0252,0.0146,0.1176,0.1726,2.7648,0.0355,0.0837,0.0727,0.4638,0
BLR_C31T33,38.9022,0.804,2.7549,1.3918,0.7865,23.983,18.2405,7.8064,7.6404,5.457,19.9083,3.317,7.0909,9.7585,12.7059,6.7548,9.4557,6.7105,14.8051,8.7955,3.6331,65.6701,17.2024,3.4691,35.2428,13.9657,12.5336,17.2104,15.9587,3.4415,0.4254,5.0697,2.4897,7.0466,1.6145,4.2733,1.6427,7.2618,4.731,10.9208,5.8224,35.513,5.8366,8.3686,0
BLR_D,184.776,2.1835,13.7511,10.3719,2.8484,200.7461,76.9856,39.4926,83.3029,64.7168,308.4811,16.2922,67.4361,121.2456,193.8575,31.0602,24.1433,22.8179,37.8494,28.7369,7.4877,32.3279,811.4993,29.1289,41.4731,77.8637,40.0878,9.962,6.1604,15.5163,1.8738,56.1087,11.3252,38.1053,5.4895,16.4178,21.6023,23.5643,10.8939,70.3358,39.0555,61.6158,24.0708,33.5946,0
BLR_E,11.5716,0.126,0.4984,0.2943,0.1276,13.1366,3.726,1.5096,7.6501,1.9554,10.2521,0.9271,3.1109,4.0619,33.2044,2.4235,0.9706,0.9563,2.0585,0.9529,0.3892,1.665,8.3089,20.1023,6.0729,5.3682,1.7849,1.3857,0.5371,0.8853,0.1234,4.7386,0.6169,1.0135,0.4013,1.1924,2.2447,2.1973,1.3559,11.4534,3.4533,6.0678,1.8146,3.3274,0
BLR_F,32.2397,0.3563,2.4381,1.4484,0.7736,16.7575,6.0871,4.1768,3.8533,6.7343,14.6179,1.7433,4.7158,9.6814,6.6637,4.8031,3.0729,3.4883,6.3969,3.534,1.4639,8.1452,38.2468,7.7721,557.851,20.6015,13.7163,5.8959,3.9066,7.5715,0.5795,8.4732,2.2081,10.6392,1.5382,6.7077,40.968,15.3598,4.6696,52.9689,11.568,12.5825,5.5143,7.5773,0
BLR_G,209.7631,2.6522,3.8343,2.8948,1.8755,513.9492,219.2541,35.8805,59.7064,58.3673,160.9547,36.2779,56.0601,56.5976,61.6661,31.8071,47.5756,38.798,78.2197,131.9559,11.7718,61.7978,38.3606,8.4327,115.5851,277.9694,57.8173,37.8266,24.5611,9.9903,1.6768,55.9632,24.3714,27.5491,7.8789,9.7402,4.2177,22.3841,15.8782,23.5268,9.3236,34.7197,11.2579,22.2111,0
BLR_H49,61.091,0.7301,8.6355,7.4195,1.8494,133.5397,28.7928,22.5778,30.7866,37.2691,93.61,5.9824,25.9201,50.3462,29.3286,13.1632,10.7801,11.2922,20.947,18.9645,2.8223,17.7186,20.2212,6.6197,51.8995,128.4763,140.2689,25.3157,8.6169,31.5846,5.2609,6.5602,6.7268,6.0187,2.597,7.1464,1.3538,11.8923,8.707,20.5471,10.9332,10.3382,4.7457,14.6125,0
BLR_H50,2.6005,0.0501,0.2339,0.1032,0.049,5.3395,1.6278,0.3913,0.8584,6.139,2.5359,0.3622,0.7238,1.0333,1.3167,0.5998,0.6679,0.6158,0.998,1.088,0.1775,0.716,1.4627,0.1456,2.2434,2.8315,1.9378,11.2434,1.7702,1.2024,0.0721,0.6172,0.2713,0.429,0.1499,0.3854,0.1066,0.5466,0.3966,0.5458,0.2092,0.5567,0.2281,0.4171,0
BLR_H51,2.7063,0.0222,0.0741,0.0419,0.0236,4.8765,1.0836,0.2211,0.5561,4.1321,1.1873,0.1802,0.3925,0.5385,0.8707,0.3496,0.3341,0.3498,0.546,0.7258,0.0973,0.4267,0.8528,0.0778,1.5939,1.1403,0.7956,1.4737,0.942,0.4074,0.0681,0.4799,0.1907,0.3018,0.1243,0.2965,0.0859,0.4495,0.3345,0.2815,0.1227,0.2778,0.1576,0.2258,0
BLR_H52,6.924,0.3772,0.903,0.8034,0.3143,19.7197,4.21,2.3364,3.6666,5.9748,13.2007,1.3702,2.9952,4.6276,4.222,1.9948,1.8531,1.6755,3.1793,3.131,0.5629,2.7086,2.3848,0.8348,5.8556,35.8621,34.3137,80.315,42.3854,23.2868,0.9155,0.8992,0.9182,1.5815,0.4331,0.7377,0.2251,1.9595,1.3106,2.7726,0.4754,0.8603,0.5749,1.5731,0
BLR_H53,1.6934,0.0295,0.1449,0.0606,0.0463,2.6751,1.424,0.4311,0.845,0.4354,2.5285,0.4454,0.6913,0.6683,0.5178,0.4742,0.6841,0.5068,0.9932,0.5118,0.132,0.9765,2.1994,0.4995,2.0003,9.398,1.5912,1.0701,0.7871,1.2081,6.5272,1.028,2.7365,6.2694,0.8731,5.947,0.4463,3.5601,1.711,6.3076,1.2665,2.0814,1.0485,2.6274,0
BLR_I,4.8798,0.1199,1.0165,0.3758,0.3513,13.5603,6.0818,1.8893,2.5427,2.1139,11.4154,2.7855,3.5803,3.4597,3.3173,2.6452,3.4816,2.5769,4.9939,2.893,0.8971,4.5945,6.0473,1.394,12.269,20.458,9.1736,8.3754,19.8627,3.6422,0.4383,10.7298,3.7547,5.5907,3.4602,11.2976,1.3474,13.647,10.5257,21.9627,10.0752,18.1717,6.3635,11.2313,0
BLR_J58T60,1.8456,0.0341,0.1712,0.1055,0.0675,10.4804,2.8548,0.74,4.397,0.8653,6.0861,1.5305,1.3646,1.2659,0.9541,0.8028,1.5207,1.2588,1.6928,1.1009,0.4337,2.0659,2.2675,0.6994,3.0405,12.8252,1.7475,1.2683,1.6294,0.8407,0.2813,2.6336,40.7295,10.5349,3.1758,5.8126,0.775,20.9359,2.9946,8.6206,8.6243,3.1967,5.8135,4.6922,0
BLR_J61,5.6683,0.1309,0.7052,0.2223,0.1457,7.2373,3.9094,1.4029,1.7291,1.1565,5.5891,1.1081,2.0858,2.1221,1.6971,1.6461,2.7451,1.6198,3.1971,1.5325,0.5338,2.858,4.3989,1.0928,7.7222,16.7868,5.2459,3.2524,2.4069,2.1901,0.7534,3.5999,6.304,96.8069,4.6534,12.8499,1.4025,10.1115,4.8357,13.5878,3.5562,5.9937,3.0787,6.8455,0
BLR_J62_63,0.7377,0.011,0.0948,0.0364,0.0262,2.2109,0.8603,0.2138,0.4731,0.3571,1.4008,0.3648,0.3838,0.4144,0.3818,0.2648,0.7905,0.408,0.5958,0.4169,0.1144,0.5348,1.0179,0.2088,1.2413,2.8313,0.7397,0.5494,0.6397,0.2951,0.097,0.4423,1.1448,2.6632,3.198,2.8869,0.1872,1.8297,0.6104,2.0291,0.6381,0.8475,0.4706,1.0059,0
BLR_K,90.3153,1.2609,6.9157,1.9572,1.2178,62.1954,27.7322,10.6274,14.8644,15.5377,49.6593,7.2375,16.3045,16.5755,20.3083,11.5082,12.3776,10.7855,20.2921,12.7339,4.0805,16.8244,41.3038,7.1853,63.6727,79.0236,32.7452,27.7297,16.0947,9.7208,1.599,16.6263,7.7041,19.2995,6.7004,248.8218,55.7521,31.5567,17.1006,41.7988,9.1023,18.269,8.6326,19.7794,0
BLR_L,8.9424,0.1249,1.0896,0.4244,0.2505,19.6888,13.0785,3.4042,5.0355,2.1424,10.5051,2.0701,5.75,4.7535,3.4577,4.8626,4.472,3.5212,6.3344,3.5463,1.2799,8.7427,7.4938,2.3667,21.3654,74.8868,10.027,5.7505,4.329,7.1796,1.1491,31.8276,6.0868,15.2222,5.6967,21.794,13.4547,23.2781,9.762,19.7376,11.3148,17.2966,10.1034,22.6637,0
BLR_M,30.1612,0.2369,2.9895,0.927,0.8104,64.7779,16.6362,4.6014,9.0569,7.0539,36.7626,12.4312,10.0313,9.8482,8.9896,6.2713,10.8638,7.9449,12.9184,9.4563,2.6693,11.7629,15.196,4.1553,31.0603,62.2164,9.2063,10.7118,6.2866,4.946,0.8126,10.7969,13.7571,22.8367,9.3462,32.1219,6.2503,51.6894,12.9161,20.08,7.1876,13.5671,9.3514,14.9561,0
BLR_N,19.2707,0.332,4.4133,1.4786,1.6086,48.9005,16.7636,5.9827,10.1238,7.6846,30.3931,8.7989,12.4469,12.1093,9.303,8.5454,11.2094,8.5593,15.2093,11.2846,2.7495,14.9318,22.313,6.7409,45.9593,54.2471,25.1698,29.5378,21.955,12.2844,2.2913,16.5097,10.763,28.6405,10.0706,25.637,9.7493,33.3076,31.8593,30.857,13.449,27.0974,12.056,17.6458,0
BLR_O,2.5191,0.0464,0.217,0.1174,0.0649,3.9447,1.3238,0.6352,1.0427,0.8383,2.8726,0.5282,0.8841,0.9657,3.9805,0.6155,0.5516,0.4698,0.8589,0.6159,0.2156,0.8895,2.115,1.3094,3.7988,4.1343,2.2864,2.1966,1.2834,0.925,0.1136,1.2269,0.7034,1.4577,0.5394,1.7126,0.8171,2.2369,0.9132,6.683,1.2538,1.945,0.9148,1.302,0
BLR_P,0.9629,0.0166,0.1255,0.0417,0.0255,1.6907,0.5738,0.2107,0.3519,0.3762,1.2064,0.4803,0.4013,0.4166,0.4687,0.2902,0.5082,0.3308,0.5687,0.3988,0.1207,0.4904,0.8403,0.2425,1.2632,1.7464,0.7728,0.5355,0.8846,0.2889,0.0523,0.4203,0.4853,1.0538,0.6478,1.6024,0.164,2.1005,0.7494,4.9093,6.9921,1.8276,0.5735,1.2758,0
BLR_Q,1.4852,0.0224,0.0617,0.0235,0.0239,1.7654,0.6486,0.1423,0.2346,0.2038,0.773,0.3606,0.2872,0.2607,0.2727,0.1645,0.2148,0.1782,0.3105,0.1928,0.0696,0.3242,0.3937,0.1494,0.8257,1.0283,0.5936,0.369,0.2441,0.1768,0.0377,0.4878,0.1959,0.3209,0.1959,0.6635,0.091,0.7898,0.3954,3.7409,0.8385,37.4762,0.451,0.6984,0
BLR_R,0.648,0.0137,0.0534,0.0346,0.0115,2.0699,0.5024,0.1765,0.342,0.1801,0.7659,0.2141,0.2793,0.2561,0.2231,0.1673,0.2185,0.1957,0.2961,0.237,0.0744,0.3676,0.4301,0.1688,0.8874,1.618,0.424,0.6749,0.3343,0.2254,0.0428,1.4604,5.0414,1.122,0.3274,0.8459,0.2315,2.0268,0.8426,2.5692,1.5774,0.6812,19.3263,2.9148,0
BLR_S,5.6789,0.1407,0.3682,0.2288,0.159,8.4973,3.6656,1.0647,1.6279,1.452,4.5634,0.7783,1.6649,2.3253,1.7214,1.0908,1.7319,1.1972,1.8461,1.2253,0.3997,2.2575,2.8053,1.1057,4.1968,8.6719,3.7884,2.2777,1.605,1.382,0.2386,4.9236,1.7847,3.5978,2.0033,3.9562,0.7855,4.8236,2.2912,6.2471,2.7692,10.2983,2.6012,19.4291,0
BLR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
