V1,BGD_A01_02,BGD_A03,BGD_B05_06,BGD_B07_08,BGD_B09,BGD_C10T12,BGD_C13T15,BGD_C16,BGD_C17_18,BGD_C19,BGD_C20,BGD_C21,BGD_C22,BGD_C23,BGD_C24,BGD_C25,BGD_C26,BGD_C27,BGD_C28,BGD_C29,BGD_C30,BGD_C31T33,BGD_D,BGD_E,BGD_F,BGD_G,BGD_H49,BGD_H50,BGD_H51,BGD_H52,BGD_H53,BGD_I,BGD_J58T60,BGD_J61,BGD_J62_63,BGD_K,BGD_L,BGD_M,BGD_N,BGD_O,BGD_P,BGD_Q,BGD_R,BGD_S,BGD_T
BGD_C20,439.5694,7.2195,12.0432,1.437,0.8744,122.1106,630.0727,34.1864,166.5518,472.5915,1458.4393,130.066,695.1178,156.2146,80.0606,57.1888,73.8114,102.2478,47.0717,77.2458,17.1241,111.747,23.1862,17.9109,502.2608,58.3456,15.4057,2.6519,3.7476,4.1661,0.7458,16.0472,21.1513,4.6036,1.6276,3.6193,14.2801,18.7023,15.0066,26.4355,12.6295,93.3979,7.951,51.0079,0
BGD_C21,29.6981,1.1975,0.3523,0.0303,0.0176,14.8765,17.5872,0.5194,2.2095,5.2458,30.8935,182.0551,7.706,2.2973,1.4863,0.9628,1.7452,1.8295,1.4821,1.4557,0.3479,3.0265,0.6475,0.6433,11.1235,4.7748,0.99,0.2838,0.4198,0.302,0.1011,1.2775,0.7712,0.8229,0.2396,0.6287,0.4461,5.5742,0.7675,12.5349,2.1727,265.4543,1.0966,3.4168,0
BGD_C22,31.5822,5.9084,3.4898,0.3953,0.2552,168.6488,296.7689,9.6487,48.6655,23.366,83.5148,25.3336,303.069,51.9731,16.2953,28.884,76.6937,88.5249,70.2356,186.4178,19.3219,95.0121,5.4992,9.5752,831.9381,95.3826,50.9791,1.1636,2.5566,5.1106,1.4462,9.7121,8.7771,6.2493,1.4933,3.2706,8.0672,9.5674,6.838,14.6298,4.1685,15.9297,3.1781,31.8712,0
BGD_C23,13.4111,1.1407,1.6657,0.4412,0.1954,48.8549,29.7371,5.201,3.9208,10.5657,23.9044,8.8263,17.5709,461.9253,27.8285,16.8266,22.6187,22.9426,13.5138,30.2835,5.6343,19.9118,5.8424,4.1989,2913.8045,17.632,5.195,0.837,1.0002,1.5401,0.2087,6.379,1.5731,2.9388,0.5083,1.2683,13.8953,5.0219,2.3735,8.6168,3.0148,6.0539,1.5857,6.7124,0
BGD_C24,4.574,0.5194,9.5021,0.2159,0.4453,14.2016,24.4522,3.7569,8.816,12.7936,27.8684,3.3225,25.9062,58.7883,1457.6324,598.6694,136.3718,473.9891,357.9474,321.5613,66.6085,160.582,9.025,16.2473,1200.1365,17.4412,5.8693,0.7521,0.5863,1.9409,0.0587,0.6426,1.7533,1.8198,0.2461,0.6242,2.788,4.3044,1.3306,2.9879,0.6467,2.0309,0.5436,12.7145,0
BGD_C25,15.9974,2.8394,6.2778,0.3197,0.3186,47.2416,61.0214,7.5784,8.1698,16.9128,19.0855,3.408,18.492,29.0117,59.5012,166.0308,43.1277,62.638,121.2079,117.2811,28.7396,67.2184,9.619,5.2337,952.7365,23.6026,7.4439,1.4209,1.6776,3.1074,0.3316,4.079,2.6117,5.3317,0.8194,1.4957,4.5092,6.6589,4.2826,18.3643,2.7479,4.5403,2.1256,18.999,0
BGD_C26,3.931,0.8295,0.8491,0.0429,0.0482,6.2515,14.6871,0.5661,2.6638,4.3766,3.6145,1.2645,2.742,2.9825,2.7388,3.6881,252.595,30.6035,15.314,17.1409,4.3314,14.1711,4.0565,1.197,66.6654,13.0839,3.1557,0.6254,1.2509,1.0693,0.4355,1.7119,5.325,33.3331,5.689,2.9371,1.1147,6.4489,2.5274,10.5232,3.3086,12.0008,1.8625,38.6663,0
BGD_C27,5.0892,1.3996,1.3841,0.0781,0.0682,7.1733,18.0026,0.8803,2.5613,5.3603,4.4727,0.9996,4.2552,5.7594,10.1026,10.1457,86.318,215.9798,47.4877,54.2791,10.2116,29.6771,20.3111,2.1077,444.4743,17.7947,6.7666,0.9246,1.2106,1.7003,0.298,2.5332,2.6389,18.014,1.5121,1.6023,2.8583,4.9246,2.8955,6.8959,1.8477,4.0123,2.0238,34.9965,0
BGD_C28,16.05,2.5047,5.3329,0.3744,0.3117,13.6944,32.0612,2.1074,6.2015,13.7053,8.3011,1.8645,6.4518,12.9228,11.0979,13.7179,17.8612,21.0338,116.476,41.9774,10.7583,29.5782,9.1036,2.8654,186.2963,16.5539,7.1093,1.5292,2.4717,2.1171,0.3111,2.0442,2.021,5.2846,0.8264,1.2189,1.5924,3.6719,3.5402,7.8942,1.468,3.9198,1.2055,11.2062,0
BGD_C29,4.5244,0.6896,0.8147,0.0727,0.0417,6.0699,12.4882,0.6379,1.4954,3.0355,2.8485,0.68,3.9086,4.0179,17.5024,7.6032,6.774,12.2066,15.3726,414.3045,5.6414,12.9536,1.6241,2.3417,46.0475,46.9083,24.0141,0.4889,1.0737,1.7879,0.5378,0.972,0.9268,2.3735,0.3567,0.768,0.7715,1.9553,3.494,5.1379,0.7694,1.785,0.7058,7.2483,0
BGD_C30,0.3176,2.2474,0.1039,0.0059,0.0041,0.4155,0.8055,0.0469,0.1006,0.2834,0.1716,0.0506,0.2096,0.2219,0.2438,0.3776,0.6928,0.6003,1.1108,6.7877,54.0344,9.1503,0.1724,0.0949,4.0766,1.3117,3.9772,3.7068,5.238,0.4247,0.048,0.0969,0.0891,0.1604,0.0304,0.0592,0.0665,0.2063,0.387,6.9101,0.0783,0.178,0.1284,1.4161,0
BGD_C31T33,47.0818,9.9052,9.2945,0.5797,0.4544,35.0699,215.2964,10.1954,17.0216,35.9822,22.9679,7.5493,13.5529,30.3181,26.2422,18.3163,30.4185,20.6525,30.1413,28.385,11.27,156.9378,30.3398,10.4654,280.2345,41.9032,33.6347,9.2395,19.4829,8.1088,1.6581,12.4708,8.8111,25.7839,3.2725,9.8531,7.8646,14.6268,13.4744,39.8314,14.9924,83.8198,13.4287,28.4068,0
BGD_D,82.2073,10.0232,16.1694,1.5773,0.5757,105.7895,272.7935,15.2325,67.3514,161.9227,128.0838,14.5082,46.1806,143.151,150.8084,32.2746,32.216,27.0873,29.4865,37.3597,9.0869,32.1444,539.6812,22.7323,124.5943,100.0748,40.7866,2.0863,3.0134,14.1172,2.8936,54.975,16.3404,54.3046,4.5358,15.6631,41.3971,19.6627,11.819,102.9672,42.2053,60.6996,23.1741,43.3672,0
BGD_E,39.3927,5.7124,9.1694,0.5608,0.4261,75.2479,185.6796,9.0978,122.689,61.5389,53.6815,10.1239,38.5368,73.2272,577.4107,45.5628,15.4051,16.8677,24.0874,16.1815,6.7915,22.4384,54.1165,534.8393,274.1967,97.3079,21.6972,3.4944,3.5912,9.3331,2.1782,42.9656,11.5413,17.9999,5.4151,13.4295,50.0973,25.0915,21.0599,242.6213,31.8362,65.4348,16.2546,46.7153,0
BGD_F,39.8087,5.0721,8.428,0.5972,0.4674,32.5779,80.6549,5.5107,10.0598,43.5572,18.7744,4.8336,9.9096,34.4187,16.2288,14.225,12.7785,12.6941,15.3926,13.7701,5.1805,26.1263,60.2565,16.7949,3839.0605,68.3425,37.6716,4.4911,7.4984,16.9175,2.3674,22.2054,9.6139,39.2142,3.982,16.5293,177.1442,28.3095,14.2514,177.1099,29.252,30.8845,13.3049,24.7891,0
BGD_G,650.8886,101.9016,17.3762,1.5902,1.2262,1441.1767,2369.7373,73.1971,172.7197,379.1988,324.6927,88.7045,163.1947,171.0665,146.2887,90.7818,134.5942,121.3435,127.4099,235.1707,33.3208,155.4333,70.4187,36.0954,1196.9173,553.4587,315.8783,28.6553,49.0996,30.6837,10.3463,277.0609,82.0168,78.1242,15.8424,33.9086,24.3769,59.0626,63.4633,136.6574,39.7049,133.3708,30.3135,96.0306,0
BGD_H49,165.5302,24.4677,23.0318,2.3637,0.904,384.7772,416.0498,32.4549,76.1079,245.9768,125.7253,18.6353,58.7554,143.8832,77.3559,43.8055,40.9898,43.9113,47.2431,67.5829,10.8499,52.558,35.5438,20.259,507.877,339.34,298.4486,18.2514,18.6217,62.0472,16.3215,49.8636,26.6415,20.2345,4.8618,15.1562,7.1638,23.5396,21.6903,68.9386,26.4988,31.4512,11.1321,48.5665,0
BGD_H50,29.5255,9.0996,9.0505,0.3877,0.1826,56.6976,131.823,4.7004,13.3705,101.9681,35.4533,4.2461,14.8496,26.2734,23.8117,11.7971,11.2453,12.1374,13.4638,13.9477,3.9503,10.9116,6.1202,2.6465,78.8093,71.5515,33.9027,139.1597,5.6645,27.4464,2.3703,7.9783,4.1125,5.8426,0.9156,2.0156,1.2876,4.3629,5.5822,11.9143,2.3291,5.1585,1.9409,6.7622,0
BGD_H51,30.9321,2.9765,2.9914,0.1407,0.1309,54.9028,141.5875,2.3814,10.1545,35.9596,30.1218,5.249,14.5073,13.1067,16.3737,10.1432,13.2205,11.39,12.4392,11.9959,3.3735,11.3657,6.405,2.0038,85.1655,32.9684,12.3633,2.7327,26.4372,9.1813,4.9885,9.8198,5.7534,6.6707,2.9112,7.9244,1.9381,11.1616,14.232,25.3786,5.2029,8.2323,3.3877,10.6057,0
BGD_H52,36.6379,14.1648,7.2902,0.8137,0.4579,105.5338,146.9653,8.2071,23.0063,104.4574,43.068,9.0656,16.8149,38.6379,25.8857,15.6773,17.4892,15.1747,17.8117,25.856,4.856,19.6934,11.1068,7.3106,137.7523,294.7305,228.0035,108.5412,128.1159,138.6741,9.0195,10.7277,9.5756,14.2277,2.2772,4.2626,2.5542,10.6499,9.6243,27.0362,3.452,6.6808,3.6471,15.1576,0
BGD_H53,2.5283,0.4613,0.6021,0.0309,0.0331,5.0196,23.136,0.5562,2.3711,3.6144,3.4648,1.303,1.5634,2.6018,1.392,1.6028,2.992,1.9676,2.499,2.1612,0.5201,3.1698,4.7091,1.6185,19.9924,38.5801,5.29,0.7584,1.2481,3.5928,32.1305,3.326,13.9541,28.7451,2.3017,18.406,2.7711,9.9561,5.9271,29.5903,4.3979,6.5895,3.2473,11.423,0
BGD_I,6.7697,1.6833,3.9875,0.1763,0.2325,22.8211,86.8613,2.1703,6.3473,15.9584,14.3384,7.3714,7.4317,12.1586,7.5947,8.1576,13.8248,9.1788,11.7711,11.1608,3.2077,13.8163,11.7852,4.9095,113.2724,76.7272,27.1911,4.8991,26.3266,9.9667,2.0243,30.4575,16.6319,24.042,8.6024,33.444,7.6277,34.1472,34.2627,95.7395,31.6521,50.3468,18.2254,41.6555,0
BGD_J58T60,3.4215,0.6621,0.8773,0.0655,0.0547,24.3548,55.8329,1.1261,14.1627,8.398,9.8338,5.3318,3.6578,5.796,2.9465,3.1397,7.6643,5.6222,4.9736,5.4918,2.0409,7.7065,5.8257,3.1899,37.0784,62.6877,6.9146,1.0228,2.9452,2.963,1.6706,10.817,253.7718,65.7255,10.3256,20.8131,5.9876,95.1604,13.0187,47.5483,33.5995,11.7769,23.4102,21.5139,0
BGD_J61,10.8729,2.5736,3.7598,0.1419,0.1314,16.9041,78.1207,2.2924,6.1801,12.2266,9.8969,4.1289,6.0372,10.4771,5.5572,7.2012,14.7223,8.0056,10.4279,8.3771,2.7288,11.9894,12.4289,5.0665,99.0135,89.8756,22.2662,2.7027,4.5955,8.4178,4.7753,14.8161,38.0905,580.759,16.6912,52.6261,11.3246,38.2267,22.3254,84.3335,16.2936,25.0732,12.5798,39.8212,0
BGD_J62_63,1.9807,0.3296,0.9385,0.0397,0.0373,8.0227,26.3902,0.5994,2.7684,6.4944,4.506,2.4185,1.863,3.5009,2.1421,2.0147,7.5556,3.5766,3.3011,4.189,1.0652,3.934,6.2948,1.9609,27.7155,27.8075,6.1171,0.7259,2.3161,2.3412,1.4372,3.1396,13.8905,37.2042,27.9883,27.4517,2.9983,13.846,5.6357,28.6667,5.4742,7.3517,3.7889,12.6962,0
BGD_K,128.7562,18.7301,29.2151,0.9805,0.8733,110.2764,432.0604,13.3957,40.2601,127.2253,67.6387,21.3167,36.6125,64.4586,53.675,39.0335,54.7647,42.0278,51.5188,54.1598,16.0666,55.1043,89.8337,25.2557,639.8897,329.0178,105.4522,18.0122,23.8854,28.7145,8.0162,53.8711,37.9698,90.8793,18.3584,817.3726,356.5387,87.9225,63.5108,200.9192,32.1626,58.8767,27.2735,88.5187,0
BGD_L,14.5075,2.1166,5.1216,0.2377,0.1995,38.7323,255.0889,4.8374,15.5612,19.5608,15.9939,6.7641,14.3057,20.4729,10.1117,18.1409,21.6934,15.1255,17.6939,16.565,5.4783,31.7537,17.9694,10.4872,234.695,345.7233,36.6802,4.3261,7.3119,23.5152,6.3468,113.1226,32.4023,78.0017,16.7437,74.8279,92.5334,71.5258,38.4733,103.5254,43.81,61.1603,34.8757,113.838,0
BGD_M,69.0177,5.0317,22.9866,0.837,1.2594,156.349,379.9485,8.2959,33.458,84.2746,69.1649,47.7994,30.9575,55.5671,33.4392,30.598,67.9417,43.971,47.9793,57.3078,16.5615,53.8806,52.2297,25.0527,888.7563,337.8671,44.7218,9.5433,13.0613,20.7807,5.8113,44.4166,91.3015,148.9567,34.3413,126.0785,59.3798,254.3869,63.3346,157.4248,36.7583,61.9388,40.5649,92.3631,0
BGD_N,34.4031,6.0547,22.4634,0.9075,1.3848,105.1145,335.062,9.1757,33.313,76.1924,50.2055,31.092,33.7368,56.892,29.6607,34.6915,59.2777,40.0251,46.2932,56.8541,13.0969,60.1379,58.0344,30.9052,557.8491,270.6785,102.1596,24.7855,43.5461,44.1966,13.7816,64.9976,62.7386,159.4327,32.435,94.6294,72.7683,111.4084,142.5476,178.399,57.1542,104.0954,46.0209,95.8519,0
BGD_O,24.5448,5.9896,5.8986,0.3517,0.2916,45.2001,141.5892,4.5044,13.8826,49.6712,25.2168,11.5635,13.484,18.1436,29.9026,11.8132,14.7791,11.6239,13.4459,16.7495,6.7148,19.4078,28.4481,19.9201,255.0383,93.3081,60.5929,7.6399,10.6146,15.101,4.0226,19.0638,19.1442,52.8228,10.3263,30.8774,31.8098,42.6108,21.0307,353.1118,34.9761,45.3642,17.6929,35.8029,0
BGD_P,4.2262,0.8475,1.6176,0.0617,0.0468,9.0841,23.7463,0.7701,2.4965,10.1923,5.0001,4.1339,2.6643,5.0062,3.8013,3.2036,6.5692,4.008,4.476,4.824,1.4834,5.2057,5.9339,2.6575,36.9553,21.3453,8.0983,1.0373,4.4697,2.6876,0.8469,3.6141,6.3111,16.0461,5.9998,17.5236,2.7451,19.2176,9.1448,88.3269,97.4196,21.3333,5.8258,19.0328,0
BGD_Q,7.0528,1.2496,0.8115,0.0383,0.0587,8.7834,22.264,0.6012,1.8061,5.4655,3.4453,3.4702,2.1561,3.2692,2.4774,1.8219,2.7448,2.1944,2.5616,2.4947,0.9075,3.2621,2.6978,1.8254,26.0002,12.4609,6.803,0.7171,1.0167,1.6431,0.647,4.4351,2.7886,4.5153,1.7463,7.6876,1.3418,7.0581,5.0026,71.2321,11.1638,492.3126,5.0707,9.5592,0
BGD_R,2.1486,0.4856,0.4326,0.036,0.0151,8.0455,15.2111,0.5595,2.0604,3.0914,2.2158,1.2739,1.3536,2.0513,1.2647,1.1937,1.9508,1.5987,1.5575,2.098,0.6196,2.5288,2.0113,1.493,18.3983,13.7427,2.8733,0.9523,0.9876,1.4415,0.4665,10.5831,53.5627,11.3737,1.9528,5.7181,3.1314,14.1806,6.4918,28.2607,12.907,4.6982,143.1951,24.0212,0
BGD_S,15.366,3.5043,2.1505,0.1721,0.1382,24.3843,78.9888,2.2188,6.5172,17.8898,9.7902,3.7743,5.581,13.5057,6.8523,5.54,10.0625,6.7212,6.9923,7.4649,2.4478,10.7796,9.8037,6.1354,69.3511,48.3051,18.3934,2.4063,3.5063,6.4405,1.6724,21.7275,12.4944,21.3887,6.7339,19.7962,7.0926,21.8679,11.5421,37.673,13.6918,43.2839,12.9339,110.5523,0
BGD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
