V1,ISL_A01_02,ISL_A03,ISL_B05_06,ISL_B07_08,ISL_B09,ISL_C10T12,ISL_C13T15,ISL_C16,ISL_C17_18,ISL_C19,ISL_C20,ISL_C21,ISL_C22,ISL_C23,ISL_C24,ISL_C25,ISL_C26,ISL_C27,ISL_C28,ISL_C29,ISL_C30,ISL_C31T33,ISL_D,ISL_E,ISL_F,ISL_G,ISL_H49,ISL_H50,ISL_H51,ISL_H52,ISL_H53,ISL_I,ISL_J58T60,ISL_J61,ISL_J62_63,ISL_K,ISL_L,ISL_M,ISL_N,ISL_O,ISL_P,ISL_Q,ISL_R,ISL_S,ISL_T
ISL_C31T33,3.3986,11.303,0.0522,0.2652,0.0023,12.2731,0.2125,0.1714,0.7864,0.0032,0.2726,0.4031,0.2913,1.3752,14.5267,1.2961,0.0869,1.1486,2.6378,0.0466,0.2083,27.6766,9.7064,1.5511,12.5026,21.1134,2.5303,6.266,40.3567,2.3692,0.358,15.8484,1.4295,3.1941,2.7591,3.1534,3.0382,5.0705,8.214,8.0951,6.2926,10.4541,16.5518,2.7849,0.0
ISL_D,15.1921,3.7583,0.1052,0.2372,0.0033,58.6605,1.4664,0.8447,4.5786,0.0164,2.2203,4.019,2.8399,6.116,216.9416,8.5153,0.2936,3.2856,7.8956,0.1712,0.1906,9.3609,102.2457,4.4991,18.067,58.0966,2.2835,6.852,28.9753,10.8768,3.7607,42.9312,10.5623,20.6463,16.8609,32.0535,44.7055,23.4683,25.0693,46.2811,27.7193,17.442,6.3052,11.5302,0.0
ISL_E,3.8386,1.3807,0.0134,0.0248,0.0005,23.0562,0.2175,0.3797,0.6477,0.0017,0.6517,0.2081,0.6943,1.2423,61.0753,0.254,0.0195,0.2383,0.3431,0.014,0.025,0.7788,7.6207,17.8026,3.6314,7.2547,0.8611,1.6925,2.9986,1.2645,0.2429,9.3818,0.732,1.3935,0.9818,1.8063,3.4005,4.1854,2.743,1.2892,1.7019,5.4121,0.532,1.6577,0.0
ISL_F,0.1704,0.2165,0.0173,0.2618,0.0009,2.3144,0.0327,0.0242,0.0869,0.0016,0.038,0.0693,0.0282,0.0716,1.0531,0.0994,0.0102,0.1253,0.1736,0.0076,0.0133,0.9948,0.9097,0.1806,57.4541,1.2234,0.2527,0.1766,1.129,0.1633,0.0339,0.4219,0.2259,0.1861,0.3227,0.5746,126.7275,1.0386,0.4571,0.3166,0.1171,0.4439,0.1686,0.2758,0.0
ISL_G,20.0213,50.3849,0.1009,2.3957,0.0061,180.1768,6.8324,1.8882,6.4635,0.0603,4.2853,6.9292,4.2269,9.2821,59.9485,6.2548,0.9305,5.7385,9.912,1.3314,0.9579,27.7879,22.4226,10.3054,115.0242,66.3372,27.0085,32.9682,100.9774,8.1137,2.366,55.1639,11.2343,16.8056,10.6913,12.0977,14.2901,12.8626,39.3627,17.1265,21.3194,44.495,14.0533,6.2682,0.0
ISL_H49,1.3449,3.0328,0.1417,0.1505,0.0049,14.5122,0.3237,0.1337,0.4293,0.0228,0.2843,0.453,0.3304,0.7799,9.2685,0.986,0.0523,0.5131,0.9602,0.0514,0.0843,3.1776,2.5241,0.5393,8.7778,5.132,9.0733,2.3719,7.3246,21.3092,0.1537,3.3404,0.5975,0.5321,1.0477,1.8118,2.6419,2.0971,1.6581,2.0032,2.0835,4.5145,0.4472,0.3671,0.0
ISL_H50,0.6444,5.7861,0.0138,0.454,0.0003,7.0019,0.3951,0.1948,0.7412,0.0036,0.2421,0.3826,0.5988,1.2538,23.053,0.8282,0.0808,0.8418,2.3482,0.0493,0.1627,2.2245,0.8196,0.4237,4.2162,78.3937,3.8272,12.8793,4.5886,4.6158,0.07,3.2774,0.6662,0.4255,0.2863,0.2557,0.2968,0.4894,18.8763,1.7343,0.4044,0.9461,0.2153,0.1742,0.0
ISL_H51,1.8552,5.2795,0.0096,0.2338,0.0006,10.2642,0.498,0.1732,0.5683,0.0058,0.4474,0.6697,0.4935,0.8574,11.3754,0.9743,0.0741,0.7724,1.2704,0.0773,0.1264,2.1956,2.61,0.8491,12.5498,6.3969,2.1136,3.8891,17.6141,0.8681,0.2287,2.7772,0.8639,1.1463,0.9153,1.4802,1.1297,1.3042,4.6964,1.8197,1.3414,2.596,0.7518,0.6269,0.0
ISL_H52,0.5256,11.7653,0.0128,0.0458,0.0007,4.5581,0.0795,0.0843,0.1995,0.0033,0.1191,0.2062,0.1362,0.5816,2.9857,0.3962,0.0388,0.3234,0.5129,0.0237,0.0285,0.8244,0.9089,0.2593,2.7624,20.1704,7.1595,16.2384,95.4825,32.8829,0.2103,2.5407,0.4828,1.1254,0.6906,0.643,1.6858,0.8457,4.9969,0.8512,0.9682,1.454,0.3806,0.4075,0.0
ISL_H53,0.882,1.335,0.002,0.0369,0.0001,3.9757,0.1312,0.0608,0.2533,0.0002,0.1166,0.212,0.1243,0.3361,0.5868,0.2646,0.0354,0.3422,0.5192,0.0212,0.0375,0.629,1.3387,0.5361,3.669,13.8421,0.3425,0.9207,2.7059,0.8899,12.0791,1.2543,1.2347,1.0983,1.6766,3.9397,8.1478,4.0173,3.1405,2.7779,2.4728,1.6455,1.1911,1.76,0.0
ISL_I,0.398,0.3417,0.0193,0.0221,0.001,4.0401,0.0589,0.0189,0.1343,0.0012,0.0536,0.0979,0.1056,0.2556,4.0329,0.2678,0.0269,0.3727,0.2978,0.0217,0.0289,1.4212,1.4298,0.2382,3.6902,6.8864,0.5868,1.4367,7.3828,0.7971,0.1514,71.7402,1.3816,0.8323,1.419,4.0167,6.283,2.709,2.461,17.092,2.7221,1.1796,1.3991,1.4778,0.0
ISL_J58T60,0.0243,0.0317,0.001,0.0003,0.0,2.4402,0.056,0.0192,1.321,0.0002,0.0317,0.0716,0.0241,0.0972,0.0037,0.1367,0.0218,0.2233,0.2251,0.0152,0.0214,0.3591,0.4664,0.0974,0.3856,10.9457,0.4498,0.3144,5.5297,0.5812,0.2359,2.6713,68.5645,0.4085,1.4724,4.0134,2.8875,1.9542,3.0893,4.2119,8.8212,0.858,3.6069,1.1732,0.0
ISL_J61,2.9448,3.9246,0.0138,0.1081,0.0004,11.2882,0.3927,0.188,0.545,0.0007,0.2313,0.4212,0.3589,0.7227,2.5656,1.0514,0.0903,1.0219,1.5988,0.0654,0.1164,2.2818,2.7255,2.0336,15.2748,35.2877,1.2872,4.0155,15.0518,3.5542,1.3547,9.1612,4.4945,49.3774,8.0212,14.1351,41.2165,20.8342,15.4365,17.6844,11.553,4.6912,4.828,7.3801,0.0
ISL_J62_63,0.0527,1.3845,0.0123,0.0548,0.0004,5.5411,0.0883,0.0791,0.5767,0.0015,0.1651,0.2862,0.2025,0.6752,8.2669,0.4758,0.0066,0.4988,1.5779,0.0296,0.0315,1.2708,1.6263,0.978,3.2515,12.3046,0.6884,1.8493,2.9764,2.2947,1.313,4.6617,5.2854,7.8892,117.5382,25.385,36.4671,28.5056,9.4855,49.2157,32.1089,3.4854,1.8333,8.1537,0.0
ISL_K,15.1801,29.2371,0.1041,0.7764,0.003,120.3054,2.8108,1.2193,5.096,0.0085,2.7517,4.9883,3.4204,7.3518,57.999,7.9444,0.5811,7.8178,11.6724,0.4954,0.759,12.653,20.2604,4.3392,91.799,107.6941,10.7897,24.0107,120.4776,15.7217,3.2298,41.6836,20.0403,21.0242,24.9937,285.3627,102.4363,47.2824,42.0862,16.8364,23.4369,8.5672,15.8121,21.2205,0.0
ISL_L,1.4715,0.3888,0.0056,0.0406,0.0002,4.4255,0.15,0.0643,0.2933,0.0004,0.175,0.2829,0.1626,0.3497,3.1114,0.2824,0.0594,0.3662,0.4929,0.0205,0.0311,1.107,0.0,0.0478,1.0347,28.5208,1.483,1.1722,2.5521,5.4115,0.3431,14.7739,5.9472,2.8642,7.6763,17.9033,65.0225,20.672,16.3216,6.5703,2.3254,0.0,4.4979,12.1837,0.0
ISL_M,9.2337,12.8725,0.0982,0.2789,0.0054,55.8169,1.2636,0.5623,2.4972,0.0061,1.3804,2.8645,1.3196,3.9743,39.568,3.9108,0.3274,3.9374,6.6503,0.2422,0.3176,7.9953,14.2584,2.6764,60.2937,56.735,7.5094,10.0298,43.3491,7.5782,1.4866,17.8316,8.6422,8.4084,18.7938,55.7724,67.4645,138.9785,19.9341,45.3278,19.3568,20.2455,9.4313,15.4246,0.0
ISL_N,4.2863,5.6202,0.3065,0.9563,0.017,29.6252,0.6218,0.2501,1.5457,0.0133,0.5279,1.0216,0.7102,1.3083,13.24,1.5732,0.2262,2.0904,2.3766,0.0781,0.2697,12.2546,7.0044,2.0521,68.467,45.6134,6.7189,13.9486,34.7462,7.0446,0.8779,29.2029,8.31,4.3393,8.373,24.3654,29.0441,37.2742,215.3982,26.0334,13.5941,14.2863,7.9437,9.2549,0.0
ISL_O,0.0,0.0,0.0036,0.0,0.0002,0.0509,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549,27.8002,6.3992,0.0,0.0,0.0,0.0,0.0,0.0,1.3911,0.0,8.8333,11.0036,0.0,6.5178,0.0,0.6945,0.0,53.3877,44.4002,0.0,13.192,0.0,0.0
ISL_P,0.4224,0.7782,0.0025,0.0209,0.0001,4.2268,0.0609,0.0324,0.124,0.0003,0.0415,0.2226,0.0714,0.1727,3.1642,0.179,0.0156,0.1887,0.2729,0.0114,0.0199,0.3877,0.6789,0.0836,2.4767,1.9241,0.2677,0.4794,2.4103,0.3583,0.0543,0.9289,0.2856,0.4298,2.0224,2.2706,6.4179,3.4331,1.781,12.1168,227.9364,3.3024,0.1306,0.173,0.0
ISL_Q,0.2584,0.4604,0.0009,0.0127,0.0001,2.5927,0.0442,0.0198,0.076,0.0001,0.0366,0.0667,0.0437,0.1052,1.9337,0.1107,0.0097,0.1145,0.1676,0.0068,0.0122,0.2011,0.3565,0.0822,1.4768,1.0749,0.1638,0.2932,1.4151,0.219,0.0479,0.5692,0.283,0.263,0.345,0.6835,1.0885,0.6139,0.5911,52.6366,0.0,555.5005,0.2381,0.3006,0.0
ISL_R,0.0,0.0,0.0002,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1994,0.0,0.0
ISL_S,0.5732,1.157,0.0031,0.029,0.0002,6.5038,0.1217,0.0547,0.2122,0.0004,0.1009,0.1839,0.1207,0.2934,5.5389,0.3056,0.0259,0.3185,0.47,0.0192,0.0334,0.6042,1.1435,0.2413,4.3036,4.551,0.4513,0.8152,3.8699,0.6196,0.1442,2.6699,0.7154,0.7927,1.9115,2.1317,3.3504,1.9938,1.7033,1.6835,1.8603,2.2753,0.5469,54.7268,0.0
ISL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
