V1,CRI_A01_02,CRI_A03,CRI_B05_06,CRI_B07_08,CRI_B09,CRI_C10T12,CRI_C13T15,CRI_C16,CRI_C17_18,CRI_C19,CRI_C20,CRI_C21,CRI_C22,CRI_C23,CRI_C24,CRI_C25,CRI_C26,CRI_C27,CRI_C28,CRI_C29,CRI_C30,CRI_C31T33,CRI_D,CRI_E,CRI_F,CRI_G,CRI_H49,CRI_H50,CRI_H51,CRI_H52,CRI_H53,CRI_I,CRI_J58T60,CRI_J61,CRI_J62_63,CRI_K,CRI_L,CRI_M,CRI_N,CRI_O,CRI_P,CRI_Q,CRI_R,CRI_S,CRI_T
CRI_C28,0.384,0.0133,0.001,0.0386,0.0001,0.7997,0.0703,0.0071,0.2766,0.0573,0.074,0.0291,0.2118,0.3338,0.0716,0.3424,0.1463,0.3768,0.0233,0.0079,0.0016,2.373,0.2765,0.1655,4.4453,0.3813,0.0077,0.0122,0.0019,0.1561,0.007,0.0339,0.0592,0.1032,0.0,0.0677,0.0115,0.2316,0.1466,0.201,0.0578,0.4404,0.0035,0.0674,0.0
CRI_C29,0.4865,0.0086,0.0091,0.455,0.0006,0.2528,0.0088,0.0088,0.0101,0.0017,0.0121,0.0004,0.0076,0.0281,0.0,0.0091,0.0018,0.0727,0.0045,0.1634,0.0045,0.0983,0.1221,0.0405,0.675,0.3912,1.1959,0.2108,0.0749,0.0869,0.0075,0.0086,0.0023,0.004,0.0057,0.0174,0.0169,0.1002,0.1563,0.0004,0.001,0.039,0.0025,0.0958,0.0
CRI_C30,0.0024,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0006,0.0,0.0001,0.0007,0.0001,0.0017,0.0279,0.0003,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRI_C31T33,40.6804,0.9728,0.1738,4.4227,0.0099,80.0942,5.4718,2.7291,17.2612,2.5645,14.7872,2.8387,8.4861,19.6476,2.9319,5.5339,0.7656,7.1354,0.4404,0.947,0.3225,109.6081,18.2203,12.9314,88.6883,33.4839,2.0983,2.6327,0.7944,9.5378,0.7694,17.8852,3.3828,5.3602,0.4012,19.462,11.2454,24.7775,16.476,9.0161,9.6557,88.8453,2.507,10.3453,0.0
CRI_D,51.3477,2.7344,0.0585,3.0256,0.002,139.0995,9.137,2.8229,22.9911,4.9396,11.3998,2.9949,21.2845,29.4114,8.8712,7.1602,3.0442,11.6453,0.7188,1.6439,0.2959,41.143,15.7548,27.3046,27.8306,95.9963,7.243,3.5781,1.061,12.2999,0.904,125.6849,3.4728,29.3848,3.6249,16.9687,18.7054,26.8919,17.3328,19.3368,25.3185,39.7198,5.4314,27.4766,0.0
CRI_E,41.7137,0.6144,0.011,0.2848,0.0005,33.445,0.8705,0.3735,4.9686,0.9624,10.728,0.7024,0.9329,2.2188,10.114,1.4448,0.7634,0.5913,0.0365,0.0903,0.0222,5.0353,4.215,28.0327,25.1544,22.3553,1.3939,1.6246,0.2669,1.7349,0.3363,35.5845,0.5283,0.9435,0.2443,7.3314,10.5225,4.3989,4.3337,20.9278,7.112,17.0229,1.3664,10.6586,0.0
CRI_F,9.7786,0.126,0.1,4.1752,0.0064,37.516,1.5518,0.8588,6.5044,1.5451,6.0187,2.0829,2.9835,10.3605,2.2095,1.9541,0.6551,3.7714,0.2328,0.2561,0.0762,12.9411,6.3625,11.6681,891.266,46.0478,6.1795,3.5917,0.9323,14.9964,0.8697,58.5481,1.794,37.6094,1.5351,13.6321,149.802,32.6922,15.4708,16.6546,45.2098,27.5888,1.4659,67.1569,0.0
CRI_G,445.0143,6.0481,0.6739,29.9605,0.0485,541.2522,23.7124,11.3102,63.7424,30.8911,124.2137,12.9088,37.6054,41.7914,13.3998,14.5184,6.7909,26.6648,1.6419,2.7874,0.4761,133.955,39.9697,42.8337,390.3617,427.9951,180.8111,185.2843,50.8066,14.8241,4.8293,183.3558,8.2034,14.3037,5.0696,9.1571,31.2553,85.0271,82.9794,33.8413,35.0284,98.8044,11.9678,38.9944,0.0
CRI_H49,26.6175,0.8596,0.0728,3.2121,0.0044,57.0123,2.3248,0.862,10.4433,4.5726,15.227,1.8602,5.0779,7.8082,2.9782,2.4989,0.6536,4.4628,0.2755,0.5646,0.0871,36.6963,4.8977,5.6913,59.309,49.6674,49.0412,27.8624,7.0179,4.2547,3.2295,29.1972,2.348,4.6884,2.564,27.8899,3.5574,32.9391,42.2537,7.0547,12.4021,8.3625,2.2048,6.6997,0.0
CRI_H50,32.1284,0.5899,0.0458,2.2637,0.0027,47.4825,2.8294,1.6271,10.4033,4.4469,9.6648,1.0366,5.6623,16.2961,3.2622,4.935,0.7013,5.9677,0.3684,0.6911,0.1526,19.7709,0.6701,1.4622,27.5234,70.2834,3.6553,16.8305,0.9588,19.1894,24.0523,6.5814,1.2407,0.7229,0.4437,0.239,1.9784,7.8488,4.0601,1.1835,5.0439,5.841,1.0529,6.02,0.0
CRI_H51,1.7535,0.0425,0.0011,0.0342,0.0,1.3356,0.1813,0.0635,0.5619,0.2484,0.6474,0.019,0.2255,0.1791,0.3048,0.1981,0.0641,0.1941,0.012,0.0085,0.0138,0.5517,0.0004,0.0726,4.4918,0.0524,0.1974,0.1067,0.0186,0.0169,0.0163,0.3583,0.0244,0.0163,0.0146,0.031,0.3098,0.0825,0.0737,0.0188,0.0184,0.3145,0.0037,0.1456,0.0
CRI_H52,26.2686,0.2026,0.0101,0.3569,0.0005,41.2907,2.4725,0.4189,14.8028,2.9701,4.979,1.3711,2.6103,3.5099,1.0631,3.9086,0.7273,2.5615,0.1581,0.3758,0.068,26.63,1.9526,0.5557,30.1804,96.5262,15.0301,33.98,6.706,46.8382,9.6283,5.0258,0.6154,16.4814,0.8222,2.9072,4.2579,15.1475,28.5606,1.3165,4.4496,6.1834,1.1625,2.1332,0.0
CRI_H53,0.7828,0.0173,0.0024,0.0851,0.0002,2.7323,0.2789,0.0522,2.264,0.152,0.9892,0.4477,0.3725,0.4457,0.1504,0.2585,0.0783,0.6042,0.0373,0.011,0.0021,7.7643,0.2962,0.2746,0.9922,7.2814,0.5359,0.9641,0.1949,1.6648,6.7002,1.9681,0.2506,2.2689,0.6096,14.6125,3.1714,5.6171,3.3801,1.3123,0.8541,2.4145,0.0924,0.8226,0.0
CRI_I,2.4867,0.0228,0.0685,1.4443,0.0068,18.5695,0.8473,0.5298,1.1361,1.2252,7.3344,1.0656,1.1995,2.0886,0.7756,0.9269,0.2586,1.8688,0.1154,0.1659,0.0417,8.4539,4.4311,3.1984,12.5428,43.7282,6.9685,5.5943,5.0548,5.2999,0.6595,18.8676,1.0555,7.7603,2.4942,5.1717,10.5723,31.6738,35.1918,11.1894,16.7782,15.1482,4.9829,19.1628,0.0
CRI_J58T60,0.8329,0.0047,0.0004,0.0164,0.0,3.4703,0.0822,0.0115,0.6256,0.1567,0.8311,0.4031,0.0884,0.1472,0.0396,0.0478,0.0139,0.2617,0.0161,0.0039,0.0009,2.6465,0.0921,0.0952,1.7513,6.9725,0.207,0.1943,0.0846,0.1543,0.0562,1.8555,1.6427,1.2345,0.1072,1.0519,0.7932,9.6364,1.1756,1.0085,3.2545,2.6185,0.2092,2.0392,0.0
CRI_J61,50.228,0.3697,0.0125,0.3966,0.001,11.8208,1.3931,0.7236,1.5952,0.6514,2.7888,0.4488,0.8331,1.5357,0.6456,1.4085,0.3152,1.5732,0.0971,0.1144,0.0275,9.653,4.6905,1.6844,12.0768,50.9472,6.5096,5.4229,1.5207,2.6577,1.1278,18.2472,3.0187,100.6113,4.6351,18.6645,14.7477,25.3071,23.1394,12.9275,15.9431,13.7516,3.4877,13.7124,0.0
CRI_J62_63,1.2637,0.1198,0.0166,0.694,0.001,23.9136,0.9272,0.4431,2.2949,0.7759,6.999,2.8998,1.4342,5.2881,1.8565,1.4559,1.9753,0.7858,0.0485,0.0775,0.0181,46.5887,12.0907,4.433,16.4332,58.0008,7.1003,7.7176,3.5282,13.8242,2.2201,10.28,4.2905,117.9136,98.9544,59.9423,2.6089,87.5138,50.7697,20.0513,12.7522,14.2587,22.7434,7.8657,0.0
CRI_K,52.3853,2.7622,0.0572,2.5442,0.0036,148.881,5.1973,2.3998,13.7535,5.7523,23.2655,8.6744,8.963,12.5648,4.9766,6.0891,3.9133,6.6016,0.4075,0.793,0.1892,74.8865,98.5544,20.5886,42.9446,243.1707,18.1617,18.9003,4.1304,38.6283,9.0768,102.6171,5.143,82.5949,14.0844,1132.8535,250.539,91.3162,100.8872,138.3843,55.8126,78.8528,10.4926,31.1056,0.0
CRI_L,21.0422,0.0029,0.0869,3.6813,0.0079,66.5776,5.813,1.1366,10.8653,2.7367,12.6431,1.8897,5.6742,2.3756,3.7765,5.6081,1.8669,1.7899,0.1105,0.4542,0.1088,46.4674,96.9221,3.5698,3.0014,309.205,9.9139,7.1367,2.178,17.4549,3.579,84.1197,8.0375,16.7654,12.8773,60.3325,75.2895,111.5321,57.0429,45.0583,37.0866,71.7659,6.5988,43.2512,0.0
CRI_M,59.5143,1.7756,0.2662,5.9552,0.0226,331.6769,7.4818,2.5524,19.5509,10.6046,42.5949,22.3577,12.907,23.588,3.3262,8.6858,1.896,14.1867,0.8757,0.958,0.1927,81.0899,31.86,20.8993,510.1672,470.2754,31.4217,31.3961,9.5745,34.324,7.6465,116.7395,14.1607,58.2382,27.2417,168.6707,164.121,367.2697,89.6923,106.4552,54.1456,57.4322,15.7615,59.3667,0.0
CRI_N,35.632,4.1575,0.2383,11.7166,0.0204,218.5944,3.1989,2.7403,14.5179,9.029,35.3775,12.515,10.7118,30.4171,3.1126,9.4154,5.3758,7.5506,0.4661,0.7826,0.1871,254.0844,47.8268,34.5278,148.0974,277.7847,51.6648,66.061,19.1898,50.6763,6.1497,136.3645,5.3992,144.0022,25.9153,305.5445,143.6801,118.1872,146.1339,102.2182,83.6175,77.3129,8.453,38.5523,0.0
CRI_O,1.9221,0.0842,0.0036,0.1449,0.0003,6.9812,0.1722,0.0934,0.7056,0.2321,0.9011,0.3409,0.2909,0.4593,0.3823,0.2533,0.128,0.1921,0.0119,0.0249,0.0057,3.4571,1.9221,1.3216,4.7527,9.9598,0.7296,1.0387,0.2579,1.6769,0.2978,2.9434,0.2747,2.4415,0.3931,6.1408,3.4401,4.4719,2.9357,2.9576,1.8041,2.4694,0.3968,1.6343,0.0
CRI_P,1.8067,0.0402,0.0062,0.1482,0.0006,7.3463,0.1957,0.1762,0.9303,0.2674,1.5253,0.5588,0.5356,1.8028,0.4725,2.7899,0.1338,0.9973,0.0616,0.0271,0.0064,8.8846,1.9181,0.8428,6.0846,16.0118,0.821,0.8703,0.4397,1.1072,0.3407,3.6251,0.4215,2.4404,1.378,8.6358,2.4945,13.0987,8.5455,9.2937,34.184,9.9204,0.9868,12.6671,0.0
CRI_Q,0.1902,0.0974,0.0006,0.0122,0.0001,0.0998,0.2875,0.0,0.0851,0.0,0.0073,0.0139,0.0001,0.0007,0.0605,0.0063,0.0031,0.0421,0.0027,0.0048,0.0016,0.1559,0.0,0.1367,0.0351,0.1382,0.175,0.175,0.0367,0.659,0.0011,0.8149,0.0,0.0584,0.1538,0.0333,0.0904,5.7407,0.793,0.0021,0.4616,50.5733,0.5311,2.3314,0.0
CRI_R,0.1419,0.0006,0.0011,0.0379,0.0001,0.4368,0.0299,0.0058,0.0683,0.0049,0.045,0.0159,0.0066,0.0157,0.0139,0.028,0.0038,0.0155,0.001,0.0003,0.0001,0.1383,0.0796,0.1116,0.183,1.1006,0.0312,0.0315,0.0167,0.0359,0.0031,7.5471,0.5046,0.5426,0.0117,0.4584,0.217,2.7659,0.4545,0.0516,1.6184,0.3305,13.7582,2.5913,0.0
CRI_S,3.999,0.0287,0.0136,0.4712,0.001,13.6982,0.8468,0.2538,3.2443,0.4856,3.217,1.0438,1.1543,2.1876,0.6514,0.5091,0.1078,0.6289,0.0388,0.1183,0.0261,6.1911,6.5422,2.2819,15.6229,38.5677,1.7609,2.1789,0.5081,4.2418,0.3284,20.4123,2.6155,6.1722,2.8033,34.6606,19.1254,27.5453,19.6003,14.8722,12.6032,17.7547,1.6493,55.1442,0.0
CRI_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
