V1,SGP_A01_02,SGP_A03,SGP_B05_06,SGP_B07_08,SGP_B09,SGP_C10T12,SGP_C13T15,SGP_C16,SGP_C17_18,SGP_C19,SGP_C20,SGP_C21,SGP_C22,SGP_C23,SGP_C24,SGP_C25,SGP_C26,SGP_C27,SGP_C28,SGP_C29,SGP_C30,SGP_C31T33,SGP_D,SGP_E,SGP_F,SGP_G,SGP_H49,SGP_H50,SGP_H51,SGP_H52,SGP_H53,SGP_I,SGP_J58T60,SGP_J61,SGP_J62_63,SGP_K,SGP_L,SGP_M,SGP_N,SGP_O,SGP_P,SGP_Q,SGP_R,SGP_S,SGP_T
SGP_J61,0.0605,0.0146,0,0,0,6.1503,2.0363,0.5098,9.8791,6.2858,14.6725,6.4923,2.542,1.0977,0.9064,17.592,94.2399,3.8662,39.7375,1.1421,9.9493,12.3583,7.7371,6.3108,86.3212,308.2829,22.3499,36.3058,32.0506,73.1546,32.9193,21.834,85.2843,2106.8485,229.9667,491.9776,24.0401,291.834,63.0924,73.0274,37.5793,42.937,16.9724,24.3409,0.0
SGP_J62_63,0.4407,0.2458,0,0,0,6.8522,1.031,0.1964,2.9,12.0221,21.7119,3.9407,1.2451,0.8444,1.0148,3.8773,101.0114,1.8181,22.6955,0.8001,9.5429,8.6675,24.52,8.2016,16.3313,364.9338,11.1579,27.6778,6.7669,38.367,5.9695,15.5109,275.479,140.8661,1539.4892,1047.864,34.7633,1371.854,40.4188,340.1018,65.7967,107.0569,43.8987,28.6733,0.0
SGP_K,6.3453,2.144,0,0,0,51.3997,17.8663,2.5565,25.3147,93.7718,202.4472,75.4052,12.8667,9.1652,9.0206,50.844,876.1916,26.9228,257.1216,10.7914,74.218,84.4738,147.7983,67.5464,414.2308,3240.8369,79.6802,248.3301,85.01,219.0093,9.4243,191.8602,120.314,209.657,280.7219,12069.943,3445.5515,703.5533,292.1234,2177.3504,115.8785,206.7149,74.0783,87.7286,0.0
SGP_L,0.3056,0.1283,0,0,0,74.7484,19.0941,6.8563,68.1104,15.9879,63.0902,15.183,22.6462,6.4557,3.3331,74.0013,254.4946,22.5751,179.1248,8.9299,75.9206,52.2001,78.9376,43.1868,375.0471,3870.3138,46.8052,128.1319,48.1811,289.947,20.668,1239.6995,128.5913,169.8734,320.095,1135.8763,1382.2566,1028.3329,273.1734,301.0162,249.935,498.8295,157.3979,313.182,0.0
SGP_M,3.8996,0.863,0,0,0,147.9251,7.6716,1.6313,22.6499,71.0029,372.6804,190.1204,9.7542,10.1386,5.8003,52.9306,1901.8403,40.4072,676.0479,55.3635,614.1361,245.3411,129.9641,50.0686,1131.5934,2975.1845,44.8173,251.5573,67.6077,244.9781,11.2818,199.4784,261.998,375.9349,990.7953,1431.5153,1735.5987,3199.2092,714.6172,520.7058,147.1902,159.6696,168.7455,110.3722,0.0
SGP_N,6.7273,0.65,0,0,0,49.8324,2.8794,0.511,8.3636,44.9248,127.8882,321.4777,3.0115,3.826,2.981,22.4536,3053.3588,12.5993,507.2428,20.0789,126.8529,280.8176,12.259,113.178,355.274,1386.6048,140.456,507.4816,96.8961,167.3973,6.6364,101.3408,51.1102,218.1374,307.679,933.9339,1363.3458,676.7389,1307.6539,461.1964,159.2161,128.6811,174.7219,79.0521,0.0
SGP_O,0.4916,0.1,0,0,0,6.3755,1.4033,0.4769,4.3005,2.9337,12.9447,1.5395,1.1921,6.2351,2.9952,4.2686,25.7398,2.502,11.8939,0.7739,7.5616,5.7027,79.1914,63.8405,151.9605,320.1319,3.9919,43.5634,19.0269,39.0384,1.931,58.3615,16.2286,22.7851,58.7716,203.4843,94.8498,158.5149,17.0348,309.5677,25.2879,43.7538,32.6059,23.9607,0.0
SGP_P,0.1622,0.0525,0,0,0,6.0415,0.7856,0.2017,1.4622,5.5508,10.1171,3.843,1.0066,0.7367,0.5643,4.3572,44.3942,2.1503,21.1926,0.5509,11.963,7.8929,3.0107,3.2821,16.1947,63.6452,1.0975,12.015,3.5662,8.1432,0.3136,25.6876,15.1417,2.7432,25.3187,51.9761,14.9442,51.6565,16.9228,1663.5394,449.271,35.3573,10.5409,5.8003,0.0
SGP_Q,0.7962,0.0191,0,0,0,2.4361,0.5377,0.064,0.651,1.9782,3.8837,0.5323,0.2437,0.1695,0.1297,0.67,10.6454,0.4035,2.4996,0.0989,0.7677,1.8248,1.7998,1.9183,16.2215,32.0441,1.1711,7.4104,1.3738,5.1337,0.3483,10.8994,3.971,1.8853,7.2744,32.8564,10.6473,26.1199,7.4193,3155.624,18.7601,1615.9645,7.1076,54.1307,0.0
SGP_R,0.1537,0.0662,0,0,0,3.0803,0.6284,0.1078,1.1051,3.3659,5.3707,1.4349,0.4267,0.3103,0.2156,1.223,23.1574,0.6734,5.7943,0.2001,1.357,2.9195,2.2682,1.2991,40.7684,62.3926,3.5441,11.2628,3.3404,9.9079,1.4191,17.3766,21.8165,4.1799,8.6875,59.8029,14.1783,37.9469,25.1451,24.494,62.181,10.9244,95.5066,9.7681,0.0
SGP_S,0.4064,0.209,0,0,0,8.4845,1.0885,0.3016,3.5895,4.7416,31.8355,1.4008,2.7118,4.7745,6.859,14.4365,43.4094,2.0629,46.5414,2.434,11.1742,15.3978,2.1227,5.8125,38.4081,206.4494,14.6818,7.2499,7.8892,43.9895,5.622,88.1024,28.8423,10.9799,114.7761,14.1113,153.6464,148.6566,45.0535,222.8276,108.4429,115.1046,53.1027,140.1984,0.0
SGP_T,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
