V1,IDN_A01_02,IDN_A03,IDN_B05_06,IDN_B07_08,IDN_B09,IDN_C10T12,IDN_C13T15,IDN_C16,IDN_C17_18,IDN_C19,IDN_C20,IDN_C21,IDN_C22,IDN_C23,IDN_C24,IDN_C25,IDN_C26,IDN_C27,IDN_C28,IDN_C29,IDN_C30,IDN_C31T33,IDN_D,IDN_E,IDN_F,IDN_G,IDN_H49,IDN_H50,IDN_H51,IDN_H52,IDN_H53,IDN_I,IDN_J58T60,IDN_J61,IDN_J62_63,IDN_K,IDN_L,IDN_M,IDN_N,IDN_O,IDN_P,IDN_Q,IDN_R,IDN_S,IDN_T
IDN_G,2906.4288,500.4967,608.7904,468.4987,138.7485,18085.3281,5802.3839,1436.3515,1252.8709,917.7983,2980.7098,377.6487,1487.0369,1284.2813,591.8534,754.0059,1778.372,1575.78,2294.2646,2659.9931,2174.4007,2309.5478,1651.744,307.5735,18545.5948,12033.7958,5537.1433,662.06,2355.7774,360.4892,297.9356,8309.9319,719.4588,161.3259,366.257,826.4991,1292.5505,76.5519,4412.7649,1041.5092,1187.6778,1586.3079,195.9193,1450.5334,0.0
IDN_H49,224.973,38.2392,833.6908,440.4691,102.3913,1232.1478,328.5794,213.2226,485.3462,220.679,397.5155,91.6142,158.5858,478.9951,274.8998,198.9913,136.6529,89.1243,128.2523,55.0383,152.131,426.5539,373.1445,152.8747,5605.7219,6926.7427,301.4004,65.4851,212.1571,92.2477,248.2492,343.4216,113.2479,58.4401,26.4837,168.3395,147.9378,24.5927,894.1278,1172.6652,395.1677,250.8332,57.699,88.4408,0.0
IDN_H50,34.7694,5.4923,541.5839,68.3855,11.7992,198.0089,81.4589,85.0727,40.6289,85.838,57.754,4.8477,23.6303,168.0579,56.7435,26.6295,12.0496,11.9985,25.49,9.0112,29.8985,36.2945,64.4363,11.8787,276.4883,835.1511,37.8995,10.15,33.6178,171.839,87.2396,62.4929,28.1034,12.5634,3.1835,9.0138,9.9758,11.034,312.6708,23.7302,12.0963,12.5474,1.8011,11.5402,0.0
IDN_H51,58.7751,8.2391,224.4501,62.4138,29.4074,296.4683,121.5825,42.5473,66.0094,57.2197,173.6203,47.7382,57.4886,139.1214,81.6651,77.297,40.5909,37.2387,65.9528,17.0597,59.4726,115.0481,73.2053,15.6065,669.5403,2217.3038,165.7292,32.8204,284.5647,187.9172,83.6625,68.1088,74.7823,20.2735,15.2949,229.1552,284.8841,15.1497,524.2198,1503.2479,150.5918,53.8256,13.8337,19.5457,0.0
IDN_H52,45.6336,6.8358,856.303,21.0279,11.8084,142.6764,37.9822,22.6817,23.6767,29.1299,67.4972,26.6363,17.7863,210.5443,35.8247,19.0068,37.9737,88.5582,40.2803,7.7888,26.4574,194.3989,40.9822,45.9879,1225.996,1540.6057,1285.924,711.5621,1994.626,667.6143,11.3039,41.9788,19.6347,4.181,2.2055,6.2529,11.8043,3.4156,70.8977,16.6472,13.5132,6.0362,1.9561,8.0242,0.0
IDN_H53,0.8525,0.0635,0.0726,0.9418,0.1139,4.3389,23.6541,0.2108,27.982,0.9912,14.6834,1.3394,8.8037,16.2287,1.3228,2.3882,4.4235,4.1654,2.2785,2.1204,3.7182,15.1714,0.0248,0.5651,50.0446,827.5414,2.0329,0.2227,28.6321,20.8235,0.7995,3.2584,24.8063,0.7224,1.7695,29.3915,1.6784,0.8652,86.2534,39.085,10.1799,2.2378,0.1674,3.7985,0.0
IDN_I,9.4384,8.3183,40.6109,19.5397,20.8599,168.447,56.429,27.9966,50.5915,20.811,60.0007,45.0463,44.3185,92.7281,12.5769,16.1084,57.7087,38.3651,41.7736,17.7404,64.5765,119.1103,26.8994,10.7631,979.5108,2689.5489,321.9588,65.8739,892.0586,67.6722,15.6073,28.7697,107.4411,30.2856,16.3885,280.2493,207.99,25.5198,759.7749,2040.4603,734.4715,221.985,44.3891,16.5013,0.0
IDN_J58T60,0.4911,0.0143,0.4935,1.2759,0.0695,793.6784,58.7805,8.868,35.7269,13.8228,192.6693,52.496,80.5306,36.0771,0.2167,2.3779,26.4236,30.1944,20.2071,41.5919,95.7231,116.3906,37.361,0.229,75.2233,787.0777,105.3464,26.7097,290.4416,111.0049,9.4056,24.1637,1436.8019,139.6628,327.528,341.6806,1222.1815,167.7658,2145.4452,150.8996,233.4719,42.2347,84.9224,9.6966,0.0
IDN_J61,30.2623,2.0296,70.7529,17.5934,26.1655,161.4365,52.5057,42.5393,65.4035,12.4329,102.095,35.5717,47.8761,87.3226,11.0185,18.241,32.4954,47.9426,144.7167,13.8541,24.1656,122.12,61.3169,20.667,640.4949,3896.1927,324.2065,240.8777,754.1017,341.0443,134.842,57.8389,299.7254,1608.2629,756.9319,497.4352,670.679,44.061,823.4436,130.5408,121.9831,57.569,29.0761,92.6379,0.0
IDN_J62_63,3.0677,0.6924,44.3291,20.6923,3.8636,33.3399,21.9648,11.9421,8.5589,9.376,15.1546,17.9678,5.8929,16.0592,1.0181,5.1925,5.1843,5.0763,8.5608,10.5654,8.7621,28.1367,11.0183,4.1293,87.6822,902.383,84.4632,28.2825,103.7211,62.6698,18.5532,9.5373,202.4298,260.8343,741.3604,448.2952,535.3819,83.4839,970.718,78.9154,80.7088,43.1573,35.3617,45.2875,0.0
IDN_K,958.8322,162.8381,653.9957,202.7151,57.6914,941.3017,271.7687,80.452,192.8808,187.1848,345.8112,44.1105,150.0502,187.1995,58.2371,85.5243,119.1951,140.5817,221.1125,114.2613,212.6476,280.7155,775.5686,39.634,1152.2948,11753.7801,442.1263,133.533,452.723,225.7136,86.4038,363.6052,217.4592,224.3173,129.583,4001.4449,2266.712,42.6852,2037.2403,361.371,117.9422,276.8852,57.4819,213.503,0.0
IDN_L,0.0361,0.0115,281.8736,154.9287,34.4235,122.0299,35.5729,14.4322,67.8472,23.9253,90.3786,38.2536,41.2217,106.8051,14.5113,33.158,9.653,7.4581,11.7492,6.4627,45.6485,115.8338,0.8625,33.901,1372.418,8048.7718,286.9188,42.4635,282.4087,70.6423,46.9639,220.3737,120.6509,197.716,136.4771,597.0868,365.0273,55.7217,917.4483,179.9074,462.0339,190.5793,62.2044,427.8316,0.0
IDN_M,0.084,0.0018,130.4817,30.6259,5.2011,70.8711,8.5188,5.8515,9.0367,7.6201,6.4085,4.9955,1.8717,53.9512,1.5798,1.413,21.0044,0.5265,0.1242,8.3238,9.3853,5.3802,7.5968,4.8518,196.5493,624.3069,58.3935,25.2311,106.2435,36.5253,13.7977,8.3075,94.6101,79.0733,89.8442,238.2699,452.4469,25.7103,310.4038,99.1384,21.8672,25.2431,9.4279,8.1807,0.0
IDN_N,154.5083,12.4926,969.3912,348.6057,96.4174,247.2195,80.7799,98.1443,83.0864,222.5025,140.3001,169.1965,51.2611,84.5972,30.2476,49.2816,173.7417,178.383,401.284,68.5568,238.4911,196.5242,543.8591,139.9184,3797.8938,5219.3723,981.6322,277.1497,1173.5191,370.134,79.7643,113.7611,767.7817,831.506,415.9534,1568.3409,2301.4207,75.1181,2043.7819,1119.5523,912.1082,775.7728,140.7408,437.5728,0.0
IDN_O,27.1446,0.2667,66.968,6.1438,1.8149,36.9854,10.6386,4.0928,15.5137,5.7767,35.8532,3.3192,23.5605,7.8927,2.2245,2.9404,8.698,15.3854,5.3996,7.139,15.4514,9.7893,17.2577,46.9587,82.5384,140.7939,175.9102,18.2921,100.3556,29.9982,8.0123,50.6067,72.158,210.3259,70.2021,79.1978,535.5977,28.1102,195.8405,42.4001,27.9627,14.2039,1.3687,1.4719,0.0
IDN_P,0.0,0.0,11.1349,0.7248,1.7509,2.724,1.5049,3.7757,3.3399,1.7837,12.7423,5.405,0.7841,7.2112,1.3646,0.4593,3.9292,13.2538,11.5013,1.2377,1.1216,2.0533,2.7662,4.9037,26.4905,123.2261,74.185,10.1855,85.2895,15.1953,3.8667,2.6992,4.9526,6.4814,1.944,161.0174,0.0329,2.2382,269.8224,35.3786,180.2895,30.0457,0.4303,1.0796,0.0
IDN_Q,0.9076,0.2637,22.6061,5.4439,1.9488,1.5629,2.3931,0.0207,14.452,1.3226,32.5648,34.151,1.9903,8.0568,1.7312,1.9794,0.176,0.246,0.3766,1.0609,2.2217,0.4146,2.0,0.923,13.6927,238.1006,62.7829,23.5593,77.7423,63.1648,3.728,2.6553,1.0663,0.2821,0.266,71.1438,80.4416,0.7562,130.8868,6.3744,46.3514,161.9991,2.0664,2.718,0.0
IDN_R,0.0,0.0,0.1561,0.0,0.0,1.096,0.0563,0.0168,0.797,0.167,0.0449,0.0199,0.0053,0.3458,0.0,0.001,0.0273,0.0163,0.0004,0.0126,0.0387,0.0583,0.0994,2.6165,0.0111,100.8615,10.5972,0.0542,0.3052,5.0339,0.1033,5.3503,712.2217,0.1576,0.3218,7.2861,146.1695,24.7998,44.9663,17.7266,15.5126,1.883,66.7502,1.4987,0.0
IDN_S,60.3198,0.3535,1.4779,11.3257,2.4363,1.7616,1.3086,0.2833,10.5116,20.4997,3.9414,9.6379,5.6546,1.7274,2.9849,1.1788,0.267,0.3976,0.8548,0.0365,0.0649,1.7198,0.0447,7.7727,73.8646,64.858,27.626,5.3387,19.7619,33.9497,5.5957,0.3455,12.9975,3.1104,10.8249,19.2643,1.8518,1.1969,442.7752,132.5942,73.3303,24.0617,1.9224,526.1779,0.0
IDN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
