V1,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T
DEU_C20,1574.7713,1.7323,23.6975,49.0067,10.9526,1248.5873,1228.5047,756.0135,2328.5505,1336.589,18661.056,1929.0511,8369.5165,1017.1588,1686.3458,1060.3534,878.8282,688.1072,1489.6064,2875.7457,271.4834,762.3217,375.0456,211.1239,2688.765,1143.5293,205.7146,67.5635,140.281,192.3067,50.2918,352.8617,153.7339,97.2342,248.0672,280.3737,164.83,506.9504,727.5157,617.2443,179.056,1446.1493,164.607,636.3932,0.0
DEU_C21,67.5958,0.2717,2.3297,4.5622,0.5515,269.2088,56.5035,21.8288,79.1294,34.5995,553.4811,1744.4267,226.3359,36.7737,49.7177,60.6732,68.458,75.0817,121.8781,228.9883,24.9669,99.2893,58.4132,47.9588,225.1679,162.0885,33.4853,5.651,13.7426,32.0259,6.4004,98.9742,31.7413,26.8222,30.8118,66.0362,44.5874,219.2377,62.7064,91.2096,26.2312,3551.0829,44.9014,218.7894,0.0
DEU_C22,196.3009,1.6355,15.8314,12.6907,3.6913,1870.8003,362.5152,201.9892,927.2413,145.114,1204.1097,420.5942,5458.4105,284.2197,159.044,1239.9105,712.3159,1371.691,3736.6848,9343.2402,269.3376,1485.5224,249.7791,258.6906,8751.6914,3164.7116,272.9312,8.0892,19.5883,176.3998,38.3802,178.3102,40.6016,73.9841,32.2247,57.4019,91.3751,508.9461,394.1923,388.4753,61.6226,540.1897,46.4105,114.0763,0.0
DEU_C23,308.9924,0.3452,4.8854,32.0457,5.6177,575.1734,122.268,779.846,44.0792,62.1379,639.8178,316.061,390.4377,4644.2694,475.4327,570.1386,510.2102,493.8644,581.1148,1676.8164,76.2581,594.1443,803.215,94.0487,15860.8618,225.5165,49.3893,6.6126,7.7671,84.0558,8.0935,173.503,9.0298,96.3004,10.306,18.7456,89.9154,143.3733,400.9793,305.1731,27.7238,161.7303,68.0132,135.2861,0.0
DEU_C24,30.7279,0.0,67.0241,30.5122,7.0132,115.6321,8.5624,36.0233,154.3268,34.5539,1643.0721,63.7848,354.7806,90.1584,20609.4574,9322.9677,954.0512,3087.4555,7154.2455,9118.0237,652.9031,2074.4758,393.7018,69.6596,1826.0407,574.1333,177.2285,0.7704,2.2013,90.4529,8.5524,0.6716,6.4895,25.3184,1.8305,0.0,0.6517,98.6621,27.3019,50.3214,1.5026,0.8546,1.2176,10.3811,0.0
DEU_C25,338.9029,8.4835,171.3625,101.8589,11.1741,1072.4365,305.4109,261.1865,165.0654,406.5406,1054.2414,264.1444,1080.4535,330.3275,1032.4537,20336.5556,1406.201,2812.7953,12115.9329,14380.7018,2527.7412,4301.2113,1091.0416,936.6999,13915.9102,1860.3467,326.6835,22.6648,50.8032,520.9059,42.1224,190.6106,69.9533,134.7445,64.6228,76.3478,327.7483,271.3734,582.771,591.8046,111.1876,360.9455,53.5309,125.5397,0.0
DEU_C26,39.0359,0.476,16.6824,24.8554,1.4085,202.51,47.4629,35.8773,231.1903,107.6915,238.7351,95.487,110.5857,69.549,175.146,264.2362,4580.5412,2551.4894,2142.5445,1147.2464,88.3398,1575.2111,358.9347,101.895,494.9154,1246.3198,82.7024,19.4062,56.6159,81.5368,73.1933,87.4317,218.6101,1437.7389,361.7958,318.9504,57.4048,991.3324,279.9293,947.9669,149.9501,356.9386,133.446,160.82,0.0
DEU_C27,140.5965,0.5164,60.8308,72.3934,3.7448,370.2942,99.0106,78.5092,183.9566,198.0756,424.2802,67.0706,242.0581,211.514,546.2908,863.8977,1205.4424,11806.3078,5732.8261,4487.6421,422.7995,1743.4553,2679.6181,128.2403,9808.1439,837.3013,295.1778,34.6506,146.8599,234.639,56.3499,459.8328,75.2563,361.3168,153.4527,130.943,171.2236,239.2255,355.0742,305.3405,61.9964,296.8253,66.2691,380.5173,0.0
DEU_C28,1488.6062,2.1447,260.0685,217.5408,21.3537,1016.7066,269.1173,129.0892,536.3441,317.6485,948.8789,128.867,504.461,347.4381,962.9916,2728.841,898.0753,2486.9489,28845.873,13367.341,1075.8056,2315.9997,1038.2171,606.5724,3859.2359,1570.5544,370.0948,193.7836,325.7443,176.7844,54.4037,356.1849,119.6571,396.6018,248.1546,198.4175,883.4923,452.7114,304.8776,545.4768,96.0244,873.9228,52.4582,111.1585,0.0
DEU_C29,334.1809,0.5582,15.0939,15.7369,3.3773,204.8794,53.6652,56.6687,91.3354,67.8994,197.6865,125.0938,211.0654,117.9943,103.4381,582.832,155.5485,596.1639,7703.0837,79575.7455,359.7779,393.4667,217.3078,328.6717,762.5125,4462.3186,1415.3824,18.2727,13.1864,1217.789,579.9752,97.3524,62.4498,97.1946,127.3127,156.2816,129.169,326.7398,262.8403,436.6973,73.5043,213.6515,50.3746,38.3763,0.0
DEU_C30,11.92,3.2382,0.0,0.6909,0.1288,0.6511,0.4322,1.8837,0.159,1.5166,0.0,0.0,12.5516,0.0,4.7063,0.6164,1.5691,64.9091,7.3024,8.606,5024.9425,1721.2133,4.584,0.6804,5.2865,12.6363,16.393,6.9307,418.0564,4.7058,0.0,0.6913,0.3932,0.0,0.0,0.0,0.0,76.6135,46.4562,1676.4742,0.0,3.2807,17.7611,0.0,0.0
DEU_C31T33,134.206,1.2806,394.3897,653.1419,16.3517,845.1589,498.0384,535.9699,799.9626,214.1295,1542.9546,102.1174,444.6486,610.1989,2170.0095,2242.1847,1292.3943,1407.1495,3199.8827,4033.2942,428.4881,2847.3702,1836.1468,86.9414,741.3917,468.8817,917.9864,255.9551,1453.7636,151.2348,21.0148,302.5512,241.4341,1041.6771,106.0056,125.1519,539.7383,257.1889,293.7772,937.08,172.761,4793.1739,267.7733,524.8732,0.0
DEU_D,1534.4756,11.853,261.1983,316.7996,18.9334,3255.5571,578.9291,703.6761,2988.3493,1342.402,4894.6545,518.1603,2233.6692,2122.0337,5288.8884,2569.1327,851.1437,1280.6434,2495.5117,3456.0276,264.0871,969.2006,31493.7637,1614.8736,2491.4214,11003.5724,3771.5761,32.8522,59.2202,1232.616,464.6157,3051.0941,675.5242,1367.2317,319.0064,2265.2285,3794.7469,2843.7571,1768.367,3298.5026,1327.5381,5031.1082,1029.4682,1574.539,0.0
DEU_E,1137.0756,2.7469,88.0112,115.6691,2.6429,2190.1637,323.585,341.2846,3043.2081,109.1854,1731.1356,144.6321,3026.4017,1130.3423,4013.9441,2986.5293,150.694,255.0417,453.846,703.831,33.6346,323.4712,409.6958,8008.2902,564.2944,1929.6886,196.6896,8.3426,10.0302,240.0401,75.044,1138.5144,129.3261,154.1457,89.5934,483.1731,491.1592,724.4968,750.8933,3094.6287,367.7185,1537.7014,534.1198,844.8276,0.0
DEU_F,854.0017,9.1471,153.5135,200.8014,12.2982,1267.2292,264.3418,267.9966,651.6796,296.9599,1177.0191,569.8322,489.2491,707.8988,1115.319,838.9192,441.2402,559.977,1150.1871,1624.4211,112.8633,508.0816,3960.2228,2893.1251,19821.5485,4135.6986,1111.9748,45.2555,83.0859,2955.4129,545.5257,1697.9353,766.4392,1305.1613,362.9274,2341.8555,43265.7678,3465.6163,2618.8466,7213.6946,1830.7975,4677.3999,863.4505,1059.5363,0.0
DEU_G,3792.4725,27.9966,251.1977,248.0299,24.3979,23160.4434,3883.8666,1963.0658,4049.6504,9164.5349,8807.7232,2106.552,4427.3673,2396.214,4917.4195,5231.0965,4358.3306,5398.768,9754.4361,17781.4083,1308.9901,5990.7198,5862.6365,1057.3618,12459.9215,15975.524,3393.0602,612.0502,1190.4815,4511.4821,3108.7357,6423.7066,1379.8176,1477.8934,479.4485,1203.1418,672.8971,3394.6972,2481.9977,4449.5746,1100.4608,9867.6793,1036.9433,1383.2017,0.0
DEU_H49,553.7579,3.4131,85.7561,123.1582,10.1589,3655.0617,323.5574,505.084,949.7004,3305.0122,1962.8003,261.8848,888.1725,1210.734,2314.5689,1150.6985,687.3842,929.8233,1998.9388,3757.0688,258.3812,1062.7569,3093.0951,182.3053,2515.9225,9684.4436,2494.0981,495.8601,340.1235,8948.9457,796.0632,620.1832,335.7068,126.7154,73.6028,319.4465,273.8488,487.1975,532.4297,1965.433,3312.2714,894.5267,145.1408,391.2624,0.0
DEU_H50,35.6135,0.1546,4.3667,1.9693,0.2787,175.574,29.2032,21.3907,38.4484,219.4673,74.8502,16.1455,42.5335,28.0528,94.0254,65.318,40.8555,56.9828,127.2133,262.2267,33.7128,62.7691,57.9744,7.5978,164.8495,294.2893,124.9198,69.8682,66.474,238.01,63.6805,43.0922,10.361,15.105,6.8042,7.445,7.6351,29.1449,20.2,40.2205,15.3324,68.6571,7.6602,15.1376,0.0
DEU_H51,47.5885,0.3463,9.1828,8.4298,0.561,274.6855,34.8509,27.3838,70.8752,361.3049,173.8734,27.6921,78.2191,57.0328,203.315,106.0383,66.8171,105.4353,193.7069,329.2391,45.0775,90.0345,166.4888,14.944,196.7008,172.4138,56.0998,27.7976,30.9458,85.3452,21.9383,55.4684,24.2955,32.7778,86.5926,41.6691,10.6739,55.1387,32.1791,35.5922,14.4315,96.1055,5.3417,15.3024,0.0
DEU_H52,239.1075,3.6908,19.7648,46.6735,9.0351,4522.3168,182.1067,255.8854,332.2069,1171.4271,1080.8841,143.0541,714.556,692.5619,714.8164,763.8265,828.3692,750.0499,2363.5651,3861.4131,100.705,739.8088,681.688,97.8848,1249.0608,30616.9492,14116.0352,8354.8292,3841.3814,29172.2249,8144.8895,351.1332,90.2648,135.8512,50.7815,141.0355,66.4233,475.1769,443.0324,433.3992,248.3987,248.6191,35.9985,79.5037,0.0
DEU_H53,7.9815,0.308,16.0161,13.8828,0.9845,278.7304,120.4384,7.2585,190.0623,93.9628,958.2928,560.6147,198.8554,51.7291,61.9871,389.7125,785.4756,884.8326,1662.8083,894.6058,21.3004,593.9019,345.5698,29.8966,129.875,15734.5197,1458.5077,7.8944,90.0128,486.6482,229.8122,854.0475,364.7269,2031.7071,71.0879,1795.2131,71.4851,1212.3118,1296.9964,1271.5182,9.096,635.2628,370.4587,160.4114,0.0
DEU_I,4.9024,1.0094,13.7929,2.761,4.3629,78.5357,21.3518,6.8011,27.4363,31.1185,286.3358,23.0329,82.7101,24.5682,36.9991,277.1303,174.6802,168.223,499.956,267.6025,19.334,119.6607,65.2319,25.3584,788.6507,1687.3739,701.4691,32.1569,534.3052,680.8849,12.8614,34.9665,394.7403,230.224,109.4515,930.2195,59.547,308.5976,358.352,643.0826,56.8378,191.7676,302.652,504.9638,0.0
DEU_J58T60,31.87,0.0868,1.9693,7.7152,0.6589,289.6709,47.7515,9.5367,114.3006,86.0782,259.7086,158.8734,72.4113,69.8999,108.896,142.8148,179.8252,162.2238,227.5051,469.5728,37.1709,120.2359,186.1763,321.1627,214.4088,1684.4444,234.7787,22.032,29.2767,153.196,75.1452,954.0081,7589.0242,274.3587,580.8368,1144.5089,318.7788,8285.7654,1648.8399,1952.7178,1504.5993,1775.7136,1449.0272,704.5006,0.0
DEU_J61,121.1104,0.5563,85.1038,73.4469,3.2436,256.7744,33.3682,61.6518,177.5092,68.5345,343.7088,128.0032,233.4673,228.4201,162.9157,409.3795,454.4833,402.8284,728.6255,777.8708,107.7833,263.7905,286.1454,271.6074,718.9606,3252.1853,396.5963,30.4412,38.2667,511.3408,1628.03,1218.8428,2964.2141,22491.5627,753.715,2966.8023,763.9988,3560.7781,4055.5594,2088.75,176.9579,962.2557,722.8507,579.1334,0.0
DEU_J62_63,41.7702,1.0017,40.7641,38.3044,2.7884,708.5897,113.3377,93.3331,503.3943,170.3607,1379.195,570.9939,335.4433,308.2985,523.5776,1066.8781,906.8869,1035.0281,1950.1171,2148.8134,299.4272,716.8014,785.6968,1235.8832,875.9302,5379.1108,1243.5996,25.8978,239.2193,2035.1922,966.291,405.1179,2889.9417,2987.0973,15539.9381,7295.5862,609.0083,7532.2497,2721.4019,3259.0647,1792.4743,3151.8088,642.85,559.0981,0.0
DEU_K,1069.2655,6.5222,62.0502,162.0884,19.8375,2486.323,313.8905,469.7001,1142.1848,875.5005,2180.2598,672.9171,1120.103,771.4817,1210.41,1574.9882,1058.9415,1411.0562,2904.3526,4270.115,427.7386,1275.0096,3032.1072,1195.091,5529.6242,11021.2117,4954.0784,352.7135,359.3379,3504.8643,604.8295,1562.4052,1150.2606,1357.601,1279.8435,68887.346,27754.1272,5444.7756,4573.0853,5420.4353,1506.209,4016.888,600.8361,3012.7814,0.0
DEU_L,340.4674,1.6273,65.0901,70.5232,4.8661,2651.3209,347.5815,405.2357,1350.124,328.1248,2389.4651,927.4447,1020.9095,876.0326,1042.8794,2502.1258,1602.8141,1858.4253,4105.6931,5217.9365,565.5914,1715.7668,2321.4314,1888.8466,10620.4623,31477.5573,2025.6337,42.3658,295.3292,3927.9168,1444.6885,4363.703,3803.0994,7599.6456,18142.9517,16505.0556,13330.8805,16757.1535,6940.1599,7632.7193,2094.6767,7387.8672,808.1637,1536.1737,0.0
DEU_M,667.965,2.3756,152.9608,322.6825,38.0704,9457.6427,490.6622,453.0659,1504.1074,1594.6018,6101.3542,2648.7846,2533.4895,2200.2515,1854.772,2477.4859,3013.7754,4524.63,9221.7092,10637.3122,1214.1657,3102.7823,4003.186,4020.5649,4840.3587,16926.7089,2879.9451,65.777,225.9996,2298.4201,475.9388,662.3433,2505.127,1474.2387,2164.5838,21495.6382,19097.9022,56039.4457,14391.6253,4638.4233,850.2617,2729.4036,788.6267,1047.5662,0.0
DEU_N,4875.3411,6.9589,88.7896,209.1419,34.0898,5320.6621,517.305,878.5413,2546.5562,607.163,3537.5077,1440.152,2394.0494,1848.0067,1686.4781,3810.1149,2104.3984,2741.7261,5566.3743,7347.3705,1691.496,3595.1691,3894.3762,2808.5121,10341.5514,20937.0906,4613.6582,1391.0238,4048.5858,5795.3636,858.2411,2904.9493,3403.9148,3206.8589,1448.6581,9266.7145,2640.6379,6882.0663,33860.6454,5823.9439,1478.4585,7031.8238,2170.1187,2914.2856,0.0
DEU_O,433.7397,3.2218,74.0391,93.1041,1.2835,1491.442,150.2946,206.9468,512.8432,256.2422,1234.3093,397.0476,484.9416,557.5608,520.7755,544.5826,437.7235,579.4192,710.0206,1393.4896,110.8941,428.5513,10568.5385,873.8303,4599.8761,1949.404,642.9358,32.0601,50.0046,495.4802,93.7389,659.5358,302.0731,244.2473,349.5747,719.7221,3257.7779,7118.2016,2405.4245,3832.0972,421.7976,1084.8276,235.9074,690.8051,0.0
DEU_P,22.4304,0.9035,0.8502,0.7321,0.4653,105.746,30.8113,41.8406,4.8462,36.5272,133.2643,95.6592,21.7975,4.2817,4.8005,86.3114,68.586,175.4633,238.305,844.4502,61.4671,70.34,42.4223,26.4462,22.362,60.1887,129.8252,17.4867,54.8307,32.2802,103.2161,4.4546,81.4789,282.2478,404.2329,1082.736,489.2777,838.5017,114.2655,2945.4979,10327.3377,346.3182,81.7965,176.3843,0.0
DEU_Q,66.7227,0.0044,1.1959,1.9179,0.4739,11.956,0.8954,1.2259,3.5491,2.1234,39.5337,17.8299,9.7558,2.6369,10.8339,8.9541,8.1287,11.0451,21.2604,47.8216,2.7743,14.6725,9.1553,6.7104,4.7522,72.1722,5.4226,0.729,4.589,5.2719,2.5377,43.0818,12.8097,10.3988,38.7408,23.6138,2.5274,148.2238,20.9191,183.2832,392.3936,11459.2404,235.6282,319.1347,0.0
DEU_R,15.7494,0.1188,1.4298,2.738,0.1539,389.4874,15.72,4.3846,49.8719,7.5363,42.8219,19.576,12.3105,5.3228,13.997,10.0304,11.4444,14.0743,27.9109,89.4007,6.1475,16.4522,65.6855,19.645,84.1524,54.985,9.0293,2.1639,5.4079,14.6958,19.2865,446.7005,4473.3338,76.3244,9.6112,427.5763,123.8447,542.2149,87.0144,3392.6753,295.7812,165.7443,6325.7684,861.6378,0.0
DEU_S,164.6543,3.2841,33.8272,55.2492,1.5579,590.2845,119.2045,52.5274,301.9529,148.894,454.5819,219.5837,149.4876,149.6359,246.6224,223.5225,365.2203,339.4691,432.4699,477.2736,49.038,286.1874,491.7637,567.5969,1127.2883,3116.1372,297.267,25.5684,53.7847,615.6109,17.7111,858.7124,313.0436,404.3118,325.6941,1272.3674,304.8155,5758.2305,898.5499,535.158,257.9625,2696.7508,1321.3596,8209.9458,0.0
DEU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
