V1,THA_A01_02,THA_A03,THA_B05_06,THA_B07_08,THA_B09,THA_C10T12,THA_C13T15,THA_C16,THA_C17_18,THA_C19,THA_C20,THA_C21,THA_C22,THA_C23,THA_C24,THA_C25,THA_C26,THA_C27,THA_C28,THA_C29,THA_C30,THA_C31T33,THA_D,THA_E,THA_F,THA_G,THA_H49,THA_H50,THA_H51,THA_H52,THA_H53,THA_I,THA_J58T60,THA_J61,THA_J62_63,THA_K,THA_L,THA_M,THA_N,THA_O,THA_P,THA_Q,THA_R,THA_S,THA_T
THA_C25,317.1043,0.7757,0.2501,31.0733,6.0389,538.5653,63.7009,52.0701,24.8555,5.0905,62.8568,18.9932,58.596,20.3273,9.7683,166.6518,193.467,164.408,413.7764,372.6898,119.3925,112.3703,27.8436,2.2988,921.0253,97.173,12.2397,3.5064,11.6991,2.8583,0.5265,24.2119,17.9747,1.7172,2.9158,3.378,4.5889,5.4571,38.0087,9.4523,1.8617,22.652,0.4547,35.6271,0.0
THA_C26,9.0674,0.2617,31.9102,0.7964,2.2571,28.2571,19.8178,1.8683,10.8745,1.3105,20.1982,10.8238,15.2796,9.0952,2.6843,7.7187,32176.5165,233.8804,238.9658,619.9026,53.003,758.041,32.1552,12.9088,79.5955,70.0217,26.8206,1.3492,21.4461,0.8003,12.3212,23.296,132.7513,189.2536,146.5388,183.5285,9.2766,151.8604,62.4756,1382.374,273.3512,458.4583,4.9123,326.7532,0.0
THA_C27,6.9193,0.3626,2.5834,1.151,0.6409,0.6513,0.2382,0.5283,0.0039,0.0,0.0747,0.2675,0.1718,2.5731,0.3477,2.8906,413.6094,997.1426,111.7787,422.3447,81.3086,34.7102,112.4583,0.6315,534.7608,224.4463,13.6403,1.2179,0.0311,0.0574,0.7609,70.0663,11.4139,9.5801,0.6783,15.7582,5.3449,1.7846,2.5569,0.0,1.3221,4.1329,0.0597,15.4278,0.0
THA_C28,59.2419,6.6745,33.1904,19.9877,4.7132,76.6483,44.3921,14.4028,25.0627,4.3682,61.1262,2.896,36.769,37.6265,16.0963,15.0973,110.8846,18.5148,1081.2267,678.9135,97.248,16.9135,33.9545,0.6575,45.9391,99.5817,12.2851,7.4239,4.5001,0.6223,1.4533,6.5954,2.6167,3.1807,4.0135,0.0218,1.5537,4.4142,8.7536,45.8815,0.7249,7.6073,0.2183,3.3274,0.0
THA_C29,0.1147,0.0,0.0,0.0,0.8,0.0752,0.08,0.0,0.0068,0.0,0.0022,0.0422,0.0,0.0,0.0004,0.0,13.7202,0.4528,12.6575,5263.7948,43.2442,0.0,0.0,0.1812,0.0,761.464,111.7554,1.1848,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.843,0.0,0.1145,1.4147,0.0,0.0,0.008,3.0808,0.0
THA_C30,0.0436,92.6016,12.0612,0.0078,0.1829,0.8223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0,0.0,0.0,0.0,0.0,0.0,1405.3362,0.045,0.0,0.0,0.2015,140.5488,22.581,131.5915,124.8169,0.0187,0.0,0.0,0.0,0.0,1.6313,0.0,0.0,2.6555,2.0208,2.7313,0.0372,0.0,0.0169,0.1104,0.0
THA_C31T33,67.3694,8.3365,16.0021,9.1202,45.0866,132.9431,1214.0728,16.8458,58.8295,9.2461,169.3373,30.9855,91.4683,71.3382,31.4644,49.085,878.5307,85.7131,44.0531,145.829,74.9844,7931.5512,111.7653,44.2908,129.9399,297.4861,99.9149,30.7397,77.1232,2.9208,21.0767,116.2774,269.8361,80.6579,77.9261,835.6807,45.1232,144.934,189.702,432.1365,676.7541,88.3166,167.1729,120.364,0.0
THA_D,251.3371,21.2951,93.3355,90.7509,17.3786,1982.9296,2014.0441,243.9954,261.7607,143.7546,1845.987,45.4637,1243.5634,1385.046,526.0038,238.952,985.1684,313.0495,373.2109,828.1053,229.8358,353.9156,7206.1706,369.523,279.2514,2626.9124,195.4298,25.5469,159.429,211.1573,60.125,2484.258,156.2755,323.7499,60.2487,508.3636,659.6189,99.4077,91.1083,0.0,583.8067,556.5083,37.7574,456.162,0.0
THA_E,15.4657,0.0183,0.462,2.9997,1.4134,107.6481,38.1592,5.0688,24.0759,2.5314,61.2279,4.647,28.2964,36.5777,6.5543,3.8648,47.9117,7.1417,4.5973,26.2553,5.8997,14.1353,21.1133,52.9768,19.507,105.5589,17.6636,1.9431,12.6075,0.889,7.5769,105.8709,6.1258,19.4554,12.9324,29.938,78.1589,20.7607,27.3466,160.4532,40.4749,23.5754,9.0433,20.4092,0.0
THA_F,45.9109,12.0602,4.6663,6.5377,12.1817,45.2124,36.4396,2.9321,13.9289,1.4402,44.4911,2.2146,30.8147,32.5467,16.036,7.3764,71.869,8.9418,14.1999,34.6064,6.8642,28.0009,39.1507,7.8552,35.7402,63.8243,19.5478,2.9516,6.5003,8.0114,2.0459,99.9188,16.9072,8.3523,34.398,169.315,103.1154,49.8556,37.7652,263.3891,70.4494,23.6829,7.3694,98.0323,0.0
THA_G,2054.421,347.2228,244.7386,160.6632,13.1637,6122.3952,3229.7154,145.3957,369.0876,1537.0349,1274.743,171.5985,1404.026,578.3603,361.0783,371.9218,7215.7995,659.5237,615.2756,1313.4926,420.2531,2718.9921,913.7471,55.783,1772.6923,927.4405,3728.735,201.7357,269.0856,23.2087,19.0518,2307.8422,162.7439,55.9255,131.0138,318.0855,40.8516,221.8918,232.0339,922.7437,444.4654,598.2564,54.5726,338.2281,0.0
THA_H49,340.251,31.1232,141.6633,105.531,21.0738,716.1522,267.5121,29.2582,89.2086,387.8684,228.2712,40.3686,201.9509,165.7009,96.5456,133.7136,683.2096,114.3174,131.7022,246.1808,78.1466,327.6318,230.3636,6.6255,1759.7614,646.4497,752.3193,34.445,40.505,62.0021,60.8806,204.297,42.4871,61.3543,33.5805,174.5237,34.5921,64.9493,112.3337,225.3769,152.2851,66.4369,7.6386,75.5349,0.0
THA_H50,32.6565,4.1007,6.2623,11.9139,0.8383,58.6615,38.5635,2.9704,10.4492,226.8933,35.5412,3.4146,29.0046,14.437,37.2001,34.2873,182.8792,36.9426,30.5094,59.9028,15.7557,67.3089,82.4394,0.6589,42.6937,44.5319,9.724,158.9758,2.2698,0.1272,0.1489,15.6716,5.3719,1.0075,2.4357,4.4111,0.3981,6.5495,15.5605,10.0524,6.1923,12.5624,0.3889,8.3567,0.0
THA_H51,56.6995,6.1698,14.5026,2.3005,0.8855,97.4077,65.9321,5.4123,19.6447,366.4013,65.9585,11.0896,50.5488,26.7475,62.6398,60.8964,304.5234,61.857,54.077,103.1728,27.9264,116.6389,137.4418,1.4764,69.4452,224.4779,18.6985,13.0323,336.7972,2.9358,15.1721,30.3508,10.977,14.8698,6.4124,37.9177,2.2356,15.1177,45.2661,54.1399,8.783,23.4329,1.1024,16.7663,0.0
THA_H52,3.082,0.5028,0.3646,0.0077,0.0003,0.6732,0.3917,0.0005,0.0403,1.366,0.0006,0.0006,0.0331,0.0394,0.1197,0.0516,0.5571,0.0276,0.0013,0.1459,0.0243,0.5424,1.2106,0.0432,1.9811,0.0013,1.7728,0.1831,0.0003,0.0003,0.0005,2.7566,0.0298,0.0023,0.0283,0.1205,0.2836,0.0904,0.031,0.8708,0.5086,0.568,0.0595,0.271,0.0
THA_H53,11.3997,0.1652,0.9273,1.1251,0.8798,15.896,12.1204,1.8771,6.8341,4.8128,20.1079,3.9769,11.1308,14.5449,3.7496,4.3098,22.6228,2.861,15.915,20.2152,2.2437,17.3029,14.1859,1.2188,4.6198,205.67,8.5741,3.3113,10.1978,0.3256,196.8482,39.9202,11.1468,182.6986,33.5698,139.3656,2.0889,59.1406,41.067,104.2404,13.2776,5.3512,0.7338,11.8265,0.0
THA_I,225.4652,0.1239,22.3683,24.4161,6.385,103.3422,125.0513,18.3203,58.9951,10.5352,111.1809,14.042,77.005,47.4701,19.6556,28.8105,93.0946,35.701,71.6618,84.7401,29.2478,91.4063,88.5251,14.0832,273.0269,3481.3063,441.7857,29.4737,10.6171,1.5197,15.7805,92.7621,27.5361,48.7496,127.9333,330.3007,32.3185,146.6048,294.4075,1310.8433,182.6564,64.8098,4.1117,132.8456,0.0
THA_J58T60,0.9166,0.0,0.7376,0.7955,0.4767,3.4345,2.1173,0.7041,0.3182,5.9589,2.844,0.2613,1.8279,2.4636,0.5445,0.939,4.5832,0.8407,2.7422,7.1568,0.3346,4.4068,1.6088,0.0894,1.2922,74.9397,7.3616,2.7214,1.5112,0.0803,0.6822,21.8978,580.1425,3.8327,389.2159,35.9063,1.3973,1227.1231,775.8634,41.795,98.2925,10.6383,1.89,9.9496,0.0
THA_J61,38.4117,0.516,4.0902,3.1246,1.7502,41.5921,32.0287,5.3043,17.5869,11.9223,46.8047,9.047,30.576,39.6754,10.3532,11.4888,53.1178,6.6129,41.4385,54.4102,9.3775,47.8321,24.3145,2.9703,16.6804,409.5778,32.0628,10.9952,40.5179,0.8976,22.6057,155.9017,106.8008,683.9692,151.0135,330.063,5.4932,181.166,116.5517,227.6078,37.0524,17.7218,2.1235,38.9192,0.0
THA_J62_63,10.6244,1.8068,335.9732,1.9821,1.8592,136.0355,88.0751,5.479,38.5196,9.5444,78.9854,9.6791,36.9804,67.3362,6.2096,9.9131,89.7919,19.7488,15.0381,61.1344,19.0084,47.5032,36.2885,8.2301,94.9153,96.2957,34.062,26.6739,67.3904,1.7405,14.0603,84.2003,21.6283,91.0495,60.9642,210.1459,26.3199,22.3239,57.6986,0.0,31.0062,18.3412,2.4216,14.4318,0.0
THA_K,1212.1229,77.6856,38.1275,38.6742,15.5364,643.7206,489.7981,113.2298,119.616,87.9129,468.8086,31.2778,277.0122,360.3941,159.1766,126.759,202.5901,107.8174,159.7464,387.4962,103.907,216.3456,869.5033,126.5322,335.6811,4249.2345,486.4908,78.9869,329.4929,24.6777,77.3443,430.0636,41.7177,385.6577,85.7357,1705.3244,761.1774,147.1265,179.6738,110.9335,112.8521,85.5803,5.7946,49.7965,0.0
THA_L,6.9336,0.0135,5.89,1.3293,1.3352,27.0824,13.5197,2.1316,2.544,1.1437,18.573,0.3163,9.0017,3.5155,5.0857,2.7728,14.9884,5.7391,14.6881,5.86,5.1273,24.2263,5.6035,0.6667,16.8659,117.2025,19.8057,4.8544,14.0555,2.6061,1.3821,47.8273,10.4301,7.1162,16.3802,177.0128,10.1468,30.8101,37.1906,30.6449,5.8327,1.9637,3.8422,20.1028,0.0
THA_M,29.1441,5.245,573.2305,4.9607,35.3222,404.0166,115.2886,15.1494,92.6214,21.7571,254.8023,33.8252,96.3397,163.3149,12.008,24.1985,155.6707,47.3577,33.2894,138.8502,46.0344,103.303,57.6988,19.9787,295.5611,315.5376,59.4611,40.7607,101.7741,2.4616,14.6528,190.8512,76.5101,104.208,39.1801,295.7399,147.4101,153.6223,181.1164,49.6284,43.9583,49.9759,8.6756,39.7658,0.0
THA_N,37.717,3.7228,449.9116,4.5964,28.1103,305.2485,167.1973,29.0191,70.8275,13.2164,157.2032,12.916,120.1944,127.04,11.258,23.4163,134.672,35.9108,24.0642,128.0911,39.976,76.4663,36.7811,16.1234,160.9937,232.5351,112.4478,70.2223,571.8094,2.7965,23.2555,135.237,33.8359,84.1181,26.5299,129.097,77.6158,45.8679,237.3093,0.0004,35.4214,38.2063,5.6561,25.1375,0.0
THA_O,0.0,0.0,0.0,0.0,0.4909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2942,0.0,0.0,0.0,0.0,0.0
THA_P,0.0,0.0,0.0,0.0,0.1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.2701,0.0,0.0,0.0,0.0,0.0
THA_Q,0.0,0.0,0.0,0.0,0.1987,0.859,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7175,0.0,0.0,0.0,13.4988,0.0,0.1944,0.0102,0.0,0.0
THA_R,0.0,0.0,0.0,0.0,0.0599,0.003,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,53.6554,8.9996,0.0,4.1357,0.0792,0.013,7.2799,5.571,0.0,0.0,0.0,3.7445,1.2658,0.0
THA_S,18.057,0.1667,1.5927,1.4221,1.1059,31.2216,5.7363,0.9199,0.4626,1.6074,7.4644,3.8515,8.5307,3.2405,1.9934,1.9965,17.1105,5.0671,13.1308,8.1269,9.6141,3.4173,6.5303,0.289,9.1897,16.0389,9.076,3.5136,8.9964,1.9975,0.4276,9.5906,12.0967,1.4851,3.6493,85.1478,1.5652,12.2311,9.8784,0.105,13.3441,1.421,11.8845,29.0097,0.0
THA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
