V1,JPN_A01_02,JPN_A03,JPN_B05_06,JPN_B07_08,JPN_B09,JPN_C10T12,JPN_C13T15,JPN_C16,JPN_C17_18,JPN_C19,JPN_C20,JPN_C21,JPN_C22,JPN_C23,JPN_C24,JPN_C25,JPN_C26,JPN_C27,JPN_C28,JPN_C29,JPN_C30,JPN_C31T33,JPN_D,JPN_E,JPN_F,JPN_G,JPN_H49,JPN_H50,JPN_H51,JPN_H52,JPN_H53,JPN_I,JPN_J58T60,JPN_J61,JPN_J62_63,JPN_K,JPN_L,JPN_M,JPN_N,JPN_O,JPN_P,JPN_Q,JPN_R,JPN_S,JPN_T
JPN_C20,7085.2998,157.2985,3.3803,59.155,45.0126,4138.7608,1396.3958,640.2886,4336.5416,1145.4586,54767.163,7487.8977,20611.2477,1928.1723,1238.6394,676.1201,3174.1883,2009.1866,1364.0634,3178.4597,542.7256,8915.8587,207.3751,616.6135,2101.4538,9394.3128,156.4462,39.8228,19.4152,167.8719,59.3874,1192.6959,833.8593,65.7005,284.8918,206.9884,86.0876,3900.658,945.2451,346.9711,147.5191,14884.9799,434.5283,1848.077,0
JPN_C21,330.3245,34.4295,0.115,3.2258,0.5335,475.014,34.1028,32.4914,157.9585,59.7904,1772.8372,10595.7747,499.1183,64.3182,16.9031,32.8,157.2363,57.7061,74.4659,116.5122,2.4888,539.1997,9.0414,34.817,68.2689,845.8528,9.5329,4.5288,2.8413,10.1574,10.3528,106.6427,34.4312,7.6295,29.8258,26.9086,5.5239,544.7166,72.4851,108.2919,22.8335,35854.668,37.3616,148.3178,0
JPN_C22,568.3623,94.7244,29.0497,120.6165,46.3768,445.6197,470.3093,56.0436,261.7172,21.8318,569.3953,201.9377,16397.0041,316.2321,545.6905,457.5611,2992.5408,2993.4224,10947.384,16721.2919,1907.4778,2032.1541,16.6015,573.2754,2377.1181,24349.1611,1060.3914,687.1908,9.1618,121.9004,71.8577,414.0971,45.9315,155.4714,57.1133,101.4418,26.3057,1435.0829,233.6525,2329.1604,294.7597,2312.7889,1815.4324,4851.7399,0
JPN_C23,358.3112,3.1798,2.7221,0.6536,17.0242,1373.1547,30.2437,23.8014,31.7829,68.7581,922.7678,497.5211,110.9497,6096.0356,1254.9756,331.8417,7316.9148,1405.0053,2220.289,2687.2504,392.3885,791.0876,18.1925,137.8196,26384.6289,1252.0659,34.2039,17.5756,2.4066,8.2899,6.4561,1040.9977,19.3988,12.204,18.873,45.5734,76.823,793.9386,16.4132,124.0708,241.0842,666.6181,183.856,307.5448,0
JPN_C24,8.629,8.2107,18.208,8.7811,46.3471,608.8663,21.7934,4.9099,264.9418,18.7988,1050.3705,135.9334,981.1265,1225.8261,193833.1153,32450.5686,10784.4637,16346.6624,38907.0994,29367.8052,10763.6312,2225.7013,88.3966,25.3808,18628.2813,481.5377,36.3006,8.2666,0.0801,230.3628,0.469,181.6993,30.8886,0.9419,0.935,2.6486,0.5226,4047.4072,5.1352,98.8328,4.7432,540.7439,0.7994,139.0771,0
JPN_C25,157.959,44.6796,37.509,96.5513,31.1864,6479.5477,94.4209,34.3648,672.6717,93.0561,1765.7801,398.4859,3315.8727,798.5037,181.6806,5722.3853,4875.6766,3808.1002,9525.8698,3068.0622,1472.6493,1182.472,137.5454,50.9992,39455.0696,5896.6054,289.1941,203.7137,4.8753,464.4085,10.5499,1304.2571,51.1954,150.0293,72.1552,77.8927,311.7442,1045.4319,153.0377,2494.1688,87.2475,222.4964,31.7887,686.9427,0
JPN_C26,10.6765,18.3494,1.8744,7.6288,2.9501,185.6789,19.5276,14.361,98.2281,18.58,167.1248,65.056,61.4945,51.2172,79.6038,189.8037,39694.6397,12289.8634,5864.5767,3198.1294,200.1857,949.4685,64.6044,33.357,740.4329,6454.8542,165.5632,42.1995,11.7061,82.1081,4.7673,266.763,368.0427,171.896,396.595,381.9965,138.2577,2885.2949,185.042,1549.741,71.1993,182.8496,85.0955,2803.7497,0
JPN_C27,6.3056,27.1403,0.2982,3.2804,5.0,65.2317,3.6978,2.6667,13.0139,3.6295,39.6085,14.1406,14.6954,14.5845,82.5888,49.3402,3710.8722,11201.0588,4829.7416,8266.1845,595.5204,448.6354,4.3495,9.1326,2670.5117,4725.7886,47.5514,18.9693,3.162,39.409,13.0352,76.305,116.8795,33.9986,37.9928,88.5922,34.2812,1057.2359,52.2161,505.9675,95.6211,67.7101,89.0239,1212.1138,0
JPN_C28,9.9524,2.5251,3.2848,16.7663,53.5184,142.9233,9.9419,2.7775,14.7222,1.1946,145.8855,48.2924,35.541,200.6183,70.7101,12.2481,1295.5052,1975.8364,32837.6356,2656.8662,1128.099,1745.9957,7.8305,97.9049,2218.3847,15013.3998,25.5815,21.2825,18.6907,59.2865,22.2746,52.2942,121.8385,47.0475,163.3512,145.728,28.9434,1120.2059,381.4748,496.7988,29.1517,3870.9385,507.0664,2383.7596,0
JPN_C29,1.1868,0.242,0.0073,0.3458,4.5114,148.4612,5.0711,1.8428,0.599,0.0077,35.4577,11.6737,112.7491,0.8801,44.2217,250.7978,906.9833,934.4403,281.0493,168276.8907,1553.8065,1719.1244,0.0276,0.1064,1.6729,26753.9486,24.637,0.0367,0.0111,1.1318,1.5329,0.3451,0.259,148.1163,9.0001,0.5608,0.4925,5298.8653,2.3802,496.0271,0.7967,3.5181,0.4364,4311.0192,0
JPN_C30,0.0981,244.6535,0.0,0.063,0.558,5.1603,0.4286,0.2305,0.7331,0.0242,18.3666,3.0522,20.4682,0.677,2.2169,7.9264,197.9944,94.4079,347.8666,355.0733,8756.9266,109.766,0.0,0.0222,0.0,819.8779,4263.7155,343.9624,3277.3377,17.5474,0.0742,5.6002,0.8287,0.0,0.0568,0.0336,0.0,116.7625,3.158,3550.5073,2.985,0.0,0.542,236.626,0
JPN_C31T33,1804.2898,462.9842,17.6945,117.2256,30.4184,7251.6105,529.5006,323.9176,3625.4128,156.9497,2947.7346,1078.3618,3513.2763,812.5691,1081.5593,574.5767,5331.5235,4032.9246,2917.288,6559.3029,550.0908,8640.8239,2993.4351,1332.2716,9014.7377,7758.5319,1819.3358,150.3691,214.5338,874.4643,52.7059,2410.373,1214.5509,953.0348,3809.5355,2340.9549,864.7196,3342.8377,4399.4859,3888.4572,1587.8141,2448.6056,1616.5567,1615.2594,0
JPN_D,1179.6384,118.7427,61.5628,157.1557,36.9871,5011.0354,539.0897,858.1159,1609.0949,995.0375,5845.0276,808.8097,2023.6012,2488.3676,7633.1579,1335.2906,4125.8133,1133.2218,2018.5016,3371.5948,723.875,1189.3642,15340.6577,1359.2847,1621.4146,15153.9639,2837.2202,41.7843,80.3347,1576.0466,135.7598,9826.5176,403.5938,1632.6698,412.9263,1278.2464,3739.0161,2564.7195,1347.7288,5139.3588,2156.069,4367.48,2658.2135,2178.4844,0
JPN_E,242.6874,13.3499,7.8654,20.595,5.0352,1475.4415,65.7513,90.8646,113.2239,123.4142,983.0758,288.2704,91.9633,177.5483,448.8541,81.4059,520.9455,169.8567,212.1604,282.3913,101.2056,143.0594,1377.0124,8436.4282,614.6603,2705.403,1172.2374,35.0628,12.557,780.2104,33.1167,7256.5799,177.1159,1183.1679,35.0796,905.5843,629.9506,664.9981,262.1626,5184.034,2020.061,4307.1047,1015.1374,1465.8822,0
JPN_F,690.8808,35.9234,7.4426,53.2985,25.8337,538.9108,122.1559,151.9851,309.4266,147.712,1152.2772,446.1597,329.2003,638.6032,1732.611,544.4806,1131.4207,469.9805,717.2096,448.8724,187.0018,352.3342,6890.5099,2078.3995,599.3041,5404.5906,2075.0034,126.9649,9.6082,1966.2142,44.4187,940.8747,718.3881,1310.8245,204.9194,1539.6518,21474.3332,843.2092,544.7526,5094.6456,2068.94,2431.8515,627.5016,529.4869,0
JPN_G,13529.1325,1895.4009,59.9047,596.5791,149.6692,53174.4998,8913.423,1882.7565,19072.9192,15891.5798,27750.869,7852.4167,21543.9237,5688.2203,35280.6349,7847.0594,21433.73,15370.9326,27722.7611,60215.2889,5499.304,13584.0508,14725.0959,1924.0377,49795.959,50577.0367,9185.8406,2981.0141,1881.9472,2593.886,440.5439,39146.5267,6357.0299,2333.9381,5421.1289,6053.7241,1648.6483,12509.6854,7334.9487,10642.0753,4179.249,25407.9086,4410.9773,8378.9667,0
JPN_H49,2208.985,233.1513,17.4249,93.4641,75.0712,7933.4566,489.0093,471.092,3024.4247,2024.7583,3586.5866,800.527,1978.7572,1823.8709,5915.4838,1510.2041,3679.9458,2095.9231,3452.1337,5310.8595,790.443,1493.1163,2439.7153,486.6469,9455.7302,14812.0281,1194.4167,279.8632,184.4857,655.5441,652.7423,5771.1131,1590.7968,1096.8183,730.0541,6860.2308,326.0114,2457.196,1183.1504,5284.2907,1409.7757,3963.0982,715.1378,1600.0466,0
JPN_H50,649.997,73.2293,2.0781,16.3721,16.7299,1570.6225,148.2046,97.3324,682.462,3450.5823,1108.2366,247.7407,540.5365,459.8162,3141.3324,423.8557,782.6097,549.9598,903.394,1806.0411,222.4846,343.6734,2113.2039,45.607,1706.6603,1398.3079,507.2119,8958.8458,80.4977,61.4867,24.7587,862.7568,164.6213,59.8682,112.5823,177.1475,56.3811,369.538,114.4785,290.3243,111.6185,560.6394,115.3532,223.104,0
JPN_H51,137.2675,19.2083,2.4861,9.6104,9.6649,542.8992,69.9716,28.7039,240.0479,1254.9233,397.9143,123.2921,230.6215,95.9478,867.0294,144.1494,389.7708,265.3627,381.5223,585.3725,75.1979,151.8189,636.825,34.0993,583.1359,2109.5074,92.1835,36.3809,68.9988,44.623,126.9885,385.8798,485.4025,96.5609,342.0177,190.5649,29.9563,336.9924,315.084,343.5007,252.3092,342.9579,129.447,142.4328,0
JPN_H52,609.3678,111.1995,4.4724,69.4076,38.9583,3107.8436,147.3706,154.8714,893.6158,1556.1386,958.259,297.4602,552.7315,633.7961,2081.2865,423.628,788.5809,762.6365,899.9966,1487.027,172.1615,474.95,1509.4968,75.7517,2269.2057,7631.0888,6697.4892,831.5805,6785.1174,918.123,78.3868,5091.8288,632.4903,204.1286,436.5208,477.0428,207.1654,546.9073,568.3088,2775.0084,236.5617,830.7105,583.0819,304.5567,0
JPN_H53,17.1632,8.2905,2.8873,4.1091,3.0386,99.9986,15.1128,6.0974,35.0527,14.5907,122.2981,62.8425,50.5463,22.6047,39.4103,46.4549,122.7166,74.5023,112.4157,135.025,22.6017,50.3445,332.4332,112.1664,238.267,1587.9431,120.633,23.1364,20.8841,93.2539,0.5754,535.8498,664.7774,1307.4884,221.0578,2710.3662,128.6355,273.0585,184.1143,2531.538,438.4811,310.3427,98.3378,198.4936,0
JPN_I,158.1625,355.5688,19.7307,134.5436,9.7463,2660.3383,167.5204,211.7611,1122.8833,247.8546,1137.3123,667.9562,774.9423,622.7636,1077.6622,830.1828,2212.8177,1178.3606,2081.5206,1630.8337,399.3252,760.8833,1332.4259,555.0015,3981.2516,12680.5029,2272.0268,285.2235,199.3468,1371.5626,281.8029,5913.665,2066.1479,2004.5385,2394.3226,5597.4536,1534.2471,2541.9817,2418.7294,3492.1929,865.3362,6277.7372,1295.4373,1939.4456,0
JPN_J58T60,94.955,55.32,2.3233,14.7205,4.1851,762.6115,87.4172,30.8549,287.8656,46.9037,552.2364,270.6599,416.2836,127.1943,221.747,185.2006,891.2249,445.0723,446.8275,617.0189,111.3672,189.7759,194.5831,134.1442,1178.0144,3622.3439,852.6368,46.1801,87.995,343.485,149.1567,3340.9754,13413.1916,1959.8979,3051.9175,2132.4363,462.065,26927.115,1410.4404,4715.1956,2689.8468,2458.5968,2336.7058,1074.5281,0
JPN_J61,52.1296,73.3035,16.8518,14.2191,7.7832,659.2561,36.5995,26.3037,196.1382,62.3427,838.6926,392.9447,188.1431,104.7258,172.3336,170.9973,634.2213,361.2972,431.8831,494.9256,64.9291,192.9662,128.0523,177.0599,2026.6438,16595.75,828.4563,302.3559,77.6783,500.6664,112.3819,2794.1825,2202.5717,26498.0901,2731.3165,5122.0175,1018.2906,3549.1806,1430.2563,2283.1624,399.974,1047.7529,309.4216,782.0497,0
JPN_J62_63,204.3921,30.9561,3.6209,8.4533,5.449,1297.5803,47.213,64.079,341.0164,67.0762,1026.3926,502.578,501.2261,307.2099,544.3005,273.9533,2331.7913,1184.3182,1455.5816,901.362,135.9191,290.5941,2205.7406,774.8724,849.7432,14144.6826,607.7162,100.6664,135.1093,1204.7281,61.0647,979.5147,1501.8265,5047.4671,4419.3794,12481.0283,1427.4599,3289.6122,2037.9491,6664.0517,651.2043,2196.2857,944.423,698.404,0
JPN_K,2089.2952,481.3029,57.2526,301.9751,51.6846,3486.2368,479.514,228.7885,1719.8587,1102.7138,1561.4147,590.4342,888.4847,847.0419,2392.0574,1258.1235,1726.6821,963.6925,2671.1597,1774.452,846.352,1002.4974,2139.1873,672.5718,5577.4871,23066.2053,5568.013,732.7419,370.8756,1278.7337,29.0731,3366.8286,513.7602,1439.5897,895.9034,15914.8688,60403.5838,1922.9911,3946.2789,17432.5608,4209.5044,5930.4187,1361.4865,1606.7592,0
JPN_L,103.2826,26.5077,29.788,40.4584,12.9639,1702.3052,83.6741,62.9498,559.9087,93.4377,858.683,376.5686,325.9569,291.2034,505.7595,399.6217,935.9665,627.1764,938.0253,799.7754,134.6362,340.2201,1772.0914,152.6715,2302.2245,35186.4381,2527.5159,2399.1131,132.1546,4447.8959,440.5675,5241.1282,2276.7832,4044.6101,8359.9335,7321.03,14736.4588,2624.9,2330.3327,618.2593,685.3106,9746.6647,1069.1059,3000.2803,0
JPN_M,131.2131,95.8285,24.9741,51.7061,116.325,8109.3029,200.9381,177.0264,1451.3599,197.524,3161.0059,2462.2101,1240.6994,1257.4368,857.403,812.3659,4260.2905,2203.9341,3271.3796,4413.1124,532.9606,1189.5814,4002.5574,1049.7893,19762.8153,33453.8556,2490.9103,189.3642,348.9817,4658.7834,79.7784,4517.5243,4976.7483,11095.0922,17417.9583,21251.627,12630.6785,19031.5116,6747.5547,6710.7194,2022.7849,7186.9154,1745.4936,2344.3288,0
JPN_N,179.1807,76.2127,16.5721,125.0025,70.3641,3073.6865,170.2172,80.3685,827.8744,115.9782,1235.5482,691.643,670.1191,813.9527,730.892,539.0175,2827.0531,1292.0486,2075.7287,2644.7803,325.5857,767.6061,2164.1462,759.4658,6976.2927,23197.3822,2244.2294,128.5076,243.0675,4226.3526,87.0445,2213.2465,2078.7525,6615.563,10488.0497,9600.1415,7255.4724,7635.4572,9467.1566,7771.771,1897.1635,8674.9089,1115.4375,1500.5282,0
JPN_O,120.9051,2.4722,0.0651,0.5165,1.9572,27.8157,1.8335,0.7963,10.9784,5.6015,5.64,3.0652,4.7836,4.2755,8.0071,7.2322,10.0291,6.7191,13.1969,13.6041,2.055,5.3575,52.9785,18.0244,81.8863,121.6947,31.6902,1.899,2.34,9.2508,1.5018,24.7786,79.0286,857.5307,7.9116,52.9736,82.3923,34.5979,21.7819,171.6929,0.8477,32.0737,11.616,14.7191,0
JPN_P,1.9382,0.0086,0.0369,2.1336,0.7783,73.7516,0.4452,3.7486,6.7165,2.7737,40.1077,35.2618,43.1456,27.4736,12.6743,38.1282,277.3528,153.1263,129.0361,78.8681,15.3012,7.1354,131.1453,7.9813,61.5491,198.3548,275.4891,1.9916,1.6165,22.8307,4.878,80.9003,130.256,952.3363,519.2506,79.0853,0.97,296.4252,142.2398,11.5016,0.1165,45.2868,18.2476,56.0113,0
JPN_Q,4.8273,12.0226,0.6879,4.5294,0.7013,119.2308,5.6432,7.178,38.6335,8.3772,37.1321,25.3376,26.2319,21.043,36.5192,28.0617,75.3748,39.9418,70.3307,55.208,13.5003,26.5581,48.0423,26.7793,134.6296,1541.8506,78.5448,13.8686,6.7399,234.2158,9.8962,133.4097,88.7468,146.4211,81.089,211.9364,54.6057,142.2782,70.8408,119.6867,30.363,7164.9688,51.9174,58.3493,0
JPN_R,17.3753,36.8188,2.3522,16.4492,0.1624,283.829,19.2344,18.113,122.7172,24.0131,110.0199,78.6492,89.7246,63.9471,107.9963,88.2824,226.4294,128.4387,234.7159,172.7429,40.4967,94.0353,135.9889,66.5245,434.9538,1446.652,264.9497,32.2083,20.347,152.5387,28.05,562.3607,5951.218,249.0553,267.9268,666.3555,180.564,427.5685,271.0475,342.1347,104.0438,304.1761,1121.7434,272.9936,0
JPN_S,833.5808,97.8907,19.5171,208.3699,13.2194,1211.5416,94.4635,37.7443,426.0806,161.7973,639.005,314.8056,429.9518,331.7909,1058.719,189.4631,866.6125,281.1654,639.0292,655.2244,131.9888,342.452,3789.4481,388.4265,1540.9546,4177.4308,1358.3014,40.5069,185.7748,307.6976,23.4085,2244.7634,807.2872,781.3372,4643.0355,1480.0677,751.8732,1821.0492,2766.9807,1890.1651,832.1384,3826.7796,919.5894,1485.4027,0
JPN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
