V1,CYP_A01_02,CYP_A03,CYP_B05_06,CYP_B07_08,CYP_B09,CYP_C10T12,CYP_C13T15,CYP_C16,CYP_C17_18,CYP_C19,CYP_C20,CYP_C21,CYP_C22,CYP_C23,CYP_C24,CYP_C25,CYP_C26,CYP_C27,CYP_C28,CYP_C29,CYP_C30,CYP_C31T33,CYP_D,CYP_E,CYP_F,CYP_G,CYP_H49,CYP_H50,CYP_H51,CYP_H52,CYP_H53,CYP_I,CYP_J58T60,CYP_J61,CYP_J62_63,CYP_K,CYP_L,CYP_M,CYP_N,CYP_O,CYP_P,CYP_Q,CYP_R,CYP_S,CYP_T
CYP_C20,4.0701,0.0675,0.0217,0.1957,0.0001,2.2563,0.1973,0.7709,2.1539,0.191,0.7131,3.943,3.7721,2.2857,0.4142,0.6478,0.6585,0.3037,0.193,0.0654,0.031,0.6131,0.2831,0.3377,2.9025,1.6302,0.0144,0.0621,0.0651,0.2124,0.029,0.8545,1.2091,0.1577,0.3387,1.6992,0.7689,0.8763,0.5575,0.5536,0.2587,1.1348,0.2399,1.162,0.0
CYP_C21,0.0728,0.0007,0.0256,0.1705,0.0,0.0601,0.0447,0.0081,0.0188,0.002,1.5333,1.7295,0.0401,0.017,0.3168,0.0067,0.0062,0.0031,0.0021,0.0006,0.0016,0.0064,0.0027,0.0222,0.0153,0.0318,0.1088,0.0006,0.001,0.0021,0.002,0.2245,0.0139,0.0134,0.0066,0.0199,0.011,0.7475,0.0363,0.2255,0.0911,10.8716,0.0102,0.3879,0.0
CYP_C22,0.6867,0.1578,0.052,0.6961,0.0011,11.3182,0.3264,0.9584,1.1501,0.0033,1.1313,2.7215,2.3056,6.8854,0.0843,7.5249,0.1099,1.6062,1.5111,0.4469,0.0015,2.1096,0.4805,0.2384,8.1388,26.8288,4.3578,0.8957,0.6288,8.8884,0.0738,1.7763,1.0918,0.1841,0.2436,0.6141,1.9755,0.6118,0.3497,0.9138,0.377,1.0716,0.5174,0.1462,0.0
CYP_C23,0.6889,0.0049,0.0018,0.0158,0.0,10.6935,0.0155,1.0524,0.14,0.015,0.2282,2.3171,1.1045,166.057,0.267,7.5139,13.8908,0.1247,0.5707,0.1753,0.0162,2.544,10.0648,0.5772,323.9205,3.9626,0.0037,0.0047,2.2162,3.0065,0.0134,6.3046,0.0947,0.014,4.2008,8.917,14.0231,3.4066,0.1334,33.3343,1.4032,6.1996,0.5476,0.4922,0.0
CYP_C24,0.0002,0.0,0.0149,0.1042,0.0001,2.3274,0.0188,0.1215,0.2426,0.0,0.0,0.2586,0.1155,0.8502,5.1208,15.0672,3.4789,0.9365,1.0549,0.3273,0.0267,2.8863,4.1951,0.0843,8.1431,0.8579,0.0,0.0,0.0,1.1517,0.0003,0.1259,0.0018,0.1617,0.0,0.9004,0.5583,0.0515,0.0,4.3548,0.0,0.0,0.0,0.0,0.0
CYP_C25,2.2576,0.9712,0.0219,0.1753,0.0015,8.6107,0.4123,3.7401,0.3991,0.1329,0.5617,0.2707,0.2416,8.4648,0.5399,19.744,7.9956,2.8315,1.4103,0.652,0.058,2.6285,2.4142,0.5326,151.3076,5.482,0.6412,0.0424,7.5912,6.8998,0.0771,3.3233,0.6688,0.6235,0.0955,2.1738,13.2239,2.2091,0.8161,6.2328,1.7141,2.9368,2.3947,0.6256,0.0
CYP_C26,0.0092,0.0,0.0021,0.0103,0.0003,0.1572,0.0,0.0,0.15,0.0,0.0,0.2324,0.0,0.0,0.0,0.204,5.779,0.9561,0.1178,0.0362,0.0,0.3872,2.4681,0.0157,0.5978,2.1838,0.0,0.0022,2.2039,1.4436,0.0049,0.0615,0.2404,0.4161,0.5779,0.985,0.4382,2.5276,0.2034,0.6319,0.1687,1.1632,0.1953,0.4548,0.0
CYP_C27,0.0682,0.0663,0.0022,0.0171,0.0001,0.3227,0.1424,0.1543,0.2014,0.0024,0.5261,0.6214,0.3591,0.6039,0.0727,0.944,0.1118,1.3244,0.1707,0.1108,0.0104,0.405,2.0861,0.0356,8.1806,5.1997,0.8976,0.0491,0.2669,0.2055,0.0075,0.7606,0.2203,0.1217,0.5355,0.1484,5.2662,0.2761,0.0985,0.4077,0.1042,0.4182,0.208,0.1773,0.0
CYP_C28,0.2718,0.0278,0.0553,0.4622,0.0006,2.6142,0.0528,0.3613,0.2354,0.0024,0.1343,0.0642,0.0479,0.2278,0.0568,0.2197,0.0142,0.0182,0.6921,0.0154,0.0136,0.4341,1.3431,0.3058,3.5902,2.0842,0.738,0.5942,0.5695,1.3805,0.0902,0.3114,0.3169,0.3945,0.3936,1.9677,0.3962,0.727,0.3555,1.0933,0.2533,0.3554,0.3132,0.0555,0.0
CYP_C29,0.0297,0.0043,0.0008,0.0098,0.0,0.1698,0.0047,0.0226,0.0281,0.0,0.0186,0.0165,0.022,0.0978,0.0058,0.0501,0.0023,0.0081,0.0117,0.0207,0.0001,0.0285,0.0909,0.0278,0.2194,0.535,0.0379,0.0123,0.1135,0.2023,0.0092,0.0399,0.0194,0.0498,0.0049,0.0928,0.1292,0.0643,0.051,0.0308,0.0107,0.0652,0.0254,0.0081,0.0
CYP_C30,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0019,0.0,0.0095,0.0,0.0092,0.0,0.074,0.3613,0.0054,0.0,0.0115,0.0,0.0,0.0,0.3186,0.0,0.0003,0.0001,0.0353,0.0,0.0001,0.0,0.0014,0.0
CYP_C31T33,0.9672,0.0273,0.0747,0.5518,0.0028,4.7609,0.3102,7.2674,1.0385,0.0134,0.7569,0.2162,0.0713,0.5975,0.2022,0.7489,0.1491,0.2092,0.2245,0.1312,0.0302,1.9856,7.3125,1.1786,15.6392,3.8156,0.3163,0.1613,0.9523,2.795,0.4747,2.1955,1.5458,0.7155,0.6169,5.6822,2.7884,2.1703,0.7488,6.1055,1.1597,4.2539,1.2491,0.1694,0.0
CYP_D,41.5021,2.3937,0.3991,4.4554,0.0076,43.2737,0.5797,1.4053,7.4661,0.0195,4.6642,11.3781,10.4129,36.0647,1.5461,4.9485,0.2083,0.3257,1.2538,0.2356,0.0148,2.7843,10.677,52.533,12.0778,62.0348,0.8716,0.0323,2.9148,15.5203,0.9171,75.5951,27.701,16.684,3.1458,27.4773,7.2722,47.6776,7.3072,46.5469,12.9237,41.1092,9.1833,21.9353,0.0
CYP_E,2.9118,0.0004,0.0427,0.3593,0.001,4.6154,0.2385,0.5298,0.9853,0.0003,0.3075,0.718,0.3606,1.3189,1.628,3.1549,0.0199,0.0359,0.3931,0.3869,0.0009,2.3429,2.325,45.1819,7.0166,12.9624,0.3324,0.562,1.2749,2.4359,0.5721,71.8011,0.5992,6.327,0.9757,3.0232,9.0031,14.106,3.1247,33.886,3.8711,11.441,0.5705,3.4705,0.0
CYP_F,13.6175,8.4022,0.1985,1.2784,0.0238,7.4347,1.6023,4.3449,3.5454,0.0175,1.8839,4.7366,2.7943,4.7311,1.3992,4.0585,0.0337,0.1155,1.1732,0.7994,0.0437,4.6253,22.7057,28.8589,1621.7061,150.6724,1.7572,0.0728,2.3642,65.1165,0.5449,80.7072,9.733,6.916,0.3495,63.9533,392.2834,50.0429,9.2882,102.7615,33.7296,36.8965,15.3168,10.55,0.0
CYP_G,80.0378,1.9146,0.4953,4.5732,0.009,212.1413,10.0736,15.0797,19.1677,0.4399,7.7331,19.0262,13.7153,58.7022,4.5529,30.668,14.756,7.2359,5.1744,2.0913,0.2475,12.9466,93.1202,12.1539,187.0577,161.3937,25.0488,68.8418,92.6143,98.7702,3.4986,167.4991,20.0323,7.4138,11.9482,54.988,40.697,31.8091,11.4985,41.573,9.7912,55.7867,14.3883,12.0391,0.0
CYP_H49,7.3414,0.2268,0.355,3.0713,0.0051,16.7653,0.707,2.0858,1.6441,0.0392,0.6312,1.4648,1.1785,8.4487,0.5478,3.2746,1.2314,0.5619,0.5983,0.1948,0.0203,1.4725,10.7159,2.2099,22.3766,25.9199,4.4083,9.8514,3.9853,15.6096,1.2299,13.338,1.8508,1.1555,0.8404,7.4508,4.0352,3.8672,1.7571,3.7864,1.03,3.9716,3.0829,1.2059,0.0
CYP_H50,0.6846,0.0169,0.0039,0.036,0.0001,1.808,0.0816,0.1893,0.2279,0.0059,0.0785,0.1995,0.1536,0.5885,0.1007,0.5239,0.1999,0.1022,0.0781,0.0256,0.0057,0.1661,1.1817,0.0804,2.2791,0.8564,104.3368,434.9458,12.944,0.3062,1.4478,1.3233,0.3991,26.2726,0.0644,1.0179,0.3821,0.2013,0.4179,1.2287,0.072,0.5306,1.2613,0.0874,0.0
CYP_H51,0.8623,0.02,0.0008,0.013,0.002,1.5137,0.0694,0.0973,0.0783,0.0048,0.0342,0.1,0.0794,0.4155,0.0478,0.271,0.197,0.0769,0.0268,0.0176,0.0038,0.079,0.6362,0.0352,1.5153,0.3806,0.0322,0.1553,0.9161,0.0411,0.0127,1.2303,0.0821,0.025,0.0173,0.2498,0.1691,0.0836,0.0312,0.1613,0.0337,0.225,0.052,0.0381,0.0
CYP_H52,3.5971,0.186,0.1786,0.8929,0.0038,6.2071,0.2137,0.5567,0.5003,0.0113,0.1872,0.5147,0.3659,2.8697,0.1602,1.0432,0.3979,0.1842,0.2782,0.0558,0.0083,0.3483,12.588,7.6449,6.3108,39.7413,5.1202,650.8505,37.3505,517.6671,0.2788,4.9429,0.7816,0.4451,0.1513,19.9639,2.3303,4.1434,1.4735,4.46,0.4616,1.933,0.3341,0.3606,0.0
CYP_H53,0.033,0.0073,0.0043,0.0315,0.0002,0.6612,0.0612,0.1679,0.3091,0.0,0.2548,0.289,0.227,0.315,0.093,0.3164,0.0035,0.0376,0.037,0.0119,0.0007,0.2148,1.9846,0.0923,0.9252,3.6459,0.1602,0.0644,0.1425,1.1184,1.0825,0.7833,0.3537,0.2293,0.1691,6.0296,1.5932,2.7936,0.6525,2.59,0.8622,1.2326,0.3483,0.3601,0.0
CYP_I,0.0417,0.0,0.0832,0.4128,0.0027,8.799,0.3164,0.3424,2.6291,0.0049,0.5904,1.9709,0.2611,2.6169,0.1145,1.0932,0.0597,0.2833,0.3229,0.0604,0.0095,0.8638,5.6035,0.6701,15.5223,52.3247,0.8654,1.8691,5.0662,18.7953,0.5839,16.5807,3.2718,5.5381,2.4508,43.9126,10.5632,55.2878,5.7787,24.371,7.7285,6.5046,13.9489,5.6871,0.0
CYP_J58T60,0.0154,0.0042,0.0121,0.1552,0.0001,8.6454,0.2564,0.2426,0.6412,0.0001,0.6176,0.4242,0.2885,0.508,0.2072,0.4835,0.0074,0.0552,0.2693,0.059,0.0274,0.8037,4.0547,0.454,2.6424,10.7543,0.5398,0.046,0.3432,3.1515,0.442,3.4492,12.2529,4.0567,1.0208,17.7793,7.6952,7.7628,1.6751,10.494,3.1047,2.6488,12.2851,1.4086,0.0
CYP_J61,0.1574,0.1569,0.0271,0.1275,0.0012,2.9328,0.534,1.264,1.0579,0.0014,0.5099,0.7018,0.8421,1.3168,0.3506,2.3891,0.0231,0.1578,0.2779,0.2881,0.0073,1.7781,8.8477,1.1758,26.5562,19.5522,1.8915,3.6964,6.0388,12.3355,1.4561,5.2541,5.6977,124.7805,16.0228,39.9237,8.7673,49.3214,9.9157,8.9707,4.8241,6.9187,17.5656,5.0279,0.0
CYP_J62_63,0.1333,0.0016,0.0205,0.1264,0.0021,0.3907,0.0301,0.0432,0.2101,0.0018,0.0266,0.0609,0.0564,0.1271,0.0629,0.2878,0.0274,0.009,0.0213,0.0111,0.0009,0.1514,2.2858,0.3948,0.3364,11.2366,0.1779,0.1198,0.0693,2.3003,0.0818,1.0817,1.0222,5.6692,74.6686,11.8073,0.7315,14.0374,0.6109,1.9161,0.1631,0.4063,1.7656,0.9254,0.0
CYP_K,32.2472,1.1521,0.1677,0.909,0.0081,14.1385,2.212,8.8076,6.4532,0.0239,4.86,8.426,5.2239,20.1241,2.1067,13.2864,0.2092,0.3447,2.2427,0.6978,0.0846,6.4251,61.7982,8.8548,106.347,174.1885,13.5685,109.4237,8.7768,51.8093,1.031,59.0472,8.4982,19.6537,13.8336,468.763,268.0266,46.8697,20.87,7.7634,11.163,17.7809,9.477,7.8829,0.0
CYP_L,0.1124,0.0042,0.0783,0.4513,0.0023,12.7017,0.137,0.2537,2.4961,0.0151,2.6406,5.837,1.2611,8.3362,0.0895,7.2109,0.0656,0.2496,0.4317,0.1259,0.0053,1.9073,6.2091,3.7394,4.6124,255.2391,1.8194,0.4723,9.0203,3.9349,1.4059,36.4155,7.3001,2.8939,1.5524,26.3892,66.9799,25.403,7.7609,31.0446,8.4186,23.0898,8.0656,6.4231,0.0
CYP_M,2.6344,0.0398,0.1871,0.9952,0.0096,17.5698,1.7598,3.6989,3.65,0.0247,2.3427,3.4193,1.4411,3.3206,5.8943,6.2015,0.1312,0.4493,1.1965,1.1332,0.1386,3.9034,48.2261,9.2298,53.0344,189.9402,2.9292,20.2911,1.5598,51.55,2.5265,33.1439,24.4962,7.0867,8.2996,1330.1488,50.675,114.8312,10.4842,19.9329,12.4887,12.3882,14.6716,9.2988,0.0
CYP_N,1.7239,0.0082,0.7616,5.4847,0.1062,2.1924,0.5905,0.2869,0.1443,0.0035,0.2655,0.4239,0.4127,0.4395,0.1069,0.6685,0.0417,0.0231,0.2102,0.2065,0.0036,0.547,33.3099,0.949,17.6418,20.5441,1.3647,2.6935,14.2064,47.897,0.5875,31.737,1.128,5.051,3.6292,41.6045,8.3739,23.5457,16.1295,16.088,4.434,8.1756,3.1945,3.1384,0.0
CYP_O,2.8344,0.4138,0.015,0.1113,0.001,10.1304,0.1337,1.7189,0.3929,0.0568,0.2973,0.3036,0.1573,3.7535,0.6433,9.2423,3.4163,1.1776,0.6801,0.3708,0.042,1.7104,1.5079,7.6399,69.4136,16.7949,0.281,1.6612,3.4724,3.6411,0.5145,20.6501,1.2272,2.6452,0.3176,3.8795,28.0909,5.659,1.4287,78.3042,2.9195,5.3971,2.7667,1.6721,0.0
CYP_P,0.0778,0.0007,0.0187,0.1045,0.0018,0.2046,0.026,0.1212,0.0793,0.0002,0.1299,0.8057,0.1044,0.1988,0.0174,0.1985,0.0045,0.0028,0.2496,0.0078,0.0009,0.2332,3.2019,0.1463,0.2497,3.5698,0.0042,1.4605,0.0642,0.8065,0.0387,0.2155,0.412,0.091,0.7479,34.2354,2.1546,32.9556,2.144,7.0888,13.5103,2.1,0.5186,1.2389,0.0
CYP_Q,2.6229,0.0001,0.0003,0.0019,0.0,0.0332,0.001,0.0007,0.0054,0.0,0.0142,0.0216,0.0029,0.017,0.0021,0.014,0.0005,0.0007,0.0011,0.0003,0.0,0.0039,0.0149,0.1079,0.013,0.4846,0.0043,0.0011,0.0179,1.1134,0.014,0.078,0.0145,0.0057,0.0092,0.341,0.1261,0.4783,0.3505,1.3657,0.4731,20.8075,0.468,3.7652,0.0
CYP_R,0.1152,0.0009,0.0006,0.0036,0.0,0.5166,0.0091,0.0035,0.1004,0.0003,0.0109,0.0257,0.0099,0.0412,0.0031,0.0264,0.0056,0.0038,0.0025,0.001,0.0003,0.0099,0.0602,0.0156,0.5166,0.7349,0.008,11.6177,0.0384,0.3077,0.0052,8.1928,2.1826,0.0119,0.0104,2.0616,0.1998,0.5635,2.2063,2.2911,0.4157,0.755,2.5364,0.0891,0.0
CYP_S,0.4516,0.0027,0.0089,0.0968,0.0,1.9574,0.0358,0.0434,0.137,0.0011,0.099,0.0985,0.069,0.2625,0.0224,0.4224,0.0309,0.0271,0.0201,0.0072,0.0007,0.4648,1.4005,0.4325,0.2783,11.3542,0.0819,1.3193,0.2216,0.3534,0.1064,40.4718,2.2105,0.5249,3.3596,5.8338,0.5478,6.9437,0.5212,0.9676,2.8695,6.1085,1.3114,9.5762,0.0
CYP_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
