V1,PRT_A01_02,PRT_A03,PRT_B05_06,PRT_B07_08,PRT_B09,PRT_C10T12,PRT_C13T15,PRT_C16,PRT_C17_18,PRT_C19,PRT_C20,PRT_C21,PRT_C22,PRT_C23,PRT_C24,PRT_C25,PRT_C26,PRT_C27,PRT_C28,PRT_C29,PRT_C30,PRT_C31T33,PRT_D,PRT_E,PRT_F,PRT_G,PRT_H49,PRT_H50,PRT_H51,PRT_H52,PRT_H53,PRT_I,PRT_J58T60,PRT_J61,PRT_J62_63,PRT_K,PRT_L,PRT_M,PRT_N,PRT_O,PRT_P,PRT_Q,PRT_R,PRT_S,PRT_T
PRT_C21,4.1421,0.2301,0,0.3625,0.0083,12.9721,4.3521,1.2409,2.0902,2.6866,4.2788,26.1211,1.8713,1.8126,0.6149,2.6205,0.8784,1.2621,1.2123,1.6397,0.3484,1.8277,3.4241,0.8385,9.1963,26.8272,2.3464,0.3308,2.0998,2.1754,0.2232,5.7936,1.5082,2.1564,1.7844,1.4936,1.4934,9.7429,4.0346,3.8823,1.3332,275.3071,1.0022,1.3532,0.0
PRT_C22,13.9581,0.5572,0,1.4722,0.0374,184.6102,82.0283,14.1788,12.8199,2.405,44.7095,11.9442,107.5409,47.7299,3.5046,48.0871,29.9364,44.9915,26.3687,109.7269,4.7943,84.4841,3.2012,6.1306,289.6529,315.5234,13.7345,0.1143,0.7843,2.804,0.2784,19.5058,10.6357,1.3171,5.3388,1.0814,9.6437,39.0861,40.2684,4.3698,2.5726,16.6187,2.6211,6.008,0.0
PRT_C23,59.6266,0.3287,0,5.5654,0.1508,236.0209,10.1745,11.7082,9.8156,3.6541,43.6779,7.5396,11.1021,565.0669,16.4479,84.4837,5.4845,19.1748,10.7823,49.649,0.7426,31.4261,18.1156,12.3077,2333.9318,105.9123,12.211,0.3712,2.1645,7.9879,0.3768,68.8489,4.3065,3.8236,3.5614,3.3557,45.1714,24.2751,11.8202,14.4463,3.9689,13.6817,4.3685,3.6911,0.0
PRT_C24,0.7216,0.0259,0,1.2647,0.0568,0.7078,2.866,1.8234,3.2695,0.2659,3.5552,2.9341,8.4162,31.4574,369.9524,326.0909,9.2265,182.0545,147.0378,133.122,10.6055,39.2376,1.2864,48.5152,239.8137,9.8232,0.777,0.0,0.0,1.0578,0.0,1.6625,0.3583,0.0,0.0127,0.0,0.4503,2.5325,0.5574,1.2445,0.3575,0.0348,0.6201,0.7664,0.0
PRT_C25,25.057,7.4067,0,14.6387,0.4939,165.0557,61.756,25.422,18.6396,11.3432,31.9282,6.9107,45.5547,46.6817,5.9963,1363.2256,23.2206,92.6397,134.0959,153.8661,28.3814,174.7001,34.9144,16.4617,1281.191,311.4717,37.856,9.8213,10.4752,16.7972,1.9157,72.5717,14.3628,11.6726,15.1612,4.1457,11.7917,91.3666,46.6352,63.5189,14.5405,53.0618,20.6755,16.0071,0.0
PRT_C26,1.1815,0.3767,0,0.645,0.0188,4.4655,1.6905,0.6235,3.1963,1.272,2.2119,0.5338,1.2009,2.3123,0.5881,6.3641,135.5699,21.6681,8.3015,43.7205,0.3907,19.0606,6.7814,2.1221,24.4289,81.5604,4.9559,0.3415,2.7537,2.4437,0.4976,5.3136,4.6129,114.9827,19.0811,10.6528,1.8958,7.6591,10.4275,3.3661,1.8692,10.821,3.5016,3.2295,0.0
PRT_C27,4.1723,0.692,0,1.2291,0.031,15.62,6.8047,2.0375,3.5321,3.6589,4.8545,1.382,6.2315,6.2617,6.9863,23.4144,112.1076,139.1774,28.7975,67.7651,1.2011,50.3791,41.9071,7.1331,201.1944,75.5671,13.0116,0.4859,2.6812,1.5766,4.1945,25.5989,4.5928,36.9883,5.8201,19.9867,3.9304,10.8947,14.788,3.4501,1.4692,8.5876,3.1134,1.1807,0.0
PRT_C28,5.1227,2.2257,0,4.8643,0.126,22.442,6.6264,2.0902,7.8417,3.4552,5.1317,3.2601,6.8322,23.5399,1.5862,67.8285,9.7158,33.9308,235.1379,38.3572,2.7043,47.776,11.9429,10.1031,215.1541,48.4702,12.5722,1.1696,3.478,3.9138,0.5671,16.2814,1.8627,4.3137,3.1992,1.4779,18.9538,11.5928,8.6225,13.1521,2.6489,16.9343,3.2699,2.5841,0.0
PRT_C29,1.1738,0.1879,0,5.7035,0.1294,2.9804,1.1084,0.4865,1.2905,0.8531,1.4204,0.911,4.3063,1.9015,1.4117,8.2418,16.2385,4.8438,7.8264,1092.9099,0.4565,5.6182,4.1629,3.3613,20.7117,261.1039,6.4772,0.6021,1.5314,3.6527,0.3585,3.9223,2.4967,16.8667,4.8666,3.8235,3.1802,16.0683,7.9475,9.0322,1.9327,9.1161,2.3605,1.9863,0.0
PRT_C30,0.0201,0.2335,0,0.0209,0.0,0.0,0.1172,0.0,0.0,0.0,0.0948,0.0,0.011,0.0,0.0046,2.6111,0.2,0.0,0.0514,0.7382,21.5932,16.4389,0.0,0.0135,1.1284,32.8414,0.3426,0.0595,38.805,0.0067,0.0,2.3023,0.155,0.0,0.0,0.0,0.0198,0.0422,0.0474,6.3222,0.4095,0.0811,0.0867,1.4739,0.0
PRT_C31T33,13.7916,15.0032,0,23.0877,0.6083,153.3964,54.8901,30.463,31.5582,35.4702,29.4763,11.9528,18.4515,38.6122,37.1711,56.7262,5.7154,14.006,15.5583,28.2399,1.7292,287.0179,60.7769,48.2085,123.8816,133.2579,109.7613,12.0177,36.1176,43.0242,6.505,82.026,16.0451,48.8884,27.3865,17.3047,41.7851,66.6616,65.1793,32.4157,34.7665,211.8955,50.7192,23.9249,0.0
PRT_D,113.7334,25.0059,0,55.3408,0.6607,326.1342,186.6503,77.7782,318.1605,149.1896,252.3789,23.2377,91.5612,193.7289,98.1693,90.4105,15.7149,24.1487,22.4057,55.6392,2.9615,55.6268,7579.4407,123.0029,183.7902,622.4183,103.5804,11.6679,5.4727,101.4446,8.1316,520.045,25.1857,90.9327,21.0122,59.54,92.3071,94.4517,59.5375,345.7399,154.9511,287.3112,82.1584,129.8466,0.0
PRT_E,11.0443,1.4838,0,1.2383,0.0238,41.5315,6.615,14.2377,70.6308,11.6162,17.0136,2.0549,14.5197,55.2714,802.1898,18.3197,1.0308,2.3292,34.2486,2.7063,0.8122,7.9068,46.5036,1480.8123,91.7152,96.0556,20.6971,0.5942,1.6857,15.0646,0.8193,103.6042,4.3575,4.1503,3.2307,8.8344,19.0323,17.4022,10.9176,452.4928,57.6924,122.587,53.6108,24.6855,0.0
PRT_F,141.0134,14.8135,0,26.7551,0.7898,142.7634,45.044,21.3518,34.7294,67.9005,38.8472,9.7255,15.1968,77.4056,11.0133,45.0768,8.329,21.7595,14.3921,31.6239,1.9576,61.0658,89.3998,72.9369,12530.786,542.3135,244.3642,43.9064,94.9857,199.1037,39.5507,152.1245,22.8085,103.3969,45.0972,97.5303,567.6624,155.264,108.2385,756.2716,161.44,233.5988,58.6677,73.0606,0.0
PRT_G,736.7444,52.6719,0,77.8933,1.763,2406.3104,977.3673,200.1817,364.6204,389.4185,547.6268,135.4505,285.4413,328.2284,112.7504,375.3672,141.3306,175.0044,158.2169,477.3313,20.7839,361.0393,603.7284,143.3552,1226.6536,3236.7433,928.8483,36.0343,339.9895,248.3171,28.1322,1235.9606,201.0197,336.7169,163.4267,380.5929,129.5127,678.5658,393.5426,347.6738,154.0423,1075.0897,158.0921,180.1947,0.0
PRT_H49,181.5821,5.0756,0,42.753,0.7083,389.7406,102.2801,54.5386,74.0703,129.9498,166.9725,16.8016,99.9638,167.0349,55.9277,82.8109,14.696,31.3714,34.1158,79.5935,8.709,60.4389,164.289,38.7737,184.3813,1378.8446,1255.9581,1.2752,15.7214,150.1034,27.3272,44.0484,28.0242,19.2855,17.3518,30.629,8.3669,119.6905,79.2351,79.2243,41.9239,48.9482,21.0231,43.0936,0.0
PRT_H50,1.2898,0.0556,0,0.8644,0.0172,9.415,3.4311,1.7613,3.8774,9.1785,4.1806,0.4581,2.4775,4.3627,1.6488,2.9006,0.7213,1.7004,1.2757,3.5006,0.2676,1.7137,2.511,0.7604,5.7092,13.8144,1.2726,17.2544,0.5793,2.6053,0.8727,2.0584,0.7792,0.9001,0.5608,0.3516,0.3143,2.9301,2.4554,2.0654,0.6211,2.0568,0.4454,0.514,0.0
PRT_H51,9.3413,1.6434,0,3.1351,0.0745,33.8352,12.5498,4.1589,7.3356,38.3715,11.0313,2.3058,6.2302,8.9001,4.7784,10.3085,3.3062,4.8916,5.0388,13.0387,0.725,21.1606,17.74,4.1699,24.7865,27.0939,13.7042,1.2916,8.5384,7.4199,0.6926,16.0078,3.3869,7.0825,7.2601,7.2076,3.1696,12.8325,15.5139,9.5985,4.136,21.0681,3.9904,3.0047,0.0
PRT_H52,21.8127,15.4637,0,7.4598,0.1349,126.3989,86.7816,22.7751,31.5575,22.2236,63.0592,13.26,50.186,36.5903,23.9566,52.9414,35.6806,42.0736,26.8694,26.894,6.1176,41.0469,103.6377,24.8168,175.6362,789.4687,167.3529,115.1051,866.3229,1119.6407,11.8073,38.0226,12.9066,21.7472,21.814,28.7852,19.8706,65.4791,63.3049,534.6694,16.1519,27.5924,17.3015,20.8578,0.0
PRT_H53,13.046,1.558,0,0.9094,0.0232,9.1187,6.0876,1.9556,3.299,1.6038,3.1343,0.9954,1.616,3.6563,0.6838,4.2224,0.8172,1.7749,2.0145,1.7392,0.2251,5.3851,5.158,7.1254,16.4402,127.285,9.0767,0.335,2.9399,4.942,193.9585,20.8763,22.34,14.1665,11.7927,70.1656,8.942,53.1896,30.3769,89.8048,27.339,23.2924,12.1042,51.575,0.0
PRT_I,7.8695,0.9978,0,1.6663,0.0973,24.4352,13.2693,5.1403,6.218,2.9056,8.6673,4.5286,4.6412,8.0688,1.8197,11.7468,4.032,5.0433,4.7368,6.2351,0.6181,18.3943,3.9981,16.8635,56.9973,159.6445,26.2729,3.0686,78.8356,11.8321,5.7197,227.6828,26.1375,5.6327,20.6455,91.5294,10.6215,74.328,34.8061,261.896,145.1579,251.1131,37.7015,40.5833,0.0
PRT_J58T60,5.4831,0.5712,0,1.0371,0.0277,18.3416,10.5628,2.2644,8.4954,3.133,5.3748,2.5298,3.6116,5.5894,1.0475,3.8066,1.4735,1.9771,2.4183,3.6698,0.1967,5.6931,5.3737,2.2296,18.654,75.2293,7.8201,0.6175,10.9639,6.8376,8.7929,23.6525,425.9715,171.6148,9.6709,7.4322,4.2802,723.3988,23.8758,14.4395,36.7874,16.8863,24.3472,10.7247,0.0
PRT_J61,39.1848,4.3946,0,5.8566,0.1825,58.3446,32.3739,9.6901,17.3013,8.9193,16.5698,5.862,8.6294,18.5247,3.2163,34.4809,4.6328,8.9396,9.9499,10.6503,1.0843,34.3513,26.1786,41.7636,95.1101,529.7384,44.7754,2.0865,16.8469,42.1694,9.0683,140.5882,56.785,2272.5442,65.7389,246.5011,30.6119,321.18,140.5721,258.2158,63.9853,170.3975,38.8961,82.9678,0.0
PRT_J62_63,11.1658,0.9021,0,3.1111,0.0793,47.1376,17.8562,5.8902,18.5885,25.7171,15.653,13.5599,10.2351,15.4258,2.5991,18.8591,5.6903,9.0418,6.1462,16.4935,1.0782,23.6619,62.6766,23.5124,58.826,200.5655,18.696,2.8504,17.103,57.796,5.665,62.3949,61.6942,100.9282,435.7228,390.8927,21.3858,214.6207,70.679,65.9259,49.8634,128.7022,32.8349,33.5461,0.0
PRT_K,137.5301,19.9072,0,26.0406,0.5542,276.6672,153.9791,57.1695,93.4343,50.7467,78.9158,29.6659,43.537,89.8689,20.1941,89.2779,15.2894,36.5584,38.1265,40.9257,8.3175,151.2532,316.932,187.4256,959.4804,1426.3909,143.7348,33.0671,68.8634,779.7732,30.2582,358.428,66.7232,108.0434,79.5091,4066.5677,1031.2586,1073.8693,251.7443,231.7416,67.1663,248.9441,102.9571,69.125,0.0
PRT_L,6.8558,0.4225,0,1.9948,0.0677,119.0972,61.7352,16.2116,45.7786,20.2263,30.3907,15.345,18.6535,44.9831,10.8455,14.8243,8.2741,12.5462,15.3929,21.933,3.3538,81.6006,15.2994,30.9409,259.5605,1339.3038,17.9718,2.1965,7.557,127.938,31.302,191.3773,105.8409,80.2458,74.0384,378.3033,312.9456,151.4998,101.9288,216.4964,109.9468,159.5506,50.8831,68.4946,0.0
PRT_M,138.267,8.5536,0,16.5484,0.6911,375.9729,85.0499,31.7474,83.658,87.3602,82.6526,90.321,50.9711,85.7833,12.6266,82.078,21.1378,51.6265,32.821,75.3822,6.3853,144.9102,340.1239,70.3923,553.0587,2157.5922,92.7472,18.6218,86.4384,358.2173,26.0963,275.4789,298.6366,585.9339,365.6743,583.6958,258.0933,2286.6805,471.1874,228.9259,181.7608,632.6764,195.875,233.4877,0.0
PRT_N,34.608,8.3315,0,37.9697,0.8462,191.7671,72.5383,36.2469,51.801,47.2887,58.805,29.2003,61.5368,116.2773,17.1304,69.5405,186.2413,65.8532,29.2419,186.3761,4.7505,70.9914,159.792,99.8715,318.2284,1563.9352,194.3495,25.1876,265.8585,266.8733,29.4431,395.6748,133.3282,513.5228,140.771,321.1305,119.9358,515.5537,1154.3645,475.3596,156.7936,486.1047,193.5872,128.9601,0.0
PRT_O,20.2773,1.9944,0,6.4675,0.164,39.9081,15.5021,13.9839,20.5261,27.9389,11.4614,8.0312,7.6354,21.694,8.0268,12.572,3.6712,8.9094,5.1342,10.903,1.0916,18.5475,53.3913,35.7816,175.9865,268.9285,28.4558,8.8562,26.0107,83.5504,5.061,41.952,28.2016,66.8533,47.0855,108.2544,41.786,221.5886,123.1477,129.8963,38.3629,117.2778,37.8804,32.2005,0.0
PRT_P,3.3254,1.2113,0,0.5688,0.0144,11.2076,7.276,2.3079,5.1688,3.9419,5.422,2.8695,2.7365,3.7741,1.2549,5.6367,0.9736,3.1844,2.1578,6.2986,0.5156,5.4022,5.6557,3.1985,24.684,62.2124,5.4224,0.7303,4.503,15.5006,0.5855,8.7118,6.4403,13.8664,17.1956,38.5073,5.2369,51.9395,15.0891,80.7629,153.6602,21.3725,3.9444,4.0215,0.0
PRT_Q,6.3656,1.1002,0,1.0413,0.0469,17.7638,8.2148,2.004,5.129,2.219,5.3534,1.7502,2.8959,4.4857,1.0285,7.5472,1.1569,2.5712,2.1785,3.8129,0.3337,6.6921,14.1181,3.065,39.787,103.2603,8.4166,1.1563,4.9588,7.8259,1.5093,36.2086,25.5509,10.9262,17.9194,58.1242,15.9355,94.9521,29.806,175.0549,69.2971,777.1616,24.7191,21.2492,0.0
PRT_R,1.7687,0.1673,0,0.3009,0.005,10.1258,2.9629,0.5617,1.4286,0.9493,2.0225,0.9549,0.7707,1.4212,0.2624,1.3968,1.1768,0.8997,0.679,1.1101,0.0519,1.7989,1.5962,0.6215,15.4563,41.7166,3.4465,0.482,2.3715,3.4392,0.8906,33.5765,133.6962,4.3248,2.4885,6.9993,2.412,64.4648,21.7802,64.9247,20.8792,6.1607,190.3504,161.8588,0.0
PRT_S,41.2339,1.4181,0,2.0502,0.0677,21.3919,8.7503,4.1569,7.5917,2.472,5.5615,4.4198,2.6777,8.5342,2.2563,6.1413,0.903,2.8474,1.7946,2.9728,0.4332,5.3436,9.3902,6.0154,28.0154,145.9925,21.3024,0.9599,6.293,11.2526,1.9191,26.7488,8.4792,10.564,6.4851,51.7627,12.1923,38.7516,21.477,22.7723,10.7241,30.6643,67.8676,117.7602,0.0
PRT_T,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
