V1,ROW_A01_02,ROW_A03,ROW_B05_06,ROW_B07_08,ROW_B09,ROW_C10T12,ROW_C13T15,ROW_C16,ROW_C17_18,ROW_C19,ROW_C20,ROW_C21,ROW_C22,ROW_C23,ROW_C24,ROW_C25,ROW_C26,ROW_C27,ROW_C28,ROW_C29,ROW_C30,ROW_C31T33,ROW_D,ROW_E,ROW_F,ROW_G,ROW_H49,ROW_H50,ROW_H51,ROW_H52,ROW_H53,ROW_I,ROW_J58T60,ROW_J61,ROW_J62_63,ROW_K,ROW_L,ROW_M,ROW_N,ROW_O,ROW_P,ROW_Q,ROW_R,ROW_S,ROW_T
ROW_C20,10384.7827,149.283,3161.9069,1320.7791,551.5677,2177.1548,3709.5792,605.569,1772.3833,3656.2023,24779.6883,1962.4144,8281.4087,1911.3756,1299.5436,598.0458,621.4799,956.2413,407.6767,806.2306,94.926,1031.6214,425.0701,376.836,3833.3282,1895.3334,574.4882,134.2848,142.8764,221.6775,21.5196,428.4117,458.4732,97.8761,54.3186,241.8182,443.0468,486.6581,364.9538,1093.5341,595.7516,2479.9015,172.4732,1140.9637,0.0
ROW_C21,841.7067,34.8069,218.3993,56.4676,57.9455,474.1711,141.4043,37.4391,118.1475,134.6959,1844.6788,6213.9497,200.3784,118.8094,52.2262,32.6591,35.1472,34.3706,44.4764,36.4614,10.9076,83.4733,32.1031,23.1205,506.7783,726.6595,58.6575,26.8823,31.6728,32.5969,6.3963,56.384,48.5621,30.204,13.3558,57.7695,21.6967,152.4826,30.3858,729.2558,414.7322,6676.3278,61.9804,142.5399,0.0
ROW_C22,850.9044,165.136,833.4721,304.2233,83.5104,3363.0964,1029.0511,101.5789,513.5169,629.7499,1270.6574,511.3167,3087.4229,290.5342,212.2656,326.361,443.927,650.4896,797.542,1794.9108,135.2657,1546.9701,130.6128,171.5824,4485.2294,3176.1814,5273.9477,82.6885,159.6535,189.4281,33.5907,766.784,140.758,113.0821,34.9969,102.8037,222.5729,205.3758,168.2176,396.7898,172.6028,374.7097,62.9085,329.4176,0.0
ROW_C23,755.8471,37.3122,724.501,441.8908,189.0032,1545.2891,156.5596,98.1831,98.7404,518.9465,693.0671,328.1463,215.0703,5813.5552,782.5473,305.1047,277.8858,286.3507,201.5324,287.8905,59.5633,371.3371,212.4254,114.3123,42021.0936,1365.7355,128.3056,32.1078,31.7587,77.0762,16.6376,302.7308,47.3413,90.2661,27.4592,79.1429,2269.3161,216.1347,122.8839,498.2652,253.0034,209.9304,55.5747,200.3746,0.0
ROW_C24,309.0959,37.447,2216.5458,414.0117,411.3723,738.6336,157.8664,121.9091,191.2021,161.6453,599.2786,149.3434,367.3017,521.4283,30049.6025,10673.1431,1208.3038,4665.4943,6668.4191,13516.5635,1465.1363,2061.4724,291.2102,363.013,15635.8419,860.6711,390.3032,95.56,104.0578,108.7478,8.9098,70.1834,88.5389,148.381,29.8496,155.8213,955.9307,176.946,64.1146,240.4004,82.3021,138.2129,27.4796,215.8694,0.0
ROW_C25,733.3484,73.4539,1961.5845,362.775,239.5469,1617.3073,253.94,150.1461,146.8095,453.4479,789.1875,228.9924,300.4701,335.6536,1247.8168,3002.3956,424.608,810.244,1864.8712,5569.141,498.7122,1087.7591,344.2325,175.3102,12740.652,1613.8595,360.4675,74.3585,60.3176,131.0658,16.2592,191.9131,89.931,277.0033,66.5663,233.1233,1048.1514,217.6459,136.3973,810.2341,176.4647,144.5057,73.6183,274.5792,0.0
ROW_C26,237.816,52.3,531.6362,82.3854,52.9442,216.6243,70.3417,14.7446,70.6605,78.088,137.5014,79.6129,58.3694,77.8088,108.3643,109.0338,5115.5763,744.1352,388.9739,247.5814,68.9284,324.3919,240.1534,55.6632,1159.9949,1273.2452,144.7435,45.9652,81.2218,102.418,35.4264,101.5592,280.2409,1783.6921,398.8491,376.9687,91.0409,574.1805,201.9775,811.8364,491.701,966.5294,119.638,684.0139,0.0
ROW_C27,302.8815,59.299,639.3031,201.649,154.765,249.9248,72.7464,19.7864,42.0784,82.3374,124.3195,45.3927,67.6476,109.0633,239.5184,196.5333,1481.0486,3676.2671,1050.566,559.9564,120.3153,563.8672,1411.5435,72.7253,5447.665,2191.0716,215.2892,43.1647,52.9351,139.9833,14.6586,170.7651,90.8812,600.4478,129.5706,584.8651,438.8681,512.2701,150.7898,507.6961,229.041,150.2177,99.5908,537.4208,0.0
ROW_C28,819.8837,98.7276,3025.9066,680.9067,369.2179,766.4007,318.5717,150.2354,192.1205,229.6057,263.5908,86.689,318.635,849.1871,1263.335,550.1354,475.0786,616.1541,2625.1152,1080.0959,188.8698,513.4237,815.4932,141.8629,5756.8694,1261.0914,258.6057,83.7121,113.1247,254.909,19.4147,107.7565,80.7218,231.1124,84.2617,176.0593,553.417,246.1903,185.3248,2931.9742,293.179,284.6189,144.6385,382.3425,0.0
ROW_C29,270.0523,24.4903,476.7371,223.878,218.2177,254.5627,73.9631,25.7855,36.7171,74.4348,110.1839,35.9021,84.4926,91.6458,267.5578,150.7693,103.719,149.4037,314.7528,5627.1692,129.535,428.7959,78.4252,224.0142,710.104,5304.2833,7067.6119,41.519,77.5171,141.9386,79.5549,59.8272,33.6996,3382.9215,23.6758,119.2458,109.7344,254.5223,384.3664,366.4637,123.2868,96.2595,47.4119,203.9718,0.0
ROW_C30,55.5673,278.7926,67.1838,61.2421,3.9339,25.6822,23.8189,2.4491,43.4152,87.8275,51.3154,11.0562,4.8314,13.9887,15.304,186.4913,14.5036,37.1583,86.3871,223.9748,1581.9155,161.3044,207.0809,17.2126,79.8605,114.3268,825.4657,1015.3757,836.1689,157.1645,2.2012,8.5415,6.7469,8.2238,2.5598,6.5202,25.5244,102.8653,105.874,724.346,83.3473,18.0598,30.5224,438.4604,0.0
ROW_C31T33,992.4078,154.9687,1805.7883,346.7197,126.5123,987.7557,606.4976,165.7075,194.2108,301.8469,399.7279,170.2666,195.1061,400.3636,791.0989,398.1933,293.759,211.0107,400.0882,587.4131,110.1527,2032.7095,467.9137,287.45,1925.8197,2689.4356,1414.1371,275.7549,464.1392,221.1517,37.792,426.7768,183.0387,433.275,145.7769,1540.5064,995.75,436.2368,339.349,1291.766,937.3325,2008.977,349.5715,580.3032,0.0
ROW_D,3146.4916,312.0044,14712.3163,4146.3464,996.2572,4588.3423,1803.359,551.9664,1584.72,2346.4807,3141.9316,484.5866,852.436,3548.1741,7076.1367,878.292,531.3746,439.8477,698.2463,753.1133,121.8951,609.5332,24868.6469,1650.1036,3039.4529,8091.4664,1885.6225,202.5326,251.9515,1479.7428,235.3682,3651.693,713.4754,1925.8501,374.2653,2285.8629,2787.3284,1234.4329,774.0356,6982.383,5181.5584,3112.9821,1162.3317,1841.9118,0.0
ROW_E,708.6368,53.5852,1131.7404,271.1738,112.499,778.8787,290.387,143.4151,401.6582,1452.0291,478.5401,77.7636,110.4722,568.1548,3026.5119,287.3295,54.0514,99.3447,183.8348,196.4804,27.7898,115.8763,742.7519,3313.6416,795.4115,1349.1196,415.1917,57.8144,55.0178,186.0648,33.7282,932.6979,95.4801,220.2862,49.5864,489.1016,847.1342,275.0739,236.0186,2404.2124,864.1053,666.4993,240.8692,389.8372,0.0
ROW_F,2576.5874,162.8625,4500.3735,1015.4516,459.5567,1090.6328,390.0807,169.4612,250.6447,994.5396,550.3348,163.5939,192.042,530.7919,543.4065,386.0601,178.7123,172.6691,282.5833,159.5451,57.9129,373.6074,2303.1529,1174.773,59951.5627,12586.9772,1562.3515,194.2804,291.5331,1324.4381,136.8392,1778.029,339.419,1513.0021,257.5483,2045.8924,23081.595,1537.3778,687.6485,12058.5275,4251.2517,1870.9707,1006.6888,2140.0351,0.0
ROW_G,25117.5994,2081.5927,9431.9819,3077.5471,1476.2888,31487.3486,14297.6814,1675.3179,3119.0543,7611.2526,8351.5621,3263.6453,3367.9893,4402.9093,6576.2453,3083.3646,2984.4119,2690.0888,3389.5269,7992.8562,905.9439,4236.2002,3840.7568,1176.4065,29123.8028,33877.5525,13802.2174,1935.0685,2554.6839,2164.0597,420.5154,8755.787,2805.5633,3714.8554,1031.605,3593.6443,3033.2399,3080.8233,2890.601,12995.0136,3381.7743,7435.8508,1292.6932,2936.6534,0.0
ROW_H49,8331.4478,510.7038,5535.3337,2063.0187,738.7605,7982.2874,2696.3487,808.9155,1175.207,3095.4628,3488.7067,469.0497,1497.2276,2874.5042,4168.993,1888.5261,487.8894,1019.4279,1664.0691,5609.5964,488.7529,1226.1571,1693.6156,518.7272,22905.778,15226.5699,8516.394,820.0638,684.1935,2178.8984,426.9556,1523.966,560.4295,753.7107,197.9766,1297.5961,2347.3631,882.1224,1032.369,4951.6968,1152.2772,1720.2708,304.9801,2064.1388,0.0
ROW_H50,817.4081,165.3312,1885.3498,325.1768,97.7166,771.7744,382.7399,80.2978,151.4951,731.1814,439.4799,99.9879,158.7382,265.8671,433.7609,204.1309,134.4403,155.2784,210.6964,409.0228,60.5328,149.1498,198.0113,47.1193,1526.7125,2218.9473,1027.699,3371.4781,235.6809,576.0246,43.2135,194.2555,74.749,120.7126,34.4169,128.7888,183.0929,140.633,168.4474,558.7621,119.5902,211.0362,43.9396,221.5425,0.0
ROW_H51,746.9693,72.7444,1288.8384,186.3981,100.8797,746.7994,431.845,55.2869,129.752,386.8298,380.3179,102.4222,162.3539,217.39,378.319,184.9872,166.9314,157.1753,202.9846,363.8901,56.4632,189.2708,233.8357,56.0852,1624.7472,1662.471,556.7969,168.6199,1305.2404,376.9174,152.0162,323.364,142.8934,202.6031,108.6673,543.2086,282.6667,375.3738,564.8631,1396.8122,310.7306,300.7772,143.2008,431.6509,0.0
ROW_H52,1265.0828,210.0714,1617.1583,617.3844,202.4237,1576.8199,414.4634,101.4461,219.2811,873.1954,547.8021,127.6735,179.4452,380.3309,536.6504,277.5994,126.1407,145.8506,217.8953,492.6405,70.3133,175.2343,286.4931,94.1681,2084.7732,8862.3187,3140.8031,2299.9545,2435.2593,2581.4117,100.7569,287.5232,161.9366,213.5383,57.987,207.6314,367.6839,252.2735,269.9646,1130.3004,162.2442,204.9542,62.7606,162.2288,0.0
ROW_H53,172.4001,9.2812,243.4403,52.3338,33.2968,145.9885,64.7944,9.0081,35.2208,44.6561,68.6521,33.826,18.1646,24.7345,39.5495,42.2714,32.5545,23.8941,35.5745,22.8393,6.8493,34.9532,214.2451,52.5064,155.9486,1605.7901,138.6287,34.3455,45.094,130.4535,1068.282,184.4494,332.688,660.8488,90.9629,1194.3974,114.243,305.2593,193.3269,1515.739,366.3985,202.5387,102.4722,223.3771,0.0
ROW_I,311.0689,45.9843,3519.7449,253.7537,138.907,501.4227,218.4672,37.0424,99.4315,187.9578,214.6611,139.0996,85.472,118.3211,157.297,108.8144,124.9344,77.5553,128.6563,195.1832,26.5925,154.0423,387.6923,202.7511,968.7614,4162.3962,1003.6126,268.2023,1404.0318,580.2615,93.9433,1416.1998,383.1924,744.0031,422.2271,2293.7719,492.4087,1402.7528,1344.1347,5176.836,3603.9882,1752.6467,679.2854,1260.735,0.0
ROW_J58T60,177.9263,22.0091,428.4543,97.3653,50.9537,774.2803,169.1406,46.8291,290.3117,125.9202,247.8042,138.6536,58.3495,173.3913,89.5703,97.2204,92.2799,126.4768,74.281,101.714,18.2886,94.3779,167.8923,77.0271,471.0921,3145.9423,281.0847,70.8508,221.7005,191.8858,92.9591,588.7238,8841.849,2041.2656,621.8776,1675.9199,301.4677,2738.3494,648.6588,2353.3492,2742.664,483.8929,861.0231,546.4573,0.0
ROW_J61,1834.8487,75.988,1568.4865,325.1269,236.6128,587.0504,339.8155,51.6937,243.3927,566.6118,400.6249,148.7657,93.042,184.1095,163.0173,759.5211,224.0359,214.3055,363.2931,303.8256,237.9006,161.4272,1372.4738,244.8206,1165.4967,6653.3217,983.4687,330.1841,359.8466,561.1161,271.221,838.629,1198.5802,15347.8626,737.2031,4404.7222,1281.1306,1697.4798,1069.1765,5019.6296,2269.2384,1095.9984,560.7242,1082.1749,0.0
ROW_J62_63,139.2905,14.3346,655.3331,93.3694,47.5803,354.779,129.1823,17.844,83.8217,146.9478,151.3436,107.1794,37.7898,77.0774,85.7073,80.5793,143.892,77.2703,78.6935,58.3874,24.379,72.0687,262.571,126.5646,453.0806,1928.2023,293.3908,67.2755,181.2732,195.572,93.5767,227.005,629.3618,1277.616,1608.6322,2471.2837,180.859,779.4454,338.6302,2076.4882,644.5029,323.8382,185.1806,297.9941,0.0
ROW_K,3312.3718,372.3106,13886.8176,948.0381,501.5033,3073.5429,1676.0564,375.3049,569.2541,1440.9426,1105.1467,481.5278,398.1152,724.5758,1360.65,685.2263,393.434,336.738,571.609,677.1393,148.3154,569.5927,1800.9975,542.3591,6810.2942,13336.1991,4340.9051,1142.7058,1337.9379,1197.7808,228.4769,2058.5531,850.9787,1975.1813,702.1608,27759.7786,24778.2432,2727.5271,1898.5307,6818.3489,2147.6608,1734.3119,666.3346,1516.9019,0.0
ROW_L,404.1234,51.1525,1188.7134,211.289,181.8301,1104.3006,623.3595,180.9447,231.2314,253.709,676.6908,190.7133,224.3374,478.7361,1277.9177,638.9447,176.6492,190.7574,473.0219,683.6291,260.8805,323.2235,350.6367,187.5057,1721.2887,16064.7407,792.657,182.1703,244.9597,997.6972,174.0798,3745.5253,743.3241,1378.9298,570.774,3540.8675,7018.8281,2293.0172,1223.4575,3958.8815,2988.0253,1407.4063,812.8512,2962.7522,0.0
ROW_M,1699.5512,136.5841,4792.6876,962.4759,651.9719,3204.1534,918.2392,122.465,412.9074,782.1544,899.8599,1023.2888,298.6002,463.5878,477.9887,360.4352,486.7187,329.206,415.2336,343.0197,111.2666,450.6524,1108.4494,598.0974,6777.8595,9623.789,1145.6643,370.3318,445.0579,874.1073,218.9382,1360.819,1540.866,2769.9832,1198.1181,6347.018,2079.6457,7081.798,1858.4925,4501.6552,2027.4782,1471.3034,853.5798,1763.9824,0.0
ROW_N,1036.1336,124.0528,3601.9418,683.9201,619.9914,2009.2383,584.1753,91.1487,320.2498,429.5295,494.8095,456.8045,227.0516,356.9394,373.1399,284.895,319.7173,201.203,262.3338,232.9066,70.1891,336.2814,721.3399,452.1069,3291.4816,5909.9298,1774.8191,746.898,1210.4248,1087.2929,306.187,1527.9213,906.3683,2251.5866,788.479,3208.1847,1344.3132,2266.3944,2984.8896,3974.9845,1984.0787,1856.4504,775.0457,1270.3853,0.0
ROW_O,653.6762,98.8561,6306.0722,309.7367,168.7844,852.6202,279.0602,64.6387,200.2445,339.8395,552.4522,209.5046,116.2292,221.8536,495.1551,164.789,127.5285,109.082,227.1314,388.924,33.1894,194.9658,4054.5223,1619.0812,2788.4224,2812.8211,1207.4381,596.9208,742.0131,1566.1141,265.1645,688.0241,552.675,1967.1511,283.9873,1481.6765,1078.8076,1764.6328,776.2411,13504.0087,3408.1161,3352.0725,742.0925,1106.1492,0.0
ROW_P,320.6632,346.3255,1042.716,128.4397,74.6524,328.8892,104.373,91.9073,502.9678,141.499,157.1939,134.3993,56.4395,377.4197,221.4311,181.3346,106.9539,225.6262,118.9291,233.3555,34.7595,74.9135,950.6192,218.7627,690.7728,1714.11,284.3143,161.8122,325.1434,220.6603,56.2541,227.8172,454.1864,511.4138,290.8172,2767.5694,250.8821,943.8949,448.9467,5500.7958,9907.5578,863.3863,849.9357,452.0479,0.0
ROW_Q,568.616,47.8184,2499.6496,166.5873,23.6514,213.7101,88.4201,24.5387,39.9463,115.0005,108.0591,87.8392,28.4129,61.023,122.5367,100.6842,28.4063,33.5933,62.8026,222.9953,38.3537,45.1188,146.7229,125.4796,419.0956,452.58,144.3324,39.7992,148.9157,109.5054,33.9667,153.672,70.0871,107.3516,53.6405,1335.3743,73.8583,371.9796,180.8187,3067.4182,2298.4438,12114.7251,135.0087,963.881,0.0
ROW_R,90.4458,24.7628,101.8103,22.5315,12.6383,153.17,37.4201,8.4817,23.5129,25.0998,33.7138,15.9056,14.4366,33.013,69.6891,34.468,17.5016,16.4713,30.8751,46.8475,5.1439,16.2152,34.6773,21.2246,116.5495,1463.7472,103.8846,65.6651,45.6216,105.8497,14.4432,260.8834,790.2854,160.8508,42.84,303.199,90.8813,282.0872,170.2832,878.4038,691.1474,120.6354,3069.1776,302.7843,0.0
ROW_S,1615.8642,336.673,500.7659,158.5003,55.0982,452.0833,508.959,29.1617,83.9017,205.2778,230.2191,72.1736,65.6665,168.6707,149.1059,80.0311,85.3138,60.0018,109.0508,60.4963,20.4607,204.4972,524.6493,156.5237,724.8529,2412.0824,1508.7092,291.7968,437.2065,347.0936,44.6858,884.1898,374.1713,592.1233,359.595,809.1751,431.1543,685.5343,646.3674,1290.2652,898.282,1107.8762,348.0952,5368.6653,0.0
ROW_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
