V1,IDN_A01_02,IDN_A03,IDN_B05_06,IDN_B07_08,IDN_B09,IDN_C10T12,IDN_C13T15,IDN_C16,IDN_C17_18,IDN_C19,IDN_C20,IDN_C21,IDN_C22,IDN_C23,IDN_C24,IDN_C25,IDN_C26,IDN_C27,IDN_C28,IDN_C29,IDN_C30,IDN_C31T33,IDN_D,IDN_E,IDN_F,IDN_G,IDN_H49,IDN_H50,IDN_H51,IDN_H52,IDN_H53,IDN_I,IDN_J58T60,IDN_J61,IDN_J62_63,IDN_K,IDN_L,IDN_M,IDN_N,IDN_O,IDN_P,IDN_Q,IDN_R,IDN_S,IDN_T
IDN_C20,1473.4931,3.8434,95.2848,433.8268,309.2224,134.9541,1406.6418,158.0735,892.5673,48.961,2436.9921,165.86,1511.3532,205.956,547.8994,1189.7948,621.4879,750.0109,56.8488,110.3458,146.0204,261.2608,10.8176,689.8158,796.724,1008.8476,4.4966,5.2129,0.0897,2.8459,8.4112,6.922,102.8742,1.9345,14.9274,17.8492,325.7837,65.9841,497.11,54.9615,110.6902,273.4929,1.1903,237.227,0.0
IDN_C21,34.6262,2.044,0.2649,0.9866,0.6722,17.3499,5.807,0.0267,0.1774,0.3481,6.8895,252.3455,12.0259,0.2561,1.5661,0.5674,12.9459,4.7996,1.0514,0.3613,0.5365,0.5846,0.0608,0.2161,4.3812,15.8991,3.2099,4.6139,0.4597,0.6615,2.301,1.2845,1.3283,0.2149,0.5006,0.8514,0.5426,7.0441,42.8139,20.9969,8.5023,934.5962,0.0825,53.9674,0.0
IDN_C22,44.2575,2.2275,2.3618,2.9865,3.1519,5.9168,91.0681,13.9394,23.0261,2.1538,30.1558,2.4408,600.0475,4.9307,0.3781,46.5708,259.5768,263.4631,19.6446,308.5024,248.3443,97.9448,0.8645,2.4016,1042.5393,4249.6871,147.7095,8.9586,71.7896,55.0104,16.4896,7.7448,21.6153,5.0363,5.432,46.8533,639.2181,47.3409,206.0515,25.0027,11.6842,36.5958,11.9164,122.6604,0.0
IDN_C23,0.868,0.0311,18.4533,3.3113,0.2867,0.3797,6.4943,8.4564,1.1311,25.7118,1.0781,0.9332,9.8822,243.9923,0.8124,31.652,24.2153,16.0011,1.0314,10.4601,6.5077,17.8871,0.0006,3.7691,5261.7481,39.8139,32.9035,5.5751,0.0051,0.0973,0.0338,1.5382,0.7199,0.1665,2.1783,0.2419,1522.3583,0.0008,91.6443,25.4529,31.2586,70.7358,0.342,76.8898,0.0
IDN_C24,0.425,0.9203,0.1197,44.3585,0.0,14.3081,17.2349,2.0485,205.9713,55.8897,5.5061,0.0201,6.694,44.9911,1041.0154,4807.0786,96.924,261.2772,58.8284,256.2598,200.7645,208.4208,0.0289,7.9935,3417.6432,69.7452,0.0062,0.0,0.0,0.0006,3.7239,0.0,1.7845,0.351,0.0,5.2862,0.0299,0.0,0.0027,0.234,0.0065,0.0422,0.1797,7.9116,0.0
IDN_C25,218.6785,4.2197,0.6626,31.9635,48.8147,38.3635,120.3307,71.1803,13.495,99.9165,20.5061,0.0397,54.5573,197.2829,119.7412,1187.2201,81.6478,262.4669,25.134,254.3242,347.3744,409.1803,28.1815,29.1541,12289.4225,9008.4997,76.3627,28.602,0.0103,2.3585,38.1838,19.52,92.2239,98.6413,199.6022,252.5647,1091.6861,64.7854,542.6804,33.1725,18.5081,84.048,0.4521,427.454,0.0
IDN_C26,0.0028,0.0,4.9861,7.9718,12.8619,0.1888,0.0348,0.0054,0.8339,2.1737,0.3801,5.6815,0.0843,1.3178,11.1703,241.4488,1898.274,823.1587,60.2534,46.0473,135.9559,24.6956,24.0623,12.9587,144.4709,129.3344,11.2927,1.143,0.0393,4.3342,3.576,0.1281,657.7861,359.6882,345.6392,4.7369,0.6893,102.2367,163.478,2.7858,18.9262,116.101,2.7618,314.1121,0.0
IDN_C27,0.5377,0.0894,9.5798,18.881,16.525,0.2973,24.5173,0.0405,5.8117,4.568,0.204,0.263,4.9059,15.9751,16.502,373.58,2176.5777,2441.4846,156.2986,223.2906,594.2499,60.0802,46.7109,3.1304,370.6438,904.5809,55.9802,6.8406,0.4995,11.6507,4.5833,3.447,14.299,21.4079,19.6447,3.4149,420.2641,17.0193,137.0115,29.9009,32.5007,53.9423,4.6116,685.93,0.0
IDN_C28,26.6494,0.8049,96.4267,89.874,33.774,7.1791,29.9027,9.6601,38.6584,6.3348,10.4816,0.5818,7.9732,8.4508,25.9997,41.0025,140.8658,308.0325,680.1491,45.3567,37.7598,38.5488,19.0505,43.3256,71.334,34.9316,0.039,1.3051,0.0059,3.3859,1.8612,0.16,23.6869,13.718,12.4343,0.891,0.3724,84.3113,287.1039,12.5542,1.8357,4.111,0.6087,79.635,0.0
IDN_C29,75.4125,29.9773,91.1708,82.0316,71.9898,64.4083,73.2735,13.054,72.7324,42.3001,36.3194,7.8001,32.4371,21.3715,40.6104,117.3179,87.3688,76.0584,16.7149,2672.235,19.217,35.4527,24.0314,31.7983,323.0793,2615.8356,493.4279,14.5441,28.1275,42.7641,123.7988,25.4077,29.1174,21.6022,29.4448,58.241,519.6971,68.925,767.1442,78.2675,5.1566,27.4271,20.0698,88.1104,0.0
IDN_C30,3.2825,63.639,53.5923,17.7291,1.4515,2.5675,11.5642,0.2803,1.9342,1.6957,0.9787,0.1608,0.8153,4.8447,1.622,265.2367,23.3217,22.1763,1.2173,2.2709,4780.8054,7.1431,1.5858,2.0075,7.8852,101.9076,32.0706,127.073,180.083,43.1562,144.7233,7.4025,1.3163,4.2409,7.3483,1.0352,35.6476,6.8842,60.864,90.8145,0.2993,0.62,1.4359,33.7052,0.0
IDN_C31T33,35.8073,9.5102,66.2859,22.0687,10.1075,16.4157,26.5458,3.6917,20.2412,14.61,14.2363,0.0404,1.722,2.2964,4.1353,21.2444,10.9472,17.4863,1.2515,0.8943,1.7655,53.3896,16.2961,18.1391,60.9228,743.0067,17.657,132.4012,97.1263,7.2541,8.3795,2.4081,84.1735,135.9414,81.2686,32.7643,220.3404,46.0585,474.7539,11.1726,47.1726,180.7728,232.3601,145.9093,0.0
IDN_D,13.3788,8.0576,35.1951,5.7706,1.2553,106.9158,271.3325,26.1479,204.4287,39.404,100.345,9.3724,73.7671,104.6392,146.0197,463.2031,186.4546,318.4984,48.9954,36.9299,94.35,152.8667,7343.7242,265.901,87.4723,3752.0043,45.2772,9.3527,2.2425,49.455,37.4192,34.2825,145.0682,175.3107,119.6299,38.0,455.1525,33.3564,475.8263,35.1021,10.0788,134.3245,38.8617,216.1083,0.0
IDN_E,4.9826,2.3697,16.6604,2.9487,0.4852,25.9378,41.6495,1.9818,35.4809,2.9491,10.0743,4.9122,8.2294,15.9474,339.1367,66.6917,13.6992,12.1613,1.4538,11.5728,14.7947,7.4635,12.5679,741.2388,14.611,650.7156,0.3562,9.6578,1.2564,8.4297,2.0378,5.28,4.3626,12.3059,4.6764,1.3763,50.5292,5.4744,164.3148,3.2029,3.2873,117.474,1.5963,22.5153,0.0
IDN_F,497.6912,9.4393,246.8422,211.5912,209.3596,11.9754,6.0325,0.4038,26.0098,17.1039,1.1219,0.0477,0.1053,42.6998,24.6428,7.4805,0.2276,0.1698,0.1617,0.1421,0.3717,4.2574,10.7217,82.6767,105.4232,3414.6869,29.4598,34.6322,0.6636,133.3583,107.4265,5.0849,64.2605,321.9312,8.4739,43.1784,9396.071,206.008,217.2865,72.0377,24.288,15.135,21.4446,16.6617,0.0
IDN_G,4629.5387,840.2235,665.844,594.057,442.4428,14313.1807,7947.5314,1166.731,1853.159,857.7034,2338.3981,395.1661,2000.2285,749.6633,1100.1717,3547.5555,4059.4269,3591.5894,1172.7434,5038.555,3265.9761,964.5465,1432.6844,422.2561,14187.3364,22264.9329,1795.5738,553.3872,780.2065,152.9775,429.8883,3782.224,1704.4274,529.1652,746.1081,370.5644,4314.5198,547.851,4847.0467,308.2196,402.1029,3631.2966,348.9534,1974.9355,0.0
IDN_H49,189.6966,31.1483,202.3778,173.2013,169.6934,601.3863,296.6145,56.3543,373.2132,134.7798,197.0228,25.2876,123.4089,164.3842,213.4447,447.1025,143.8966,166.2432,53.4337,101.5005,152.1607,92.8245,190.0109,84.1247,1406.9438,4076.6368,136.2905,35.3152,37.8848,10.8468,45.6002,108.5915,76.4359,96.0449,46.6409,15.3528,184.4789,59.4345,545.648,78.6663,53.7602,197.1091,19.3459,74.5636,0.0
IDN_H50,37.1267,6.1742,42.9675,12.2091,7.4069,113.7045,50.4818,9.4606,18.7446,34.4875,35.8853,2.4818,21.4797,21.3519,32.3991,57.6332,15.6613,17.8103,6.8014,12.278,17.1405,9.4254,24.2082,6.1371,181.1119,216.0717,21.0766,5.0094,7.7151,41.4508,190.2874,21.052,16.8115,19.6537,8.9255,1.9224,28.2806,21.0374,460.4849,4.2248,3.5119,19.8527,2.2205,11.7529,0.0
IDN_H51,41.1302,5.5767,65.7672,24.4784,14.8867,112.9818,73.5597,10.0697,24.6341,29.1945,47.3142,3.9405,29.2111,20.3442,38.1704,88.9722,41.0356,37.9585,18.0471,19.3195,28.4831,14.02,25.8636,11.3796,199.2361,825.8155,19.6774,9.9938,55.0713,50.5957,30.6545,19.5916,28.3452,24.1808,20.5489,10.8784,141.5891,64.1085,476.7187,64.3439,7.6232,26.6002,12.0618,17.8815,0.0
IDN_H52,28.0218,4.153,22.1574,9.3697,6.6675,84.0653,29.0087,25.9495,10.7375,17.5021,21.5104,2.8901,13.0404,18.5707,19.6368,33.7097,8.6337,9.9711,19.5489,21.6516,17.0646,5.0402,15.1336,4.5094,142.4207,656.7263,67.1716,253.4,346.5025,124.0773,28.5034,13.2139,68.3636,8.5543,7.4347,1.4913,26.242,13.9991,177.1805,13.702,2.8856,14.388,1.1476,8.8373,0.0
IDN_H53,4.628,0.0898,0.0868,6.0088,1.4983,10.7586,19.9811,0.4936,18.647,4.2288,5.3787,5.2028,9.456,8.6397,18.0688,50.5538,43.7802,41.5333,5.6707,18.0456,31.8066,23.3086,0.101,2.5609,66.8879,1772.6623,0.2642,0.0949,0.0005,6.2136,1.6511,1.5262,12.5268,7.2302,8.3479,7.8876,23.0555,24.5558,226.4383,5.4513,0.3188,0.9116,0.8899,16.3883,0.0
IDN_I,11.7012,0.2959,45.8873,16.823,27.5642,38.5561,74.9378,14.6019,66.1141,29.5027,21.5572,7.7664,14.5589,43.6258,34.2978,52.1477,46.2762,46.2226,7.3641,20.7302,62.6381,27.7357,11.416,8.3718,401.8013,3463.567,6.0383,13.081,191.4376,10.9415,9.0243,4.8856,64.4595,119.3932,53.0597,7.7828,175.4636,101.0139,411.9329,559.2858,14.2846,14.5821,24.7173,33.8408,0.0
IDN_J58T60,0.8972,0.04,0.1213,9.902,2.0229,272.6697,193.7095,17.4262,108.3633,24.7975,178.6829,23.1572,27.9701,13.5691,3.9025,40.587,130.1053,54.1955,2.6845,53.3093,164.5456,103.9329,9.5223,1.9817,87.4905,1675.9415,0.6138,3.6845,23.3984,39.505,128.3204,36.9401,2695.3498,817.2057,820.5601,231.1476,1796.516,455.9997,2299.1755,44.8829,158.4551,100.7573,131.4777,19.7254,0.0
IDN_J61,15.1288,0.0194,64.8087,39.4022,37.3663,81.492,111.3262,15.4226,114.6066,15.5471,50.7634,10.4888,12.2546,21.9489,35.9972,89.0156,46.2253,71.4324,13.4322,21.5053,56.1911,58.7535,83.801,20.6934,234.3891,6118.6638,27.4277,46.8118,119.3912,120.8519,150.5683,12.3503,933.6216,5268.1894,584.6068,223.7013,860.8915,225.6346,1165.5884,85.0647,26.8908,126.2947,41.8234,216.9161,0.0
IDN_J62_63,8.7567,1.1596,3.9344,11.2104,0.9713,125.3343,136.9332,14.9953,93.4347,54.4049,34.4737,13.219,23.3573,16.1,2.9893,22.0005,80.4039,76.4077,27.593,42.0258,59.8111,57.911,15.3012,2.6842,161.2726,1102.9109,35.4503,36.5564,67.0489,43.0309,59.1754,9.9697,362.5277,893.6322,1498.8668,127.8963,1178.8687,332.9303,996.4693,19.3512,11.2624,72.5807,52.493,116.8729,0.0
IDN_K,395.9532,26.703,319.1943,89.488,123.2087,166.7766,199.8467,26.7362,260.1305,26.7137,99.8369,10.7044,64.0684,26.2184,57.6281,80.5512,41.4986,75.6112,40.1508,67.6631,73.4958,58.6336,100.8714,24.9757,297.3096,9972.2207,50.8018,100.5045,60.3931,58.2199,124.1876,25.8536,141.9201,341.0857,158.7577,195.3551,4739.7969,310.9498,1108.7766,203.6207,25.9644,129.8454,49.8255,85.3792,0.0
IDN_L,0.6695,0.198,47.4738,15.7184,18.0608,4.1012,17.5522,0.9876,42.1872,7.1184,12.2537,0.3108,19.9335,6.5373,26.175,83.4049,31.4156,19.4561,0.9984,2.3036,27.1806,1.468,8.1939,2.8576,109.1831,16689.5364,42.8107,4.199,1.9338,26.8097,108.2899,19.0893,10.3295,722.6164,270.3167,54.054,580.7899,192.562,1754.9,7.8903,28.8412,34.6422,20.7759,359.252,0.0
IDN_M,0.01,0.0076,463.6471,31.1025,25.0812,1.0574,1.9231,0.2542,15.5786,12.0583,0.4555,0.0101,0.218,17.6351,6.3328,4.8324,6.2435,2.3101,0.1752,9.3299,37.8635,3.8119,19.3312,1.2101,287.9958,1530.4036,17.9914,10.0601,6.9492,10.8455,59.205,5.7255,76.5679,219.1867,120.8658,59.1493,882.5922,151.103,375.5572,14.9718,9.4441,3.4376,5.6673,26.8572,0.0
IDN_N,284.9611,10.3589,704.5983,267.7109,203.2835,161.9172,187.8264,64.6331,140.3524,155.8882,77.3154,64.6334,62.5108,53.4589,85.6146,303.1353,298.0538,377.6602,105.8831,143.309,247.8,131.9318,343.0258,221.2256,774.3193,8484.271,414.0543,341.2155,682.2338,131.0709,524.8661,40.0153,697.9786,1679.831,595.5269,419.5435,4540.8978,479.1658,2227.9249,221.9203,115.4204,560.5304,133.9959,437.0843,0.0
IDN_O,26.3112,0.1334,33.0658,2.2278,0.5329,6.6297,8.0709,0.0001,11.4625,5.4427,7.5721,0.2321,5.2559,0.8136,0.8497,0.3698,0.0083,0.0295,1.5786,13.2348,13.7407,0.3278,0.0024,32.2304,54.9301,9.7348,18.1526,4.3365,3.9039,0.13,0.1556,6.8677,8.2992,360.9256,37.7623,19.2486,534.3645,41.3383,48.2244,0.5668,1.2611,3.6859,1.3661,2.2877,0.0
IDN_P,0.0,0.0,2.5211,0.5169,0.0931,0.644,1.9686,0.0222,3.0953,0.7963,0.9865,0.8502,0.3221,1.2914,1.2459,1.3577,0.708,0.3896,0.4004,0.535,0.2711,0.0408,1.6454,1.923,12.9181,165.8664,2.079,0.1321,2.019,1.7196,4.71,0.5031,11.1701,15.2584,7.3641,23.3003,0.3102,3.9195,110.57,6.2937,60.0976,8.6627,0.4386,4.0724,0.0
IDN_Q,0.2052,0.3477,25.1176,8.7779,13.2286,6.0753,18.0578,0.0654,57.2494,2.5979,6.4129,7.9002,1.7303,4.0336,26.5948,46.9783,2.3141,3.2537,1.1962,7.4956,14.2256,1.798,10.7573,8.098,48.7401,464.9458,1.5507,11.2822,2.6889,13.639,31.4336,0.7284,12.2281,5.6461,2.507,30.9195,49.9844,24.8891,234.4593,12.0167,6.8254,1422.7729,2.4507,22.5998,0.0
IDN_R,0.0,0.0,0.3058,0.0,0.0,6.6441,0.6293,0.126,10.3192,0.1407,0.4833,0.285,0.0923,0.0183,0.0017,0.0788,0.9639,0.5808,0.0036,0.381,0.8649,0.5744,0.8547,17.9809,0.1064,560.9691,21.9349,0.6808,1.6447,0.6656,4.7314,27.3342,138.3427,5.6783,8.1954,1.101,93.101,151.8143,583.9457,46.0477,0.37,6.8997,1531.2222,15.593,0.0
IDN_S,62.2927,0.3113,1.7505,15.9945,23.1387,0.837,1.1752,0.2592,24.4411,4.5814,4.6711,18.7722,12.2255,0.7099,5.6428,2.7951,1.4511,2.0319,1.0059,0.1739,0.4656,0.5218,0.0696,14.2398,29.7847,192.4428,9.3651,1.273,1.5056,6.6678,15.581,4.8038,50.4035,25.0223,43.2294,1.7748,12.3734,12.8355,1356.1335,190.6746,5.1675,15.2434,6.0203,1781.2607,0.0
IDN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
