V1,SEN_A01_02,SEN_A03,SEN_B05_06,SEN_B07_08,SEN_B09,SEN_C10T12,SEN_C13T15,SEN_C16,SEN_C17_18,SEN_C19,SEN_C20,SEN_C21,SEN_C22,SEN_C23,SEN_C24,SEN_C25,SEN_C26,SEN_C27,SEN_C28,SEN_C29,SEN_C30,SEN_C31T33,SEN_D,SEN_E,SEN_F,SEN_G,SEN_H49,SEN_H50,SEN_H51,SEN_H52,SEN_H53,SEN_I,SEN_J58T60,SEN_J61,SEN_J62_63,SEN_K,SEN_L,SEN_M,SEN_N,SEN_O,SEN_P,SEN_Q,SEN_R,SEN_S,SEN_T
SEN_C31T33,0.2308,3.247,0.0486,1.6753,0.0506,5.9716,1.2848,2.5459,0.5921,0.0012,0.7295,0.2077,0.1886,0.9102,0.0171,0.3411,0.0001,0.0104,0.0035,0.0016,0.534,5.534,3.0986,4.1036,1.2132,2.0201,1.4627,0.1357,0.4237,5.0301,0.0202,1.1333,0.1713,0.9232,0.7219,3.3716,0.1855,22.0836,1.7707,14.0982,11.6242,3.7848,0.3222,0.4502,0.0
SEN_D,23.5652,9.5531,0.0551,1.1622,0.0528,65.0257,25.7811,1.7744,2.3074,0.027,13.9671,0.8701,4.031,70.5119,0.1702,1.102,0.0057,0.4428,0.2693,0.0487,0.7854,1.2662,5.8781,26.3351,1.7031,23.0679,1.2692,0.0204,0.1179,5.2904,0.0645,12.0298,1.7077,19.1429,0.852,18.5473,2.9591,14.2796,4.3683,19.7169,4.7375,8.9178,0.72,0.8448,0.0
SEN_E,18.231,0.1531,0.0351,0.3477,0.0045,5.0589,0.7374,0.1786,0.1097,0.1805,0.7356,0.07,0.2193,2.6684,1.4997,8.346,0.0,0.0564,0.0048,0.0017,0.0963,0.1644,1.5918,4.9892,3.2681,6.892,1.2893,0.1277,0.0485,0.5718,0.0091,2.7193,0.1052,0.3706,0.0626,1.3287,0.7557,2.6489,0.5414,23.142,3.3122,2.8002,0.152,0.1982,0.0
SEN_F,0.291,0.0534,0.2229,1.3698,0.0876,3.9175,0.369,0.7658,0.3577,0.1604,0.1979,0.007,0.1307,10.742,0.0014,0.0236,0.0001,0.0057,0.0125,0.004,0.014,0.3737,0.6367,0.1691,59.9451,5.4026,0.4497,0.0024,0.0171,6.6468,0.0001,3.1701,0.0788,2.7257,0.1336,1.0846,10.3886,4.509,1.5991,0.146,1.226,2.7954,0.1976,0.2281,0.0
SEN_G,66.6517,20.0881,1.2888,21.3215,0.8383,225.4772,28.2498,6.6761,8.5749,2.7697,10.5744,2.8506,2.5393,30.702,1.0001,6.1851,0.0638,3.0816,0.9507,0.0758,2.2059,8.0654,50.1569,14.083,70.4914,39.4087,49.6125,1.7115,4.2864,26.626,0.2297,47.0338,2.412,33.4028,2.6754,11.714,3.7367,56.2532,18.6995,50.6304,15.6899,28.1406,1.16,1.9541,0.0
SEN_H49,22.5289,2.0741,0.9739,9.7684,0.1859,35.2373,4.7233,2.313,1.028,0.4358,6.6231,1.4662,0.847,7.7286,0.2757,2.4419,0.009,0.2998,0.5694,0.0402,0.4179,1.4651,7.7198,1.6612,14.527,73.8676,4.5085,0.2973,0.5984,14.3444,0.3968,8.0461,0.3967,11.9078,1.3785,1.979,3.3778,14.146,5.1365,5.5868,3.7615,9.4986,0.4924,0.8093,0.0
SEN_H50,0.3532,0.0556,0.035,0.1561,0.0045,0.1012,0.0974,0.0319,0.0608,1.5408,0.0661,0.0236,0.0073,0.0338,0.0582,0.0127,0.0005,0.0269,0.0117,0.0008,0.0211,0.0496,0.7374,0.0533,0.3444,0.0998,0.2867,0.0038,0.0551,0.0336,0.033,0.155,0.0076,0.2746,0.0093,0.0293,0.0133,0.1104,0.0872,0.0883,0.0376,0.0687,0.0035,0.0066,0.0
SEN_H51,0.289,0.0645,0.0048,0.0782,0.0025,0.7353,0.075,0.0267,0.0365,0.5704,0.0723,0.0119,0.0318,0.1691,0.0071,0.0736,0.0003,0.0144,0.0056,0.0003,0.0169,0.038,0.3274,0.0229,0.4496,0.1046,0.1396,0.0068,0.0147,0.0369,0.0831,0.1245,0.0648,0.1279,0.0007,0.0105,0.0013,0.1532,0.0322,0.0313,0.026,0.0281,0.0018,0.0035,0.0
SEN_H52,4.2515,6.9434,3.444,10.6186,9.86,48.7268,3.1495,1.6237,2.9819,5.5447,4.4055,0.8094,1.2674,9.4356,0.0774,0.8287,0.0562,0.2233,0.3913,0.0972,0.6882,3.2763,3.5112,9.3528,9.1987,134.8314,13.8523,0.9132,0.3337,123.8984,0.4429,1.6435,1.5338,11.6612,1.6973,0.5779,3.306,36.7885,4.9026,1.628,0.682,2.5379,0.1479,0.2894,0.0
SEN_H53,0.0218,0.0323,0.0098,0.0532,0.0046,0.3594,0.0338,0.1532,0.0738,0.0706,0.0511,0.0982,0.0415,0.0702,0.0003,0.0081,0.0,0.0,0.0193,0.0,0.0049,0.0089,0.0002,0.0,0.0002,1.0027,0.0873,0.008,0.0124,0.9066,0.6615,1.7417,0.0037,0.4897,0.0625,1.1487,0.0126,1.7679,0.1156,0.4729,0.156,0.2859,0.0099,0.0178,0.0
SEN_I,0.6949,0.1916,0.1952,1.2313,0.0524,2.5429,0.2475,0.0427,0.0792,0.2149,0.1568,0.0779,0.0322,0.2068,0.0011,0.0271,0.0004,0.0429,0.0066,0.0002,0.0156,0.0781,2.4458,0.1825,0.3245,1.4593,2.3988,0.0639,0.1433,1.7824,0.0208,3.3918,0.0458,3.6037,0.1901,4.7385,0.0979,4.8226,1.1951,29.2559,6.0101,14.3807,0.392,0.6802,0.0
SEN_J58T60,0.0093,0.0353,0.0096,0.0318,0.0105,3.3026,0.0372,0.0015,0.0326,0.0,0.1124,0.0537,0.0095,0.0595,0.0002,0.0042,0.0,0.006,0.0028,0.0,0.0097,0.0171,0.0827,0.0354,0.0019,1.2774,0.1717,0.0012,0.0429,0.2656,0.0023,1.1613,3.3606,3.4348,0.1712,0.6284,0.0666,40.576,1.3123,0.0439,0.4764,0.0443,1.583,1.4326,0.0
SEN_J61,1.7509,2.1864,0.2037,1.4372,0.1248,7.6117,6.634,1.6814,0.449,0.1202,1.0804,1.0242,0.1814,1.4836,0.0354,0.9505,0.0,0.1737,0.0447,0.0239,0.1194,1.0912,1.0394,0.8327,5.3005,35.1341,7.0001,0.0778,0.2584,8.2764,0.1267,3.9098,1.8455,177.8405,1.015,13.9406,6.0694,16.1929,8.649,32.538,5.2633,3.2879,0.5018,0.7677,0.0
SEN_J62_63,0.56,1.0873,0.2369,1.6304,0.0413,3.6086,0.2088,0.0797,1.2227,0.2137,0.4285,1.1029,0.0822,0.3696,0.0292,0.1311,0.0007,0.0556,0.0197,0.0004,0.0558,0.1385,0.9214,1.006,1.8663,3.083,0.7366,0.3019,0.4357,9.4114,0.4979,0.5196,0.1721,4.4689,3.9615,0.3695,0.2377,3.1142,0.918,8.4154,0.34,0.2186,0.0893,0.1911,0.0
SEN_K,3.2563,1.3502,0.4158,4.4336,2.4222,26.8385,1.1383,1.5402,3.5763,9.9928,7.8508,1.0081,4.4435,12.5621,0.1787,2.6423,0.019,0.0491,0.0439,0.133,0.1955,0.7877,7.6994,6.7466,10.3164,51.7796,20.3226,0.2534,2.99,26.6103,0.0671,5.2849,2.3037,13.2969,0.863,40.4094,79.5356,18.9178,7.38,20.7625,0.5855,9.4958,1.8022,3.1819,0.0
SEN_L,0.6347,0.4331,0.2188,2.3317,0.3061,17.6418,29.7576,1.8069,0.6559,0.0,0.6158,0.6606,0.164,1.7376,0.0498,1.2511,0.0,0.0,0.114,0.0785,0.1172,2.4187,1.0104,1.385,11.5674,101.4109,7.2927,0.1345,0.6531,13.5969,0.3381,9.1745,3.0236,18.2451,2.2181,12.0642,4.6404,26.7495,8.2279,17.7323,8.1648,9.0131,0.7356,1.1943,0.0
SEN_M,26.2455,3.6847,6.1665,51.9195,0.8876,39.371,4.0454,1.5379,1.6229,0.7593,4.7909,2.6097,0.8957,11.6024,0.0333,0.5865,0.0052,0.5947,0.1761,0.1229,2.3267,1.6548,10.0536,36.9297,30.1486,26.4943,8.1647,0.2628,1.1829,28.7571,0.2611,9.3111,1.9693,106.1088,5.4424,102.7332,7.5439,362.3385,11.8763,84.3055,14.9394,28.2947,1.7326,2.2298,0.0
SEN_N,0.8046,0.6729,1.1138,5.8571,0.306,28.5168,1.7594,0.967,0.3595,6.0568,2.0695,0.9786,0.3817,0.6734,0.0144,0.2938,0.0,0.1161,0.1548,0.1054,1.0375,1.56,6.1647,4.1335,17.7815,17.025,1.4098,0.2967,1.2087,21.2725,0.2789,4.6698,8.4161,64.7746,1.1836,52.933,2.9419,17.2118,21.3356,8.0765,3.6096,18.3644,3.1944,3.2785,0.0
SEN_O,0.11,0.0215,0.0005,0.0106,0.0003,0.3606,0.0472,0.0065,0.0109,0.0003,0.0133,0.0025,0.0026,0.0344,0.0001,0.004,0.0001,0.0039,0.001,0.0,0.001,0.0083,0.0621,0.0097,0.0741,0.0296,0.0399,0.0012,0.0049,0.012,0.0001,0.0791,0.0033,0.0364,0.0025,0.0125,0.0018,0.0486,0.012,0.0392,0.024,0.0127,0.0011,0.0018,0.0
SEN_P,0.0331,0.3722,0.0292,0.1246,0.0008,0.2375,0.0411,0.0189,0.0023,0.0935,0.0496,0.064,0.0112,0.005,0.001,0.0149,0.0,0.015,0.0024,0.0,0.0248,0.0177,0.0091,0.4198,0.1201,0.6757,0.1228,0.0575,0.1258,0.9561,0.001,0.0537,0.4835,2.5333,0.1118,0.4045,0.0187,1.273,0.3526,0.1089,0.6051,0.3292,0.071,0.1215,0.0
SEN_Q,0.0525,0.0083,0.0002,0.0041,0.0001,0.1506,0.0187,0.0075,0.0042,0.0001,0.0051,0.001,0.001,0.0134,0.0001,0.0015,0.0,0.0015,0.0004,0.0,0.0004,0.0045,0.0242,0.0037,0.0288,0.0124,0.0156,0.0005,0.0019,0.0047,0.0,0.0344,0.0013,0.014,0.001,0.0053,0.0007,0.0187,0.0046,0.0179,0.0095,3.4524,0.0005,0.0007,0.0
SEN_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0613,0.0,0.7241,0.0,0.0,0.0,1.2749,0.0,0.0,0.0427,0.4054,0.7712,0.1121,0.0
SEN_S,0.0,0.0,0.0,0.0,0.0,0.0,0.1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8776,0.0,0.0,0.0,0.0,0.0,0.0941,0.0,2.2517,0.0,0.0,0.0,2.8258,0.0,0.0,0.0802,3.0205,0.304,0.8283,0.0
SEN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
