V1,CAN_A01_02,CAN_A03,CAN_B05_06,CAN_B07_08,CAN_B09,CAN_C10T12,CAN_C13T15,CAN_C16,CAN_C17_18,CAN_C19,CAN_C20,CAN_C21,CAN_C22,CAN_C23,CAN_C24,CAN_C25,CAN_C26,CAN_C27,CAN_C28,CAN_C29,CAN_C30,CAN_C31T33,CAN_D,CAN_E,CAN_F,CAN_G,CAN_H49,CAN_H50,CAN_H51,CAN_H52,CAN_H53,CAN_I,CAN_J58T60,CAN_J61,CAN_J62_63,CAN_K,CAN_L,CAN_M,CAN_N,CAN_O,CAN_P,CAN_Q,CAN_R,CAN_S,CAN_T
CAN_C20,1944.075,9.7707,413.1407,198.6365,69.5045,262.9297,288.031,223.1776,957.7438,626.5539,4824.6235,887.2135,2252.9847,131.0762,626.5229,207.9262,43.8888,74.7421,149.0517,406.226,47.5899,291.6852,127.4268,21.6895,1286.8542,347.5977,70.3996,1.9139,12.935,52.1673,25.3262,55.1748,133.9435,23.0656,82.5177,269.5069,148.6421,164.7767,443.3231,309.3364,32.41,576.8909,22.5319,412.2979,0.0
CAN_C21,27.6267,8.556,18.6142,6.3742,6.03,45.0621,3.041,7.7002,14.1888,10.3473,20.867,490.0235,12.6416,9.8966,14.2725,13.1845,6.2823,3.6397,14.2569,21.3759,7.5132,11.6891,7.3437,3.1478,106.4463,68.1164,10.2561,0.9092,4.6696,4.8417,1.9675,26.319,11.2489,9.5775,8.559,42.9515,18.961,26.3136,19.5792,1945.5832,24.8534,1052.6108,10.1919,19.3921,0.0
CAN_C22,25.7106,2.7395,60.9831,24.0792,46.4949,890.9306,98.8167,88.6244,249.004,15.9673,182.4702,87.2353,1475.8922,101.4448,16.9358,200.5321,55.5987,57.6815,144.5972,1625.1525,24.1409,500.5016,90.3852,15.035,3993.6149,645.2229,195.564,3.0235,13.418,42.9326,12.1163,73.9654,16.7114,18.1467,42.7809,141.828,74.0059,58.8432,90.0053,76.7697,22.8076,160.5206,15.9445,93.1432,0.0
CAN_C23,73.7936,1.7586,48.9441,49.1314,188.3003,146.5517,8.519,118.5296,69.5776,55.2555,93.9022,25.44,136.1341,2674.0409,374.6865,143.5697,7.7201,104.6321,62.5029,819.8601,166.2332,73.6269,15.1014,5.9487,9088.1435,175.3988,10.1765,0.6416,3.8764,7.161,2.2455,101.0856,18.6146,17.3258,17.5374,116.2534,49.4226,90.3365,107.9157,82.0365,25.2209,86.8905,14.1377,27.5511,0.0
CAN_C24,315.7799,6.8642,692.3901,108.101,405.637,46.0427,30.3731,65.0215,147.1376,61.9786,536.0047,85.4661,277.5678,143.2021,8712.1397,3854.1797,92.58,791.6868,1668.7936,1477.8394,341.2825,1169.8471,24.0238,5.2264,1757.2519,187.6601,17.9796,3.653,3.4384,28.4464,3.6886,16.4564,31.4232,12.824,17.686,106.1014,41.215,91.0165,107.361,75.1627,40.7955,220.3547,17.881,69.4074,0.0
CAN_C25,143.3924,11.6226,388.8294,106.8518,84.7811,456.1404,15.1842,94.3685,70.5152,31.968,58.2197,13.1024,112.2775,80.3658,561.6575,1404.5088,158.2553,92.3973,705.8839,3571.3047,346.3316,375.1147,60.0846,55.1844,8628.0188,284.9099,97.9075,6.0915,9.6061,52.9872,12.8209,46.0434,70.4667,84.3222,120.8142,241.856,338.0667,156.5582,315.4877,341.8194,52.8526,451.5723,58.0706,58.4893,0.0
CAN_C26,34.545,5.3706,97.665,13.9271,65.4879,44.2233,4.0033,15.691,27.4701,13.2007,18.9985,7.6241,13.1595,18.3943,22.942,25.7612,928.3784,108.263,113.1226,303.2574,34.1821,36.8893,16.2728,15.9325,763.3475,79.0922,17.1271,1.4892,4.7082,14.4012,5.451,30.9786,126.6079,740.5214,77.3376,71.6603,37.6299,74.5628,83.5288,135.5688,31.9993,354.0236,26.6646,66.0606,0.0
CAN_C27,48.1197,3.1128,41.8662,33.3706,39.81,23.7607,3.4539,13.1967,37.4733,17.0038,7.2365,3.1869,6.2928,8.8849,99.8662,68.2752,169.4368,368.5682,141.9915,155.6951,32.3616,22.2526,7.5359,18.0963,1337.5042,104.7836,21.8545,4.4806,3.2949,7.8426,1.763,11.8528,11.2333,165.821,26.6548,89.4731,102.7998,34.7103,118.6064,65.5206,7.5451,138.0171,5.8558,10.937,0.0
CAN_C28,209.5539,18.8076,477.2278,233.8121,261.02,105.8298,11.1524,35.465,70.4152,29.2195,34.8011,20.7989,37.1364,42.4604,55.2188,100.7983,110.5307,39.5061,1467.5908,188.5361,150.8033,166.4975,36.9668,37.2141,1717.0166,287.4509,61.1749,12.7732,48.6996,39.0073,14.4084,52.5814,114.1791,55.1327,72.9287,170.0265,172.7748,255.7177,207.4138,230.426,107.0693,369.8701,166.4454,64.3515,0.0
CAN_C29,52.6426,6.5827,96.427,46.2296,12.6144,66.9307,7.9832,11.403,33.3074,14.2085,17.5883,6.1423,36.5682,12.4064,30.2493,100.3727,25.5228,10.4818,93.3843,7352.5544,263.4339,104.7906,18.9554,6.2778,483.2829,822.656,208.4573,5.647,17.8022,10.4183,6.6017,44.4965,31.107,25.6797,47.2612,131.1998,71.8847,149.9398,168.2871,77.8374,47.8322,192.1158,63.0611,85.1977,0.0
CAN_C30,26.0892,11.6429,73.5402,28.1648,8.4545,110.5045,4.4316,17.262,55.3918,40.1156,35.8711,9.1552,27.6154,37.4189,42.0985,13.4811,29.1917,14.4801,343.1851,54.1972,3676.4922,39.2915,27.6909,12.1223,89.2136,625.8815,182.7949,27.269,619.0107,173.5616,63.8106,210.774,42.6634,23.3514,56.3242,223.632,98.5544,93.7172,205.7533,191.4566,55.8556,193.8224,317.9347,91.706,0.0
CAN_C31T33,335.9385,86.1555,94.6023,31.5033,20.9332,743.8648,94.6485,367.4097,662.815,221.2939,311.4448,101.7676,248.6258,420.8674,519.1808,432.7389,96.4848,61.3333,290.9239,383.7334,86.4634,833.4486,227.132,154.9792,1374.8584,916.3504,66.9536,15.0793,48.0552,73.5709,53.256,246.2979,247.1015,131.0636,146.5974,317.6567,97.1881,936.166,209.8493,2251.446,577.8304,4072.022,400.4626,422.6765,0.0
CAN_D,637.8752,9.8855,905.1567,527.5461,130.4377,621.6325,49.1625,319.4677,1309.1463,272.5547,626.2627,51.9782,287.6028,361.547,1128.7331,237.7029,82.2148,47.3894,152.3205,304.0858,66.1421,172.6106,40.0908,36.2375,289.5932,1459.6701,337.8913,2.5637,33.6681,134.3326,48.86,606.4844,197.4095,140.0495,116.084,1072.5005,1288.4369,436.1697,290.6047,1801.086,698.5975,1864.1122,383.5114,633.1216,0.0
CAN_E,17.3183,0.9013,174.6824,10.4817,3.7998,102.9705,7.5991,13.7063,111.889,43.2249,113.0835,6.8961,39.6022,25.5904,43.8896,52.1425,8.1098,6.9163,20.885,36.1726,16.8616,47.2112,10.5985,9.1697,173.3412,1132.1752,112.7967,3.3937,32.6636,81.9167,20.6963,209.8571,25.8023,29.4101,54.6506,482.8414,751.4905,138.8728,76.8117,1766.5798,176.6499,656.1633,110.2562,259.4135,0.0
CAN_F,869.3688,81.2909,1292.2638,427.6706,26.2137,164.6163,14.1885,87.3292,121.4243,75.895,77.7183,21.7137,63.9911,145.2687,160.9223,49.7789,28.8567,21.8714,64.7562,72.5922,86.9511,76.5878,1519.7239,164.4196,321.702,1664.0259,1566.239,41.2748,15.5143,286.9399,39.0307,474.4792,101.432,222.247,119.4619,1448.631,14419.0751,325.4512,262.6247,5053.395,2736.6028,2160.4525,344.9986,347.3316,0.0
CAN_G,4833.5153,401.6843,1929.7317,808.1854,772.641,9996.9215,742.9819,1077.1432,2458.7792,1567.5545,3062.2089,1301.8277,1900.7315,1434.6532,1986.138,1722.2958,1081.024,634.5006,1914.3324,4017.1743,914.2043,1737.0997,565.9002,491.4177,16141.1757,5073.2823,1750.5546,159.3965,808.8166,650.9613,337.9934,6522.4496,1345.7352,1235.537,971.122,2548.3528,1595.6178,2783.8313,2661.3939,8330.2526,1620.074,7710.2434,1277.4602,1456.8961,0.0
CAN_H49,1753.0481,116.6066,673.0091,339.1402,380.4455,1859.1569,90.9867,627.0947,634.747,2587.3684,637.3051,110.4794,274.4894,425.556,924.3053,446.4716,104.7456,170.9787,316.1294,1359.1743,75.5551,348.7598,258.5766,15.8314,2574.1245,3332.047,10756.2455,46.3634,170.7211,4428.695,1552.5062,185.0443,108.2983,47.7176,36.8135,269.2357,180.9816,129.2764,244.1072,1851.1799,3489.114,261.0751,123.9217,202.9972,0.0
CAN_H50,34.5041,2.73,32.7999,1.0525,8.4043,71.0805,6.6792,16.6011,8.8586,124.5608,45.2247,10.7269,25.5232,14.7626,78.3079,28.7893,19.2695,11.16,31.7627,95.8055,16.5434,23.1175,10.1892,2.3658,68.3789,45.7122,34.0345,5.2528,28.1334,3.4138,3.6117,21.0495,8.831,14.7025,5.3729,13.5242,12.8728,9.2288,12.1935,42.4297,6.1509,42.6304,6.19,8.7022,0.0
CAN_H51,102.4764,8.5965,71.7884,22.1981,28.9869,175.4354,13.8239,39.4894,70.1428,223.0939,96.5614,22.8754,55.5834,37.3117,154.0948,65.1941,42.1981,23.8436,68.7132,182.1158,37.6796,53.7302,33.4562,6.1123,357.2254,237.2641,136.0415,26.1007,191.39,21.0121,162.1152,61.6308,50.7099,60.1197,14.0749,35.6644,46.8465,27.3464,115.594,177.1916,70.2948,84.8911,17.6299,22.267,0.0
CAN_H52,153.5578,95.7677,394.9676,95.3299,19.572,1193.8459,28.2727,276.8779,388.1157,411.6242,341.5801,56.1241,291.6287,260.7339,255.4665,158.9638,150.0445,71.6358,207.0332,275.4598,123.5554,226.3297,33.1632,9.62,172.808,3857.5322,2719.5624,583.1922,2494.4313,222.9645,197.2645,41.981,144.543,21.7328,24.6207,107.1037,65.6282,49.0739,96.4666,1738.993,48.2021,66.4301,75.3019,52.5516,0.0
CAN_H53,9.498,1.5277,70.7918,12.5993,10.6832,144.1509,24.2698,26.8709,102.66,9.1288,89.1701,15.4737,38.5093,40.6652,20.0662,60.1871,23.0805,16.6361,58.6562,24.5596,5.7442,112.9981,53.3149,29.2292,357.7878,2364.4074,76.4549,9.7107,58.8474,138.2804,175.0861,40.0011,356.9277,196.8165,65.2812,1977.4269,694.7111,372.0347,504.1319,511.5377,133.4895,708.0251,117.3364,233.0817,0.0
CAN_I,36.3534,2.5124,61.8437,14.4091,15.9531,146.3261,8.9581,11.0383,24.611,11.1249,28.9882,22.0175,17.0173,17.3327,9.6881,23.0154,19.0661,10.4597,28.8606,24.2776,19.4284,46.5144,18.6079,19.0925,139.1329,729.9454,28.2621,1.398,72.3338,87.88,14.7952,105.785,84.2413,64.3964,89.3205,326.7424,215.9129,178.2996,133.7983,163.5972,65.6971,380.8463,85.6835,112.9537,0.0
CAN_J58T60,23.8462,3.9109,57.0185,18.2004,13.4091,86.2864,11.4083,15.7774,26.6473,9.0707,33.6185,23.7972,7.6834,23.7513,10.3543,31.6476,37.6122,9.0437,44.3757,23.0052,28.564,66.1806,44.6095,43.4838,145.0853,617.6061,44.4987,2.5341,36.4526,46.1318,30.3456,64.5894,3768.1814,1660.9867,1245.3413,735.1331,188.9002,289.7161,215.7527,615.4948,777.5592,138.1424,88.7007,55.6224,0.0
CAN_J61,261.4529,1.3018,202.5111,45.7775,48.3647,119.6431,14.3181,30.9029,60.1809,32.6272,37.5617,25.701,32.2915,54.2364,26.5825,56.1943,49.1514,19.882,69.6346,43.684,64.2396,99.2323,100.9766,66.0164,494.3384,2052.8017,299.2508,4.947,124.4784,398.4497,81.4582,317.3513,384.7977,3774.074,916.28,4411.458,1190.4123,1343.6086,1216.0386,1587.8466,347.9738,2358.747,198.2252,369.9071,0.0
CAN_J62_63,33.1848,2.0901,459.8148,84.6592,17.956,46.5216,4.8511,11.83,24.9104,17.6543,25.29,9.012,11.8724,14.6102,20.0461,19.9004,10.3119,6.1189,23.7361,27.4981,31.6498,41.7124,243.5009,73.2175,274.1093,1035.521,174.2801,1.1883,53.6421,87.6728,118.8238,115.1525,209.6691,751.9462,3345.2622,6888.8298,305.1099,1914.0203,501.6323,1847.1531,197.7697,460.9186,154.15,138.8459,0.0
CAN_K,1984.9108,141.8854,5147.531,797.9289,405.1601,1440.3143,152.5408,518.2669,825.4082,674.1815,662.3987,277.493,333.9847,455.9587,726.47,689.8527,406.9003,208.9935,607.9452,1167.0771,392.7339,717.2312,1035.9315,385.1479,7278.8627,17327.6648,1848.8108,81.4936,638.0936,1150.5933,287.3351,3606.1373,1269.3903,1279.5322,891.4433,31292.3346,15478.465,2901.8077,3013.6411,3098.3503,246.8487,3080.7135,1092.8269,1235.5692,0.0
CAN_L,75.6923,1.88,141.8407,24.0024,8.1623,127.4542,38.7032,43.861,121.9118,25.3042,39.1136,22.4823,71.9434,49.0754,22.4092,119.4128,63.1376,22.0566,118.2075,58.8122,32.204,285.9997,36.0645,85.3675,964.6653,9843.5031,230.3513,12.2312,58.4912,586.2809,179.3255,1725.9071,656.3527,853.8629,919.869,3212.2988,4064.273,2878.5276,1749.2849,2697.1854,481.7113,3943.3259,918.02,1949.4215,0.0
CAN_M,1070.1702,26.4484,3218.2236,475.7585,998.9931,1313.2991,63.2628,249.2395,438.0606,594.8788,327.1486,428.5755,195.0146,404.3658,337.5315,236.5261,483.91,120.6308,351.6964,331.4165,797.1123,298.8495,979.3743,160.0359,15340.5184,14108.3196,431.4169,7.4893,238.033,404.3422,80.2755,872.2311,1095.5682,1030.0738,623.8869,7769.2803,2254.4052,8369.2646,3200.3842,6149.247,736.2745,2122.4048,670.7744,966.7277,0.0
CAN_N,559.1825,30.8349,1663.1476,231.6938,420.0459,531.5611,38.1689,96.1587,225.0391,125.586,247.9861,127.1932,165.2305,187.2955,203.7488,211.2773,169.5198,96.506,174.2779,559.1907,171.805,405.522,334.4248,308.5355,3046.0195,7673.2231,1229.4216,36.281,333.7199,681.7503,342.4754,1525.0238,1270.8656,1412.8557,2401.1196,9491.9735,4541.9349,4482.0001,3628.2502,6368.0623,1114.703,2938.0595,1033.9456,1200.2975,0.0
CAN_O,178.3035,14.8079,300.7939,52.8521,65.237,504.106,28.9379,78.0306,166.6702,112.2314,197.9267,89.0413,102.4726,95.8853,140.1047,128.9264,72.8245,34.299,132.8184,183.9385,66.2056,123.4019,57.8645,56.1088,1058.9486,1635.0397,320.0347,33.3035,154.7391,148.4019,53.0834,404.0833,276.2389,226.5272,346.543,1555.8657,955.0964,606.932,329.2553,3303.4622,258.4891,1371.0781,206.9268,413.7349,0.0
CAN_P,21.7526,2.6607,67.1739,8.1398,19.4207,55.2288,3.1619,8.5317,16.5031,16.741,16.1837,11.6688,10.5853,9.4514,11.297,8.4361,13.3783,4.4215,11.4738,13.3232,10.4967,17.2192,16.735,4.931,370.8284,340.6964,78.0246,9.0229,43.7765,22.4687,14.8673,63.8397,98.9253,43.8484,220.4054,391.585,64.5678,205.8114,92.4067,1163.0805,100.4576,250.6987,24.5909,35.407,0.0
CAN_Q,8.752,3.8801,39.7736,7.3837,5.7288,48.649,1.2673,10.6272,16.1085,16.3082,14.2809,6.6044,12.0021,10.6522,11.8238,6.8271,6.422,3.0115,8.6672,8.445,6.7936,12.7366,8.5838,9.7391,38.2214,259.8308,108.0221,22.1221,94.8753,14.0324,11.7355,17.8929,24.6168,27.4003,66.6041,356.9964,88.1795,70.0242,52.852,21437.7848,36.375,4993.8082,18.9223,18.7005,0.0
CAN_R,18.1299,1.2824,20.6316,5.2827,6.3525,59.6279,3.3399,5.4925,13.0105,3.7925,12.1524,10.4932,7.7489,8.7392,5.0019,9.9865,8.061,4.5123,9.7834,17.9201,6.3058,17.0537,5.0655,12.9738,71.6717,229.4263,18.6708,0.9263,13.2239,20.4665,7.6298,68.5363,632.9753,29.8014,56.1472,164.792,116.7702,120.0242,82.2019,384.2309,53.5613,78.5967,570.9003,52.379,0.0
CAN_S,300.7462,47.3752,204.6549,144.0127,55.5648,224.9479,12.5358,38.1589,67.9789,56.7679,70.3494,24.7044,49.1875,40.7044,94.2381,42.2541,27.5911,14.8097,49.1358,65.0212,32.0667,54.2204,39.6348,28.9988,578.3189,643.8923,312.3578,46.0669,175.2366,288.154,81.3602,257.7606,197.5371,116.1842,213.5564,1107.3856,484.528,612.8699,695.197,595.0184,317.2224,1559.4686,364.231,326.4442,0.0
CAN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
