V1,ZAF_A01_02,ZAF_A03,ZAF_B05_06,ZAF_B07_08,ZAF_B09,ZAF_C10T12,ZAF_C13T15,ZAF_C16,ZAF_C17_18,ZAF_C19,ZAF_C20,ZAF_C21,ZAF_C22,ZAF_C23,ZAF_C24,ZAF_C25,ZAF_C26,ZAF_C27,ZAF_C28,ZAF_C29,ZAF_C30,ZAF_C31T33,ZAF_D,ZAF_E,ZAF_F,ZAF_G,ZAF_H49,ZAF_H50,ZAF_H51,ZAF_H52,ZAF_H53,ZAF_I,ZAF_J58T60,ZAF_J61,ZAF_J62_63,ZAF_K,ZAF_L,ZAF_M,ZAF_N,ZAF_O,ZAF_P,ZAF_Q,ZAF_R,ZAF_S,ZAF_T
ZAF_C20,1685.3855,31.0125,204.7917,908.3439,75.8675,201.381,140.7958,56.9631,356.3616,1183.574,2675.0211,180.5897,1125.0024,98.5926,408.411,158.8385,14.4223,48.5493,82.9478,256.0232,7.5726,100.0919,85.2552,70.5378,352.159,156.135,68.6461,4.139,37.5464,65.2058,69.9725,49.9547,116.3653,109.7639,70.8671,17.1924,48.7362,64.1425,99.5954,127.252,74.6117,298.4305,468.8354,186.5805,0.0
ZAF_C21,184.6988,3.557,9.1896,6.6053,0.0,4.1627,1.9437,0.0,0.0,0.0,60.0276,176.897,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,1.8096,2.6106,15.8438,0.0,8.8607,0.0713,0.0045,0.0409,0.0709,0.0009,0.0,2.5899,0.2002,9.932,0.0,10.5618,7.7341,9.3111,283.2612,7.5787,337.3237,96.1299,0.1104,0.0
ZAF_C22,73.6081,1.7241,91.293,301.9333,0.2422,661.6134,76.3152,44.0066,37.0325,285.4673,242.7905,42.6903,300.1873,77.2216,11.8413,26.8954,35.3824,73.8163,95.3212,557.3231,9.4244,151.6945,7.1175,6.3353,825.3329,503.7353,141.5301,8.246,74.8109,138.8755,39.0436,5.9982,17.2497,346.4963,8.5032,4.9903,67.6208,15.0137,14.701,34.8913,7.0202,17.8624,22.4799,90.8145,0.0
ZAF_C23,51.2352,1.212,34.9745,61.3684,0.064,216.5452,0.6259,13.2532,3.9399,100.0621,54.0602,13.8562,5.9468,768.1443,10.0517,19.7621,16.9728,7.1298,21.0257,239.7127,13.4718,43.9303,48.809,7.8697,3202.1854,44.0519,44.7699,2.7473,24.9193,43.4134,14.9529,21.2203,5.3376,107.5234,8.5514,0.7837,6.3712,10.6682,9.9864,94.3676,9.361,36.2127,56.9527,205.4919,0.0
ZAF_C24,18.0057,0.2493,14.3472,45.7871,1.2327,5.8178,5.118,11.7965,10.4982,277.5473,30.0152,2.1443,18.9332,9.0074,1163.7905,1669.4026,14.6008,343.0166,293.2312,1110.6845,26.9171,75.6659,21.0418,4.9137,428.9462,4.7154,5.4379,0.3344,3.0408,5.373,0.735,0.5369,4.7902,14.637,0.9921,0.2252,0.9696,1.1535,1.2144,6.1007,0.6818,3.5827,4.0894,11.6582,0.0
ZAF_C25,412.1053,6.9315,240.6394,803.2588,0.0623,245.2692,27.7724,48.0115,84.5552,332.668,83.632,10.4039,124.9235,20.7386,9.5986,873.3273,23.9092,130.8063,426.3424,632.9686,16.9143,150.902,153.689,42.2463,2378.6934,272.0413,37.7926,2.2818,20.7713,36.6957,11.819,28.2342,37.1415,90.309,83.303,11.766,77.9799,111.7057,88.1644,177.0402,16.8668,59.1799,97.2628,171.7768,0.0
ZAF_C26,1.4755,0.3791,6.2832,8.4162,0.0391,0.2648,1.4438,0.0354,2.4179,0.6336,1.4686,0.6602,0.5703,0.1101,0.3569,3.0926,92.6566,55.3159,162.9098,125.1137,5.2146,12.4876,2.8308,6.395,5.2311,24.7379,6.0807,0.3602,3.2611,5.6889,2.1608,0.5828,16.8633,13.7607,12.5471,10.6846,13.2219,13.355,15.1327,117.8723,18.685,74.2476,78.5019,115.0471,0.0
ZAF_C27,12.6923,0.276,43.49,101.7784,0.5615,34.1701,4.3067,2.6509,17.2765,37.8011,0.4625,0.0829,9.6559,18.2793,3.7592,33.4768,81.6562,96.7236,171.2346,119.2964,41.7084,5.1865,634.7955,12.1881,590.1002,78.1814,20.7062,1.2355,11.2062,19.4803,0.1998,3.3459,6.4582,55.379,12.7563,2.9932,17.9611,17.2084,13.8483,85.4738,7.8378,29.7163,33.9898,166.0212,0.0
ZAF_C28,97.7601,1.7516,82.5427,346.0851,0.2635,29.6658,28.2085,1.5349,15.5556,20.0113,7.6482,0.5949,5.5463,13.2012,6.2042,60.9565,67.3975,60.2009,375.4315,271.427,35.0148,3.2772,158.8149,21.5262,143.8435,135.9883,26.099,2.8296,14.1299,24.8733,0.725,1.1366,14.2489,68.9317,42.0389,5.1079,80.6306,53.2328,49.0888,107.7265,17.4737,66.5709,81.8316,102.9144,0.0
ZAF_C29,195.7842,3.6196,176.5228,240.4699,1.0058,34.5976,47.2032,8.0128,13.3154,74.9119,47.9825,4.514,25.1797,12.303,10.1838,35.3273,2.8296,15.6628,36.8838,3729.1562,171.3413,11.4875,43.6722,62.1708,28.0414,584.1357,256.6789,8.0549,74.1544,173.025,19.1637,1.6871,53.3269,352.2981,25.8813,9.3148,54.8428,59.2245,70.6537,521.8106,91.092,316.0516,587.486,72.8941,0.0
ZAF_C30,8.3559,0.5156,3.9148,27.0804,0.008,1.3766,1.1508,0.5166,0.597,1.3976,0.2121,0.0261,0.0584,0.5541,0.215,8.7502,0.2821,0.8559,11.3244,133.9561,82.6458,0.2844,5.6579,0.7995,4.2217,5.7844,21.0925,36.6037,11.7528,20.5431,0.2976,0.0317,0.2768,58.5015,1.7996,0.017,3.4927,2.5292,2.3511,26.0538,0.4595,1.7975,2.7239,2.1103,0.0
ZAF_C31T33,48.9558,1.5086,9.4979,27.0625,2.8475,115.0359,22.3643,14.1419,5.72,24.9259,9.3422,1.4778,1.7721,1.7305,65.5931,52.8699,3.6357,1.9318,8.7982,16.8362,0.646,142.1883,3.1601,7.2951,16.7153,54.9281,12.4427,0.2976,4.2112,11.4433,4.3358,12.1694,9.7255,20.8356,33.1692,67.5736,37.4836,54.8071,56.6487,61.1008,9.185,43.3828,58.0037,22.3846,0.0
ZAF_D,292.9854,5.3034,199.8098,1330.69,12.2916,205.6008,56.3007,35.0886,105.1688,753.5375,835.7375,82.3338,76.0846,151.1324,553.712,154.4387,9.4801,19.9068,62.8172,117.7164,24.2261,52.9036,2101.0596,21.2846,49.267,190.6484,110.8557,0.6734,3.7703,52.7969,0.7489,99.1447,14.4999,37.7169,40.4235,65.7221,792.2038,248.9066,188.0277,77.5678,65.6007,100.7672,139.1388,80.4282,0.0
ZAF_E,92.7926,1.8556,78.0918,355.16,1.0365,190.8574,3.7526,2.2416,6.6989,54.0952,12.5466,1.7508,5.0303,5.5673,52.639,18.6855,0.7428,1.7438,4.6874,5.4033,1.4616,33.3581,4.9258,1159.8868,14.6591,134.5669,25.212,0.2275,4.9895,13.2428,0.1521,12.6455,2.1508,13.159,6.8223,11.9038,94.0988,36.6277,36.0896,33.9519,11.1869,66.8498,28.416,14.1526,0.0
ZAF_F,815.4401,8.7749,388.2137,1276.4151,48.0937,187.5364,25.3737,19.0262,112.9249,3265.2981,61.8689,12.4771,27.3211,25.7495,54.4333,98.8112,14.9578,8.6291,52.1096,42.3975,29.695,28.6039,19.634,385.2131,1266.2486,521.9374,605.1545,8.7607,286.9378,363.5401,1.5827,73.6408,108.4085,513.4606,101.6936,242.4259,189.228,396.7922,406.1476,791.2824,75.9407,168.4801,190.9574,142.4967,0.0
ZAF_G,2199.7187,64.6612,534.2682,1725.1911,57.7889,2635.9188,410.4314,109.7724,563.9725,1480.9858,1101.5112,128.8276,447.3772,272.6034,576.982,535.707,116.3207,224.311,389.6192,2204.7,121.5267,269.1291,722.7433,202.4551,2458.192,2062.3058,1093.2733,50.8115,529.1559,911.5165,170.9598,435.871,203.8087,2307.123,481.791,225.67,834.3616,815.7401,864.6184,1200.5597,163.4392,568.3232,778.5718,627.513,0.0
ZAF_H49,1278.6161,23.9094,280.5141,383.4434,8.5254,684.0604,86.2503,85.702,141.7808,556.3227,386.185,40.911,141.9799,199.9276,219.4866,193.9152,27.1571,56.9746,122.2783,396.5482,25.814,106.5535,224.4337,26.4313,463.0746,669.1252,444.705,8.6261,80.4239,410.428,90.8921,157.6761,81.4475,531.6362,103.2274,50.8905,121.24,197.1129,198.6134,370.3988,16.7,63.3838,93.3978,100.4198,0.0
ZAF_H50,0.0021,0.0009,0.0023,0.0024,0.0069,0.1632,0.0864,0.001,0.0327,0.0013,0.0013,0.0013,0.0366,0.0011,0.1323,0.0825,0.156,0.1767,0.2992,1.4637,0.0487,0.0329,0.1019,0.0453,1.9064,0.0035,0.0011,0.001,0.0013,0.001,0.001,0.0021,0.1134,0.0012,0.0013,0.0033,2.4275,0.0058,0.0047,0.0014,0.3231,1.1008,0.9655,0.8056,0.0
ZAF_H51,206.1386,6.3294,50.3513,76.0102,2.7608,118.0747,23.2838,12.9402,21.4477,115.2558,88.5375,24.2526,29.0748,30.4596,34.5173,38.1573,13.5223,13.4901,40.677,80.1594,8.2515,25.7046,51.7652,7.5106,51.6121,121.4615,47.3279,2.4858,88.4305,130.3704,34.7594,47.7762,23.2234,209.3529,57.4141,46.3753,44.2521,88.5704,136.5471,236.9662,3.2919,15.3252,20.4518,25.3911,0.0
ZAF_H52,165.869,12.9061,2559.5516,2636.2694,118.7956,258.4298,43.7814,27.0602,85.4269,1242.0456,136.2136,21.9606,55.4125,57.3548,104.8396,135.8038,19.7058,33.9928,90.3847,253.8061,20.638,54.6909,79.498,59.9761,370.9766,607.6408,144.1405,61.1608,651.5891,113.3987,5.7131,156.3174,42.0514,394.1443,52.6565,37.1604,104.0785,139.975,136.634,290.0111,17.8182,40.2641,165.0507,141.3525,0.0
ZAF_H53,0.5028,0.2869,20.4468,15.5336,2.4343,50.5133,15.6919,10.7088,19.9707,68.1843,29.2343,7.3935,11.8601,19.2161,6.0366,21.4117,11.2637,10.0379,25.316,53.7146,6.1132,11.5536,65.1073,5.301,33.3967,336.7144,23.5601,0.0572,2.2716,57.8913,1.7825,29.9837,54.1624,41.5786,28.6793,20.4372,26.986,124.9801,82.7317,29.9768,35.7668,80.6913,223.3987,53.9625,0.0
ZAF_I,3.8541,0.2536,12.5652,27.3393,0.5244,23.3993,6.7648,5.0857,13.3992,83.7689,18.4656,5.4037,30.2141,10.9768,6.2359,22.7675,6.4933,9.493,26.6761,33.4286,3.3043,8.326,45.9099,14.858,82.8255,112.8734,266.874,4.5937,99.1112,175.2901,3.1838,62.4967,21.9397,386.6754,21.6527,11.8596,75.7064,109.8045,165.2496,369.0586,58.1536,26.6926,109.2562,52.2328,0.0
ZAF_J58T60,18.944,0.5618,20.7946,88.7623,0.9573,204.297,45.4611,17.9541,159.7895,267.6878,98.8549,31.0511,48.7957,32.6061,69.9891,68.1777,11.3636,21.5424,57.6203,131.7093,29.6235,37.2443,10.2983,13.4785,31.2955,677.164,53.8643,1.1793,13.3222,33.7986,1.5402,37.8962,104.2533,157.3207,209.415,47.2087,367.1391,311.8541,181.9231,63.5642,36.8261,101.1356,121.2911,120.0522,0.0
ZAF_J61,45.6395,1.605,56.1299,194.8856,2.1638,121.1208,125.8168,44.1205,91.9848,51.59,132.3077,30.4783,92.2154,42.3263,44.6115,308.0,407.566,255.2815,858.1371,567.3834,54.7974,78.6096,156.3035,143.4577,777.2158,1866.2734,497.387,2.6545,40.6007,501.3214,0.1743,650.8718,218.4229,498.4255,496.9934,1406.9598,679.6608,1584.6572,1066.0563,2940.2973,321.3806,1013.8689,689.4168,920.7104,0.0
ZAF_J62_63,61.0779,0.8054,74.7334,303.107,6.1271,309.5119,43.8707,21.1488,51.1554,378.1073,160.6314,38.6166,46.9664,37.1911,70.4006,90.1589,14.9808,22.1948,59.0327,154.4193,13.8059,40.5179,248.9783,138.1992,536.8315,629.0031,291.6764,1.0043,60.6428,126.4926,1.6988,109.4721,155.2982,540.5247,246.2643,202.5515,209.9995,185.2332,131.5972,950.4584,370.9452,318.7564,384.2511,213.2075,0.0
ZAF_K,810.8115,80.779,324.8988,653.4753,26.4132,205.7605,107.7365,53.3555,63.2254,326.2305,142.5285,26.5675,101.2229,70.6116,77.4935,246.9461,59.8171,43.5423,187.3063,107.8174,30.5524,106.0815,653.1062,115.4382,449.5187,1961.9457,351.9714,7.4636,80.0285,689.7181,11.3708,210.0039,117.4358,216.2402,106.5475,17138.6938,1371.0951,908.3059,872.8192,597.3258,55.7229,241.7187,1088.8029,926.2019,0.0
ZAF_L,16.7709,1.62,30.4882,155.7052,3.0307,228.0579,90.1716,46.9384,112.838,407.9446,117.5595,27.3911,114.2407,46.3152,46.256,244.5903,47.888,36.3591,151.3268,137.8906,69.4182,105.4888,32.755,35.4037,284.8858,2251.4578,249.5429,1.1004,27.0652,259.8153,3.7493,436.6492,106.0308,404.1916,173.1312,524.8961,270.7609,808.135,456.9632,375.2834,148.2317,546.2352,545.899,266.1196,0.0
ZAF_M,115.7623,1.4458,177.7803,688.7677,23.8601,565.9766,52.7748,52.8505,132.2435,1016.2279,503.0461,153.0589,119.778,105.2844,108.6443,187.4762,28.7232,98.7438,131.9728,485.8523,20.6769,74.2774,562.0077,465.2832,2665.0601,1548.6077,551.7569,1.3377,73.0493,250.8187,2.7046,372.4734,381.1376,741.5603,192.0165,636.1309,744.8513,590.5153,265.2682,1402.023,738.6649,1134.0442,2946.4866,808.1269,0.0
ZAF_N,391.3261,4.4739,216.5542,803.5894,25.786,519.4306,49.3325,63.1971,133.4829,784.3938,298.0312,92.727,114.9363,95.4086,130.8748,198.3615,22.8995,47.912,123.6853,335.6394,24.5857,76.7989,306.2339,446.1192,1122.8368,1238.0005,827.7168,4.8639,239.8556,343.0417,4.1902,209.8495,238.5939,819.9228,96.7908,265.6345,782.6337,429.7416,598.2231,1667.063,729.5918,953.8174,2033.9736,606.7927,0.0
ZAF_O,2.4069,1.416,72.8824,277.4304,2.0555,57.9971,10.0821,4.641,32.1016,68.4989,33.3027,10.5593,12.5047,24.8708,14.2175,17.5547,3.5755,6.8854,19.2647,23.2766,5.1828,32.6911,17.9074,8.9982,69.8486,376.7422,15.7056,0.3009,2.4418,8.2108,0.0533,88.6,30.5489,23.1659,314.3206,5.4599,259.1813,588.4844,170.9608,1256.0631,14.0982,221.823,110.2865,31.1225,0.0
ZAF_P,82.8471,1.2019,43.6678,127.0877,4.8114,52.4418,9.4538,5.8044,25.459,43.5166,28.608,10.5126,43.1743,13.9526,11.3184,22.1523,7.6722,132.2014,37.9301,20.854,5.8728,9.768,67.6795,60.7858,174.4391,182.17,433.1301,6.3908,152.2827,410.2991,3.8608,83.2448,31.0314,482.8425,57.9681,830.5856,166.6115,320.3095,243.0736,388.6908,83.2515,53.1311,191.3635,201.7539,0.0
ZAF_Q,805.8855,14.7873,252.1069,822.471,6.1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6215,194.5997,0.0,0.0,88.1944,1.5325,12.7962,37.4477,0.5303,0.0,67.1667,112.4852,241.9149,467.3153,848.4401,839.5867,698.0696,1082.624,386.5011,46.4926,1471.6247,301.2718,0.0
ZAF_R,240.6002,4.7525,202.43,835.9625,11.2109,1160.6532,240.7464,110.3458,583.8901,2080.5907,501.6907,143.3582,418.9643,177.4613,555.1657,587.8618,78.9031,123.8518,385.5947,967.0405,361.3823,199.9882,10.9617,60.4284,195.5534,151.2015,266.085,11.2236,73.745,163.1122,7.0686,136.773,182.3524,544.0466,121.4738,43.6738,423.3874,497.418,535.5759,126.4412,120.4297,20.4972,763.4212,88.2544,0.0
ZAF_S,168.3475,2.3014,169.9366,355.4696,0.1209,643.7323,159.1541,86.4575,426.0528,1424.1951,368.1079,99.2945,198.9782,167.0156,301.2827,378.4378,42.1317,94.5678,272.5476,592.2418,79.0014,201.3908,18.1317,42.6846,172.0409,31.0568,311.8627,4.217,34.0228,140.6113,1.4664,85.0629,79.266,309.1262,116.8427,30.4824,455.463,331.0422,215.3935,47.1269,45.6429,21.7671,18.9009,63.337,0.0
ZAF_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
