V1,AUS_A01_02,AUS_A03,AUS_B05_06,AUS_B07_08,AUS_B09,AUS_C10T12,AUS_C13T15,AUS_C16,AUS_C17_18,AUS_C19,AUS_C20,AUS_C21,AUS_C22,AUS_C23,AUS_C24,AUS_C25,AUS_C26,AUS_C27,AUS_C28,AUS_C29,AUS_C30,AUS_C31T33,AUS_D,AUS_E,AUS_F,AUS_G,AUS_H49,AUS_H50,AUS_H51,AUS_H52,AUS_H53,AUS_I,AUS_J58T60,AUS_J61,AUS_J62_63,AUS_K,AUS_L,AUS_M,AUS_N,AUS_O,AUS_P,AUS_Q,AUS_R,AUS_S,AUS_T
AUS_K,4482.2191,306.5806,4227.263,2506.9261,425.5644,1212.5363,68.0927,175.0651,259.1456,41.7361,287.822,181.3688,205.1614,255.9856,139.4868,245.3577,103.5408,81.749,161.3977,245.1078,262.0788,74.0136,2352.4538,2920.7403,5799.4992,5669.9492,1303.6379,1181.5735,202.3278,2510.0682,221.6475,1993.6309,402.5697,929.9912,558.2625,22494.1395,27288.0131,6115.652,2698.7127,4097.9462,1965.4813,1808.1242,988.4384,825.9748,0
AUS_L,296.6256,22.3968,402.5232,589.7601,9.8658,223.9276,13.2401,49.2924,116.312,1.0724,32.2956,22.0017,33.6305,81.6901,8.7066,147.1256,23.3267,18.1553,33.9212,93.7199,85.3117,9.268,16.2909,35.9391,1986.6175,8204.9244,590.0161,54.4437,205.0043,625.2974,267.4367,2471.5598,243.6462,1294.3962,991.3818,1381.8733,2754.9501,2590.4198,3650.9499,801.9163,958.4856,496.1697,635.2218,265.7599,0
AUS_M,1707.9475,186.4726,1689.8165,2193.0971,3105.0822,1400.7466,90.7022,264.0815,1049.8671,3.1641,500.2455,616.7416,378.5558,466.7848,49.5857,517.3605,579.1946,412.9691,700.9006,449.1132,419.4433,175.1562,321.7246,1264.0408,11807.5252,9194.3555,1254.4074,475.2377,692.6325,1611.1596,172.2261,613.8215,1098.8153,2794.2685,3383.5937,6634.7005,5512.9142,21357.2708,4221.2609,3499.8126,1224.381,2178.7593,2365.555,961.6622,0
AUS_N,1624.7703,238.2015,1020.7031,1164.8678,576.8092,1668.6527,141.8511,204.9161,433.3796,33.2451,188.1618,192.1819,351.2324,486.9219,65.8617,550.2584,216.1635,143.9585,244.2677,222.7283,215.6893,149.5563,382.1468,292.439,6544.2848,5755.9036,1067.8885,370.2868,2534.3465,5003.7241,389.1598,3020.4508,741.0823,693.0495,2619.5372,5863.8361,2969.6223,6819.3052,5882.9281,2100.535,2362.189,3070.667,3372.7351,1702.8669,0
AUS_O,60.1218,22.3986,555.8832,654.9141,30.8509,197.0012,7.8401,48.3596,174.7358,1.9201,200.7204,170.2636,123.4799,74.1772,9.9124,102.7504,27.0019,20.8214,43.3548,99.9068,139.6618,38.8238,44.9734,158.5551,1679.582,957.4209,536.4544,18.9529,7.1511,544.7305,125.3756,65.6653,607.6392,247.0051,600.5502,1044.3501,276.0156,1593.1668,839.6347,2527.1555,1002.6805,537.4179,246.4708,455.9157,0
AUS_P,16.5336,4.1409,91.6185,83.2626,9.4312,65.4128,9.1902,11.7616,25.1319,3.4913,18.5795,21.9516,21.7964,26.0317,6.2659,17.3112,10.592,7.9915,15.9555,15.8037,15.9884,7.9557,108.0844,37.5855,122.8859,161.6206,39.4459,10.1319,10.466,77.2243,8.5868,32.8135,34.9408,57.2389,138.0937,957.7268,63.3125,428.2141,304.741,230.9961,622.5843,139.7303,109.7291,183.6591,0
AUS_Q,0.6431,2.9691,1.7227,0.0,2.4721,22.0624,8.6057,15.2366,20.3796,0.8888,98.2176,105.2115,6.4361,1.8187,0.3244,1.6739,0.6253,0.4834,0.7828,0.8336,1.1025,2.4415,1.2248,2.9445,9.6927,21.5445,0.0,4.3526,0.0,11.8444,18.695,3.9498,13.5795,0.0,0.0,1223.004,5.427,22.2663,46.3375,132.1493,101.6632,831.3455,11.9519,21.0073,0
AUS_R,14.816,4.7915,146.5153,109.8089,14.455,10.1389,1.3273,2.8139,2.836,0.0696,2.4668,1.8987,1.8617,2.0936,0.4386,1.9525,1.0,0.5368,1.0547,6.2801,6.346,1.8443,21.0875,12.8262,277.4081,432.4013,35.0863,20.0302,20.0586,6.4537,3.039,83.9903,462.7788,28.5141,31.3468,277.0789,66.7093,724.3652,442.4386,314.7347,1140.377,455.2043,2879.8812,194.1974,0
AUS_S,98.4295,37.798,452.1229,326.3713,68.3694,62.2051,20.0664,39.4112,41.1857,3.2897,18.8857,16.1738,27.4642,37.8947,2.8683,16.5407,6.2019,3.9554,8.3122,10.5217,10.0722,9.0837,32.0995,57.6269,548.4889,833.765,248.7209,42.6827,29.0218,141.5198,74.3855,113.5061,205.1448,200.7612,170.0697,406.2001,219.3838,888.7184,375.3093,231.7134,240.0332,1717.7832,234.7359,673.9733,0
AUS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
